constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, 0.3, 0.4, 10], [3.0, 9.9, 1.0, 300], [0.01, 0.05, 0.01, 10], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  1  2  3  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p00       p01       p02       p03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   156       43.96     1.740000  7.200000  0.860000  80.000000        88.20     36.53     53.00     -5.07     -8.89     67.20     44.44     60.22     87.26     16.67 
   157       48.31     1.400000  6.800000  0.850000  90.000000        99.60     53.73     52.00     -1.33      1.11     60.00     51.03     69.38     83.31     14.26 
   158       50.40     1.180000  8.100000  0.860000  50.000000        92.60     59.73     50.20     12.80     14.44     65.40     45.40     61.20     83.67     18.58 
   159       47.81     1.470000  7.050000  0.770000  50.000000        82.40     44.00     53.40     18.93     -0.56     62.10     52.30     60.95     84.13     20.43 
   160       44.29     1.890000  6.750000  0.710000  40.000000        75.40     40.27     42.80     14.40    -14.44     73.10     48.65     62.91     83.27     16.54 
   161       45.24     1.430000  6.100000  0.720000  30.000000        79.20     51.47     41.60    -20.27      6.11     68.40     49.52     60.33     98.64     17.41 
   162       49.07     1.380000  6.350000  0.650000  60.000000        97.80     54.27     48.20      2.40     -5.00     57.40     56.03     70.00     91.20     18.40 
   163       52.22     1.240000  6.650000  0.580000  100.000000        91.40     73.87     59.80      2.13      2.78     69.60     48.81     61.24     84.90     27.65 
   164       49.01     1.080000  7.200000  0.510000  110.000000        79.60     68.13     60.40    -17.87      2.78     61.30     50.24     66.73     92.83     25.99 
   165       48.01     1.470000  6.250000  0.510000  60.000000        89.00     50.67     51.00     -8.00     15.56     70.40     46.11     63.31     90.98     11.05 
   166       46.60     1.880000  5.850000  0.500000  90.000000        74.80     50.67     52.80      3.47      4.44     61.00     50.79     64.07     92.24     11.73 
   167       48.71     1.660000  6.450000  0.530000  120.000000        76.00     52.67     51.60     -1.60     18.33     64.00     50.56     59.75     97.14     18.70 
   168       46.99     1.570000  5.650000  0.620000  120.000000        80.60     54.27     51.40     13.07      1.67     63.00     44.05     58.84     92.06     10.99 
   169       47.65     1.260000  6.900000  0.690000  150.000000        88.00     40.27     66.20     -7.73     -8.33     66.40     58.02     62.73     93.15     17.84 
   170       49.29     0.980000  6.050000  0.760000  160.000000        85.00     67.07     37.40      9.60      6.11     54.80     51.83     68.40     83.54     29.20 
   171       56.03     0.550000  6.750000  0.730000  140.000000        81.20     85.87     76.60     31.20     -1.67     54.80     42.94     63.49     84.99     40.86 
   172       49.48     0.810000  7.550000  0.700000  150.000000        91.00     73.60     62.40      6.67    -20.56     44.50     65.00     61.71     89.48     20.99 
   173       46.33     0.490000  6.850000  0.650000  130.000000        52.20     79.33     80.00     12.80    -17.22     17.20     48.73     46.69     88.75     54.81 
   174       31.27     0.110000  7.050000  0.590000  160.000000        81.60     72.13     19.60     60.80    -17.22      1.00    -19.37     13.67     88.44     12.04 
   175       43.56     0.260000  8.300000  0.620000  180.000000        75.60     83.47     47.60     45.60    -11.67     -0.80     16.35     19.93     82.72     76.79 
   176       45.31     0.210000  9.100000  0.690000  190.000000        67.60     85.07     76.20     38.67     16.67      4.60      0.95     20.18     87.03     56.11 
   177       46.99     0.460000  8.350000  0.640000  210.000000        78.80     79.20     95.80      4.53    -27.78     13.00     44.84     46.80     90.25     44.44 
   178       47.84     0.380000  9.350000  0.730000  220.000000        99.00     78.13     68.20     20.27     10.56      8.90     30.08     30.22     81.54     51.54 
   179       47.46     0.310000  8.700000  0.810000  220.000000        52.40     88.80     62.40     34.93     10.00      8.20     33.73     37.78     87.76     58.58 
   180       51.91     0.640000  8.800000  0.810000  230.000000        71.60     86.00     72.00     -1.60     25.56     29.40     50.08     64.18     87.26     34.63 
   181       54.07     0.750000  7.700000  0.880000  200.000000       108.60     79.07     79.80      9.87      4.44     29.00     49.68     65.71     88.93     25.56 
   182       56.07     0.470000  6.950000  0.880000  180.000000        84.40     78.27     71.60     36.53     16.11     28.80     54.05     57.67     85.76     47.47 
   183       53.59     0.390000  7.600000  0.880000  200.000000        85.40     86.80     58.80     56.53     27.22    -11.30     55.71     39.02     92.70     45.06 
   184       46.89     0.390000  7.750000  0.880000  200.000000        57.20     77.33     69.80     38.93    -12.22      8.20     40.24     50.25     84.08     55.12 
   185       49.11     0.470000  7.150000  0.830000  150.000000        73.60     80.53     65.40     22.40    -20.56     17.30     46.75     56.91     94.06     54.69 
   186       43.59     0.410000  7.750000  0.830000  170.000000        57.00     90.27     67.20     26.13    -22.78      0.40     44.21     38.58     84.63     50.25 
   187       48.87     0.580000  7.750000  0.810000  170.000000        71.40     76.40     63.80     16.53     -2.78     23.00     53.57     51.96     93.61     41.17 
   188       55.55     0.730000  7.750000  0.910000  210.000000        91.80     64.13     66.00     26.40     21.67     33.40     49.29     64.36     97.14     41.30 
   189       44.81     0.340000  8.200000  0.910000  200.000000        93.80     92.67     67.40     13.07    -14.44    -11.10     35.08     34.76     86.71     50.19 
   190       51.23     0.870000  7.050000  0.850000  190.000000        98.40     67.60     60.60     29.07    -14.44     45.70     66.59     61.67     76.42     20.74 
   191       55.28     1.100000  6.500000  0.880000  180.000000        98.40     55.20     62.20     21.60     13.33     66.00     47.78     75.56     90.70     21.98 
   192       52.99     1.370000  6.550000  0.850000  140.000000        93.60     44.80     61.60     -5.87     17.22     78.80     55.00     73.45     88.07     23.21 
   193       49.62     0.980000  6.400000  0.870000  160.000000        89.20     52.93     54.80      7.73      1.67     62.90     57.86     71.71     79.77     17.59 
   194       51.86     1.000000  6.750000  0.850000  140.000000        82.40     58.93     67.00     17.33    -15.00     79.10     63.73     64.47     82.95     17.72 
   195       51.26     1.370000  6.150000  0.800000  160.000000        91.60     50.67     62.80     33.07    -17.22     68.70     57.62     65.05     81.95     18.33 
   196       48.18     1.320000  7.350000  0.800000  110.000000        77.20     64.67     63.40     19.20    -27.78     64.60     52.30     62.07     99.32      6.85 
   197       50.07     1.220000  5.450000  0.840000  140.000000        85.80     53.33     61.60      6.93    -10.00     63.90     55.48     78.29     89.43     15.93 
   198       51.68     1.230000  5.750000  0.820000  160.000000        86.60     62.40     59.00      2.93     -2.22     62.80     58.89     72.62     96.60     17.22 
   199       50.36     1.020000  4.800000  0.880000  160.000000        72.60     62.80     74.80      1.07    -10.56     60.80     50.32     76.44     94.06     21.30 
   200       52.72     0.920000  3.700000  0.930000  150.000000        92.20     61.87     66.60      6.93    -25.00     57.60     69.21     81.38     88.98     27.47 
   201       58.17     0.950000  2.500000  0.890000  120.000000       105.60     58.80     81.60     20.00      9.44     72.00     54.84     74.25     86.26     18.89 
   202       58.74     0.700000  3.150000  0.910000  130.000000        64.80     75.87     90.40     36.53     13.33     45.70     71.43     74.15     85.26     29.94 
   203       51.88     0.400000  3.850000  0.910000  140.000000        59.40     90.27     67.20     34.40      8.33     13.60     40.56     62.44     95.19     47.41 
   204       35.21     0.110000  4.900000  0.850000  120.000000        16.60     91.33     27.60     77.07     10.56      7.00    -14.92     22.47     93.11     21.30 
   205       57.76     0.560000  4.350000  0.970000  170.000000        94.20     77.47     82.80     20.80     -3.89     40.10     58.89     61.64     97.51     48.09 
   206       57.30     0.450000  4.150000  0.960000  200.000000        62.60     78.13     84.00     39.47     18.89     25.40     55.56     62.51     94.97     51.48 
   207       46.25     0.130000  3.800000  0.980000  200.000000        68.20     89.20     78.60     24.80     30.00      2.50     11.03     37.09     90.66     30.43 
   208       49.63     0.470000  3.550000  0.990000  210.000000        37.20     84.00     50.20      6.93     11.67     52.80     60.71     57.42     89.16     46.23 
   209       56.54     0.650000  5.200000  1.000000  230.000000        73.00     75.60     78.20     24.80     17.78     40.20     53.81     74.84     93.06     34.14 
   210       55.70     0.740000  5.350000  0.960000  250.000000       110.80     70.27     69.80     12.80    -16.67     55.40     59.52     71.49     90.34     33.27 
   211       54.52     0.850000  4.700000  0.970000  220.000000        90.00     64.67     67.40      0.27      4.44     56.90     57.78     75.27     92.56     35.86 
   212       56.05     0.820000  5.550000  1.000000  250.000000        94.80     68.67     71.40      6.67     -8.33     59.20     63.02     83.24     87.94     33.95 
   213       50.38     0.880000  4.950000  0.990000  220.000000        93.80     65.33     75.40     21.60    -43.89     48.80     56.59     67.82     85.40     32.96 
   214       52.70     1.150000  4.950000  0.990000  250.000000       101.60     66.53     69.00      0.27    -27.22     76.30     52.78     71.71     90.52     25.56 
   215       51.42     1.130000  5.800000  0.930000  280.000000        92.00     57.20     57.80      1.07     20.00     66.90     46.59     72.40     85.26     14.94 
   216       56.13     0.880000  5.400000  0.960000  230.000000        95.60     63.87     76.80     18.40      3.89     46.60     61.11     70.98     94.74     29.32 
   217       53.67     0.940000  4.500000  0.990000  230.000000        79.00     66.93     61.40      8.53      5.00     72.30     61.67     75.05     86.30     20.56 
   218       52.72     0.650000  4.150000  1.000000  240.000000        66.80     74.00     72.20      4.80     -6.67     50.90     71.19     67.78     89.98     36.17 
   219       52.95     0.850000  4.350000  0.940000  240.000000        80.80     62.13     76.80     14.93     -4.44     58.70     52.22     76.62     83.36     28.33 
   220       57.03     0.890000  3.300000  0.880000  220.000000        83.00     82.00     57.60     35.47     14.44     35.50     64.52     77.27     92.88     27.59 
   221       54.27     0.930000  2.950000  0.830000  200.000000        72.60     56.00     57.20     30.13     20.56     55.60     58.10     76.62     88.03     27.84 
   222       61.63     0.790000  2.250000  0.890000  200.000000        98.80     78.00     88.20      9.60     19.44     57.10     68.65     76.18     95.56     24.75 
   223       55.79     0.710000  3.150000  0.870000  220.000000        98.20     57.87     69.00      4.27     20.56     68.30     55.79     64.65     94.47     24.81 
   224       59.35     1.020000  1.200000  0.950000  210.000000        89.60     70.27     63.40     26.93     32.22     54.80     56.75     62.84     90.48     46.17 
   225       57.44     0.650000  3.250000  0.890000  180.000000        94.80     77.73     86.60      5.60     -9.44     63.90     63.73     70.47     87.53     33.46 
   226       50.29     0.680000  1.800000  0.880000  200.000000        54.40     64.27     59.20     22.13     -8.89     51.20     61.83     77.38     87.35     34.01 
   227       53.27     0.780000  2.350000  0.910000  190.000000        69.20     70.13     50.60     27.20     -8.89     57.50     66.03     71.24     87.07     42.65 
   228       52.19     0.940000  2.850000  0.910000  200.000000        90.40     65.87     56.20     -0.80     -5.56     72.50     65.71     68.76     84.63     24.20 
   229       56.95     0.770000  1.450000  0.970000  180.000000        82.80     73.87     72.60     37.07    -28.89     61.90     58.33     74.58     90.34     46.85 
   230       64.41     0.670000  2.100000  1.000000  170.000000        96.00     85.87     59.20     29.87     43.89     55.80     50.00     75.85     86.26     61.36 
   231       60.03     0.790000  2.200000  0.940000  200.000000        92.40     79.07     61.60     20.00      7.22     74.30     62.06     79.20     89.16     35.25 
   232       58.96     0.970000  2.500000  0.970000  150.000000        97.80     62.93     82.00     22.67     14.44     60.90     48.73     75.13     92.24     32.72 
   233       59.83     0.880000  2.050000  0.980000  160.000000        87.40     78.80     68.40     14.40     16.67     79.20     61.11     66.36     89.25     36.73 
   234       60.35     0.560000  1.250000  0.950000  170.000000        94.40     86.27     65.00     11.73      5.00     61.10     58.10     78.00     93.11     50.80 
   235       53.89     0.690000  1.200000  0.960000  170.000000        91.60     72.53     73.80     13.07    -15.00     30.60     50.63     74.73     82.40     64.51 
   236       55.60     0.640000  1.950000  0.940000  180.000000        72.60     84.80     68.80     31.20    -19.44     46.50     68.25     76.55     90.07     36.67 
   237       56.05     0.940000  1.500000  0.940000  190.000000        97.00     81.07     61.00     20.53    -26.67     64.30     56.03     68.00     88.53     50.68 
   238       60.86     0.450000  1.700000  0.980000  200.000000        92.40     89.33     70.20      5.87     33.89     28.60     63.17     68.73     89.39     66.98 
   239       55.28     0.900000  1.300000  0.990000  180.000000        81.40     84.27     53.60      4.53     -7.78     58.70     56.43     71.75     90.75     59.14 
   240       57.69     0.550000  1.550000  0.960000  170.000000        93.60     76.27     73.80     25.87     -1.11     35.60     59.44     73.35     86.12     54.01 
   241       59.82     0.920000  1.100000  0.960000  160.000000        90.60     78.00     57.20     58.67    -15.56     65.60     49.37     65.85     85.94     62.53 
   242       58.42     0.760000  0.800000  0.920000  180.000000        94.40     88.80     78.00     10.13    -30.00     74.50     55.32     65.38     90.70     56.98 
   243       57.55     0.850000  1.600000  0.950000  190.000000        82.60     72.53     46.80     11.73     11.67     68.50     51.98     78.69     98.82     52.16 
   244       55.33     0.930000  1.650000  0.930000  210.000000        83.40     73.07     73.80     22.40      5.00     52.00     50.63     68.40     84.40     40.19 
   245       59.01     1.020000  0.600000  0.920000  150.000000        89.00     79.33     74.20     23.47     -3.89     54.90     48.73     76.36     92.65     55.37 
   246       64.81     0.800000  1.000000  0.890000  130.000000        85.00     92.00     74.60     33.60     41.11     55.70     44.05     78.18     88.25     55.56 
   247       57.84     0.660000  1.800000  0.840000  130.000000        76.80     77.47     78.00     35.47      5.56     47.20     57.62     76.76     92.34     31.23 
   248       54.77     0.450000  1.550000  0.830000  160.000000        59.80     80.53     68.00     40.27     11.67     16.80     69.44     66.73     79.05     55.43 
   249       57.34     0.850000  1.800000  0.860000  140.000000        81.80     87.60     79.00     11.47     -8.89     68.30     60.24     74.40     89.34     30.19 
   250       56.95     0.750000  1.600000  0.810000  150.000000        86.80     74.13     73.20     15.73      5.00     57.10     73.17     69.02     83.72     31.60 
   251       58.61     0.930000  1.450000  0.890000  110.000000       100.80     63.20     61.60     35.73     -3.89     71.30     54.60     68.98     96.05     37.72 
   252       53.64     0.720000  2.100000  0.880000  90.000000        65.60     67.07     63.20     20.53    -17.78     69.80     58.81     77.31     93.70     38.21 
   253       53.17     1.110000  1.550000  0.870000  130.000000        97.20     63.47     59.40      4.53     -8.89     74.80     58.49     73.05     77.64     32.04 
   254       57.59     0.790000  2.150000  0.910000  120.000000        78.40     85.20     51.00     21.07     17.22     70.50     56.83     71.85     89.12     34.75 
   255       58.41     0.970000  1.600000  0.900000  130.000000        92.40     78.67     69.20     -6.13      7.22     70.00     65.48     75.78     95.60     35.93 
   256       58.25     1.200000  0.800000  0.940000  140.000000        83.80     64.67     62.00     40.80     12.78     68.10     38.41     74.33     85.80     51.85 
   257       56.27     1.290000  1.550000  0.940000  120.000000        94.20     67.47     52.20     18.93      1.11     65.90     63.33     72.47     90.16     36.91 
   258       52.05     1.010000  1.000000  0.940000  130.000000        87.80     63.73     63.00     18.93    -30.00     66.20     40.48     73.93     86.80     49.63 
   259       53.35     1.310000  1.200000  0.940000  140.000000        81.40     62.40     51.20     10.13     17.78     64.50     51.03     72.29     78.96     43.77 
   260       60.78     1.050000  1.100000  0.960000  140.000000        82.80     85.87     77.40     17.07     10.56     74.70     50.63     70.95     83.67     54.20 
   261       59.52     1.090000  0.450000  0.930000  150.000000        84.20     86.93     41.80     35.73     -9.44     72.80     62.70     69.31     85.03     66.17 
   262       59.40     1.220000  1.850000  1.000000  160.000000        96.60     79.87     69.40      8.53     17.22     77.40     42.38     71.13     89.71     41.73 
   263       60.32     0.900000  0.550000  0.980000  130.000000        88.00     72.53     88.00     26.93     31.11     65.00     22.62     69.02     97.73     42.28 
   264       58.96     0.900000  0.550000  0.940000  150.000000        86.60     83.33     62.20     21.07      8.89     76.60     40.08     71.78     90.52     48.52 
   265       53.94     0.680000  1.000000  0.910000  140.000000        67.80     76.80     66.60     -3.47     -0.56     70.50     50.95     69.16     86.62     55.00 
   266       58.09     1.080000  0.700000  0.980000  140.000000        87.20     91.60     60.00     10.93     10.56     59.50     47.22     70.44     88.39     55.06 
   267       57.74     0.750000  0.900000  0.970000  140.000000        97.60     65.87     69.00     15.47      4.44     60.20     57.62     73.53     83.58     50.12 
   268       58.62     0.650000  0.700000  0.970000  160.000000       101.80     66.00     89.40     23.47    -18.89     56.80     52.38     70.58     82.90     61.73 
   269       56.14     0.550000  0.550000  0.940000  160.000000        58.20     94.13     77.00     20.53    -10.00     50.50     53.97     72.80     85.35     58.95 
   270       51.38     0.510000  1.200000  0.960000  140.000000        -3.00     83.87     84.00     14.40     22.78     38.70     44.84     73.20     86.12     68.89 
   271       57.86     0.600000  1.300000  0.930000  160.000000        66.00     76.80     75.00     41.87     -5.56     43.70     65.32     72.22     85.71     57.53 
   272       55.26     0.670000  1.100000  0.950000  150.000000        72.20     81.60     78.00     19.47     -2.78     47.20     36.03     71.27     90.29     59.32 
   273       61.75     0.760000  1.700000  0.960000  150.000000        95.60     82.93     60.60     18.13     15.56     62.40     60.32     76.33     87.17     58.46 
   274       56.13     0.640000  2.450000  0.970000  130.000000        90.20     72.27     61.80     30.13     -5.56     48.70     65.24     75.05     84.85     38.58 
   275       61.00     0.940000  1.650000  0.970000  130.000000        92.60     76.80     76.00      5.33     34.44     64.70     50.63     74.65     83.85     50.99 
   276       60.04     0.900000  2.000000  0.990000  140.000000        85.20     80.53     79.00     17.87     23.33     61.60     28.57     80.84     97.32     46.17 
   277       55.15     0.810000  2.100000  0.960000  130.000000        73.20     71.73     60.40      8.80     -2.22     80.10     62.14     69.49     91.52     36.30 
   278       53.14     1.140000  2.600000  0.950000  140.000000        82.60     60.53     58.80     -0.00      8.33     68.50     61.75     72.69     86.39     31.79 
   279       58.93     0.970000  2.000000  0.990000  120.000000        95.40     63.73     58.00     36.27     -2.22     71.90     58.10     71.45     83.81     52.90 
   280       56.73     0.920000  1.800000  0.970000  120.000000       108.20     75.60     58.40     14.40    -29.44     66.90     49.52     74.65    100.14     48.95 
   281       58.25     1.000000  2.200000  1.000000  120.000000        87.80     72.93     57.00     23.47     16.11     63.00     48.97     79.38     85.71     48.15 
   282       52.72     0.940000  2.500000  0.960000  140.000000        95.80     75.07     53.80      9.07    -17.22     56.10     66.03     74.58     84.94     29.01 
   283       54.28     1.000000  2.100000  0.970000  110.000000        93.00     62.13     65.20     16.27    -32.78     75.90     59.13     71.16     86.71     46.05 
   284       56.73     0.830000  1.750000  0.990000  130.000000        70.00     76.40     72.80     21.07    -16.11     57.10     57.22     72.91     93.61     62.28 
   285       56.32     1.000000  1.800000  0.990000  130.000000        77.00     61.33     70.80     20.53     15.56     66.00     48.57     75.71     85.62     42.04 
   286       56.90     0.950000  2.000000  0.960000  100.000000        86.40     68.13     64.40     27.20    -28.89     72.30     60.16     74.33     94.74     50.25 
   287       56.35     1.100000  2.750000  0.990000  120.000000        97.40     49.87     79.40     18.67    -29.44     80.00     62.30     73.16     96.42     35.74 
   288       53.00     0.810000  2.850000  0.970000  130.000000        88.40     66.53     67.40      5.07    -21.11     52.00     68.57     81.71     85.08     36.36 
   289       58.42     1.100000  2.250000  0.970000  130.000000        91.00     63.87     61.20     38.67      8.33     75.00     51.03     73.93     83.36     37.78 
   290       52.04     1.120000  2.850000  0.970000  150.000000        76.80     60.67     69.00      5.33    -30.00     78.20     63.25     74.84     86.62     35.68 
   291       57.37     1.000000  2.350000  0.980000  130.000000        82.80     57.07     59.40     18.67     16.67     81.00     58.02     71.45     86.98     41.67 
   292       58.69     0.980000  1.700000  0.950000  140.000000        94.60     72.13     74.40     10.40    -10.56     68.70     58.41     74.98     91.84     51.98 
   293       56.14     0.910000  2.000000  0.950000  150.000000        95.80     50.40     69.20     12.00      6.67     72.90     46.19     71.09     93.61     43.52 
   294       56.83     1.070000  2.200000  0.970000  160.000000        83.20     72.27     66.00     -2.13     26.67     67.90     63.65     66.44     84.26     40.00 
   295       58.01     1.070000  2.150000  0.990000  170.000000        84.00     66.67     65.80      8.80     21.11     64.80     60.00     69.02     96.46     43.40 
   296       62.28     0.980000  1.600000  0.970000  150.000000        83.20     94.27     56.80     31.20     32.78     62.50     53.89     76.25     84.72     47.22 
   297       55.83     1.050000  2.250000  0.960000  150.000000        85.40     69.87     48.00     17.07      7.22     80.60     55.79     70.18     92.56     31.60 
   298       54.15     1.070000  1.900000  0.930000  150.000000        99.20     73.20     71.40    -15.20     -9.44     76.30     53.33     71.71     82.72     38.27 
   299       62.10     0.910000  1.950000  0.970000  130.000000       104.00     86.00     70.60     -0.27     21.67     73.60     54.60     73.45     91.61     45.74 
   300       50.41     0.980000  2.300000  0.960000  130.000000        93.60     63.33     41.20     -7.20    -17.78     72.60     66.03     74.91     89.21     28.15 
   301       58.51     0.780000  1.950000  1.000000  150.000000        95.60     73.60     52.80     20.00      1.11     65.20     52.30     81.38     90.34     52.72 
   302       52.97     1.030000  1.800000  0.970000  130.000000        87.80     65.07     74.40      3.20     -2.22     51.20     52.30     74.62     90.29     33.02 
   303       56.46     0.880000  2.250000  0.970000  130.000000        82.40     64.13     67.00     12.53    -13.89     81.60     65.63     74.18     90.48     40.56 
   304       55.89     0.860000  1.900000  0.980000  140.000000        90.20     68.13     81.40     -7.47      6.67     80.70     32.86     67.24     86.67     52.47 
   305       57.20     1.020000  2.100000  0.980000  140.000000        79.60     84.67     65.80     25.33    -14.44     63.90     57.70     78.95     95.65     34.81 
   306       59.15     0.830000  2.300000  0.980000  140.000000        83.60     87.87     58.60     30.93     10.00     47.80     55.32     77.24     89.66     50.49 
   307       56.27     1.040000  2.150000  0.950000  120.000000        74.40     68.67     61.00     18.67     13.89     63.00     64.13     73.09     92.74     33.09 
   308       58.48     0.810000  1.950000  0.980000  150.000000        95.20     71.20     58.00     18.40     20.56     57.20     58.97     77.09     82.31     45.86 
   309       54.44     0.850000  2.150000  0.970000  140.000000        80.40     62.53     69.20     -4.00     17.22     53.70     58.97     75.56     94.88     35.93 
   310       63.66     0.930000  2.100000  0.980000  140.000000        83.20     95.47     74.00     34.13     -0.56     71.60     71.98     72.25     86.85     47.72 
   311       57.31     0.870000  2.200000  0.950000  150.000000       101.40     60.00     67.00     30.13     -3.33     70.40     49.92     71.64     86.35     39.63 
   312       55.82     1.010000  2.150000  0.980000  130.000000        85.40     64.80     49.20     21.60     12.22     66.80     59.68     70.04     89.43     39.07 
   313       57.22     0.980000  2.550000  0.980000  130.000000        77.20     69.73     64.20     19.73     17.78     66.40     50.95     77.93     88.93     39.32 
   314       55.73     0.870000  2.500000  0.970000  130.000000        87.40     66.93     65.20     26.67      0.56     42.20     55.95     79.35     92.61     40.43 
   315       49.46     1.060000  1.850000  0.990000  140.000000        66.80     65.87     50.40      6.13     -4.44     74.10     35.79     66.95     92.56     40.43 
   316       56.29     0.880000  2.250000  0.960000  150.000000        99.40     69.33     69.60     12.53      1.67     54.00     59.21     78.15     86.21     32.78 
   317       58.20     0.830000  2.400000  0.980000  140.000000        94.40     86.13     48.20      0.53     33.33     50.60     62.70     75.71     86.30     44.14 
   318       52.94     0.950000  2.200000  0.980000  130.000000        79.20     71.47     46.40     13.87     -2.22     66.00     50.79     77.16     88.48     38.21 
   319       55.26     0.860000  2.600000  0.960000  150.000000        87.00     67.33     69.60     15.73    -10.56     55.80     60.00     81.89     86.94     38.83 
   320       50.11     1.000000  1.600000  0.980000  150.000000        71.00     61.07     61.40     34.13    -13.89     64.30     35.95     65.09     86.85     35.19 
   321       52.31     0.820000  2.250000  0.970000  150.000000        92.00     65.87     55.00      4.00     -1.67     46.40     54.60     71.42     88.16     47.35 
   322       57.79     0.850000  2.100000  0.970000  130.000000        88.40     71.87     61.20     17.07      5.56     77.20     65.08     71.56     82.77     37.16 
   323       54.94     1.020000  1.800000  0.990000  140.000000        89.80     62.80     49.00     12.53     -2.78     62.50     57.06     72.58     90.57     55.37 
   324       60.18     0.910000  2.250000  0.990000  130.000000        74.80     80.27     69.20     34.40    -17.22     78.20     69.37     77.16     91.25     44.38 
   325       59.50     0.840000  2.650000  0.990000  140.000000        93.40     62.00     77.00     11.20     12.22     73.30     58.73     78.15     84.31     44.69 
   326       56.79     0.930000  2.300000  1.000000  140.000000        89.40     55.87     66.00      9.60      3.33     70.00     53.41     79.45     91.47     49.32 
   327       54.31     0.780000  2.950000  0.980000  130.000000        82.60     75.33     61.80      0.53     -2.22     41.70     65.63     79.89     96.83     41.05 
   328       61.11     0.860000  2.400000  0.990000  140.000000        94.60     78.67     47.20     14.13     33.89     59.00     73.81     73.85     90.57     45.37 
   329       57.00     0.870000  2.700000  0.960000  130.000000        78.20     72.13     68.60      6.13      9.44     68.40     74.84     74.44     83.45     34.32 
   330       52.47     0.850000  2.100000  0.960000  130.000000        86.40     55.73     51.20     23.47    -31.11     66.10     68.02     70.95     93.47     40.49 
   331       58.53     0.910000  2.450000  0.990000  130.000000        71.00     77.33     64.80     34.13      8.89     50.30     60.24     80.15     87.21     51.30 
   332       60.89     0.930000  2.500000  0.970000  140.000000        94.00     60.53     75.20     17.33     27.78     75.60     58.25     74.95     88.98     36.30 
   333       54.32     0.940000  2.150000  0.980000  150.000000        83.60     58.00     56.60     -2.67     17.22     71.10     63.97     74.40     87.62     33.33 
   334       59.70     1.020000  2.700000  0.960000  140.000000        87.20     81.47     74.40     11.47     15.00     80.80     58.57     76.80     84.35     26.91 
   335       55.63     0.980000  2.500000  0.990000  150.000000       103.00     66.67     54.00     13.07    -29.44     74.00     60.56     77.05     93.97     43.46 
   336       56.29     0.870000  2.350000  0.950000  140.000000        93.20     61.60     70.20      9.07      3.33     69.20     68.49     70.33     87.26     30.19 
