constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0], [2.5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  ]
Optimizer(): evals/step: 25
Optimizer(): numParams: 1 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p00       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
     1       52.29      0.77000        92.24     63.89     66.96     12.64     15.56     41.16     53.68     58.69     86.83     31.23 
     2       50.09      0.72684        96.00     70.72     68.88      8.59     -1.33     30.80     48.10     54.89     84.76     39.51 
     3       50.87      0.90342        88.80     59.84     63.68      9.44     11.33     47.96     56.00     56.89     86.92     27.88 
     4       53.46      0.49989        90.24     83.20     82.80     33.12      4.89     11.36     50.03     48.96     86.50     43.48 
     5       50.45      1.08373        91.92     64.43     69.52     -1.33     -2.00     69.76     45.87     61.48     85.85     18.96 
     6       49.47      0.84469        81.28     58.08     68.64     25.87     -4.00     27.96     54.54     61.44     92.62     28.32 
     7       47.32      0.29259        72.40     93.01     65.12     22.77      6.44      0.20     39.27     27.48     88.14     58.35 
     8       47.68      1.02152        83.28     58.45     63.68     11.04    -14.67     52.04     55.87     58.76     86.09     22.22 
     9       46.96      0.83777        78.72     60.64     66.72      6.13    -11.11     42.00     53.37     60.83     85.14     27.19 
    10       49.48      1.23049        89.84     57.97     52.24     11.36    -11.11     71.72     48.29     62.62     89.68     22.15 
