constructTestCases(): generating 37 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.3, -0.5, -0.5, 0.3, -0.5, -0.5], [2.3, 0.5, 0.5, 2.3, 0.5, 0.5], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0, 1]
Optimizer(): evals/step: 10
Optimizer(): numParams: 6 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Linear  
MABsolver_config: params: numInputs:  2  2  
MABsolver_config: params: weights:  [  1.300000  0.000000  0.000000  ]  [  0.800000  0.000000  0.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p01w00    p01w01    p01w02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   958       51.08      1.30000   0.10000  -0.10000   0.90000   0.50000   0.40000       101.60     49.73     68.20      3.47      9.44     66.20     54.29     58.07     92.43      7.41 
   959       49.09      1.40000   0.10000   0.10000   0.90000   0.30000   0.30000        87.60     52.53     53.40     31.47     22.78     29.70     47.86     56.98     89.34     19.26 
   960       49.31      1.10000  -0.10000   0.10000   1.30000   0.40000   0.40000        82.80     48.27     65.60     10.93      6.11     62.80     55.79     61.27     86.30     13.21 
   961       42.27      1.40000   0.00000   0.10000   1.40000   0.40000   0.30000        77.60     34.27     48.40      4.53    -36.67     81.60     59.05     55.35     86.62     11.98 
   962       50.17      0.90000  -0.10000   0.00000   1.60000   0.30000   0.40000        78.20     49.47     52.20      6.93      2.22     85.30     64.21     60.62     89.21     13.33 
   963       47.31      1.10000  -0.20000   0.10000   1.60000   0.10000   0.40000        73.20     51.20     33.60      9.60     22.22     63.30     54.21     63.71     88.12     13.95 
   964       47.72      0.90000  -0.30000   0.00000   1.40000   0.20000   0.40000        78.20     35.60     54.40      0.27     17.22     76.00     49.21     62.29     90.48     13.58 
   965       43.22      1.10000  -0.40000   0.10000   1.40000   0.30000   0.50000        89.00     38.80     43.40     -1.33    -18.33     74.80     53.73     61.85     76.83     13.46 
   966       47.71      1.10000  -0.40000   0.10000   1.40000   0.30000   0.30000        78.20     51.20     55.60      9.07    -10.00     79.70     51.67     57.35     92.38     11.98 
   967       50.60      0.80000  -0.30000   0.00000   1.60000   0.20000   0.40000        82.80     42.13     48.20     26.13     26.11     62.60     57.30     57.96     87.98     14.75 
   968       49.53      1.00000  -0.30000  -0.10000   1.40000   0.20000   0.50000        70.00     66.40     61.80      6.13      2.22     74.60     54.92     52.29     86.94     20.00 
   969       49.98      1.20000  -0.30000  -0.20000   1.50000   0.10000   0.40000        80.40     61.20     53.40     -1.07     -0.56     77.90     68.65     61.05     85.76     13.02 
   970       52.75      1.00000  -0.30000  -0.30000   1.30000   0.00000   0.30000        86.00     51.87     46.00     49.60      8.33     66.10     51.27     61.35     82.99     23.95 
   971       45.68      1.30000  -0.20000  -0.30000   1.30000   0.10000   0.30000        91.00     43.87     55.20    -11.73    -15.00     69.60     52.70     59.20     99.64     12.28 
   972       49.84      1.00000  -0.40000  -0.20000   1.00000   0.10000   0.20000        85.00     57.07     55.80     10.13     -8.33     67.00     62.38     60.98     84.13     24.26 
   973       52.53      0.90000  -0.30000  -0.20000   0.80000   0.10000   0.20000        82.00     72.80     61.00     19.20     21.67     37.70     54.13     59.16     87.26     30.37 
   974       50.71      0.90000  -0.30000  -0.10000   1.00000   0.10000   0.20000        82.40     68.67     75.00     -4.27     16.11     40.60     58.81     58.65     90.43     20.68 
   975       51.41      1.00000  -0.30000  -0.10000   1.00000   0.10000   0.20000        91.40     66.27     55.60      6.93      1.11     53.20     65.16     60.29     88.44     25.68 
   976       48.53      1.10000  -0.30000  -0.20000   1.10000   0.00000   0.20000        79.20     51.87     56.80      5.33    -13.33     64.20     65.24     56.69     90.34     29.01 
   977       47.04      1.20000  -0.40000  -0.20000   1.10000   0.20000   0.20000        83.80     48.00     51.20     -7.47     12.78     63.80     52.30     56.40     85.90     23.70 
   978       50.17      1.00000  -0.20000  -0.20000   1.20000   0.00000   0.30000        83.40     51.07     46.80     -1.33     24.44     65.80     59.92     59.45     92.74     19.38 
   979       47.43      1.10000  -0.20000  -0.10000   0.90000   0.00000   0.30000        77.60     62.80     60.80      7.20    -12.78     66.90     52.30     52.29     89.52     17.65 
   980       53.60      1.20000  -0.40000   0.00000   0.80000   0.00000   0.30000        86.40     59.60     81.80     16.53      8.89     45.70     66.90     58.84     87.44     23.89 
   981       52.76      1.10000  -0.50000   0.00000   1.00000   0.10000   0.20000        93.60     79.47     61.60     29.60    -24.44     57.70     61.59     55.42     90.93     22.10 
   982       52.29      1.20000  -0.40000  -0.10000   1.10000   0.20000   0.20000        78.20     60.13     73.00     13.87     -0.56     65.70     60.48     57.13     94.24     20.68 
   983       49.71      1.00000  -0.50000   0.00000   0.90000   0.20000   0.20000        88.40     47.87     60.20     -3.73      8.89     63.50     61.11     63.27     85.76     21.79 
   984       54.76      1.20000  -0.40000   0.00000   1.00000   0.20000   0.30000        95.60     57.87     72.40     29.33     -6.67     66.90     56.27     66.15     90.11     19.63 
   985       50.71      0.90000  -0.40000   0.10000   0.80000   0.30000   0.30000       101.40     58.53     62.60     -3.20      6.67     53.00     68.10     55.60     87.66     16.79 
   986       49.78      1.10000  -0.30000   0.00000   0.70000   0.40000   0.40000        83.80     65.47     73.40     42.67    -13.33     31.30     47.70     59.27     82.99     24.57 
   987       50.13      1.00000  -0.30000  -0.10000   0.90000   0.50000   0.30000        79.20     63.73     70.40     17.07    -20.00     74.90     51.67     56.91     89.75     17.65 
   988       52.82      0.90000  -0.40000  -0.20000   0.90000   0.50000   0.40000        64.20     59.20     67.20      7.20     43.89     59.10     61.19     56.80     89.21     20.19 
   989       54.92      1.10000  -0.40000  -0.30000   1.00000   0.40000   0.40000        80.60     62.00     72.40     34.93      8.33     60.10     54.29     59.38     97.82     19.32 
   990       47.41      0.90000  -0.30000  -0.40000   1.30000   0.30000   0.30000        73.60     48.13     67.40     12.80    -23.89     71.90     55.32     57.82     91.43     19.57 
   991       46.93      0.70000  -0.20000  -0.50000   1.40000   0.40000   0.30000        93.80     43.73     43.80     18.93    -33.89     82.40     63.57     51.49     87.17     18.27 
   992       47.00      0.90000  -0.20000  -0.50000   1.60000   0.30000   0.30000        75.60     41.33     54.60      3.47     16.11     53.80     63.97     61.31     83.63     16.17 
   993       47.78      1.00000  -0.20000  -0.40000   1.80000   0.20000   0.40000        78.60     43.87     39.40      9.87      1.11     86.10     55.63     56.58     82.90     23.70 
   994       41.49      1.20000  -0.10000  -0.40000   1.70000   0.30000   0.30000        83.20     37.47     28.80     -1.33     -3.89     64.70     43.57     60.65     86.08     15.62 
   995       48.15      1.10000  -0.10000  -0.40000   1.90000   0.20000   0.30000        84.40     51.20     55.20     28.80      1.11     63.30     49.84     57.09     76.05     14.51 
   996       50.49      1.20000  -0.20000  -0.40000   1.70000   0.20000   0.40000        82.60     47.33     48.60      1.07     31.67     72.60     50.63     64.95     89.43     15.99 
   997       45.33      1.10000  -0.10000  -0.40000   1.80000   0.20000   0.30000        74.80     41.33     46.00      7.73     -3.33     73.40     55.71     58.04     77.37     22.22 
   998       46.70      1.10000  -0.30000  -0.40000   1.50000   0.20000   0.40000        83.40     39.73     33.60     17.60      6.11     71.70     53.10     63.31     87.12     11.30 
   999       45.34      1.30000  -0.20000  -0.50000   1.70000   0.20000   0.50000        90.20     54.80     41.00     10.67    -31.67     75.60     46.59     65.09     85.08     16.05 
  1000       40.68      1.20000  -0.20000  -0.40000   2.00000   0.30000   0.50000        76.00     37.20     41.40     13.33    -12.22     62.20     45.08     60.55     72.88     10.37 
  1001       45.38      1.50000  -0.10000  -0.50000   1.80000   0.20000   0.40000        85.40     53.47     40.00     11.20    -15.56     77.00     41.98     64.65     77.23     18.40 
  1002       49.13      1.60000  -0.20000  -0.50000   1.50000   0.30000   0.40000        78.00     45.73     46.60     36.00      5.56     64.10     53.65     58.25     85.03     18.33 
  1003       44.56      1.60000  -0.10000  -0.40000   1.70000   0.40000   0.30000        72.60     45.60     40.80      2.93      6.67     74.20     51.27     61.05     77.23     13.21 
  1004       47.03      1.80000  -0.20000  -0.40000   1.60000   0.40000   0.40000        68.60     47.60     37.40     32.53     15.56     74.10     49.52     60.33     77.91      6.73 
  1005       48.81      1.70000  -0.10000  -0.40000   1.60000   0.40000   0.40000        80.60     57.60     56.80     21.60     17.22     67.10     46.75     60.51     77.37      2.53 
  1006       41.19      1.50000  -0.10000  -0.30000   1.80000   0.40000   0.30000        77.20     38.80     36.40     -6.13    -10.56     71.20     45.95     58.95     84.76     15.31 
  1007       39.99      1.70000  -0.20000  -0.40000   1.80000   0.40000   0.50000        77.60     37.47     36.80    -13.60     -1.11     64.80     48.25     60.69     74.69     14.26 
  1008       47.07      1.60000  -0.10000  -0.50000   1.40000   0.30000   0.40000        82.60     54.80     47.40    -22.93     35.56     73.00     46.43     57.64     81.95     14.26 
  1009       44.09      1.40000   0.00000  -0.40000   1.40000   0.30000   0.40000        74.60     45.60     49.40     16.00     -3.89     57.00     49.29     53.02     87.07     12.84 
  1010       45.97      1.80000  -0.20000  -0.50000   1.50000   0.30000   0.40000        82.40     42.67     57.20     10.40    -17.22     76.60     50.08     62.11     91.84      3.64 
  1011       48.61      1.50000   0.00000  -0.40000   1.30000   0.20000   0.50000        90.80     55.33     29.80      2.93     11.11     75.20     50.32     57.27     97.87     15.49 
  1012       46.30      1.40000   0.00000  -0.40000   1.40000   0.20000   0.50000        88.40     43.33     46.40      4.53      5.56     73.70     40.71     58.00     86.49     15.93 
  1013       51.42      1.60000   0.10000  -0.40000   1.10000   0.20000   0.50000        92.00     68.93     49.40      4.80     28.89     59.00     50.40     57.64     89.21     13.95 
  1014       48.30      1.40000   0.20000  -0.30000   1.00000   0.20000   0.50000        95.80     46.53     64.80      2.67      2.78     61.50     44.05     67.05     89.07      8.77 
  1015       54.72      1.80000   0.10000  -0.30000   1.10000   0.10000   0.40000        90.60     62.40     61.00     38.40     29.44     58.40     37.70     58.62     92.52     18.09 
  1016       47.84      1.60000   0.20000  -0.30000   1.20000   0.00000   0.40000        76.20     64.93     36.80      5.60     -4.44     69.50     64.44     57.64     89.84     17.90 
  1017       46.87      2.00000   0.00000  -0.40000   1.00000   0.00000   0.50000        83.80     60.40     57.40      8.00      1.11     48.60     48.33     59.85     91.66      9.57 
  1018       49.95      1.90000   0.10000  -0.20000   1.00000   0.10000   0.40000        83.40     55.20     58.20     18.40     28.89     53.50     39.60     57.56     84.99     19.75 
  1019       44.01      2.00000   0.10000  -0.40000   1.30000   0.00000   0.40000        82.60     51.60     57.80      4.00     -8.89     52.90     34.44     63.13     90.25     12.22 
  1020       44.39      1.70000   0.10000  -0.30000   1.30000   0.10000   0.40000        76.60     48.53     50.80      0.80     -2.22     57.80     47.46     59.89     92.74     11.48 
  1021       46.60      1.90000   0.20000  -0.20000   1.00000   0.10000   0.40000        97.40     46.80     65.80      3.20    -18.33     68.00     46.90     61.35     88.75      6.17 
  1022       54.67      2.00000   0.10000  -0.20000   1.20000   0.10000   0.40000        81.00     72.13     75.00      8.27     40.00     55.50     40.40     61.38     95.60     17.47 
  1023       49.52      2.20000   0.00000  -0.10000   1.10000   0.10000   0.40000        88.20     54.00     64.80     31.47    -23.89     64.30     42.86     65.56     96.87     11.05 
  1024       50.25      2.00000   0.20000  -0.10000   1.00000   0.10000   0.40000        88.80     59.33     70.40     14.40     11.67     50.70     40.00     61.27     92.20     13.70 
  1025       46.32      2.10000   0.30000  -0.20000   0.90000   0.20000   0.30000        95.80     73.47     47.20      1.60     -1.67     42.40     42.62     56.47     90.84     14.51 
  1026       46.29      2.20000   0.20000  -0.10000   1.10000   0.10000   0.40000        76.40     54.80     57.20      4.80     12.22     51.80     38.89     62.18     85.40     19.20 
  1027       49.94      1.80000   0.30000  -0.10000   0.90000   0.20000   0.40000        93.80     50.53     66.20     -6.40     25.00     55.60     44.60     61.24     96.87     11.91 
  1028       46.69      1.70000   0.30000   0.00000   0.70000   0.20000   0.40000        96.40     71.60     51.60      5.07    -19.44     63.40     47.06     58.73     85.26      7.22 
  1029       51.69      1.80000   0.30000   0.00000   1.10000   0.30000   0.50000        80.20     61.47     49.00     -2.40     45.56     66.90     52.06     58.62     94.74     10.74 
  1030       50.36      1.80000   0.40000   0.00000   1.00000   0.30000   0.40000        95.20     62.80     63.00     -3.47     -6.11     79.30     46.27     55.56     92.43     18.58 
  1031       47.59      1.70000   0.40000   0.00000   0.90000   0.40000   0.40000        88.40     66.00     70.80     -6.40     -5.00     39.10     41.98     61.89    102.63     16.48 
  1032       51.43      1.90000   0.40000   0.00000   1.10000   0.20000   0.50000        82.20     59.73     63.00     35.47      1.11     65.70     47.70     54.62     86.12     18.64 
  1033       46.96      2.00000   0.30000  -0.10000   1.10000   0.20000   0.40000        83.60     49.47     62.00      8.27     11.67     54.20     38.02     60.33     87.39     14.63 
