constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   645       50.36     162.01815  3782.16044        74.60     77.07     65.80     19.20     -5.56     47.10     47.78     53.49     93.42     30.68 
   646       52.76     175.62579  4870.05120        87.40     59.33     62.60      6.40     21.67     62.10     53.25     54.95     88.57     31.36 
   647       50.57     194.13023  4970.87121        81.80     76.27     73.60      1.60     18.89     10.40     60.48     59.31     91.11     32.22 
   648       52.75     166.44825  3707.83491        99.40     74.93     72.60      2.40      3.33     31.10     67.86     51.02     89.71     35.19 
   649       51.35     175.55167  3940.81648       104.40     62.13     74.40      7.47      0.56     39.70     49.76     48.18     95.46     31.42 
   650       51.19     184.72310  4660.25544        88.00     65.47     60.40     17.60      2.22     40.60     58.73     56.40     89.89     32.59 
   651       50.32     164.25202  4446.51619        81.20     84.53     66.40     12.53     21.67     28.80     34.05     59.49     88.84     25.68 
   652       50.26     171.34042  4098.48943        92.20     60.13     79.80     29.60    -19.44     24.30     50.16     60.44     90.16     35.25 
   653       45.09     190.55208  4957.85547        85.80     59.87     69.40      7.73    -17.22     28.10     46.43     51.31     83.72     35.74 
   654       57.08     168.61267  4772.25786        92.40     81.33     90.80     31.47     13.89     40.20     48.49     58.84     86.44     26.98 
   655       50.46     151.97745  4690.81992        92.60     81.73     61.80      9.60    -13.89     35.00     48.97     61.38     91.56     35.86 
   656       52.15     154.62900  4443.24135        90.20     60.67     68.60     32.00    -16.67     38.30     57.70     63.89     92.29     34.51 
   657       45.55     182.28608  4545.05174        82.00     76.80     45.00      4.00     11.67     20.10     40.16     54.62     93.15     27.96 
   658       48.95     168.27139  4564.83140        80.80     65.87     66.00     26.40    -23.89     44.10     57.46     56.29     84.58     31.91 
   659       49.14     162.67759  4543.05608        87.00     60.13     54.40     20.27      6.11     39.30     63.10     54.47     80.36     26.30 
   660       53.90     169.81696  4647.41171        94.60     85.33     62.40      2.40      7.22     53.60     60.24     54.95     89.66     28.58 
   661       49.54     182.58432  4513.69071        74.60     67.87     66.80      0.53     -2.22     43.30     60.08     58.87     89.30     36.23 
   662       46.75     158.29052  4447.21262        66.20     76.93     45.80     12.27    -17.22     48.20     47.30     61.67     97.05     29.26 
   663       53.58     183.43802  4730.96244        98.20     60.00     69.20     15.47     15.00     39.30     63.49     60.58     84.26     30.31 
   664       50.67     178.47847  4639.80717        97.40     67.07     72.00     -0.80    -12.22     42.30     61.83     63.64     83.13     32.35 
   665       49.90     166.49086  4986.13476        73.80     59.87     78.40     22.13     14.44     11.90     50.24     61.56     86.62     40.06 
   666       54.41     146.11564  4406.66636        95.80     69.73     67.20     18.93     23.33     35.40     46.98     56.07     93.33     37.35 
   667       53.57     181.00480  4226.81428        86.20     76.93     67.40     36.00     -7.78     43.30     52.06     56.98     84.08     40.56 
   668       49.22     152.84975  4421.36535        90.00     72.40     48.40     23.20      9.44     22.80     56.27     53.56     84.13     31.98 
   669       50.78     173.88226  4382.44249        50.40     74.00     70.20     19.73     12.78     42.60     57.22     61.67     89.93     29.26 
   670       51.99     178.65494  4349.78447        98.60     61.87     74.60    -15.20     33.89     32.70     50.87     57.35     89.16     36.11 
   671       53.20     180.07231  4821.10437        85.00     82.40     70.40     10.13      2.78     45.80     51.67     62.80     89.21     31.79 
   672       57.15     164.84950  4346.86739        89.80     74.93     81.60     13.07     23.33     42.10     54.60     61.67     95.92     34.44 
   673       50.97     161.15442  4067.50857        94.20     77.73     60.60     -0.80     -8.33     41.10     57.78     60.80     90.98     35.62 
   674       55.41     148.88674  4649.29274        90.20     66.27     64.80     32.27     14.44     45.70     69.60     59.71     86.03     25.12 
   675       58.33     150.03177  4438.60210        85.00     75.47     76.80     45.87     21.11     52.80     52.14     55.16     90.98     27.96 
   676       47.52     153.06190  4742.10393       102.40     68.27     72.60     -1.87    -26.67     31.30     54.92     54.51     89.75     29.94 
   677       52.23     150.93396  4190.93195        76.60     70.93     72.20     20.27      2.78     48.40     61.35     51.13     91.11     27.53 
   678       51.90     148.56243  4581.46211        82.20     63.87     80.20     10.40     -3.89     54.50     55.00     50.22     88.21     38.27 
   679       53.29     140.55642  4521.00871       110.00     76.00     81.40      3.20    -16.11     48.70     54.84     57.60     85.58     31.67 
   680       55.30     161.59222  4195.71727        91.40     67.87     61.40     19.47     38.33     42.00     53.89     62.55     89.30     26.79 
   681       51.83     144.85981  4355.27886        92.60     77.20     54.00      6.40      0.00     45.80     66.19     59.93     87.66     28.52 
   682       48.76     146.14383  4170.43615        87.00     64.93     60.60     17.07    -11.67     36.90     52.14     55.13     94.92     30.62 
   683       54.92     159.01477  4592.92380        96.20     64.13     78.80     32.27     -4.44     50.60     54.29     64.84     84.99     27.53 
   684       50.10     150.59790  4626.44625        90.60     78.93     73.00     -3.47     18.89     14.50     53.49     49.75     92.11     33.15 
   685       40.24     167.48353  4320.40378        67.40     69.73     65.80    -18.13    -42.78     27.70     48.57     60.65     91.38     32.10 
   686       51.60     159.86850  4307.57510        68.80     62.40     84.20     33.87     -5.00     27.50     54.76     60.62     88.66     40.19 
   687       58.91     155.67058  4352.27108       101.00     74.40     66.00     -0.53     58.89     56.30     55.40     65.16     89.66     22.78 
   688       50.09     157.15434  4383.28177        83.40     58.00     71.40     -6.40     19.44     39.00     60.16     63.27     85.94     26.67 
   689       55.04     159.06566  4257.74374       100.20     75.87     99.60      5.07      2.22     28.40     45.00     64.22     98.50     31.30 
   690       54.53     158.69581  4256.34517        80.80     77.60     71.20     23.73     28.33     15.20     56.35     58.00     92.83     41.30 
   691       46.99     151.98767  4424.64426        70.60     76.80     66.00     14.13    -26.67     33.70     58.25     56.91     86.85     33.33 
   692       48.94     154.85161  4256.97795        80.60     68.13     61.00    -19.20      0.56     47.30     60.48     68.36     95.60     26.54 
   693       54.64     161.49329  4236.48819        96.60     67.33     73.20     34.13     16.67     36.80     48.97     54.44     88.71     29.57 
   694       53.93     158.66640  4347.35761        87.40     69.20     79.60     18.40      9.44     50.00     57.78     60.76     77.91     28.83 
   695       50.12     151.27537  4235.41487        95.80     71.73     60.40     21.87     -0.00     26.50     51.90     56.33     88.84     27.84 
   696       49.13     157.19696  4247.06354        64.00     69.87     60.40      1.60     46.11     25.30     49.84     59.78     88.84     25.56 
   697       49.25     157.65271  4269.17470        83.80     61.60     75.40    -10.13     23.89     37.10     50.16     47.09     96.33     27.22 
   698       55.31     156.53101  4335.02893        92.00     74.00     83.80     12.00      1.67     46.60     62.62     56.55     90.02     33.89 
   699       46.06     155.72981  4362.68447        90.80     78.13     70.80     -4.27    -32.78     38.70     58.25     55.05     79.59     26.36 
   700       54.73     154.88547  4365.40869        52.60     85.47     78.80     17.60     23.89     60.20     55.32     55.09     86.58     31.73 
   701       50.47     155.33697  4362.74526        83.40     72.13     76.20      9.60     -1.67     30.70     53.65     55.75     88.89     36.05 
   702       53.86     155.45217  4374.18778        96.60     84.27     73.60      3.47     -3.89     38.80     61.35     57.71     93.42     33.27 
   703       53.84     154.67926  4354.56915        95.00     74.80     80.00     11.73     -9.44     48.90     60.63     54.87     94.38     27.53 
   704       56.72     155.26443  4343.68988       103.20     69.07     86.00     12.27     -1.11     40.20     61.03     63.93     94.38     38.27 
   705       50.87     155.73858  4368.39568        70.40     70.00     75.40     24.00     -6.11     56.60     47.38     50.07     87.30     33.64 
   706       51.55     155.76508  4366.72000       109.20     68.67     72.40    -12.00      3.33     51.20     56.11     52.11     85.49     29.01 
   707       56.25     154.82240  4349.79501        73.80     76.53     67.80     11.47     17.22     56.20     69.37     65.82     91.02     33.27 
   708       52.98     155.67058  4352.27108        96.40     61.33     72.80     40.80      4.44     16.00     53.10     64.36     91.38     29.14 
   709       52.81     181.82501  4893.42141        92.20     67.33     48.40     15.73     22.22     46.80     54.05     56.40     79.50     45.43 
   710       50.26     114.73263  3633.30602       101.60     55.87     70.20     -0.53     -7.78     52.70     51.27     59.96     85.44     33.89 
   711       54.78     106.99538  4457.97506        67.00     64.80     73.00     32.27     31.11     43.80     59.76     61.31     91.02     23.70 
   712       54.34     68.00100  3453.02416        98.60     81.20     72.80     10.67      0.56     47.20     47.14     68.18     86.85     30.19 
   713       57.11     64.38420  3511.56176        80.00     68.80     73.80      8.27     15.56     66.80     67.94     76.36     79.27     34.26 
   714       49.12     22.75688  2377.14377        53.80     63.47     55.40     -0.00     -6.11     76.80     65.16     71.89     88.71     22.10 
   715       57.46     69.03350  4232.69011        93.00     67.07     88.80      2.40     17.78     61.60     58.73     69.93     86.08     29.26 
   716       57.43     33.32881  4301.03721        79.00     62.13     82.80     -7.20     46.11     65.20     50.56     74.22     90.07     31.42 
   717       55.19     70.27180  4017.02536        73.00     68.13     82.40     25.07     -0.56     61.40     63.65     61.38     87.71     29.75 
   718       57.14     24.89257  4872.95114        71.80     57.20     58.20     23.73     21.67     81.20     64.29     79.64     90.16     23.52 
   719       57.75     17.65804  4998.66016        92.20     43.87     73.20     33.07     26.67     76.50     62.30     71.67     76.87     21.11 
   720       48.77     51.27030  4051.78941        88.60     70.00     67.80     12.00    -42.22     49.00     60.71     58.33     93.97     29.51 
   721       48.98      8.30824  4827.73614        95.80     39.60     41.00      1.07     33.33     84.50     34.92     84.15     65.67      9.81 
   722       61.27     42.45812  4933.53573        75.80     68.40     81.60     25.07     31.11     68.00     67.70     78.51     88.89     27.59 
   723       60.16     56.46418  4809.52501        92.40     60.93    100.60     22.67     23.33     55.80     60.87     72.87     85.85     26.23 
   724       57.06     14.80731  4225.55601        94.40     55.47     74.60      6.13     12.78     88.60     66.43     75.35     76.42     20.43 
   725       53.45     15.20789  4573.11258        92.00     48.40     70.00     16.53      8.33     50.50     47.86     85.09     92.29     23.52 
   726       55.48     30.38198  4760.37119        97.80     71.87     69.00     14.67    -25.56     79.80     52.86     71.45     88.98     33.95 
   727       52.62     26.89883  4601.85356        87.20     70.00     54.40     -2.67    -13.33     78.00     61.19     80.47     82.18     28.77 
   728       53.63     19.09279  3868.05871        85.40     50.13     73.20     32.80    -28.89     87.40     49.44     83.53     85.94     17.35 
   729       51.72     56.62536  2962.89975        74.20     64.53     75.60     15.73    -23.33     62.90     55.16     75.27     87.80     29.32 
   730       56.66     32.16687  3097.45701       100.80     74.00     74.60     24.27    -14.44     60.30     58.41     80.65     86.44     21.60 
   731       56.82     41.96896  3127.01871        75.20     60.27     64.40     19.73     15.00     62.50     68.10     85.09     91.52     26.36 
   732       58.79     66.70655  2712.68840        93.00     70.67     79.80     39.73     -2.22     63.20     56.90     69.42     89.52     27.90 
   733       58.39     74.62201  2059.39016        88.20     88.53     67.60     14.93      5.56     62.70     63.89     66.58     89.57     36.30 
   734       51.76     109.70934  1771.82965        87.00     69.07     76.40      7.47     12.22     43.80     58.57     55.38     85.22     22.47 
   735       55.64     128.87355  1415.34535        95.80     63.33     66.20      9.07     16.67     60.50     53.97     61.93     92.93     36.05 
   736       52.62     109.42653  748.01063        90.20     74.27     82.40      3.47     -6.67     48.90     53.41     68.25     83.90     28.09 
   737       56.84     85.22136  68.95990        80.80     66.93     71.40     20.27     31.67     50.80     53.89     64.15     97.28     31.17 
   738       52.34     104.01170  923.40568       100.80     82.27     71.00     17.60    -15.56     36.80     48.57     66.69     82.68     32.53 
   739       55.52     69.37155  344.54793        83.20     66.67     75.60     18.93     32.22     40.20     53.25     68.40     87.76     29.01 
   740       60.00     86.37214  614.79735       104.00     54.40     83.60     29.87     14.44     56.30     69.29     66.51     90.84     30.74 
   741       49.94     92.17682  1111.34954        89.20     77.20     88.80     14.67    -37.22     39.60     53.57     63.13     82.45     27.96 
   742       55.23     71.09168  218.75708        69.60     61.33     73.40     25.07      6.11     63.00     67.30     62.51     91.47     32.53 
   743       48.33     106.68644  813.75264        73.80     63.20     63.80     10.93     -7.78     54.80     52.14     63.24     79.14     30.06 
   744       50.09     109.21351  899.62451        82.60     66.93     69.60     15.47    -12.22     49.70     46.51     68.47     90.25     23.58 
   745       54.58     80.92131  600.04818       104.60     77.07     62.60     12.00    -15.00     54.90     63.10     67.24     85.71     33.58 
   746       53.01     77.96249  155.33423        93.20     63.87     75.00     13.07    -16.11     54.90     62.78     63.82     86.85     32.72 
   747       52.33     100.63691  926.86822       109.60     81.20     64.20    -13.60      0.56     41.80     54.05     64.55     86.03     34.88 
   748       51.12     101.05191  1044.24581        77.60     81.47     82.80      5.33    -21.67     60.40     51.03     55.96     84.90     33.40 
   749       47.40     102.69229  380.60473        82.00     65.07     74.20      5.33      2.22     15.10     54.60     57.38     89.66     28.46 
   750       59.30     78.12105  1261.79054        84.00     74.93     71.60     23.47     34.44     47.60     66.75     62.62     94.65     32.90 
   751       50.79     82.91731  641.93717        80.80     69.20     73.60     21.07    -17.22     39.70     62.30     69.85     81.63     26.98 
   752       57.15     90.95499  591.08154        83.00     68.00     76.20     34.93     21.11     52.50     58.02     65.45     85.99     26.30 
   753       56.13     60.57522  1507.14063        85.00     70.67     69.60     28.00      5.56     63.80     49.29     71.96     88.25     29.20 
   754       53.32     99.99206  877.27993        99.60     63.60     79.40     11.47    -12.78     52.10     45.87     67.85     91.38     34.69 
   755       54.29     76.28035  1756.88278        86.20     71.47     65.00     22.93    -10.00     52.10     53.89     74.80     97.14     29.32 
   756       52.65     88.87973  2210.52009        87.20     80.67     94.00     -5.33     -1.11     48.90     52.70     62.33     86.94     20.19 
   757       57.21     64.44258  1919.03493        87.80     74.67     57.20     -8.27     10.00     83.50     62.30     84.84     90.70     29.32 
   758       52.91     82.76801  1818.19054        95.60     68.53     65.80     12.00     -2.78     62.10     41.03     71.75     86.58     28.52 
   759       53.92     82.92199  1415.30293        93.00     68.27     70.80      7.47      7.78     57.00     56.98     62.76     88.62     26.48 
   760       50.81     67.93631  2176.48248        87.80     58.67     79.80     -6.40    -11.67     61.30     60.63     68.11     83.49     26.36 
   761       51.05     47.70842  2039.63892        85.20     64.27     67.60     -9.07    -12.22     72.00     56.75     73.35     83.40     29.26 
   762       60.14     78.97970  1938.60695        85.60     75.73     80.20     16.80     28.33     59.20     60.40     75.27     92.06     27.78 
   763       59.60     75.50949  2410.95177        88.80     88.40     76.20     25.60      1.67     59.10     61.03     68.40     91.70     35.12 
   764       50.43     85.28617  2486.67572        82.00     65.07     70.00      2.93     -7.78     71.80     49.60     55.60     84.54     30.56 
   765       60.09     86.39417  2739.38057        92.00     75.73     58.00     14.13     57.22     55.60     59.60     70.25     81.41     36.98 
   766       55.13     86.96845  2629.47296        93.60     76.13     68.40     19.47      2.22     54.40     56.19     63.96     92.02     24.88 
   767       58.38     96.83449  2982.91633        77.40     78.80     78.80     31.73     11.67     71.30     48.10     69.31     85.85     30.80 
   768       53.89     110.58279  3133.93096        84.40     82.67     73.40     19.73     -1.67     40.90     59.68     56.22     92.34     31.23 
   769       52.72     83.76358  2933.93662        88.40     84.53     66.40      4.80     -8.33     55.40     48.65     63.24     87.85     36.23 
   770       52.53     112.46694  3266.94580        83.40     76.13     71.40     -2.40     -9.44     47.40     63.33     62.80     89.80     42.84 
   771       52.73     89.06350  2758.16489        89.40     69.33     54.40     11.20      2.22     60.30     60.40     63.05     82.86     34.14 
   772       53.78     108.36146  3150.94967        92.40     72.93     78.60     28.80    -24.44     60.40     55.00     59.05     86.30     28.70 
   773       43.38     101.30554  3226.31147        60.60     73.60     38.60      8.00    -17.78     40.00     55.48     62.73     83.95     28.58 
   774       58.37     86.74882  2680.83485       103.00     76.13     77.60     13.07     13.33     52.10     60.24     75.93     83.58     28.70 
   775       50.81     82.77745  2248.80744        77.20     74.93     79.20     15.73     -3.33     24.10     39.68     72.33     92.88     35.37 
   776       52.84     74.84802  2385.63522        97.20     55.73     62.40     18.13    -18.89     58.00     64.84     69.60     89.30     32.04 
   777       49.84     70.38459  2300.30482        80.40     65.60     60.60      6.93    -30.00     70.80     54.21     66.84     89.80     33.21 
   778       55.16     72.94635  2863.58017        92.00     71.07     81.40     40.53     -9.44     39.50     64.37     68.22     84.85     19.07 
   779       56.83     85.74081  2436.11408        73.00     71.07     84.00     21.33     22.78     67.20     61.59     55.71     87.21     24.38 
   780       55.86     86.93066  2402.47385        95.20     60.13     81.00     11.73     32.22     52.00     52.38     63.38     85.17     25.37 
   781       56.49     79.50201  2150.05029       101.00     68.53     72.80     17.33     11.11     61.30     50.00     64.95     86.17     31.73 
   782       58.52     81.27116  2253.51861        86.20     67.20     85.00     35.73     -0.00     58.50     61.03     73.56     92.34     25.68 
   783       56.44     82.86853  2012.57043        98.40     71.07     89.80     10.93     12.78     40.90     56.90     63.89     84.17     35.56 
   784       54.98     90.92637  2407.38314       107.80     60.00     80.00      5.07     -7.78     52.90     59.29     66.07     92.61     33.83 
   785       55.92     75.46476  2369.03775        93.00     58.53     85.80      9.33      9.44     52.20     68.89     59.93     93.97     28.09 
   786       48.72     83.20480  2117.81594        79.20     77.07     73.40      9.60    -31.11     47.10     56.83     68.91     77.87     28.33 
   787       56.98     84.54444  2008.69855        87.60     77.87     75.80     -9.87     18.89     52.30     62.54     79.05     86.53     39.07 
   788       56.05     75.65373  2041.81533        85.80     79.60     78.00      6.40      7.22     55.10     54.05     77.56     81.90     34.81 
   789       51.75     82.50409  2219.29442        78.60     72.93     68.40     23.47    -12.78     62.00     50.63     67.09     86.58     20.62 
   790       52.00     78.64946  2293.49053        89.80     67.47     70.60     14.67     -2.22     48.10     58.17     62.69     84.26     26.48 
   791       57.26     76.55210  2299.38579        95.60     75.47     75.20      3.20     -3.33     71.20     68.49     69.71     89.21     27.84 
   792       52.39     79.09330  2123.18771        98.80     67.20     68.80      5.33    -17.22     71.00     46.59     62.76     84.49     36.17 
   793       53.99     80.53165  2219.05604        95.60     62.67     71.80     32.27    -19.44     58.30     60.87     61.24     85.44     31.11 
   794       58.81     85.00522  2216.51161        85.40     74.40     91.00     22.40     14.44     45.60     63.25     60.07     94.51     37.04 
   795       60.19     81.15973  2231.53805        90.20     70.53     77.80     29.33     28.89     65.20     51.98     66.65     90.20     31.11 
   796       56.81     85.56935  2133.53488        99.60     62.27     47.20     32.80     15.00     56.40     56.27     69.96     93.15     35.43 
   797       49.91     85.62108  2176.63529        97.60     58.93     41.80     15.47      3.89     52.80     57.86     55.27     85.44     30.06 
   798       51.68     86.24527  2285.58932        96.40     60.27     57.80     30.13    -25.00     51.90     58.81     60.36     85.40     40.74 
   799       53.73     80.65667  2223.32339        78.80     71.73     75.80     -8.27     32.78     52.80     50.00     68.00     84.35     31.30 
   800       55.68     81.40349  2220.29049       103.40     71.20     78.20     10.13     -8.33     55.70     64.21     64.76     87.53     30.00 
   801       51.58     81.20415  2252.14441        85.60     68.80     67.20     11.73    -27.78     60.00     62.38     62.55     91.47     33.89 
   802       54.27     82.04193  2243.15100        97.00     71.33     73.00    -14.93     14.44     51.30     51.03     63.64    100.50     35.37 
   803       52.72     80.93673  2246.71933        99.40     72.93     57.60     33.33    -25.00     55.60     62.06     63.42     81.04     26.85 
   804       55.39     80.93338  2219.77862        60.20     74.93     63.40     38.40     26.11     54.30     53.49     64.95     77.28     40.80 
   805       48.33     81.00452  2223.20011        54.60     68.53     80.20     -1.60     -7.22     40.50     53.17     70.65     98.23     26.23 
   806       59.94     81.20084  2243.45099        93.80     83.47     90.20     12.80     12.78     47.70     62.38     67.13     97.46     31.67 
   807       54.10     81.34941  2266.62869        96.60     78.53     59.40     21.87      5.56     44.60     57.54     62.33     83.85     30.74 
   808       54.71     80.76149  2226.20003        84.60     66.13     71.60      7.73     16.67     62.50     53.97     68.44     80.45     35.00 
   809       53.87     81.20084  2243.45099        80.00     70.53     62.60    -15.73     23.89     52.40     67.62     80.07     89.75     27.59 
   810       52.97     84.68037  2174.97052        75.40     75.20     51.40     36.53     13.89     37.10     56.51     64.33     88.07     31.30 
   811       55.65     46.84218  3023.19327       106.80     67.33     54.40     15.20    -16.11     75.40     59.52     76.11     90.66     27.22 
   812       52.16     62.14412  2324.54792        71.80     75.20     54.20    -11.73      8.33     73.30     56.83     67.89     91.52     34.26 
   813       55.11     25.79388  2549.51718        77.40     54.40     68.80     32.27    -11.67     72.30     71.98     70.11     87.39     28.09 
   814       49.36      8.09872  2812.20165        89.40     33.87     53.60     26.13     16.67     70.70     41.19     74.07     71.25     16.73 
   815       56.56     18.60303  3022.52343        75.40     68.13     65.40     43.47      1.11     69.30     53.57     72.44     96.01     20.74 
   816       54.90     22.57569  2100.40713        88.80     72.67     46.80     32.27    -13.89     56.10     73.02     72.25     93.42     27.59 
   817       52.22     59.90841  1257.90333        73.20     59.47     73.80     17.33     -3.89     50.00     69.84     58.40     88.03     35.99 
   818       49.51     98.22663  584.00942        79.80     74.80     69.80      8.00    -11.67     52.90     50.79     61.38     83.67     25.62 
   819       52.29     105.10184  1762.84913       109.00     72.93     73.80     -6.40    -11.67     59.60     49.05     58.51     85.03     33.02 
   820       55.37     97.78137  1947.16739        90.20     68.93     73.60     19.20     16.67     51.10     58.41     55.78     91.11     28.70 
   821       52.20     123.01147  1295.35821        84.80     75.47     63.20      6.93    -24.44     59.60     60.24     62.65     91.84     41.73 
   822       55.51     100.18039  732.53908        90.80     68.93     78.00     14.40      8.33     43.30     58.81     62.69     92.34     37.53 
   823       58.31     141.82156  309.13727        74.60     70.00     82.20     28.53     41.67     58.30     60.79     50.84     85.99     30.19 
   824       46.97     153.81101  1168.95312        95.80     70.67     63.80     10.13    -22.78     20.10     53.17     57.16     93.51     28.09 
   825       49.52     164.27840  591.03015        79.80     63.73     63.20     38.13     -3.89     29.60     44.21     59.75     85.53     35.12 
   826       52.50     191.17783  1218.23244        93.20     68.53     68.80     21.33     11.67     39.60     57.38     50.95     78.00     35.56 
   827       46.99     182.92064  460.05289        86.20     63.47     63.00     -4.53      6.67     25.70     54.37     54.98     85.22     34.81 
   828       53.29     148.54470  579.84229        90.00     75.73     86.60     20.80      7.22     18.10     56.75     58.44     87.57     31.67 
   829       55.16     129.55832  1029.32255       104.00     68.80     65.40     12.27     18.89     59.00     55.32     51.45     86.17     30.31 
   830       49.88     121.26067  85.60358        81.80     80.80     66.20     -9.60     -6.67     35.70     62.54     66.80     88.48     32.78 
   831       55.41     127.08993  1602.88495       104.60     74.00     71.80     13.60     -6.67     57.80     52.78     57.42     91.29     37.47 
   832       52.35     99.17646  2155.82464        91.60     60.67     81.40     24.80    -32.78     58.60     47.94     70.22     90.88     30.19 
   833       48.33     165.44194  2542.09103        66.20     64.93     83.00      2.40    -13.89     32.80     54.84     65.24     93.74     34.01 
   834       48.80     142.36067  1060.80616        92.60     74.67     56.80     -1.87      4.44     28.70     61.27     53.56     83.72     34.07 
   835       51.72     152.37315  2204.06314        85.00     76.40     55.60     16.53     21.11     38.20     53.25     52.15     88.66     30.31 
   836       53.95     147.72774  2032.97533       101.80     54.53     85.60      2.13     31.67     45.40     50.87     54.25     84.22     29.01 
   837       52.38     136.10746  1293.31427        94.80     64.40     49.20     12.27     41.67     49.10     45.32     55.20     82.45     29.38 
   838       51.86     135.42612  992.80056        88.40     76.53     62.60     19.47     -4.44     44.90     45.00     52.47     94.74     38.89 
   839       55.61     148.96180  219.74690        96.00     75.33     66.60     55.73     -9.44     36.20     55.16     58.07     89.89     32.53 
   840       51.18     158.59852  583.43642        94.40     77.60     70.00     -2.13      1.11     37.90     58.02     57.60     93.74     23.52 
   841       57.34     162.71682  871.56107       111.80     69.73     78.20     17.60     17.22     51.70     53.33     54.15     87.80     31.85 
   842       50.11     161.45909  1324.95888        84.40     65.07     62.20     19.20     22.22     25.30     60.40     51.27     82.40     28.64 
   843       49.30     147.24619  1387.81400        73.20     67.20     72.20     13.33     -5.56     30.40     61.98     57.16     94.33     28.70 
   844       54.40     149.82371  832.95919       109.00     71.33     83.00     11.47     -8.89     39.00     66.11     55.78     91.11     26.05 
   845       48.41     155.37903  1085.43947        79.20     70.53     67.40     15.73     -1.11     44.00     37.46     61.64     86.80     22.41 
   846       46.59     175.46594  1328.72166        64.20     71.47     46.80     -2.93     33.89     28.50     50.32     55.24     89.30     29.14 
   847       52.34     165.77615  1285.86221        86.00     77.07     68.60     -0.00     40.00     40.10     46.67     58.07     85.12     21.79 
   848       49.81     167.10238  895.54869        80.00     73.20     57.60      8.27     30.00     14.30     59.37     58.29     83.36     33.77 
   849       50.33     150.72750  2021.41378        98.00     64.00     77.80     10.93    -27.78     48.30     51.98     58.04     87.85     34.14 
   850       57.76     185.34769  1746.74685       108.40     73.87     84.00      9.33      7.78     77.00     54.29     55.60     87.85     19.44 
   851       53.19     197.98235  1377.03942        77.20     65.87     69.00     25.33     10.56     56.30     50.08     57.96     86.58     33.02 
   852       50.88     176.27120  888.69570        93.00     68.93     67.40      8.53     -2.22     44.20     56.11     57.85     79.27     35.74 
   853       50.53     196.87120  551.10808        78.20     67.47     75.80     10.93     12.78      9.10     60.00     62.76     94.42     33.83 
   854       51.77     189.81516  879.76997        95.80     61.73     88.00     -5.60     12.22     34.70     67.86     55.42     84.13     23.40 
   855       51.71     193.11951  1201.51237        96.40     59.47     80.60     14.67      7.22     39.40     53.10     57.13     81.86     27.22 
   856       56.03     181.09101  1731.61539        61.40     79.33     79.80     10.40     13.33     69.70     57.38     56.51     89.39     43.02 
   857       50.50     173.18299  2337.42500        96.40     80.13     77.40     24.27    -20.56     23.80     48.73     61.49     85.85     27.47 
   858       52.08     176.17444  1394.50072        81.80     80.13     63.20     12.80    -11.11     45.80     58.65     59.09     98.32     32.16 
   859       50.40     195.02798  1120.56126        88.60     71.60     67.60     21.07    -15.00     30.20     63.57     55.35     84.40     36.60 
   860       50.79     177.32012  1610.35814        94.80     66.53     66.80     22.40     -7.78     40.50     54.52     49.42     86.89     33.83 
   861       53.07     181.93644  2040.81116        95.60     76.93     50.20     13.33    -13.89     50.80     64.44     63.93     99.64     29.69 
   862       49.78     177.71842  2372.01435        76.00     69.73     83.40     16.80     -2.78     46.50     37.94     61.16     81.18     27.84 
   863       49.21     162.82875  2076.93592        98.00     68.13     66.20      5.87    -12.22     51.20     52.46     51.49     85.44     25.56 
   864       50.93     169.10399  2120.72117        93.80     68.27     82.00     14.93      2.78     43.60     42.54     61.45     78.10     21.79 
   865       50.84     189.61313  1538.45339        83.20     71.47     49.60     21.60     -9.44     34.50     63.89     56.80     96.87     39.94 
   866       50.85     164.13050  2413.77738        84.00     66.00     79.40     20.80      0.00     36.20     55.95     59.49     83.40     23.27 
   867       50.30     176.44991  1848.69051        98.00     65.73     87.40      7.47      2.22     17.90     55.56     58.95     84.67     25.12 
   868       48.39     192.55943  1728.61477       101.20     68.53     90.60      6.67    -38.33     30.00     51.98     57.89     87.21     28.15 
   869       54.25     189.07118  1686.72757        97.40     64.67     83.40      1.87     25.56     43.30     49.92     56.33     87.39     32.72 
   870       55.38     186.04581  1775.96383        90.80     81.33     78.40     36.00     17.78     21.90     55.63     56.98     85.62     29.38 
