constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   193       46.12     138.01790  3255.39559        84.60     51.20     63.40     -8.80      5.56     37.90     47.78     60.25     92.56     26.79 
   194       53.95     137.38442  3267.93371        74.80     65.07     81.00     17.07     13.89     51.90     50.56     58.51     90.02     36.73 
   195       51.44     137.78592  3235.25806        97.60     72.80     74.00     -7.20    -10.56     50.00     60.16     59.13     90.02     28.46 
   196       48.70     137.03333  3279.04889        90.20     60.80     64.00     24.53     -7.22     38.50     51.35     56.80     87.17     20.86 
   197       50.80     137.88147  3238.02193        81.20     78.67     83.40      9.60     -1.67     23.70     44.37     53.35     94.33     41.05 
   198       52.52     137.14668  3282.29224        97.60     80.40     61.60     11.47      6.11     29.30     65.48     59.05     82.86     31.36 
   199       53.34     137.09686  3248.78608        79.00     73.07     68.40     23.47     19.44     37.20     46.11     65.35     86.49     34.88 
   200       52.50     136.71601  3244.15181        94.20     73.07     74.20     11.47    -12.22     46.30     62.94     53.31     87.26     34.44 
   201       55.61     136.33963  3249.55793        99.40     75.60     71.40     16.27     26.11     36.30     48.02     61.71     83.13     38.21 
   202       50.67     137.39707  3281.69581        68.80     72.93     57.60     11.20     26.11     38.80     54.84     65.96     82.04     28.40 
   203       47.64     137.30264  3258.03349       105.60     79.87     66.20     -5.60    -28.89     30.70     51.43     57.27     82.68     37.10 
   204       51.94     112.99313  3642.28042        86.20     60.67     68.40     26.13     15.56     25.90     49.76     66.58     93.20     26.98 
   205       53.49     153.49098  2877.75757        97.60     59.47     79.80      7.47     -2.22     39.90     66.11     59.02     89.21     38.52 
   206       45.71     122.06392  2697.96865        95.20     60.93     43.00     -5.60    -18.33     44.80     50.56     60.84     96.28     29.44 
   207       56.82     125.37099  2677.59714        98.60     79.33     87.60     22.40     12.22     23.00     54.68     71.75     89.71     28.89 
   208       57.77     96.17981  1636.06155        94.60     74.00     82.00     16.00     27.22     49.00     54.68     70.51     83.04     26.60 
   209       53.14     88.15067  2564.01993        94.00     77.60     71.80     26.67    -21.67     42.40     55.95     67.96     88.93     27.78 
   210       55.18     70.73713  563.39364        88.20     64.00     76.20     22.67    -15.00     59.30     59.84     76.25     89.02     31.30 
   211       54.16     101.89833  1437.54225        91.80     72.93     98.60     29.33    -11.11     33.00     51.03     60.44     86.35     29.20 
   212       52.92     81.79374  2504.12734        81.80     60.53     79.40     19.73     10.56     45.40     53.73     66.84     80.32     30.93 
   213       50.93     83.54389  1962.13713        60.00     63.73     69.60     -2.93     11.11     68.50     53.97     63.31     94.56     27.47 
   214       49.37     118.52460  2484.54580        88.60     74.13     62.20      2.67     -7.22     43.30     60.16     56.58     81.27     31.98 
   215       50.10     160.24900  3541.48957        92.00     69.60     67.20     21.33      8.89     23.70     48.25     58.40     85.03     26.60 
   216       51.90     167.53405  3872.47648        78.20     83.60     73.00     -3.73    -10.56     60.60     65.40     45.75     91.70     35.06 
   217       47.80     183.23160  4600.56419        92.80     64.93     74.20     17.07    -22.22     19.10     63.57     56.36     82.72     29.51 
   218       53.98     183.45593  3543.28245        97.60     75.47     75.80     45.07    -30.56     44.70     45.40     52.15     96.28     37.90 
   219       51.91     174.73224  4122.20827        98.00     77.07     77.60     21.07     -1.11     31.40     50.56     52.11     84.67     27.72 
   220       50.78     161.62633  3254.01228       103.40     73.60     53.80     13.07     -9.44     43.80     58.97     50.76     84.99     34.88 
   221       50.47     134.28542  3651.12661        99.00     80.53     82.80     -5.07    -16.11     32.00     60.63     51.20     87.35     32.35 
   222       53.53     150.44690  4086.43470        96.00     69.73     50.60     16.80      9.44     67.90     49.68     60.76     87.39     26.98 
   223       51.69     186.34555  4404.92580        84.60     70.53     69.20     22.40     30.00     26.00     33.41     56.58     93.65     30.56 
   224       50.14     175.26508  3756.97791        79.80     76.93     48.00     20.00     -3.89     34.70     67.70     56.44     85.85     35.86 
   225       50.19     179.36108  3267.57313        85.20     66.53     72.80    -15.20     11.11     27.20     62.22     61.42     91.47     39.14 
   226       45.64     164.44314  3379.65023        95.20     70.00     73.60     -6.93    -21.67     33.90     49.13     53.09     94.24     15.80 
   227       52.29     171.30913  2936.10865        96.40     70.13     51.60     22.67     -5.56     35.60     62.62     64.87     91.97     32.59 
   228       56.45     186.31531  3907.00592       103.40     72.80     82.80     36.80     -6.11     35.10     55.48     60.62     92.93     30.68 
   229       47.26     196.47391  4632.30531        67.20     68.80     54.20      9.60     -5.56     44.50     47.06     65.85     82.49     38.40 
   230       49.28     157.49800  4187.01294        75.20     73.60     78.80     34.40    -12.78     20.70     41.11     62.00     85.40     34.32 
   231       52.83     172.75678  3571.70416        91.60     60.80     77.40     -1.87     23.89     42.00     54.76     52.33     95.87     31.48 
   232       51.31     152.14474  3614.03179        92.00     66.40     80.00     21.87    -19.44     27.70     57.70     64.51     87.17     35.25 
   233       49.83     150.11046  3994.87124        73.40     66.93     76.40     13.60     -7.78     47.60     59.05     57.49     89.25     22.35 
   234       48.45     166.22837  3557.48438        88.60     68.67     61.20     12.53     -5.00     41.70     55.87     53.56     82.95     24.44 
   235       50.44     139.87885  4271.08661        62.60     71.73     81.20     13.33     21.11     27.70     48.57     54.84     88.84     34.51 
   236       51.97     171.74390  3857.02587        90.80     63.33     77.00     21.33    -12.22     46.50     49.21     61.31     89.12     33.33 
   237       60.19     186.24258  3101.17735        95.20     72.40     77.60     10.93     30.56     71.10     67.86     54.98     85.62     35.68 
   238       49.42     170.74539  2267.56545        82.20     74.40     70.00     11.20    -24.44     50.20     55.24     60.40     84.72     30.25 
   239       51.32     150.42457  2487.03029        90.40     67.73     59.40     19.20     26.11     40.50     52.22     50.51     76.42     30.68 
   240       50.94     174.98321  1773.57229        74.00     51.33     79.00      6.67     30.56     27.40     57.22     61.02     89.89     32.28 
   241       47.93     166.71543  1092.07559        79.20     75.33     70.80      5.33      0.56     25.70     48.89     55.38     89.57     28.58 
   242       50.83     192.39529  2063.57010        95.00     70.13     56.40      7.47     -0.56     45.40     63.33     52.51     90.07     28.52 
   243       50.49     198.80219  1983.10896        74.80     79.87     63.80     17.07     -8.33     41.90     54.13     55.27     89.12     37.28 
   244       51.92     177.49596  2635.14942        80.80     71.33     81.40     22.40     -5.56     40.50     61.83     52.29     84.31     29.88 
   245       58.68     178.55686  3260.37553        98.20     71.87     78.00     46.40     -1.11     53.20     57.70     59.20     92.56     30.74 
   246       50.23     199.25440  3319.93660        86.20     79.33     74.60      7.73     -6.67     21.70     53.73     58.11     85.62     41.98 
   247       48.64     154.00491  2842.75202        74.80     77.73     65.00      4.53     10.00     25.40     54.76     58.51     87.71     27.96 
   248       55.92     167.07016  3924.25399        89.80     66.53     79.00     18.13    -17.22     71.60     58.17     60.44     96.60     36.17 
   249       50.45     176.15253  3820.19648        94.00     76.00     70.80      2.93      2.78     26.50     48.17     61.38     87.53     34.44 
   250       51.01     176.19209  3609.38104        90.40     76.67     48.80     37.33      6.11     35.20     56.59     52.51     88.80     17.65 
   251       49.36     185.95234  2860.09838        91.00     78.00     61.00     25.33     -3.89     17.50     46.19     56.00     88.84     33.64 
   252       52.53     191.68372  3091.01567       104.40     62.67     79.40     -0.53     -2.22     37.50     57.46     58.58     87.30     40.74 
   253       51.62     178.52992  3882.95217        95.60     71.20     69.40     45.60    -14.44     11.80     52.70     54.84     94.51     35.00 
   254       54.16     196.55911  3364.28753        83.20     77.73     69.40     43.20     -1.11     28.40     58.33     64.11     86.98     31.36 
   255       55.25     185.48388  3623.03243        84.40     72.00     90.20     15.73      9.44     33.10     72.94     58.51     84.90     31.30 
   256       45.39     186.38294  3874.40063        74.20     77.33     67.80     18.40    -35.00     31.30     45.08     55.35     88.44     31.05 
   257       55.71     178.16726  3944.46449        96.20     68.27     91.20     28.00      4.44     52.00     51.19     45.64     85.99     34.14 
   258       54.76     171.29029  3621.98136        83.60     77.87     76.20     40.80      6.67     34.10     51.43     55.56     93.15     28.21 
   259       49.31     164.94454  3347.99019        92.60     62.00     84.20     -8.00      4.44     40.80     50.71     53.67     81.81     30.86 
   260       47.93     166.60739  3615.62229        79.40     64.27     64.40     20.27    -19.44     37.60     49.60     54.58     94.97     33.64 
   261       50.90     144.18571  3921.08368        71.00     63.73     72.60     16.27      5.56     45.20     47.30     63.16     84.26     39.88 
   262       48.61     162.87844  4249.69937        86.80     73.20     88.40      6.67     -7.78     23.10     44.52     55.96     84.90     30.37 
   263       50.57     133.98107  3356.13472        62.00     65.07     81.20     13.87     -9.44     54.90     55.48     58.36     89.84     34.38 
   264       50.65     129.19155  2946.25125        77.40     72.67     70.40     25.60    -16.67     50.10     56.83     51.60     89.80     28.83 
   265       55.94     115.49166  3292.12946        93.20     79.87     78.80      9.07     14.44     42.50     54.05     65.67     82.81     39.01 
   266       55.29     122.58672  2913.49365        71.80     65.87     77.80     23.20     17.22     61.10     63.65     62.29     84.44     25.49 
   267       47.82     132.41110  3085.92930        82.20     66.53     66.20     -3.47    -17.78     42.50     47.54     61.42     96.46     36.54 
   268       56.11     114.02814  2996.36487        94.20     58.27     87.80     25.60      7.22     42.50     66.98     61.93     86.71     29.88 
   269       43.45     119.85243  2715.11561        61.00     54.00     62.20     -3.20    -12.22     31.90     61.90     54.91     92.52     31.48 
   270       58.72     126.50012  2766.61154        94.20     69.07     71.20     39.47     35.00     42.90     60.95     69.67     76.83     27.90 
   271       53.67     141.42976  2781.36269        82.80     76.53     74.20     21.07      8.89     46.10     53.49     57.38     89.02     27.22 
   272       55.25     130.10755  3124.29269        64.80     80.00     69.40     22.67     11.67     58.40     52.30     63.42     97.05     32.84 
   273       54.60     139.20506  2489.05991        89.00     74.67     59.20     28.53     10.00     54.10     51.27     59.89     82.95     36.42 
   274       50.58     125.89057  3041.10038        68.00     76.93     74.80     17.33    -20.56     50.40     56.75     55.89     90.11     36.11 
   275       52.75     137.68746  3008.45826        68.00     63.33     89.80     44.00     17.78     20.30     48.49     57.53     87.17     31.11 
   276       51.53     118.96946  2764.42969        97.40     65.07     69.80     12.00     -3.89     44.50     52.46     62.22     86.30     29.44 
   277       57.89     135.58928  2831.45562        79.40     69.87     58.00     31.73     42.78     55.40     56.75     61.13     84.17     39.69 
   278       54.76     123.48587  2956.14166        86.80     76.93     78.40     13.87      5.56     66.40     56.83     50.69     89.93     22.16 
   279       49.63     136.78266  2602.99235        78.40     69.47     70.80     -7.73      4.44     46.20     54.84     57.27     86.98     35.62 
   280       46.20     125.66514  2869.09824        90.20     56.93     60.40      2.13      6.67     24.30     47.54     58.62     82.27     32.90 
   281       49.54     116.93446  2895.75695        90.00     71.87     71.20     16.27    -24.44     33.70     49.37     63.35     94.15     29.94 
   282       54.60     126.98182  2556.22466        75.80     68.93     95.00     13.60     33.33     39.70     46.51     49.42     93.20     30.49 
   283       44.98     121.14368  2670.55589        99.40     67.73     66.20      2.40    -44.44     21.60     56.03     67.27     90.48     23.15 
   284       44.24     123.97308  2792.27854        80.40     62.67     70.20     -9.60    -33.33     44.30     54.60     55.20     88.39     29.57 
   285       53.09     124.81849  2919.84623        99.40     77.07     66.80      5.07     -0.56     48.30     60.87     58.95     91.84     23.15 
   286       52.54     128.16607  2723.03362        83.80     68.27     76.60     35.73    -27.78     45.80     58.10     61.45     90.11     33.33 
   287       53.29     132.22295  2846.19053        98.80     68.80     55.80     52.80    -17.22     36.90     56.83     53.05     98.46     28.64 
   288       53.55     131.46982  2641.53027        87.60     62.40     78.40     10.67     40.00     25.40     49.05     57.16     90.29     34.57 
   289       51.21     123.99395  2617.69981        85.60     62.40     78.20      7.20      0.56     58.40     40.24     54.80     84.13     40.62 
   290       54.39     122.28113  2761.60543        87.00     73.07     65.20     19.73     20.00     34.90     59.92     51.85     91.66     40.56 
   291       49.24     126.88103  2853.52686        77.40     61.07     85.20     22.40    -24.44     34.60     63.89     57.13     91.38     23.77 
   292       54.69     125.41740  2760.56608        77.00     84.53     80.60     10.40      4.44     60.70     60.71     53.93     84.08     30.49 
   293       53.78     129.41036  2704.72542        90.80     68.27     79.00     21.60      1.67     35.50     56.11     62.44     88.03     34.38 
   294       56.42     126.36625  2783.69191        99.80     53.20     75.00     18.40     28.33     37.70     46.51     57.27     98.10     49.88 
   295       52.00     126.77556  2747.62907        81.20     77.60     73.60     13.33     -1.11     44.70     55.71     62.73     84.85     27.41 
   296       56.86     126.17245  2744.94766        89.00     58.53     77.80     33.33      6.11     50.10     63.33     59.82     86.71     43.89 
   297       50.92     127.30794  2754.96273        92.00     68.67     77.00     13.33      1.67     18.20     64.37     57.67     83.08     33.21 
   298       45.47     125.96074  2742.33541        72.00     76.40     51.00     25.07    -36.67     30.50     60.16     55.67     82.63     37.90 
   299       53.69     127.12090  2777.00693        88.20     74.67     71.00      4.27     15.00     43.10     52.14     60.73     94.74     33.02 
   300       58.80     126.25708  2758.72912        89.60     72.27     77.40      2.67     48.89     60.50     53.49     57.38     96.64     29.20 
   301       52.86     126.83314  2749.61556        88.80     68.67     82.80     29.33     -4.44     34.80     61.27     54.91     82.86     29.63 
   302       55.62     126.63935  2783.23626        93.00     64.93     77.80      9.33     44.44     45.90     46.11     60.51     82.90     31.23 
   303       58.48     125.81185  2778.21810       105.00     93.73     63.20     20.00     17.78     60.10     43.89     61.67     93.61     25.86 
   304       49.57     126.25708  2758.72912        99.60     68.67     65.00     -6.13      6.11     42.30     51.83     53.45     82.77     32.10 
   305       48.66     154.12743  3991.44037        97.00     61.33     72.20      7.20    -17.22     43.10     44.52     60.76     82.68     35.06 
   306       46.05     147.83121  4587.90126        97.60     65.20     76.00     13.07    -21.11     19.80     48.41     49.35     79.64     32.59 
   307       57.50     150.05349  3435.54982        87.40     76.93     81.40     21.60      8.33     42.70     60.63     62.00     97.60     36.42 
   308       47.66     143.84467  2427.30667        91.40     69.07     69.80    -10.13    -20.00     38.20     56.11     61.67     88.62     31.85 
   309       52.98     161.30293  3630.95969        93.40     78.40     82.00     -0.27     10.00     34.80     54.44     54.98     84.22     37.84 
   310       54.45     173.95339  2526.36205        98.40     68.67     70.60     12.27      7.22     48.10     58.17     58.95     93.74     28.40 
   311       48.49     138.52140  2209.24152        64.60     62.53     58.80      5.87     -3.33     53.40     54.76     55.20     96.92     36.11 
   312       53.41     167.07807  2280.08948        85.00     55.33     77.60     20.00     11.11     47.40     52.22     62.44     94.69     28.27 
   313       46.99     140.44861  2619.59020        76.20     71.87     71.40     -4.80      1.67     35.00     49.92     56.40     83.31     28.89 
   314       56.38     198.14876  3143.56827       105.40     79.07     78.60     14.40    -29.44     70.00     58.02     58.65     91.56     37.59 
   315       49.26     194.17870  2863.14196        88.20     66.53     59.60     -1.33     -1.67     53.10     56.67     56.87     83.95     30.68 
   316       47.16     172.12941  4140.56645        92.40     81.60     73.00    -17.33      6.67     22.00     43.49     53.35     86.49     29.94 
   317       46.34     166.17001  2632.42678        95.00     66.13     59.20      5.60     -7.22     19.40     59.52     51.89     83.95     29.94 
   318       54.24     188.48618  3853.69217        89.00     77.47     79.80     10.40      4.44     57.80     42.70     64.95     87.85     28.02 
   319       50.47     198.37132  4365.83390       108.00     79.87     75.40     -9.60     18.89     13.60     54.52     55.53     87.62     20.86 
   320       50.88     174.87244  3031.77262        93.40     77.73     74.60     12.27    -10.00     37.30     53.10     51.09     85.08     34.20 
   321       54.29     131.31379  2878.18624        90.40     76.93     83.60     24.00      0.56     37.60     57.30     58.18     83.22     31.11 
   322       49.92     118.13566  3393.38411        87.00     70.53     50.60      4.80     -5.56     51.20     53.65     65.93     91.75     29.26 
   323       55.95     133.03426  2306.69563        84.20     68.00     67.60     24.00      8.33     57.90     65.00     62.84     88.03     33.64 
   324       53.74     106.87675  1710.74464        88.20     69.47     58.00     17.33     28.89     34.80     54.92     65.71     84.26     35.80 
   325       53.95     123.49922  1274.09768        94.00     55.60     78.20      1.33      8.89     49.10     56.83     66.25     95.83     33.46 
   326       45.15     148.79584  985.74842        71.40     66.53     49.80     -4.27     -7.22     41.00     50.63     57.13     99.41     27.10 
   327       48.30     105.18706  2217.69438        94.00     60.53     81.00     16.00    -20.00     20.30     52.14     57.64     83.54     37.84 
   328       50.73     112.61950  3179.22737        93.60     73.47     53.80     13.60      2.22     53.50     49.60     56.04     75.33     36.17 
   329       53.06     78.90433  3787.93682        72.40     66.53     79.60     19.73      8.89     43.20     53.10     72.62     86.94     27.59 
   330       55.24     79.51808  3467.30830        76.80     71.20     65.00     35.73     -5.56     60.30     50.32     75.56     84.54     38.46 
   331       62.46     45.29920  4124.61837        86.40     76.80     89.00     32.27     26.11     65.00     56.19     80.73     86.03     26.11 
   332       59.45     45.79304  3179.38618        86.60     65.07     92.60     14.93     10.00     73.60     64.92     76.11     79.91     30.80 
   333       53.11     62.75198  3454.51876        92.00     68.67     74.00      5.60     13.33     46.70     56.83     60.62     91.34     21.98 
   334       52.23     29.51463  4338.03066        83.20     52.67     83.20      7.20     -7.22     60.50     69.29     67.35     84.81     21.30 
   335       57.19     42.39455  3514.28826        92.60     70.13     67.60     13.60     10.56     67.30     60.16     70.04     91.79     28.15 
   336       53.24     48.72860  3280.79504        89.20     77.07     62.80     14.40    -10.00     62.60     49.84     70.44     87.94     28.09 
   337       65.01     41.58532  3397.08928       100.00     81.87     84.60     28.00     23.33     79.60     73.97     67.42     86.58     24.69 
   338       55.70     25.99844  3857.63024        88.80     61.73     73.40     10.13      2.78     70.10     61.90     72.40     89.52     26.23 
   339       52.28     26.48616  3445.39468        99.80     56.27     50.40     12.27      2.22     55.90     54.21     71.20     90.48     30.06 
   340       56.25     50.76847  2700.45976        82.60     80.67     80.20      1.60    -11.67     76.70     53.10     73.05     88.39     37.90 
   341       56.71     70.38321  3132.46153        89.40     63.33     76.40     35.73      9.44     50.40     53.65     59.49     89.66     39.57 
   342       56.02     66.40631  3667.63968        80.20     71.73     56.00     11.20     31.67     51.80     64.29     73.67     92.83     26.85 
   343       59.55     68.58598  3585.81292        92.00     88.67     67.40     26.67      2.78     57.50     70.95     60.22     94.24     35.06 
   344       53.28     87.87199  4189.20464        70.00     68.53     65.20      4.80     37.78     54.00     60.63     63.82     82.63     25.43 
   345       54.09     62.50552  3918.48617        82.60     67.87     61.80     12.00      1.11     70.30     62.14     68.95     88.66     25.43 
   346       49.11     92.20366  3654.86108        82.60     77.20     70.80     -5.33     -8.33     57.60     44.21     66.25     77.69     28.46 
   347       56.71     54.97887  4284.11609        94.00     69.73     72.60      6.93     -1.67     63.50     67.38     69.42     89.75     35.43 
   348       57.96     33.97581  3738.39522       105.20     69.73     65.00      5.07      3.89     79.30     70.16     71.56     81.09     28.64 
   349       58.50     33.35387  4198.24283        84.80     79.60     73.60      8.80      4.44     83.90     60.71     76.87     85.80     26.48 
   350       55.34     52.63229  4720.50322        75.80     75.87     59.00     15.47      5.56     64.50     54.52     78.18     89.84     34.63 
   351       59.85     38.76165  4901.34779       102.40     64.93     77.60     10.93    -15.00     81.50     73.89     78.04     90.02     34.20 
   352       47.91     26.54491  4633.19741        79.40     47.33     58.60      4.27     -9.44     48.80     62.22     75.85     83.22     28.89 
   353       56.59     55.07052  4429.26956        97.80     71.73     56.00     -1.60     15.56     72.40     60.95     73.85     94.38     24.88 
   354       51.71     20.62682  4630.41018        75.20     63.33     75.20     14.13    -20.56     64.30     63.81     73.78     87.48     20.43 
   355       54.45     44.72638  4966.14480        71.00     67.07     80.40     17.33     -1.67     59.30     63.81     72.51     89.34     25.43 
   356       56.99     61.09056  4496.70463        85.80     69.73     57.20     12.80     28.33     69.70     66.98     64.65     83.31     31.42 
   357       52.37     54.56333  4526.30553        61.60     60.53     78.20     10.93      7.22     55.60     56.83     80.07     86.58     26.11 
   358       57.66     44.85447  4577.57711        87.40     65.20     68.20     12.00     37.78     62.40     57.54     71.89     81.68     32.53 
   359       56.99     40.83302  4671.78563        99.60     76.27     60.60     34.13     -5.00     81.60     46.67     73.38     80.77     21.91 
   360       59.82     48.75030  4696.53150        97.60     77.87     75.40     23.73     13.89     58.80     70.87     67.93     79.27     32.84 
   361       65.09     44.41104  4243.35117        99.40     68.67     82.20     52.27     15.56     78.80     55.95     76.07     91.88     30.12 
   362       57.09     64.92428  4636.63519        75.40     72.13     83.80     17.33    -12.22     79.40     53.57     68.00     90.25     43.27 
   363       54.37     24.49178  4071.03190        99.20     65.73     68.20     15.20    -20.56     74.20     59.13     68.65     82.86     31.05 
   364       53.84     43.15556  3697.34695        71.60     72.00     67.60     15.73     -1.67     72.70     58.41     71.35     88.62     22.10 
   365       53.23     55.04116  4037.46378        56.80     67.07     75.60     -5.33     22.78     54.80     59.21     73.64     93.42     34.32 
   366       62.93     53.05766  4670.82342       104.80     71.87     81.60     31.73     34.44     66.90     56.67     62.55     86.17     32.53 
   367       56.39     50.36482  4744.00814        86.40     74.67     74.40      6.93     -0.56     71.00     59.44     74.25     90.48     26.91 
   368       56.56     45.97130  4627.06153        74.80     85.87     75.20     13.33     -3.89     69.20     61.59     78.87     83.40     27.22 
   369       59.63     37.55990  4264.59791        67.20     77.20     71.40     30.93     12.78     71.80     64.60     76.18     94.38     29.81 
   370       56.50     48.87984  4120.07566        99.00     68.13     79.60     11.47     -7.78     70.00     56.83     69.49     83.72     34.57 
   371       56.05     32.64806  4689.02165        90.80     60.00     90.40     23.73    -22.78     61.70     62.78     77.24     89.21     27.47 
   372       58.87     40.64035  4050.04182        95.00     77.33     76.20     13.33     28.89     64.50     58.65     78.25     75.15     21.36 
   373       53.98     34.32614  4321.55804        86.80     46.13     71.80      9.07      5.56     61.90     60.00     74.84     94.15     29.57 
   374       52.06     29.37119  4031.36217        99.40     63.07     73.80    -10.13    -23.33     69.00     43.97     74.25    102.49     28.09 
   375       59.05     43.13377  4092.43481        94.60     78.40     57.00     -0.27     35.00     81.60     59.29     76.18     78.91     29.81 
   376       64.99     41.95306  4059.33927        92.00     72.93     71.20     24.00     29.44     87.20     66.51     78.00     90.52     38.09 
   377       58.92     41.84448  3771.47992        85.40     87.87     90.40      4.80     -5.00     54.10     62.54     82.84     93.29     32.96 
   378       52.91     43.55590  4116.52788        75.60     58.13     72.40     13.33    -26.11     84.70     54.29     77.45     87.98     31.30 
   379       58.01     39.87882  4183.13247        75.00     63.60     84.60     24.53      2.22     80.70     65.16     75.27     85.85     23.21 
   380       62.90     47.81179  3983.24696       101.00     66.13     89.60     16.00     25.00     72.30     62.14     69.02     92.88     34.94 
   381       56.00     45.95857  4268.02577        99.20     63.20     64.20      5.33      2.22     73.10     56.19     72.65     88.44     35.43 
   382       57.18     56.35957  4253.30642        89.80     69.60     59.20     10.93     25.56     66.80     64.05     64.76     89.02     32.04 
   383       54.67     48.27485  4253.71307        87.80     63.73     82.40     34.67    -19.44     57.50     54.29     76.95     79.32     29.51 
   384       61.73     38.32641  3729.15296       101.20     62.67     71.20     16.80      5.56     74.20     67.38     83.38     92.38     42.53 
   385       52.49     49.98537  3830.20544        77.60     61.47     64.00     22.13    -10.00     72.90     50.71     65.75     81.86     38.52 
   386       54.00     50.46470  4078.62125        89.00     74.00     60.00     -0.53      3.33     68.10     55.16     71.78     91.11     28.02 
   387       59.25     53.44343  3951.46472        95.00     84.93     62.00      9.60     12.78     60.50     66.75     75.42     95.19     30.31 
   388       54.49     54.87607  3828.92267        63.20     83.07     78.80     -2.13     22.22     52.30     54.44     65.27     90.34     37.41 
   389       56.38     58.40776  4066.40462        90.00     68.40     59.80     13.07     25.56     68.90     51.59     69.27     88.25     29.01 
   390       56.82     50.88065  4051.80079        93.20     62.80     67.60      8.00     42.22     58.80     55.56     63.09     88.71     28.27 
   391       61.20     45.67450  4066.24835        78.60     68.13     77.60     23.47     30.56     67.40     65.32     81.27     90.57     29.07 
   392       51.55     42.38247  3959.13733        82.80     79.60     63.40     -2.67    -19.44     65.30     59.13     70.58     83.49     33.27 
   393       57.34     43.10654  3958.63903        94.80     75.47     76.00     17.87     -2.22     52.80     68.33     74.44     88.25     27.65 
   394       54.82     47.34107  4203.21124       102.60     64.93     48.20     19.73     -4.44     61.80     63.97     74.25     93.38     23.77 
   395       56.16     45.06527  4064.51790        90.80     71.87     73.60     -6.93      7.22     63.20     57.54     81.38     84.63     38.27 
   396       60.65     44.91221  4043.72113        95.60     80.13     71.20     34.93      9.44     66.80     59.29     74.51     88.39     26.17 
   397       56.05     45.37039  4074.40684        84.60     66.53     75.40     13.33     22.22     66.80     53.81     71.35     77.73     28.70 
   398       56.61     45.68359  4078.38312        97.20     56.80     69.20     11.20      5.00     67.50     69.05     71.09     87.80     31.30 
   399       57.41     45.50097  4079.03516        87.80     77.07     85.00      5.60    -10.00     62.20     70.16     66.55     89.89     39.88 
   400       58.28     45.17644  4067.33602        89.00     69.33     79.20     19.47    -11.11     75.60     61.43     72.55     89.84     37.53 
   401       54.08     46.06320  4064.68086        77.40     57.87     89.00     -4.27     15.56     55.30     66.03     72.22     86.03     25.68 
   402       59.11     46.62285  4074.48695        99.00     73.07     72.00     -0.80     21.67     73.50     60.56     78.15     86.85     27.10 
   403       57.87     46.46574  4073.25704        91.40     71.33     67.40      7.73     31.11     67.60     63.89     75.13     81.90     21.23 
   404       56.18     46.50113  4076.89849        95.00     76.67     74.20     12.00    -23.89     71.10     67.86     69.75     89.80     29.32 
   405       53.67     45.67450  4066.24835        89.20     73.60     72.80     10.40      0.00     49.00     56.98     72.15     85.76     26.79 
   406       56.69     74.04131  4914.04156        87.80     58.93     70.80     16.80      5.00     60.30     60.48     78.69     92.61     35.49 
   407       58.79     71.25183  4978.91646        81.40     70.13     81.00     20.53     32.22     62.10     51.27     70.29     88.71     30.25 
   408       52.94     63.94759  4337.50603        86.80     68.80     66.60     13.33      2.78     40.70     65.16     69.93     83.36     31.91 
   409       52.32     107.43248  4279.65952        82.80     61.20     62.00     39.20      1.11     58.50     51.59     62.00     84.72     20.12 
   410       53.37     110.28594  4196.05386        97.40     80.27     58.60     17.87      8.33     46.50     45.08     59.09     87.39     33.15 
   411       52.03     135.71622  4046.36260        81.00     60.40     79.40     14.93      4.44     45.60     55.16     59.82     82.68     36.91 
   412       48.21     137.60486  4384.09385        88.00     75.60     70.60      4.00    -20.00     32.50     53.10     63.64     85.58     29.07 
   413       53.60     93.18778  3950.72732        76.80     64.00     75.80     14.40     13.33     43.10     51.75     72.62     89.21     35.00 
   414       57.10     96.78089  4129.09994        96.60     61.20     83.60     34.93     -2.22     48.00     61.51     60.36     97.14     29.88 
   415       62.97     75.59109  4814.11806       104.20     69.87     76.20     44.53     25.00     56.20     59.68     68.80     89.98     35.25 
   416       56.35     98.43131  4427.83458        89.80     84.27     65.80      8.27      8.33     63.40     63.33     54.98     93.20     32.16 
   417       52.00     104.11298  4850.95973        81.60     68.13     81.60      7.47      5.56     43.60     64.05     56.76     87.44     23.77 
   418       53.79     96.20296  3761.06108        77.00     75.60     75.60     32.80     -3.33     43.90     57.46     62.00     84.26     32.59 
