constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.2], [9.9], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 1 , completeRepeats: 100
MABsolver_config: algorithms: UCB1 , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.240000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   131       60.55      4.02540        68.20     59.33     75.60     20.00     30.00     64.50     70.95     75.67     91.52     49.75 
   132       54.84      2.98117       104.40     55.20     59.00      1.33     37.78     52.20     32.38     73.02     91.66     41.42 
   133       56.01      3.55621        83.40     76.93     75.00     12.27    -10.56     67.30     55.71     71.42     88.21     40.43 
   134       58.17      3.45644        90.00     89.47     73.20     24.80    -33.33     76.80     63.25     73.16     85.80     38.58 
   135       51.36      2.71909        87.80     79.07     43.60     18.67    -12.78     52.20     43.41     73.09     95.74     32.78 
   136       58.05      2.97292        99.80     84.27     68.20      7.73     26.11     72.30     42.70     81.27     83.90     14.20 
   137       50.15      2.87489        98.40     68.13     72.60     13.60    -20.56     59.60     20.00     76.62     86.30     26.79 
   138       57.36      2.23612        95.00     75.73     78.40    -14.13     10.00     78.40     33.89     74.62     87.21     54.51 
   139       61.36      1.50642        97.20     68.80     69.80     39.20      3.33     68.50     58.17     75.38     85.90     47.35 
   140       50.51      1.23151        88.80     66.13     67.20     19.20    -23.89     64.60     20.40     73.45     89.25     40.00 
   141       52.52      1.78403        89.60     81.20     59.40     -6.40    -20.00     76.50     39.37     75.71     86.39     43.40 
   142       46.77      2.64316        37.80     70.80     75.00      4.53     -5.00     68.90     23.41     76.58     84.13     31.54 
   143       57.63      2.23137        89.80     64.80     50.60     14.13     18.33     79.70     31.83     78.15     96.73     52.22 
   144       61.24      2.38095        85.00     90.53     62.60     24.00     33.89     46.70     36.90     74.00     88.62     70.12 
   145       56.44      2.94407        97.00     71.47     74.80     12.53    -11.67     75.50     49.05     71.31     95.24     29.14 
   146       59.34      3.70238       101.40     68.13     82.80     37.33      0.00     53.40     50.63     71.67     86.49     41.54 
   147       54.78      3.40717        81.40     49.20     90.40     15.73    -31.11     73.70     61.43     74.25     95.10     37.72 
   148       55.68      3.21741        76.00     83.60     76.00      5.60     25.00     58.00     33.25     79.31     86.53     33.52 
   149       57.18      1.77565        77.60     34.40     74.80     13.87     42.22     61.90     44.68     79.96     94.24     48.15 
   150       54.59      3.21970        85.60     70.67     59.80      9.07     12.22     69.20     46.19     73.64     90.11     29.38 
   151       52.92      2.96954        87.40     63.20     67.20     29.07    -35.00     64.40     59.84     76.36     90.93     25.80 
   152       52.93      2.90155        76.20     67.87     75.20     45.87      1.11     39.00     26.51     75.24     85.08     37.22 
   153       58.54      2.59569        84.00     83.07     56.60     26.67     -0.00     72.90     36.67     81.16     87.30     57.04 
   154       51.49      3.35746        88.20     59.73     74.20      4.53     -6.11     51.70     45.24     61.45     89.57     46.42 
   155       54.91      2.99737        86.40     78.13     82.60     10.13     20.00     70.80     37.22     72.51     84.72      6.60 
   156       56.81      2.60508        86.80     90.27     62.80     15.73      2.78     66.20     47.70     71.89     91.25     32.65 
   157       56.65      3.54788        78.60     75.47     71.80      9.07      2.22     69.80     53.57     69.09     91.47     45.37 
   158       57.82      3.19540        91.00     68.80     69.20     18.13      8.89     76.90     48.17     79.13     94.60     23.40 
   159       54.32      2.50216        55.00     81.87     55.00      8.27     18.89     61.00     58.17     85.75     77.69     41.54 
   160       57.92      3.57501        89.60     76.40     78.00     12.80    -13.33     76.40     51.51     75.35     92.93     39.57 
   161       60.20      3.10109        80.60     79.87     68.80     25.87     32.22     52.90     53.73     79.13     83.67     45.19 
   162       57.31      3.17281        97.60     83.47     76.40     32.00    -10.00     61.80     42.86     78.40     84.49     26.11 
   163       54.12      2.87403        76.00     60.40     61.60     18.13     22.22     61.70     55.16     81.67     92.38     11.98 
   164       59.55      3.52591       102.80     63.73     69.80     11.73     18.33     82.60     55.40     64.73     89.66     36.73 
   165       56.80      3.91540        70.80     64.80     78.00     14.40     10.00     59.70     65.16     70.91     90.39     43.83 
   166       52.71      3.04437        86.60     77.20     65.40      6.13      8.89     67.90     37.94     66.76     88.75     21.48 
   167       58.18      3.15408        84.80     83.47     46.80     22.40     11.67     71.10     52.14     80.18     90.98     38.27 
   168       59.84      2.60397        77.40     87.60     86.20     25.33     22.78     63.60     37.38     80.62     94.83     22.65 
   169       57.89      3.12453        78.80     57.07     78.40     33.07      7.78     75.40     55.08     70.98     87.62     34.75 
   170       56.74      2.74415        85.20     92.27     62.80     15.20      4.44     69.10     43.81     78.25     88.39     27.90 
   171       54.33      2.98642        89.00     81.73     71.20     -6.93      7.22     76.20     42.30     73.64     90.66     18.27 
   172       52.07      2.83311        91.40     67.87     68.20     21.87    -15.00     64.30     36.03     81.16     86.62     18.21 
   173       54.47      2.59294        80.80     49.33     58.40     33.33     13.33     64.90     44.05     79.02     89.25     32.28 
   174       51.72      2.76713        93.60     77.73     81.80     -2.40     -2.22     42.20     16.67     76.55     82.63     50.62 
   175       62.84      3.06852       105.80     86.40     78.00     34.93     12.78     71.50     49.05     79.02     86.17     24.75 
   176       53.70      2.94118       101.60     92.40     66.60     -8.80    -10.56     71.50     39.29     69.53     75.69     39.75 
   177       54.95      3.31118        73.80     77.33     90.00     20.00     13.89     52.80     37.70     70.15     85.03     28.77 
   178       57.64      3.53040        97.00     47.73     69.20     10.93      1.11     67.70     70.95     76.69     84.94     50.12 
   179       51.30      2.82287        96.00     67.73     71.20     -9.07    -13.33     74.60     37.62     75.93     93.02     19.26 
   180       55.69      3.00459        61.60     84.40     70.20     51.47    -25.56     79.40     36.03     67.96     92.38     39.01 
   181       56.18      2.53951        67.40     75.20     63.80     26.40     20.56     78.40     35.71     76.76     79.50     38.02 
   182       56.54      3.43125        90.00     76.93     76.40      2.13     10.00     70.50     44.21     75.64     92.47     27.16 
