constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0], [2.5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  ]
Optimizer(): evals/step: 50
Optimizer(): numParams: 1 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p00       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    39       40.31      2.27042        73.44     39.60     30.28      6.56      6.00     67.24     31.98     60.73     75.95     11.27 
    40       39.78      2.30236        67.72     39.81     39.84      7.63    -13.11     60.58     42.22     61.35     77.94     13.79 
    41       42.21      2.13981        72.08     37.36     43.40      9.23     -0.22     67.40     40.95     60.81     80.38     10.67 
    42       41.92      2.11793        66.16     38.53     39.96     13.71     -2.78     68.58     42.10     59.02     81.03     12.86 
    43       43.98      1.88295        74.68     47.36     41.96      4.91    -11.56     69.88     46.56     61.05     88.73     16.26 
    44       41.54      2.10750        73.08     42.51     37.80      1.07      2.44     68.96     40.41     60.63     80.02      8.47 
    45       46.57      1.84750        81.36     44.48     46.08     10.19      5.78     66.82     46.87     62.76     86.74     14.60 
    46       41.60      2.08199        61.76     40.48     39.60      3.79      7.67     62.28     46.48     60.18     81.61     12.20 
    47       40.79      2.17308        74.40     44.75     44.52     -1.71     -7.22     64.46     37.48     60.36     78.46     12.37 
    48       43.93      1.90553        75.28     48.16     44.48     -0.91      8.44     71.86     32.59     61.84     83.86     13.64 
    49       41.35      2.08958        68.12     41.49     31.16      6.29      8.78     63.72     37.67     63.58     81.14     11.56 
    50       40.13      2.07506        67.32     44.85     38.88      8.91    -17.67     64.98     39.79     59.24     82.90     12.14 
    51       44.69      1.92539        80.00     45.81     41.20     -2.24     12.56     67.68     44.40     62.27     83.61     11.57 
    52       45.43      1.83835        76.64     42.29     39.36      2.88     12.78     72.30     47.49     59.00     88.65     12.90 
    53       43.04      1.91896        75.56     42.03     39.44     -3.31     -1.11     69.46     42.87     62.09     87.28     16.11 
    54       43.27      1.91394        75.00     40.88     39.44     10.72     -0.89     68.08     41.62     59.98     86.51     11.36 
    55       43.28      1.68294        77.20     46.19     41.36      2.88    -10.67     68.34     41.83     59.96     93.53     12.14 
    56       47.76      1.69316        80.32     58.67     43.52      6.83      2.22     73.48     47.35     62.33     89.77     13.12 
    57       44.58      1.83643        78.56     45.47     39.36      9.87     -4.11     71.10     41.25     61.89     87.10     15.27 
    58       44.48      1.77105        75.16     45.92     41.24      4.91      1.22     70.98     43.63     58.92     87.37     15.44 
    59       47.21      1.78284        80.08     51.01     47.60      2.72      7.00     71.58     44.71     60.92     91.73     14.78 
    60       43.19      1.96435        73.48     37.01     41.56      8.32      1.00     71.08     39.89     60.37     84.11     15.09 
    61       47.33      1.77458        83.52     50.77     52.04     13.60     -1.33     64.54     44.95     58.89     90.02     16.31 
    62       47.76      1.71426        84.72     50.35     48.48      6.99      7.89     70.54     46.06     57.80     89.09     15.69 
    63       47.17      1.53582        84.12     51.76     57.12      7.73    -10.22     65.04     48.19     58.10     91.99     17.83 
    64       43.20      1.81755        72.72     41.44     36.92      6.67      4.67     67.96     42.84     60.70     89.02      9.07 
    65       46.92      1.65141        79.76     45.39     53.80      8.53      5.89     69.98     46.97     59.08     88.69     11.11 
    66       46.60      1.69880        81.92     51.55     41.40      9.87     -6.44     71.40     48.16     61.93     92.48     13.78 
    67       47.95      1.66910        75.44     46.03     51.56     11.31      8.44     70.48     49.38     61.43     90.40     15.07 
    68       49.65      1.62182        82.08     48.88     46.96     15.09      7.11     75.04     48.38     61.38     93.64     17.91 
    69       46.29      1.73996        81.32     43.71     42.48     12.32     -0.78     74.64     42.62     62.61     87.67     16.30 
    70       47.43      1.58075        79.04     50.75     48.20      5.92     -0.78     71.88     47.59     61.50     94.73     15.48 
    71       45.49      1.81838        83.48     46.69     53.20      4.43     -4.22     67.42     42.52     59.34     89.34     12.73 
    72       46.64      1.52111        68.72     52.00     47.76      6.72     -7.67     69.02     58.67     61.74     91.26     18.15 
    73       45.37      1.69358        82.64     45.55     44.72      6.51     -4.33     66.00     47.48     62.48     91.07     11.58 
    74       46.45      1.71294        80.60     45.79     47.88     12.53      3.67     69.84     42.11     60.60     91.00     10.44 
    75       49.06      1.65697        79.56     47.95     46.08     25.28      4.22     71.36     46.54     61.77     92.66     15.15 
    76       48.62      1.50427        83.88     53.25     51.20      7.36     11.89     68.52     47.71     59.05     89.32     13.98 
    77       47.76      1.53984        80.84     52.03     43.92      5.39     -1.00     81.52     45.46     60.65     90.66     18.17 
    78       47.48      1.46810        79.16     52.69     51.72      7.52     -0.11     66.80     51.87     61.12     91.11     12.94 
    79       48.10      1.32334        91.56     49.23     59.80      4.96     -7.33     65.74     50.41     61.21     90.23     15.19 
    80       50.58      1.44225        84.84     50.08     57.16     22.08      1.33     70.26     51.19     62.23     90.62     15.96 
    81       49.21      1.38350        85.40     52.69     55.08      8.16      2.11     70.96     46.73     62.58     88.73     19.60 
    82       44.31      1.50391        80.80     52.69     44.92      2.93    -13.44     63.72     44.46     60.45     91.85     14.75 
    83       49.32      1.39371        85.64     54.96     46.36     15.09     -0.67     70.68     49.03     60.81     91.24     20.07 
    84       48.67      1.50435        81.92     50.21     48.44      7.04      8.00     69.54     49.41     60.39     93.41     18.32 
    85       48.80      1.38641        85.76     50.37     48.60     15.31     -1.33     65.28     53.32     61.24     90.02     19.44 
    86       50.49      1.43338        82.08     58.24     52.56      9.33     15.11     67.54     51.87     60.72     91.68     15.78 
    87       45.99      1.49350        84.52     51.49     48.40      0.91      0.00     62.26     46.06     60.82     88.15     17.30 
    88       49.54      1.40557        81.36     53.68     58.80      7.73      8.78     74.32     50.89     58.04     88.20     13.59 
    89       46.45      1.42020        84.80     53.79     56.84     -5.87     -5.89     65.62     52.24     59.02     89.41     14.56 
    90       50.70      1.39015        86.68     56.35     52.56     16.91     19.56     60.66     49.03     60.09     86.00     19.20 
    91       48.82      1.45671        83.40     55.20     50.24     22.03    -10.56     68.66     50.59     59.86     90.15     18.58 
    92       48.22      1.46440        79.24     51.52     54.64      4.69      9.56     68.92     46.24     61.49     90.39     15.48 
    93       48.73      1.45528        83.48     49.31     50.52     16.53      5.22     68.82     50.60     58.90     87.48     16.47 
    94       50.88      1.46181        89.84     55.12     51.44     10.45     12.44     70.28     48.86     62.63     93.22     14.52 
    95       46.93      1.45394        84.88     52.37     51.12     11.47     -7.11     65.88     49.63     57.54     88.44     15.10 
    96       51.87      1.46848        86.60     51.44     56.68     12.85     20.00     70.88     52.46     59.99     90.49     17.32 
    97       49.55      1.45721        88.40     50.13     49.16     10.72      2.44     68.62     54.56     60.89     93.12     17.41 
    98       47.67      1.46353        84.20     53.95     42.80     -0.69      9.67     69.10     48.37     60.10     91.07     18.14 
    99       48.96      1.46826        82.52     50.56     56.04     10.29     -3.67     72.06     46.73     62.17     93.48     19.41 
   100       47.86      1.47662        84.12     51.25     52.44      9.07      0.11     67.16     49.13     61.25     88.90     15.19 
   101       46.71      1.47120        84.36     49.12     47.84      0.85     -6.89     73.18     49.38     59.91     91.34     18.04 
   102       46.94      1.46848        85.08     53.68     50.40     -2.03      1.78     64.88     47.13     59.70     91.40     17.36 
   103       46.23      1.51478        88.36     48.45     53.44      1.92    -10.89     71.62     42.79     59.85     92.85     13.89 
   104       47.68      1.51098        79.80     47.71     49.24     13.44      0.56     66.58     48.33     61.99     92.22     16.93 
   105       46.48      1.82185        82.28     41.65     43.20     10.08     13.67     69.22     44.05     58.34     90.50     11.78 
   106       46.36      1.80315        77.40     44.35     39.84     18.19      2.33     71.18     42.51     61.03     91.23     15.57 
   107       47.15      1.33062        82.76     51.23     54.40      3.20    -14.33     64.16     60.10     62.31     91.81     15.88 
   108       50.04      1.36518        78.84     61.07     50.04     17.60     -0.11     67.16     54.51     58.66     94.16     18.52 
   109       51.29      0.96835        89.36     64.77     69.32     -0.85     -3.22     65.72     57.06     58.82     86.63     25.26 
   110       49.80      1.14353        86.76     57.81     53.24      4.11     -0.22     64.32     60.87     62.99     87.45     20.70 
   111       54.31      0.69361        95.12     72.05     75.96     24.43      1.67     37.96     53.63     57.26     91.36     33.69 
   112       46.35      0.53239        81.60     73.04     70.44      6.40     -8.11     17.38     44.70     49.75     84.15     44.14 
   113       48.02      0.43695        69.76     83.41     80.92     20.75     -2.67      1.34     42.40     43.63     89.66     51.04 
   114       50.76      0.72608        92.16     72.59     71.48      9.39      2.56     29.74     52.24     52.97     90.84     33.62 
   115       48.41      0.75181        87.72     71.55     60.24     10.61     -6.56     33.86     48.44     59.42     88.24     30.62 
   116       42.40      0.21467        47.36     90.93     54.48     38.08     -2.78      4.16     26.65     25.77     86.57     52.75 
   117       49.52      1.14491        82.76     61.68     61.72      6.51     -5.78     65.62     54.56     59.68     88.13     20.31 
   118       50.09      1.27887        90.12     52.24     60.00      9.81      2.78     68.18     49.17     61.35     87.89     19.31 
   119       46.78      1.60384        82.04     48.21     46.72      7.04     -9.22     73.48     49.46     61.91     93.91     14.20 
   120       42.81      1.81244        73.36     49.28     41.60      1.81     -9.22     65.10     41.95     61.64     87.66     14.93 
   121       44.67      2.02106        78.12     41.25     38.16     10.93      6.22     74.54     40.11     62.83     82.98     11.59 
   122       38.74      2.36059        69.76     39.01     34.64     -8.69     10.67     62.72     34.57     60.01     75.85      8.89 
   123       45.31      1.91385        74.00     40.80     44.24      7.68      6.89     72.24     44.00     60.98     87.39     14.85 
   124       45.64      1.76548        73.00     50.64     48.60      1.33     -0.00     70.80     44.94     59.59     92.84     14.65 
   125       42.13      2.01863        81.56     41.57     36.80      1.60     -1.67     66.50     36.06     61.55     87.32     10.01 
   126       39.64      2.41137        72.04     37.95     34.08      1.97      0.33     67.40     37.05     60.58     72.57     12.43 
   127       43.27      2.16836        77.04     41.68     43.32      7.41     -5.33     71.02     37.92     62.85     81.08     15.68 
   128       40.10      2.40933        66.20     34.88     35.84     15.68     -3.78     73.40     34.81     59.21     73.86     10.89 
   129       44.35      1.85017        80.76     45.63     38.84     -0.11      1.78     67.68     43.86     61.60     88.48     14.99 
   130       42.36      2.24055        72.96     44.11     38.12      2.56      5.11     67.82     40.29     61.83     77.98     12.85 
   131       45.97      1.86076        82.32     38.29     46.08     11.63     -0.44     73.38     48.06     60.79     85.05     14.53 
   132       41.46      2.25150        70.72     37.97     41.16     -2.29     12.22     65.88     39.79     62.00     79.33      7.78 
   133       43.35      1.96498        72.56     44.83     40.80      6.61      2.44     66.96     40.78     61.55     84.32     12.68 
   134       43.15      2.04433        74.00     42.72     39.88     13.92      2.11     68.08     39.44     58.31     83.02     10.04 
   135       39.94      2.24783        79.00     32.11     40.00     -2.45     -4.11     65.52     38.75     61.87     78.95      9.73 
   136       46.74      1.73491        80.28     50.24     44.96     18.03     -5.11     71.64     44.78     59.97     88.49     14.12 
   137       46.55      1.66364        79.76     45.49     40.16     13.49      6.44     69.20     42.73     59.80     92.16     16.21 
   138       43.97      1.79310        77.44     43.92     47.44      6.45     -5.22     68.54     40.75     59.40     88.17     12.77 
   139       46.11      1.65131        87.76     46.00     48.16      2.99      1.89     66.66     43.63     58.10     92.02     13.93 
   140       50.58      1.23376        83.72     62.56     58.60     17.76     -8.78     62.76     54.00     62.96     91.55     20.63 
   141       53.04      0.99455        85.36     60.72     64.12     18.88     11.44     52.72     59.76     62.55     88.31     26.51 
   142       51.12      1.11713        83.36     60.32     61.72      7.47     14.67     58.54     51.62     60.27     92.75     20.46 
   143       51.49      0.90986        78.28     60.67     64.96     11.57     15.33     57.96     52.44     57.97     87.87     27.84 
   144       50.96      0.62102        79.96     79.76     77.00     20.32     -1.67     25.24     49.52     56.94     88.05     34.43 
   145       49.64      0.55457        68.64     80.85     79.80     20.43      9.11     11.14     48.05     48.17     87.76     42.46 
   146       51.91      0.81756        88.48     68.00     79.40     16.11     -9.89     43.14     54.60     59.64     87.00     32.60 
   147       51.18      0.56789        92.76     77.36     74.72     16.75      3.78     20.46     48.19     48.45     86.46     42.84 
   148       52.76      0.83612        87.48     71.95     73.16     23.47      8.11     40.02     51.92     58.99     86.92     25.56 
   149       50.84      1.16959        86.92     55.23     56.56     10.40     12.00     65.54     53.37     59.91     87.12     21.32 
   150       49.78      1.30203        92.80     57.87     52.84      8.05      1.22     66.90     50.87     61.43     88.36     17.42 
   151       44.92      1.60071        89.04     48.43     44.00      0.48    -22.11     70.16     50.41     61.35     92.00     15.41 
   152       51.67      1.09345        90.92     57.63     59.64     16.16      7.56     59.70     54.40     60.31     86.12     24.30 
   153       50.27      1.04728        91.24     63.25     57.44      5.33     -5.11     62.34     56.83     59.34     89.26     22.78 
   154       55.43      0.88352        98.16     68.80     70.92     10.67     12.44     56.74     59.17     62.25     85.50     29.62 
   155       51.21      0.82792        88.44     70.45     66.16      1.60     12.22     45.42     55.90     58.04     86.32     27.53 
   156       48.96      1.16321        84.48     59.36     66.64      3.63     -3.22     56.94     50.52     60.60     89.26     21.42 
   157       50.34      1.01422        90.52     65.07     65.72      9.71     -6.78     58.58     56.30     60.32     84.38     19.57 
   158       50.69      0.73137        90.28     74.21     70.84     15.79    -10.56     33.68     54.56     55.60     91.27     31.23 
   159       52.89      0.69692        78.68     77.84     79.04     14.45      5.56     35.50     54.33     55.29     93.28     34.95 
   160       50.96      0.53204        78.64     76.72     74.48     14.35     13.78     17.78     49.94     50.49     87.70     45.69 
   161       54.11      0.66533        94.16     73.23     79.84     19.25      9.56     33.10     52.37     55.34     86.69     37.59 
   162       50.49      0.83880        82.08     67.73     65.32     11.89      4.22     38.56     58.32     59.94     88.22     28.64 
   163       51.46      0.65846        85.28     78.72     69.44      5.55     10.56     34.86     51.13     53.77     88.24     37.10 
   164       49.79      0.81632        86.72     72.56     61.72     13.92      1.22     38.24     52.00     56.52     86.46     28.49 
   165       49.60      0.78023        76.48     72.43     65.92     24.48     -4.78     37.68     49.17     57.75     86.78     30.07 
   166       49.95      0.81764        86.20     68.03     66.28      9.97      2.11     39.88     52.00     57.88     88.77     28.38 
   167       51.12      0.65822        84.40     73.33     73.16     21.97      0.67     27.38     49.65     56.14     88.13     36.32 
   168       52.37      0.76154        87.72     68.27     69.12     14.56     16.11     36.44     53.92     58.77     87.90     30.94 
   169       50.32      0.57834        83.24     77.65     78.96     28.00     -0.67      7.16     52.06     52.44     87.04     37.32 
   170       52.73      0.64588        82.16     72.64     82.36     17.39     14.22     23.54     53.56     51.59     93.39     36.42 
   171       50.82      0.65448        90.92     75.01     78.08     17.97    -10.11     24.68     52.71     54.46     91.65     32.81 
   172       51.58      0.60849        79.76     72.45     73.24     19.09      3.44     33.90     48.19     56.55     89.60     39.56 
   173       52.82      0.66197        90.84     70.64     62.92     23.25      8.33     37.98     52.37     52.49     87.34     42.05 
   174       51.54      0.66683        84.44     77.92     72.00     20.37     -4.11     29.86     52.24     58.45     88.11     36.09 
   175       50.37      0.64162        78.32     71.23     69.00     18.24      8.44     25.44     54.65     51.93     90.39     36.07 
   176       51.59      0.66351        84.76     73.33     76.92     12.37     -5.89     32.26     55.40     58.75     86.61     41.42 
   177       51.22      0.75860        95.24     68.00     71.24      7.15     -5.56     43.70     55.05     58.72     86.03     32.59 
   178       49.62      0.71397        85.20     75.84     67.64     14.51    -12.89     36.96     52.37     55.35     87.17     34.05 
   179       51.01      0.60832        83.64     77.97     78.52     11.57      4.44     25.40     46.87     54.25     87.07     40.31 
   180       50.90      0.50400        83.72     79.73     77.92     13.97      8.56     16.28     44.25     50.39     88.26     45.93 
   181       48.93      0.57116        65.36     78.85     73.96     19.52      4.33     18.80     46.49     51.89     91.04     39.10 
   182       52.22      0.59309        95.16     80.43     74.16     15.31      4.11     23.06     47.86     53.65     87.72     40.79 
   183       50.92      0.60708        70.76     71.63     83.48     29.39     -1.11     26.34     48.92     56.10     85.92     37.81 
   184       49.25      0.60509        73.44     75.36     71.76     14.67     -5.22     28.24     50.21     53.67     86.87     43.54 
   185       49.10      0.63338        90.60     77.17     70.16     22.61    -16.44     25.80     49.79     51.80     85.04     34.43 
   186       48.01      0.53944        73.08     75.73     77.08     15.68      2.44      6.86     46.59     51.19     88.93     42.57 
   187       49.48      0.58326        73.96     82.56     67.08     16.80      1.89     16.54     52.14     53.40     88.63     41.83 
   188       50.52      0.64934        79.52     74.13     74.56     12.75     14.44     20.38     51.71     54.05     89.63     34.05 
   189       47.64      0.52430        69.08     82.05     71.08     29.49     -9.44      7.04     48.59     49.02     86.41     43.04 
   190       50.40      0.61835        82.12     72.83     71.68     18.19      8.11     25.50     45.86     50.49     90.63     38.64 
   191       47.74      0.56670        75.24     74.21     69.20     12.11      4.22     16.36     49.05     52.52     86.43     38.10 
   192       49.18      0.63652        69.96     78.69     75.00      4.91     11.89     22.84     54.02     53.08     83.72     37.74 
   193       48.76      0.58191        72.72     71.92     74.08     22.40      5.44      8.42     51.89     55.56     85.85     39.28 
   194       50.14      0.59595        76.44     75.55     78.92     18.40     -1.22     19.22     51.73     56.07     88.23     38.05 
   195       51.29      0.58373        77.96     82.29     74.40     24.59      6.33     18.40     49.54     53.76     87.74     37.94 
   196       50.78      0.58116        83.04     82.99     71.40      6.77      7.44     17.24     54.06     51.19     92.67     40.98 
   197       49.01      0.58364        77.76     79.09     75.24     18.83     -6.67     16.36     51.71     48.95     90.63     38.15 
   198       52.52      0.59784        80.56     79.09     70.88     27.41     11.44     19.32     50.38     56.53     91.09     38.46 
   199       51.08      0.60218        79.36     79.15     68.56      4.80      4.11     35.10     55.10     52.60     90.52     41.53 
   200       50.27      0.60627        84.28     78.40     77.88      9.60      7.00     15.92     50.62     53.29     89.30     36.44 
   201       50.69      0.60334        80.48     76.69     70.16     19.41      3.44     15.78     53.56     56.10     91.37     39.94 
   202       49.89      0.59676        88.52     75.44     74.48     18.93     -8.44     24.18     51.63     53.66     84.69     35.78 
   203       46.81      0.59784        77.28     73.20     76.20      4.91     -8.00      9.52     50.32     53.75     90.25     40.69 
   204       51.27      0.74194        83.08     71.76     81.16     13.76      3.33     27.84     54.51     58.55     85.44     33.25 
   205       49.06      0.55469        74.00     76.03     70.00     18.08     22.00      7.56     48.44     48.34     84.76     41.38 
   206       48.51      0.65962        81.20     72.00     68.28     11.04     -6.22     30.74     53.67     53.24     86.58     34.62 
   207       52.54      0.84648        86.72     68.16     71.96     16.53      0.22     40.04     56.00     61.25     93.13     31.35 
   208       51.66      1.02977        91.56     65.92     65.88     12.05      0.33     51.70     55.43     59.93     88.54     25.21 
   209       51.02      1.12678        85.08     58.43     65.44      4.43     13.89     59.68     51.17     61.39     89.46     21.22 
   210       50.50      0.67296        85.48     81.52     78.20     12.91     -2.00     27.92     48.14     51.20     84.53     37.07 
   211       46.49      0.28178        40.20     89.44     72.44     38.13     15.22      1.88     37.94     27.27     85.02     57.36 
   212       51.98      0.67764        77.52     77.76     81.12     26.13      8.22     22.34     51.44     54.04     92.80     28.38 
   213       50.70      1.07587        88.68     61.04     67.44     -2.35      7.67     61.56     53.48     59.33     86.74     23.41 
   214       51.27      1.21359        91.28     58.53     59.48     10.45     -0.67     66.82     54.83     62.82     89.12     20.00 
   215       46.18      1.63291        82.16     46.29     44.32      1.65      5.33     70.24     46.56     58.97     91.24     15.00 
   216       41.43      2.01062        72.28     40.27     36.72      4.11     -4.22     67.76     40.67     59.93     84.67     12.11 
   217       42.60      2.00952        70.64     45.55     39.16      5.01     -1.33     72.26     39.97     61.35     84.59      8.78 
   218       45.96      1.52892        83.08     52.37     54.08     -0.91    -19.22     71.16     46.84     58.84     92.33     21.02 
   219       51.85      1.29970        90.84     60.53     53.20      9.81     11.33     66.38     57.44     59.70     90.39     18.86 
   220       44.71      1.72769        77.08     42.19     41.16     11.25     -1.89     68.76     47.33     59.09     88.56     13.53 
   221       47.63      1.54066        80.84     47.25     49.60      4.85      8.44     72.02     48.56     58.21     90.14     16.33 
   222       46.45      1.54589        84.32     47.95     39.32     -2.93      5.78     67.94     49.08     60.83     93.88     18.32 
   223       46.41      1.72881        82.32     53.23     43.52     -4.00      6.11     72.10     49.05     59.43     91.69     10.70 
   224       48.35      1.44080        82.96     58.91     51.48      3.09      5.44     64.84     46.38     60.55     93.51     16.32 
   225       47.25      1.43143        83.56     48.16     51.00     16.75     -7.44     68.32     48.71     60.52     87.53     15.40 
   226       49.38      1.29261        88.20     62.75     46.24      1.33     -1.67     65.24     55.30     64.20     93.70     18.48 
   227       49.85      1.43016        86.88     49.68     54.16     12.43      3.22     68.42     53.33     61.88     90.23     18.23 
   228       49.17      1.43959        83.40     50.27     51.44     10.88      7.78     70.24     53.22     59.66     89.41     15.46 
   229       50.27      1.20389        92.32     58.48     62.08      3.31     -6.44     69.00     52.16     62.89     91.28     17.67 
   230       46.80      1.50841        83.92     44.69     49.52     15.79    -13.00     66.72     46.97     61.55     91.48     20.35 
   231       43.00      1.78586        76.04     40.27     47.60     -0.53     -6.44     69.92     38.48     59.56     89.66     15.47 
   232       44.65      1.92725        80.48     48.08     43.72      8.91     -0.00     65.72     41.21     59.87     86.76     11.72 
   233       45.55      1.68012        70.84     49.39     47.72      6.72     -2.33     73.32     44.11     59.77     92.22     13.78 
   234       41.87      2.09941        73.68     40.45     33.12      1.60      5.11     65.38     44.25     60.25     82.49     12.38 
   235       43.61      2.23353        75.60     40.51     39.48     10.40     12.89     65.38     40.40     60.25     78.51     12.67 
   236       39.78      2.15540        75.08     43.41     41.48     -7.04     -9.56     64.56     38.87     59.59     81.83      9.53 
   237       44.43      1.98846        76.52     42.27     40.04     13.87      3.22     73.72     42.51     59.78     84.14      8.22 
   238       42.34      2.14832        71.96     43.92     34.68     18.77     -8.89     71.06     42.21     61.61     80.11      8.01 
   239       44.85      1.92420        77.28     48.51     38.00      2.24      9.56     69.08     45.13     60.74     86.62     11.36 
   240       45.55      1.92684        78.96     44.11     44.04      8.43     13.00     66.80     41.46     59.33     86.45     12.95 
   241       41.93      2.16047        76.16     41.36     41.16     -1.97      9.67     64.48     37.41     60.90     79.77     10.35 
   242       40.94      2.36246        66.88     42.93     37.76      7.36     10.11     66.18     37.33     59.59     72.19      9.11 
