constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0], [0.4], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  0  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 1 , completeRepeats: 100
MABsolver_config: algorithms: EpsGreedy , CP Disabled , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.140000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p00       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    94       40.02      0.05158        38.00     89.20     85.60      9.87     46.67      4.30      5.48     18.95     88.44     13.70 
    95       37.02      0.05172        55.00     74.53     77.20     -4.00     15.56      6.70     23.89     28.58     86.03      6.67 
    96       32.93      0.05290        25.60     88.67     71.80     -5.87     17.22     14.80     -8.10     30.98     86.12      8.02 
    97       34.09      0.04951        63.80     99.87     65.80    -11.73     -9.44     -5.90      4.68     38.80     89.02      5.99 
    98       32.89      0.05290        61.20     96.40     81.80    -13.33    -20.00      1.10     -0.48     21.35     87.48     13.33 
    99       37.89      0.05199        67.60     85.20     86.80     16.80     -4.44     -1.50      5.63     37.20     87.12     -1.54 
   100       33.31      0.04965        15.80     84.80     80.20    -10.40     23.33      7.10      5.71     32.29     86.26      7.96 
   101       37.07      0.05251        21.20    100.67     87.60     19.73     -3.33     25.30     -7.70     27.96     88.07     11.17 
   102       33.06      0.05126        31.00     95.87     57.80      5.33     12.22     -0.90     -7.38     32.11     94.56     10.00 
   103       41.67      0.10165        57.80     91.73     64.00     43.73     35.56     -3.90     -1.19     34.95     89.71      4.32 
   104       37.09      0.12335        78.20     80.67     70.80     16.00     -4.44      9.70      8.33     29.05     75.83      6.79 
   105       43.40      0.12042        66.40     87.73     92.20     15.47     47.78      7.10      9.29     27.82     83.27     -3.02 
   106       41.04      0.16749        72.40     91.60     74.80     30.93    -10.56     14.50     10.71     24.69     82.31     19.01 
   107       44.49      0.08914        59.80    102.53     88.00     25.87     31.11     23.80     -7.30     31.42     83.85      5.86 
   108       34.14      0.01463        14.60    100.13    106.80     -1.33      5.56      8.60     -6.19     26.40     82.18      4.63 
   109       43.38      0.12267        79.80     89.20     71.60     25.60      6.11     16.80      2.70     31.02     90.43     20.56 
   110       37.06      0.19769        68.20     78.80     66.40     21.87     28.33      5.60     -0.87     22.58     77.64      2.04 
   111       39.16      0.21114        81.40     72.53     68.00     38.67    -12.22      8.10      4.76     30.84     73.51     25.99 
   112       36.18      0.13490        64.00     85.07     70.00      8.80     -5.00      3.80      7.62     29.67     81.81     16.05 
   113       35.82      0.12550        65.40     95.33     79.40     15.73    -13.33      9.70     -5.40     24.15     84.08      3.09 
   114       42.51      0.13545        83.20     74.53     74.20     18.13     51.11     10.30     -0.71     27.45     76.55     10.37 
   115       34.91      0.18392        81.20     67.33     71.40     42.40    -21.11     -4.50      0.56     29.05     75.96      6.79 
   116       34.86      0.27218        70.80     71.60     51.00      1.33     33.33      3.10     12.70     27.27     71.88      5.62 
   117       35.12      0.25220        62.40     77.60     65.80     21.60      1.67     17.00     -1.43     30.18     63.45     12.90 
   118       43.21      0.23371        67.20     77.20     67.00     37.87     56.11     14.60      1.59     26.91     77.14      6.48 
   119       35.70      0.24135        75.20     64.93     58.40     15.73     12.78    -12.10     21.90     30.11     72.34     17.72 
   120       43.70      0.16824        62.20     79.73     72.20     56.53     36.67     -2.60     -2.22     29.56     85.44     19.51 
   121       37.97      0.18975        57.20     78.13     61.80     42.93    -10.56     21.10     -1.75     34.36     76.37     20.06 
   122       43.59      0.14810        80.40     81.87     72.60     63.20      7.22     12.00      4.52     27.38     78.96      7.78 
   123       41.10      0.15444        74.20     77.73     68.60     32.00      9.44     13.00      6.67     28.51     81.95     18.89 
   124       33.62      0.13476        74.60     79.33     80.00     -3.47    -21.67     13.40     -3.89     24.29     82.09     11.54 
   125       34.18      0.22709        49.80     67.87     65.40     26.93     24.44      0.10     -3.33     29.93     75.10      5.56 
   126       35.02      0.15791        80.60     77.60     55.80    -18.40     30.00     13.10      3.25     31.38     80.91     -4.07 
   127       41.87      0.17331        62.80     89.87     53.00     31.73     40.56      7.70     10.63     31.27     73.65     17.47 
   128       43.09      0.15153        54.80     88.67     61.80     53.07     45.00      8.20      0.24     23.24     85.12     10.80 
   129       43.40      0.22041        66.20     82.67     80.60     14.13     53.89     10.20     14.60     23.02     74.15     14.51 
   130       33.81      0.24345        73.60     65.07     58.00     12.27      5.00      9.20      6.43     20.73     78.55      9.26 
   131       41.31      0.19890        78.40     77.73     86.00      7.47     22.78      8.70     10.00     32.84     77.82     11.36 
   132       35.68      0.24389        69.00     71.07     55.00     21.07     26.67     -1.70      2.78     23.42     69.43     20.06 
   133       42.15      0.13551        62.20     94.27     78.20     37.07     13.33      9.90     -0.32     33.20     86.35      7.35 
   134       42.06      0.07915        58.20     90.27     77.60      0.00     57.78     19.40      5.24     30.65     85.58     -4.14 
   135       37.59      0.13931        68.40     86.67     80.80     11.20    -13.33      7.00      5.48     32.15     83.49     14.01 
   136       40.90      0.07253        59.40     85.20     98.00     25.33     12.78      1.70      6.03     30.91     86.98      2.65 
   137       44.04      0.09470        86.20     89.47     49.60      0.27     55.00     18.60      8.49     36.47     88.80      7.47 
   138       44.61      0.07633        75.20     94.27     76.20     22.67      5.00     28.50     -2.46     28.25     82.72     35.74 
   139       35.15      0.12141        65.00     86.93     44.40      2.67     11.67      7.20      0.40     27.89     86.44     18.95 
   140       42.31      0.06947        57.80     87.73     79.00     52.00    -10.56      4.80     18.49     33.93     86.89     13.02 
   141       33.47      0.03151        30.40     99.47     96.20     -5.87    -16.67     11.60     -2.86     28.36     89.66      4.44 
   142       34.90      0.13608        69.00     82.93     73.00     13.87    -23.33     11.50      4.52     34.04     73.61      9.88 
   143       39.78      0.11495        46.40     80.40     71.80     13.60     57.22     14.40     -9.84     27.02     81.45     15.37 
   144       45.61      0.07869        77.40     94.67     82.00     58.67    -16.67     21.00      2.14     27.05     88.25     21.54 
   145       38.21      0.10672        51.60     89.60     79.20     26.40     15.56     -1.60      0.00     27.05     87.44      6.85 
   146       31.09      0.07977        75.40     86.80     74.80    -14.93    -31.11     10.70     -2.38     18.76     83.45      9.44 
   147       40.09      0.05476        13.00     87.33     98.60      8.27     48.89     31.00     -0.56     29.24     89.43     -4.26 
   148       35.13      0.04273        35.80    108.00     85.60    -15.20     -2.78      8.00     17.06     33.56     86.49     -5.19 
   149       38.02      0.10406        57.80     72.93     82.60     -7.73     35.56     16.30     -7.46     36.73     84.31      9.14 
   150       29.27      0.04003         6.60     87.73     72.80      5.07     -3.89      1.50      3.17     29.05     83.90      6.73 
   151       44.56      0.04682        54.80    102.80     92.20      7.73     -6.67     22.70     22.06     36.44     92.52     20.99 
   152       23.63      0.01571        -6.80     89.73    103.80    -14.93    -41.67     -2.40     -3.57     28.36     84.13     -0.37 
   153       42.21      0.04778        51.00    105.73     94.60     14.13      3.33      8.10     12.54     35.60     91.70      5.37 
   154       43.75      0.09294        69.20     93.87     79.20     22.93     40.56     12.00     -7.38     28.55     82.18     16.42 
   155       40.49      0.13247        73.00     84.53     69.20     30.67     13.33      9.90    -10.16     32.04     82.36     20.06 
   156       44.21      0.08909        86.00     89.87     68.00     27.20      9.44     18.80      0.63     31.89     94.69     15.62 
   157       41.14      0.11624        77.60     90.93     78.60     15.47    -20.56     23.20      7.86     34.40     84.17     19.75 
   158       38.39      0.09007        56.60     95.33     72.60     38.13     -7.78      2.80     -4.92     32.95     85.12     13.02 
   159       40.02      0.12974        88.00     90.27     86.60     -9.60     10.00     12.50     -0.32     33.71     83.49      5.56 
   160       43.70      0.14572        79.20     76.00     90.00     34.67     13.89     18.40     -3.57     35.45     83.54      9.38 
   161       47.97      0.15787        68.20     81.60     76.00     40.00     56.11      9.40     13.57     27.24     84.08     23.46 
   162       34.41      0.14234        65.00     93.20     56.00     28.27    -33.89      7.50     -2.14     36.95     79.46     13.77 
   163       38.25      0.16918        64.40     89.47     66.80     20.00     29.44      3.10      2.38     24.98     80.09      1.85 
   164       35.77      0.14745        53.20     85.33     80.80     31.47    -25.00      9.30      5.71     34.55     78.55      3.77 
   165       35.31      0.15090        56.80     77.07     72.40     13.33    -17.78     15.90      5.95     28.95     85.22     15.25 
   166       40.64      0.18389        79.60     75.20     81.60     16.80     37.78     12.40      1.90     29.09     75.83     -3.83 
   167       37.85      0.17164        56.00     62.13     78.80     22.40     31.11     10.40      5.95     31.38     75.74      4.63 
   168       43.08      0.16829        79.00     77.33     73.20     14.13     35.00     12.80     10.48     25.60     83.58     19.69 
   169       44.53      0.14035        63.00     81.47     85.20     42.40     28.89     11.10     11.98     19.60     81.68     20.00 
   170       38.69      0.12035        48.80     92.40     75.60     44.27    -10.56      5.70     -5.87     29.56     85.44     21.60 
   171       42.42      0.16950        57.60     82.13     58.80     37.87     43.33      9.70     12.78     24.36     84.58     13.02 
   172       43.90      0.14344        89.40     89.20     88.40     22.13     -2.22     14.60     -0.48     28.22     86.67     23.09 
   173       37.89      0.16203        57.40     85.20     51.20     17.33     17.22     28.40      3.81     33.35     77.01      8.02 
   174       43.17      0.13682        65.80     84.13     69.60     46.67     28.89     19.60     -3.57     26.80     86.21      7.59 
   175       38.52      0.12974        67.00     91.60     79.60     46.40    -19.44      8.00     -4.92     29.78     82.59      4.57 
   176       40.07      0.16228        68.00     83.07     86.20     21.07     12.78     20.00     -3.10     29.49     76.73      6.42 
   177       40.51      0.13945        66.00     70.27     86.20     16.27     20.56     16.00      2.94     31.20     91.16      4.57 
   178       41.58      0.14814        78.80     82.53     78.00     23.73     -1.11     12.90      7.70     27.96     87.21     18.09 
   179       39.96      0.16238        65.60     75.60     82.00     18.67     13.89     12.90     15.79     30.22     79.05      5.93 
   180       37.87      0.16909        61.00     85.20     62.80      1.07      6.11     13.10     22.22     28.40     79.68     19.07 
   181       42.70      0.14658        74.80     78.93     63.20     56.80     19.44     11.90      3.41     36.00     81.81      0.68 
   182       42.74      0.16155        71.80     83.33     65.60     39.73     25.56     12.20     -2.94     39.24     82.86     10.06 
   183       44.49      0.16321        72.00     76.67     84.00     41.33     46.67      5.50      3.17     23.02     83.31      9.26 
   184       40.72      0.17311        74.20     82.93     64.00     38.40     16.11      8.50      6.51     31.16     78.00      7.41 
   185       36.66      0.16496        61.60     76.40     53.80      3.20     34.44      7.00      4.21     27.20     81.50     17.28 
   186       34.43      0.16643        61.20     84.67     72.80     -4.27     -6.11     19.70      2.38     22.47     83.04      8.46 
   187       40.57      0.17410        83.20     70.40     78.40     -0.53     32.78      5.30      7.54     27.96     78.91     21.79 
   188       34.15      0.15948        74.60     76.53     68.80     11.73    -17.78      6.60     -5.56     31.42     78.78     16.36 
   189       46.31      0.15098        79.40     78.40     67.40     60.00     43.33      9.10      7.22     30.11     80.36      7.78 
   190       35.25      0.15169        57.60     76.53     68.00    -21.60     25.00      2.30     16.19     33.71     86.08      8.64 
   191       37.31      0.14392        51.80     98.00     56.40     26.13     15.00     12.10     -3.02     23.35     82.18     11.11 
   192       39.76      0.14646        67.00     78.67     71.80     32.27    -22.78     25.00      2.78     35.96     86.71     20.19 
   193       39.53      0.15296        72.80     66.00     86.00      0.80     50.56      2.50     -6.83     29.96     77.69     15.80 
   194       42.97      0.15293        78.00     86.40     73.20     47.47     33.33      4.70      0.63     24.18     76.92      4.88 
   195       44.18      0.15004        59.20     90.40     77.80     56.53     21.67      6.10      5.16     30.22     81.54     13.21 
   196       38.18      0.15004        55.00     86.13     54.80     26.40     17.78     12.20      3.41     29.53     81.45     15.12 
   197       42.26      0.15039        72.40     96.80     77.40     38.40     -0.00     -0.90     14.37     25.13     86.62     12.35 
   198       44.11      0.15273        71.20     78.13     78.20     46.93     37.22      4.70      6.11     35.64     77.46      5.49 
   199       37.13      0.14988        83.00     81.33     79.20     33.87    -32.22     10.00      8.02     29.96     82.40     -4.26 
   200       37.69      0.15215        59.40     75.87     76.00     29.33     -8.89     17.90      2.38     31.24     84.26      9.38 
   201       41.27      0.15086        68.40     80.67     84.40     54.40    -13.33     18.60     -5.87     29.60     86.85      9.01 
   202       36.83      0.14986        65.80     83.33     88.40    -14.67      6.67     -1.30      4.05     36.04     80.63     19.32 
   203       43.78      0.15098        62.80     74.13     81.20     30.93     48.89     18.00      1.83     29.85     76.37     13.83 
   204       38.09      0.05591        54.60    106.27     76.20    -11.20     11.67     -0.40     -3.33     29.96     90.75     26.42 
   205       15.92      0.00152      -110.20     91.87    103.00    -13.87      4.44      7.30     -4.68     15.96     75.19     -9.81 
   206       29.60      0.03094       -11.00     94.40     80.20    -14.93      9.44      6.80     -3.41     45.05     90.43     -0.99 
   207       37.33      0.03455        31.00     71.73     85.20      4.00     10.00     12.80     14.76     24.36     87.53     31.91 
   208       27.00      0.01450         8.60     94.13     96.80     -6.67    -24.44      1.70     -1.43     20.47     74.88      5.99 
   209       39.54      0.10222        83.20     94.53     69.60      2.67      2.22     18.90      3.25     25.89     85.67      9.51 
   210       40.61      0.06984        69.20     86.67     95.00     18.40     11.11      8.40     -6.59     27.42     85.12     11.36 
   211       38.43      0.14896        59.80     86.93     89.00     -1.33     31.11     -1.20     -5.00     30.29     76.37     18.33 
   212       39.02      0.06977        56.60     93.87     83.80     17.87    -16.11     22.10      2.86     32.98     83.08     13.15 
   213       41.65      0.13054        69.40     79.07     61.80     34.67     37.78     12.00      7.14     23.56     75.51     15.62 
   214       35.87      0.11780        60.00     84.00     67.00     17.07     15.56     -1.60      2.94     29.64     81.18      2.90 
   215       40.70      0.11224        55.60     88.00     70.00      6.40     25.56     20.00     16.27     23.96     87.03     14.14 
   216       37.09      0.08216        48.80     96.93     73.20     13.33    -17.78     21.60     -5.24     30.87     86.12     23.09 
   217       42.57      0.06368        27.40     94.27     94.00     25.33     40.00     14.90      6.67     25.49     90.25      7.35 
   218       27.44      0.02906        36.40     94.13     75.40     -6.93    -25.56     -7.30    -12.54     29.27     80.77     10.74 
   219       37.05      0.11541        75.80     83.20     81.60     34.67    -28.89      7.40      7.22     29.67     78.78      1.05 
   220       41.36      0.05616        81.20     91.60     80.60     25.07     -3.33      1.40     10.63     33.38     87.07      5.99 
   221       36.88      0.02071        36.60     88.67     81.80      8.00     -5.00     16.80     10.32     41.45     87.76      2.41 
   222       36.53      0.02615         9.40     93.87    106.60      1.87     12.78      9.60      1.35     38.87     88.98      2.04 
   223       25.55      0.00489       -65.00    116.00    101.60    -10.13    -11.67     15.60     -6.35     25.49     87.53      2.47 
   224       40.49      0.05307        55.80    102.27     87.00     -1.87     20.56     14.10     -1.27     28.76     83.31     16.23 
   225       38.33      0.03337        75.80     89.47     77.40     -4.00    -11.11     10.40     11.83     38.91     90.16      4.44 
   226       41.41      0.08174        78.80     93.47     66.40     49.33    -11.67     18.10      1.19     33.96     83.58      0.93 
   227       34.86      0.01394        27.80     95.07     96.60     19.73      8.33     -1.20    -17.70     23.89     82.77     13.33 
   228       44.47      0.07366        68.40    100.13     97.80     -1.07     32.22     14.00      2.54     32.65     85.03     13.02 
   229       35.08      0.01452        -1.40    102.27    107.20     -3.47     15.00     19.80     -8.25     29.64     87.03      2.96 
   230       35.79      0.04828         5.00     98.27     86.40    -14.13     16.67     34.90     13.25     38.36     81.63     -2.41 
   231       42.45      0.06947        65.40     97.07     81.20     40.27      5.00     12.10      9.13     26.29     84.85      3.21 
   232       33.04      0.01871        20.80     95.73    102.40     -9.87      6.11     -7.10     -0.63     28.51     87.39      7.10 
   233       38.66      0.07798        65.40     79.87     82.80     20.80    -12.22     11.90      9.44     33.60     76.78     18.27 
   234       40.79      0.11093        69.00     90.00     68.80     49.60     -5.00      5.40      6.27     28.40     83.36     12.10 
   235       41.69      0.05702        43.00     97.20     90.20     -0.80     25.00     23.00      0.00     42.65     87.85      8.77 
   236       37.78      0.06114        49.60     97.20     95.20     11.73     -2.22     12.30     -1.35     25.16     83.31      6.85 
   237       22.09      0.00291       -67.40    103.07     95.00    -19.47    -28.89     15.60     -3.25     34.73     88.25      3.27 
   238       35.77      0.07094        44.80     91.20     86.60    -20.27      7.78      7.50     20.56     18.91     83.99     16.60 
   239       22.02      0.01129       -18.80     96.27     85.40    -30.67    -20.56     -2.40     -5.71     32.62     84.22     -0.12 
