constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   193       61.63     70.54570  1839.04334        89.80     78.93     80.40     21.60     14.44     64.30     61.67     75.53     93.92     35.74 
   194       59.44     70.85549  1838.71610        88.40     73.20     74.20     24.80     13.33     64.50     60.00     73.16     91.02     31.79 
   195       59.30     71.58507  1814.58628        87.40     67.33     72.60     24.53     31.11     68.80     56.35     79.85     80.82     24.20 
   196       54.55     70.98038  1851.69241        88.80     75.60     60.60     21.07      3.89     52.00     57.06     73.93     85.22     27.35 
   197       64.60     70.60222  1830.27449        90.00     75.60     80.60     37.07     45.56     58.50     56.43     78.40     91.75     32.10 
   198       56.03     69.87196  1845.61493        91.80     87.47     77.40     -3.20      7.22     61.50     43.73     71.45     87.35     35.56 
   199       53.95     71.48042  1816.55274        58.00     64.67     77.20      5.87     30.56     63.50     52.54     74.11     79.37     33.70 
   200       57.91     71.23545  1825.57298        87.00     61.20     80.00     33.60      1.11     75.00     48.25     75.13     89.12     28.70 
   201       56.08     70.13510  1809.66333        84.80     71.73     62.80     11.20     18.89     58.10     57.46     75.20     88.84     31.79 
   202       56.12     71.58572  1839.10756        95.00     67.07     39.80     11.47     12.22     69.10     62.06     75.16     93.11     36.23 
   203       58.85     70.60222  1830.27449        90.60     64.00     67.00     33.87     18.33     64.30     59.60     76.80     88.75     25.25 
   204       51.72     58.04772  594.77528        46.40     68.27     67.80     19.47     -5.56     67.60     53.02     78.29     93.74     28.15 
   205       51.27     65.59364  2704.41529        69.20     68.13     79.60    -14.13    -11.67     56.30     66.90     77.60     88.03     32.72 
   206       54.17     20.34027  2149.28261        89.40     39.60     63.60     28.00     -8.89     76.60     63.89     76.62     89.25     23.58 
   207       52.26     22.23704  1660.78739        80.60     45.33     70.60     -1.33     17.22     70.00     53.57     73.71     86.49     26.42 
   208       59.34     31.87556  664.88095        82.60     68.13     74.60     -2.13     35.00     81.20     58.10     78.58     83.08     34.20 
   209       49.37     12.20080  315.98572        78.40     47.33     43.80     -0.27     35.00     87.40     39.60     72.91     72.06     17.47 
   210       60.25     36.59920  429.81712       101.60     68.13     63.80     18.93     11.67     68.00     71.11     78.98     89.61     30.62 
   211       53.97     16.13637  171.33671        80.20     56.67     60.40     13.33     -5.56     96.40     58.65     73.93     85.26     20.43 
   212       54.11     65.48402  631.86182        69.40     70.00     78.00      1.07     -5.00     72.00     51.43     77.82     95.24     31.17 
   213       55.52     87.27901  854.48252        78.60     82.80     80.00     28.27     -7.78     50.50     44.44     72.65     88.62     37.10 
   214       57.13     44.45901  1592.80007        94.80     71.20     79.40     -7.47     -4.44     78.90     65.24     75.05     89.57     29.07 
   215       50.62     14.32795  2163.00842        60.40     54.93     74.40     22.40    -13.89     85.40     41.59     80.80     78.87     21.30 
   216       56.43     81.58834  1163.91884        88.40     68.13     70.80     20.27      2.22     54.30     64.21     74.07     88.30     33.58 
   217       53.89     53.31542  389.12601        73.40     66.93     72.20     19.47    -28.89     73.50     61.90     78.11     93.79     28.52 
   218       60.28     43.69638  298.75552        81.20     64.27     85.80     12.80     21.11     76.70     64.52     80.00     85.40     30.99 
   219       60.66     30.22067  461.99270       106.40     74.13     56.20     -2.40     25.00     81.40     60.08     82.69     92.29     30.80 
   220       57.28     36.91218  471.50852       102.00     64.27     55.20      4.00      8.89     65.40     61.59     83.64     88.39     39.38 
   221       59.32     40.64013  919.92401        82.00     62.13     70.60     29.07     23.33     79.40     55.24     74.44     87.03     30.00 
   222       60.20     68.34910  1754.03380        79.40     63.47     79.00     12.53     37.22     75.10     50.95     76.65     85.40     42.28 
   223       55.13     57.07909  2068.47923        75.40     65.47     66.80     14.93     -5.00     79.20     54.05     76.40     88.84     35.25 
   224       56.60     51.04793  1638.84968        84.00     65.87     64.80     27.73    -32.78     68.30     77.70     83.35     92.38     34.69 
   225       54.08     62.97093  1423.69415        54.80     70.27     59.80     24.80     10.56     61.90     63.65     80.98     83.95     30.12 
   226       59.71     61.60866  918.15822        98.40     74.80     70.20     16.53     -2.22     82.50     61.83     81.20     90.29     23.58 
   227       55.77     64.80968  1205.31062        85.20     62.93     62.80     29.33      9.44     52.60     62.86     79.31     79.73     33.46 
   228       55.59     93.09408  1557.09470        93.20     67.60     68.00     -3.20     28.89     52.40     58.81     74.98     87.71     27.47 
   229       60.14     99.36777  1406.67596        94.40     70.00    102.20     40.53     15.00     44.10     43.17     79.05     82.77     30.12 
   230       54.22     69.07121  1633.21095        93.20     49.20     61.80     -1.87      0.00     71.20     62.54     80.29     94.56     31.30 
   231       57.92     70.71435  2280.93531        92.20     72.40     56.00     22.93     24.44     53.30     64.60     73.42     82.99     36.91 
   232       53.81     61.54971  1879.44828        87.00     67.33     69.60     16.80    -10.56     66.00     66.67     70.00     78.55     26.73 
   233       62.52     30.82991  1590.90118        92.60     59.33     81.60     25.87      6.67     92.80     55.87     81.82     92.97     35.68 
   234       30.71      2.74473  2393.93859        73.20     17.73     36.00      8.80      5.56     67.90      8.02     53.89     24.72     11.30 
   235       54.43     39.44914  1974.16863        64.00     48.80     65.60      7.20     30.56     70.60     58.89     80.87     85.17     32.59 
   236       57.97     28.29853  2285.06849        97.00     74.67     60.20     24.53    -22.78     78.20     63.25     81.60     87.26     35.74 
   237       19.03      1.03372  1421.16275        52.20     -0.27     11.80     -0.53     -6.67     60.20      9.68     38.95     15.56      9.38 
   238       56.76     52.16497  961.58931       106.20     65.47     57.20      4.27      5.56     64.70     61.98     78.80     86.85     36.60 
   239       55.59     28.40314  2144.45475        93.20     50.53     74.80     -5.60     13.89     68.30     64.60     78.84     88.21     29.14 
   240       51.27     43.89631  1655.64470        84.00     55.73     71.80    -17.87    -25.00     76.20     52.94     86.40     90.02     38.46 
   241       51.52     33.23913  1759.92360        74.20     71.87     66.60      6.13    -21.11     60.60     61.43     77.35     90.29     27.84 
   242       53.14     40.15594  1505.26824        58.00     67.47     62.80     27.47    -24.44     85.80     62.38     80.07     87.26     24.57 
   243       56.99     54.81315  1144.35586        94.60     76.93     81.40     -0.53    -13.89     72.70     54.21     86.73     86.35     31.42 
   244       57.57     58.90823  1580.22559        98.00     53.87     73.40     14.13     21.67     69.30     56.03     72.44     79.46     37.41 
   245       59.59     44.21500  1509.76037       103.80     59.33     64.00     18.13     19.44     77.10     58.57     80.11     86.44     29.01 
   246       63.76     28.95467  1769.80145        84.40     75.47     85.00     26.40     31.67     76.50     63.41     77.78     88.53     28.46 
   247       51.63     14.33079  2276.22960        93.20     34.80     67.20     16.27     20.00     74.20     39.05     80.00     81.00     10.56 
   248       58.19     29.40306  1482.31587        92.80     64.40     85.20     -0.53     -5.00     82.50     71.67     79.71     87.85     23.33 
   249       57.84     50.32085  1834.86419        83.80     68.27     71.40     14.93     -6.67     64.80     69.84     80.07     90.66     41.30 
   250       61.54     67.20533  2054.63157        90.40     74.00     74.40     44.27     13.89     62.10     63.49     77.89     87.76     27.22 
   251       55.85     49.43227  2019.62166        70.60     66.93     68.80     24.80     -6.67     75.80     57.78     75.56     90.52     34.32 
   252       54.18     85.30671  2058.27035        63.60     86.67     59.40     28.53      5.56     55.00     51.59     77.02     88.44     25.99 
   253       57.76     39.99147  2071.74705        95.60     82.13     66.20     -3.47     -8.33     81.70     60.95     82.98     97.32     22.47 
   254       61.38     24.22988  1521.15923       100.20     54.93     64.60      9.87     30.00     78.00     65.63     83.53     91.25     35.74 
   255       62.10     43.59347  1946.16865        84.80     65.20     62.80     44.53     10.56     83.80     58.41     84.47     89.75     36.67 
   256       53.70     43.29168  2084.75150        97.00     64.27     70.40      9.07    -39.44     77.00     63.73     70.84     87.66     36.48 
   257       56.23     46.57709  2436.42389        88.00     68.40     69.60     -3.20      2.22     76.00     58.73     84.91     86.30     31.36 
   258       55.49     25.31313  1990.96288        90.20     55.20     57.60     17.07    -18.89     79.00     71.11     79.13     95.42     29.07 
   259       58.26     59.09896  2065.55780        95.80     74.80     76.60     30.40    -12.78     63.40     62.38     75.85     84.67     31.48 
   260       54.98     37.83115  2017.69568        84.60     76.67     77.80      7.73    -32.78     70.70     71.90     74.04     93.47     25.62 
   261       51.26     40.89345  1713.96354        68.80     52.27     49.00     -4.80      5.00     77.20     62.78     82.07     85.53     34.75 
   262       57.92     48.98715  2176.12537        88.80     64.53     67.40     28.53      3.33     69.00     56.11     82.91     86.94     31.60 
   263       57.93     42.19914  2064.53589        84.00     70.80     83.40     12.00    -27.22     80.80     60.79     81.67     97.41     35.68 
   264       58.97     42.62082  1694.64930        90.60     57.60     62.40     34.93      1.11     81.30     64.76     80.40     85.40     31.23 
   265       55.60     52.90936  1524.54413        77.60     72.67     61.80      1.60     16.11     62.90     63.25     77.42     88.44     34.26 
   266       55.00     36.69802  2117.76340        90.40     69.47     59.40     30.67     -8.33     52.80     62.06     82.87     85.44     25.25 
   267       56.86     35.10645  1922.21004        82.40     54.67     81.20     29.60    -25.56     66.10     61.19     84.58     92.93     41.48 
   268       60.28     39.53059  2222.95883        96.60     58.67     62.60     12.00     35.00     76.40     60.48     80.98     87.57     32.47 
   269       53.76     50.98431  2394.06749        76.60     55.87     65.80     13.87    -15.56     77.30     64.68     77.31     95.78     25.99 
   270       56.06     41.32202  2383.84938        95.40     55.07     44.40      5.33      8.33     86.30     62.86     80.80     96.28     25.80 
   271       57.46     25.00329  1951.25906        86.20     54.40     50.20     19.73      3.89     86.60     71.27     80.07     91.16     31.05 
   272       58.36     45.94766  2096.89381        89.80     64.80     70.80     25.60      1.67     61.70     54.92     83.24     95.92     35.12 
   273       55.27     31.96581  2553.68464        59.80     59.07     55.60     23.73     11.67     86.30     54.05     84.95     85.03     32.47 
   274       55.20     50.11934  2155.58021        89.60     59.20     65.40     19.47      9.44     60.20     53.73     80.18     89.34     25.43 
   275       55.93     34.14058  2313.62794        96.40     51.87     73.40     14.67    -13.89     81.10     59.05     81.02     87.76     27.90 
   276       57.02     38.24626  2090.51667        90.60     62.40     70.00      5.60     17.78     60.50     59.92     83.71     89.52     30.19 
   277       52.34     46.86845  2419.44585        89.60     56.13     67.60     -8.27    -16.67     78.90     57.86     76.62     90.79     30.80 
   278       58.12     49.81374  2261.07962        96.20     65.33     66.80      2.67     18.89     74.80     53.81     75.27     95.10     32.28 
   279       57.84     45.97395  2019.22104        91.40     72.93     78.40      8.27     14.44     59.60     62.30     79.16     79.95     31.91 
   280       54.32     46.23695  2463.95793        84.20     64.93     49.20     20.00     -0.56     79.10     50.00     81.16     85.99     29.14 
   281       56.32     44.09695  2002.80956       101.40     60.13     61.20      4.80    -11.11     74.00     72.54     84.36     84.49     31.42 
   282       52.98     41.17284  1805.67038        88.60     55.60     77.80      2.67    -20.56     83.30     49.37     78.65     84.76     29.57 
   283       61.06     47.76989  1980.23821        85.60     63.47     74.80     16.80     28.89     76.40     57.46     85.78     91.38     30.00 
   284       56.45     50.83409  2059.27977        86.40     73.87     74.60     11.47    -13.33     72.70     63.25     76.73     86.35     32.47 
   285       52.79     45.94868  1875.79027        75.00     55.20     74.00      1.60    -13.33     78.20     62.62     74.69     90.88     29.01 
   286       57.77     42.72876  1853.96709        74.40     75.60     56.20     11.20      3.89     82.50     67.54     82.62     91.38     32.41 
   287       59.82     44.43453  2067.96965       100.00     78.53     71.80     26.13      3.33     72.70     59.52     78.11     83.08     25.00 
   288       52.04     46.25344  2031.57375        70.40     63.20     89.80      4.27    -15.00     57.50     58.49     80.22     84.81     26.73 
   289       54.60     49.73805  1839.40234        80.00     60.80     55.80      7.20     32.78     56.80     62.78     77.24     86.03     26.60 
   290       56.75     43.23193  2104.27018        91.60     72.27     63.60     -1.33      3.89     66.60     64.29     80.62     92.79     33.21 
   291       54.36     49.94281  2130.27148        96.20     70.13     67.60    -16.27      6.11     78.10     50.24     83.75     86.35     21.42 
   292       54.41     43.31719  1895.43843        81.40     72.93     69.20      5.33    -21.67     84.40     51.19     80.00     90.70     30.62 
   293       58.85     48.75148  2038.84233        91.60     71.33     81.40     -0.53     -6.11     66.10     75.71     76.65     95.19     37.16 
   294       57.05     47.64906  1958.90911        84.80     63.73     62.80      8.27     10.56     77.40     60.16     81.78     99.50     21.54 
   295       63.39     48.73446  1959.17691        87.80     75.87     76.80     41.60     16.11     77.80     54.05     78.18     85.85     39.81 
   296       55.63     49.47100  1971.32552        46.80     70.40     66.00     25.87     -0.00     80.90     62.38     82.15     88.44     33.33 
   297       58.77     48.26707  1954.50825       103.20     57.60     82.00     27.73    -11.11     69.30     51.90     80.98     95.33     30.74 
   298       55.52     48.51492  1955.79892        80.20     68.00     72.60     21.33    -11.67     72.80     59.21     79.71     82.27     30.74 
   299       56.38     48.29941  1947.43190        93.20     73.07     69.60     -6.13     -5.56     79.50     57.30     85.09     88.80     28.89 
   300       62.87     49.22055  1953.28518        86.40     87.73     81.80     -5.33     26.67     75.30     70.79     83.05     93.88     28.40 
   301       64.26     49.85355  1962.03177       100.20     73.73     85.60     45.60     13.89     64.30     64.13     74.95     86.85     33.33 
   302       59.93     49.52151  1968.06045        90.60     73.60     70.20      9.60     40.56     70.40     56.27     74.73     84.26     29.07 
   303       55.80     50.31512  1940.69847        90.40     58.00     70.20     25.33    -15.00     67.00     60.79     81.82     88.34     31.11 
   304       58.61     49.85355  1962.03177        88.40     77.20     80.80      1.60     11.11     71.10     58.49     79.78     83.49     34.07 
   305       56.62     93.43903  3143.89002        85.60     66.27     81.40     19.47     13.89     54.20     54.05     73.82     83.85     33.64 
   306       53.83     130.26920  3400.57823        99.80     77.73     75.00     29.60     -2.78     28.00     47.38     67.56     85.22     30.74 
   307       51.38     105.34966  2250.83878        70.20     62.40     64.00     13.07      0.56     71.50     48.73     71.67     86.21     25.49 
   308       57.32     47.42070  2534.07158        59.60     67.47     58.40     39.20     26.67     51.00     71.43     84.22     84.04     31.17 
   309       55.86     51.26124  3719.84881        99.40     61.20     70.00     11.73    -29.44     80.40     60.32     85.71     92.61     26.67 
   310       53.28     61.41009  3214.38067        86.40     67.07     78.20    -14.13    -14.44     80.00     60.00     79.75     79.86     30.12 
   311       55.41     25.26611  4376.66920        98.20     44.80     67.40    -15.20     15.56     79.70     60.87     85.38     92.29     25.12 
   312       52.87     15.27436  4060.83753        83.60     49.33     62.00     24.00     10.00     83.20     41.90     70.29     82.63     21.79 
   313       47.20     13.56797  4792.68811        81.40     44.93     60.00     11.20     -6.11     73.70     44.05     77.38     76.96      8.46 
   314       26.29      2.09857  3082.77867        58.20     15.20     10.80     31.47      2.78     60.60      8.65     50.11     22.40      2.65 
   315       54.53     28.91599  4071.84905       104.80     55.73     66.80      7.73    -36.11     79.80     61.90     79.35     95.92     29.38 
   316       28.65      4.66248  3532.45663        74.80     14.93     25.60    -11.20    -18.33     63.40     30.63     57.96     38.00     10.68 
   317       58.96     45.98840  4171.71575       104.40     64.80     78.20     -4.27     17.78     84.90     50.32     77.60     85.17     30.68 
   318       56.43     59.34393  4637.56381        93.00     71.07     76.00     11.73    -11.11     69.20     63.25     74.65     85.67     30.80 
   319       58.58     29.47870  4946.93672        90.20     70.93     87.00      8.27    -12.78     87.50     58.57     84.33     78.64     33.15 
   320       50.52     22.38029  4281.41835        74.80     62.93     57.00    -12.00    -12.22     82.40     69.76     80.18     75.83     26.48 
   321       62.79     52.72430  3253.34011        82.00     77.87     81.60     31.20     23.33     64.70     59.21     85.45     89.30     33.21 
   322       53.57     73.24661  3059.62761        95.80     52.00     67.80     18.67      7.22     51.50     49.52     74.58     92.24     26.36 
   323       56.21     14.48691  3552.63272        91.00     53.47     65.20     17.07     37.22     73.80     50.87     71.93     83.81     17.72 
   324       57.30     88.27994  4294.06982        92.40     68.00     69.20     15.47     16.11     54.20     56.67     75.31     90.20     35.43 
   325       56.49     37.28686  3238.20631        89.00     67.73     67.40     11.20      2.78     76.60     55.08     82.04     83.76     29.26 
   326       51.58     20.58198  3775.86113        82.60     51.73     60.80     -9.33      6.11     78.10     63.25     79.82     87.07     15.62 
   327       55.71     27.22221  3069.50525        79.60     81.20     73.80    -15.20     12.78     73.80     56.27     78.55     83.08     33.21 
   328       52.02     31.49046  3277.72029        59.40     60.67     55.60     -2.40     17.78     78.40     47.30     82.18     84.04     37.28 
   329       52.32     23.05468  3574.69105        91.20     45.73     61.00     -1.33    -25.56     91.20     59.29     82.25     92.38     27.04 
   330       55.71     34.03042  3619.51110        87.80     56.93     48.40     12.27      4.44     84.90     60.79     80.36     86.17     35.06 
   331       46.95     15.33379  2837.99750        77.00     44.27     59.60      2.93    -11.67     83.80     47.62     79.75     78.64      7.59 
   332       55.21     26.42458  2791.44940        94.40     54.67     66.80      8.00      8.33     69.00     66.19     74.40     86.89     23.40 
   333       58.43     48.69913  2005.89612        98.20     76.13     51.00     25.33      1.11     72.20     58.41     88.15     81.63     32.16 
   334       59.14     29.81453  1610.82244        76.80     71.60     75.00      5.07     20.00     80.00     58.81     73.82     93.47     36.79 
   335       54.59     23.70936  1099.11074        85.80     65.87     65.20      5.60      7.22     60.50     56.03     81.85     95.06     22.78 
   336       25.22      1.91489  1091.29302        62.80     12.53     38.60      8.53     -0.56     48.30     11.90     44.76     23.85      1.42 
   337       38.27      9.21278  507.39462        56.60     42.13     34.60      9.33    -20.56     73.70     33.81     69.64     68.48     14.94 
   338       51.70     42.80858  1746.41621        80.80     65.87     49.60     18.13    -25.00     76.70     46.75     82.07     87.48     34.57 
   339       53.07     39.93106  980.53202        87.00     57.87     55.20     15.47     -5.00     69.90     57.30     80.44     84.35     28.15 
   340       42.54     11.70669  1168.78384        73.20     49.20     51.60    -18.40     -2.22     68.00     40.16     72.65     79.82     11.36 
   341       53.88     28.72100  259.00055        94.00     63.87     65.80      4.00    -39.44     81.60     68.49     80.80     92.65     27.04 
   342       38.41      7.06376  486.56396        92.00     26.93     32.60      7.20    -12.78     73.50     37.22     65.96     53.29      8.21 
   343       51.88     15.46581  890.99047        74.80     54.27     65.40     15.73      5.00     74.70     59.68     77.20     72.74     19.32 
   344       55.81     40.30437  543.99535        80.60     63.60     71.60     22.13    -21.11     85.70     54.68     84.84     92.74     23.27 
   345       59.76     56.29191  444.58090        85.00     61.73     73.20     26.67     12.22     65.00     67.78     78.25     91.97     35.74 
   346       58.37     30.86372  906.76468        94.80     72.53     62.00     11.47      1.67     82.80     70.08     79.16     82.68     26.54 
   347       60.01     26.25609  408.46819       111.20     69.73     77.20     25.33     -2.78     81.50     48.41     77.05     87.80     24.63 
   348       53.48     14.88019  1022.95907        91.20     51.47     73.20     -0.80     13.89     81.60     50.87     75.20     84.54     13.64 
   349       50.36     14.13676  668.74826        88.80     55.47     41.40     15.20      1.11     78.10     47.78     73.78     78.78     23.15 
   350       60.46     47.41663  988.10540        71.40     77.20     73.00     53.87     10.56     74.00     56.67     84.47     84.63     18.77 
   351       58.78     70.20228  1415.82946        90.00     68.80     76.60     17.33    -12.22     84.30     67.22     74.40     87.76     33.58 
   352       53.37     93.78458  1608.71274        87.80     69.07     61.60      7.73     20.00     60.40     45.79     73.75     88.30     19.26 
   353       58.41     82.69722  1706.47522        75.40     54.13     82.20     15.47     24.44     69.50     68.10     70.55     86.12     38.21 
   354       57.17     62.78548  1068.72661        88.00     81.20     67.40     14.40      5.00     61.10     51.90     81.35     90.84     30.56 
   355       59.16     67.89539  962.31285        91.00     79.73     87.80     -5.07     15.00     70.90     54.68     76.44     87.39     33.77 
   356       57.34     77.11513  521.95824        96.40     83.20     66.40     -3.20     26.67     65.50     53.33     69.53     89.02     26.54 
   357       54.99     66.71749  1156.57767        78.80     63.20     65.60     22.13      5.56     58.50     63.73     75.67     84.54     32.16 
   358       60.48     78.39751  1107.23584       103.20     76.00     69.00     19.20     17.22     56.80     63.89     78.33     86.58     34.63 
   359       54.94     58.14279  1156.00876        96.00     60.40     51.00     33.33    -17.78     80.30     60.95     75.82     81.77     27.59 
   360       55.52     69.48302  658.04641        79.00     72.93     80.80     21.07     15.56     57.50     45.63     77.49     84.90     20.31 
   361       59.06     73.54765  1584.55322        81.40     64.40     82.40     25.33     -1.11     72.20     61.51     76.44     96.33     31.73 
   362       56.53     88.73276  1340.74998       106.40     78.00     63.80     15.20    -10.00     61.10     60.08     74.62     86.94     29.20 
   363       59.40     61.70832  1040.49953       100.60     66.80     93.00     -5.33     10.56     73.80     50.16     82.22     87.76     34.44 
   364       53.11     80.35958  787.07309        82.60     59.87     65.00     11.73      7.22     49.50     60.63     72.62     87.21     34.75 
   365       53.17     61.43806  1166.93077        81.80     66.00     76.40      6.93    -10.56     48.40     58.81     81.53     86.89     35.49 
   366       54.93     46.64027  807.74241        79.60     56.00     88.40     -3.20    -11.11     76.20     61.11     80.04     92.93     29.38 
   367       58.28     73.77569  637.89081        97.00     71.20     63.80     13.60     23.89     66.70     61.35     74.47     83.22     27.53 
   368       61.76     57.26152  919.06215        85.80     85.33     60.00     17.87     17.78     71.00     66.90     83.82     99.55     29.57 
   369       52.21     71.95382  1290.50631        85.80     70.13     69.00     21.33    -27.22     61.80     48.89     76.29     90.43     25.68 
   370       51.57     42.22237  792.12664        88.80     73.47     59.60    -16.00    -12.22     72.60     58.41     78.04     80.68     32.28 
   371       57.31     63.83659  744.36001        77.20     69.73     62.20      6.13     25.00     69.00     61.67     79.20     87.94     35.00 
   372       57.84     49.24107  598.07986        94.20     54.40     72.60     12.53      6.11     89.20     59.13     79.78     79.68     30.80 
   373       54.41     71.50795  1020.24646       100.60     69.73     68.60      5.33     -7.22     64.70     55.71     75.85     86.49     24.32 
   374       57.73     49.62909  745.60915        85.40     68.67     65.40     16.53     17.22     67.10     55.24     76.98     91.07     33.70 
   375       55.94     60.79698  781.70578        88.40     64.00     88.20     20.53    -25.56     74.40     53.41     73.20     91.97     30.86 
   376       59.53     46.25202  1136.79829        77.20     71.73     74.00     20.27      8.89     76.70     67.46     76.62     94.06     28.33 
   377       60.69     37.61888  1260.70652        91.80     63.73     87.40     26.93     10.56     68.60     59.68     78.95     90.70     28.52 
   378       56.02     37.30355  1125.55135        83.80     77.73     64.60     -4.27      5.56     69.60     58.49     77.53     92.24     34.94 
   379       56.60     37.23613  1095.29992        88.40     50.00     73.60     11.73      6.11     65.20     61.59     77.16     95.74     36.48 
   380       53.98     44.70077  1523.87420        69.00     69.73     54.80     18.13     -2.22     86.50     56.75     75.31     82.18     29.63 
   381       61.78     48.21905  996.19649        97.20     81.47     82.60     10.13     -0.00     86.80     58.65     77.96     90.79     32.22 
   382       56.27     43.51019  1140.38616       100.20     70.53     63.00      6.40    -14.44     75.90     62.14     82.00     86.44     30.56 
   383       59.01     44.29714  865.96546        82.40     72.00     61.80     10.40      1.11     83.80     75.32     80.73     81.77     40.80 
   384       59.80     43.60886  1245.42838        93.40     57.47     56.20     39.73     -7.78     75.10     75.00     82.36     90.20     36.30 
   385       61.81     43.71615  994.77421        93.60     79.47     75.40     13.33     13.89     71.10     62.22     86.51     90.57     32.04 
   386       63.22     42.64019  923.26342        91.80     66.27     79.40     23.73     21.11     85.50     58.25     79.49     87.39     39.26 
   387       59.09     39.47933  772.86912        91.40     71.20     77.40     26.40     -6.67     80.90     63.41     74.47     86.17     26.17 
   388       57.62     37.31214  1046.00003       103.00     68.40     73.40    -13.60     12.78     81.30     54.52     81.96     85.58     28.83 
   389       52.52     38.64907  1004.73095        94.20     79.33     52.00      4.53    -16.67     60.90     63.49     77.49     85.31     24.57 
   390       57.98     48.42575  980.62205       103.60     62.67     71.40     22.67    -16.11     74.90     64.52     80.40     92.38     23.33 
   391       57.98     40.99699  816.66419       102.60     69.47     69.80     21.87    -18.89     71.40     59.37     79.78     90.66     33.77 
   392       63.11     38.34782  1066.52482        96.40     63.20     66.40     49.07      7.22     81.50     55.87     89.05     93.06     29.32 
   393       60.26     32.17641  1166.81563        87.80     60.80     55.60      5.60     21.11     94.90     73.02     81.05     87.62     35.06 
   394       59.13     34.45557  1117.16629        93.20     56.40     72.00      8.27     23.33     74.10     67.38     82.15     84.81     29.69 
   395       60.64     37.80331  1054.03538        85.20     85.47     87.40      8.53      2.22     86.20     63.41     80.33     81.86     25.80 
   396       54.66     39.29565  1048.27975        95.60     55.73     50.40    -17.07     14.44     84.40     66.11     86.00     87.53     23.46 
   397       52.71     37.60139  1068.74824        80.80     64.93     67.60     19.73    -23.33     61.00     62.54     82.11     87.71     24.01 
   398       58.68     38.47470  1080.52534        94.60     48.13     56.60     34.40      1.11     73.80     69.68     78.98     98.37     31.17 
   399       60.62     39.33890  1064.35728        96.00     69.73     90.40     23.73     -7.22     71.10     55.48     84.18     88.53     34.26 
   400       56.30     38.88374  1048.41272        70.20     72.13     78.40     17.60      5.00     69.80     50.16     79.20     87.53     32.96 
   401       58.79     38.24646  1053.43297        80.20     63.73     65.40     10.40     26.67     71.10     62.06     85.96     89.61     32.72 
   402       54.19     38.19107  1065.97151        94.80     64.40     76.80    -16.27    -15.56     76.50     54.60     83.38     87.07     36.17 
   403       55.24     37.83582  1060.74815       107.40     55.47     70.00      8.27    -18.33     78.80     62.22     79.16     82.00     27.41 
   404       57.95     38.90936  1058.33661        71.40     69.07     54.60     19.47     29.44     69.20     63.17     83.93     92.29     26.98 
   405       50.05     38.34782  1066.52482        84.80     49.60     75.00    -10.67     -3.33     60.10     58.17     76.29     84.67     25.86 
   406       61.55     27.23391  1088.39775        71.40     57.20     68.60     30.40     38.89     85.70     73.41     74.11     87.17     28.58 
   407       50.66     18.63262  1477.64028        99.60     42.93     59.20     17.87    -33.33     69.30     68.81     79.89     77.28     25.06 
   408       51.78     13.12037  259.80316        77.20     42.40     58.00     23.73     27.78     85.10     43.25     73.53     79.77      7.04 
   409       35.25      7.36487  644.24592        54.00     22.93     36.40     -2.93     20.56     74.80     16.27     63.75     59.95      6.79 
   410       57.98     61.48223  725.51225        85.20     63.73     76.20      0.80      2.78     79.60     58.89     83.56     96.24     32.78 
   411       50.10     101.93176  1518.41638        84.80     71.60     54.20      9.33    -12.78     52.50     47.06     71.42     89.89     32.96 
   412       51.92     135.47487  1030.83579        96.00     69.07     78.20     -1.87     -1.11     42.40     51.90     61.24     85.44     37.90 
   413       55.72     86.91677  1181.29607        89.60     64.00     92.60     23.73    -14.44     50.30     53.97     75.35     95.06     27.04 
   414       57.45     110.07022  23.38702        88.40     72.67     81.20     28.53     17.22     48.70     49.37     68.65     88.07     31.73 
   415       52.13     153.62086  962.23200       100.40     75.87     59.20     16.00      8.89     19.10     61.67     57.16     92.97     30.06 
   416       47.32     144.95097  267.83561        81.00     76.27     43.20      6.93      2.78     48.00     52.46     55.16     89.48     17.96 
   417       52.45     179.51177  1365.24007        85.20     78.67     75.20     18.13    -25.00     54.70     62.94     56.62     89.80     28.27 
   418       52.23     168.42897  1178.60783        88.60     70.80     61.80     29.07     -1.11     39.90     61.19     58.07     88.66     25.31 
   419       49.29     162.49214  1847.03814        80.40     76.13     88.20     25.33    -41.67     39.70     44.60     56.51     86.30     37.41 
