constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[1.0, 10], [200.0, 5000], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 10
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  10.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   420       47.66     192.26509  2209.44586        85.00     66.13     50.80     17.87    -20.00     52.20     58.81     48.33     85.85     31.60 
   421       57.92     184.67404  2786.75676        94.00     88.67     85.80     21.60     -2.78     51.60     53.57     62.47     80.91     43.33 
   422       54.00     144.68474  2697.41202        98.20     87.47     83.20     13.33    -19.44     38.10     52.06     66.33     83.95     36.85 
   423       55.45     147.08443  2921.63417        75.40     61.87     70.80     30.67      7.78     50.90     60.56     65.56     92.29     38.64 
   424       47.90     118.23756  1947.85708        91.40     69.87     58.40     10.67    -32.78     40.20     60.56     65.67     94.38     20.68 
   425       52.09     158.65985  3019.99645        88.80     74.93     83.20      8.00      1.67     35.60     57.46     59.02     85.80     26.42 
   426       54.60     160.47208  2066.39882        87.80     78.67     86.20     17.33     19.44     25.30     51.35     60.58     86.21     33.15 
   427       52.07     166.97395  2907.89294        86.00     61.33     61.00     22.13     14.44     34.30     68.81     56.47     81.50     34.75 
   428       52.62     168.01691  2712.24828        91.60     68.40     73.00     22.40     -3.89     36.30     59.84     60.91     87.94     29.69 
   429       51.91     144.93141  2771.37876        89.00     79.20     68.60     32.00    -18.89     35.40     59.52     64.36     81.90     28.02 
   430       52.62     163.33221  3648.13504        87.40     67.33     76.00      5.07    -12.22     56.10     62.46     60.18     96.64     27.28 
   431       52.00     130.53402  3014.20352        82.60     64.80     79.00     -0.53     35.00     30.50     48.41     65.05     86.94     28.27 
   432       53.80     93.99903  2456.49017        94.20     69.20     71.80      8.53      1.11     36.50     63.17     74.11     89.16     30.19 
   433       52.21     69.06673  2871.59319        76.80     61.20     71.60     19.20    -15.00     60.70     56.75     78.73     86.76     25.37 
   434       58.60     62.53870  2387.10077       111.20     67.33     65.40     18.93     -6.67     69.40     60.79     82.18     91.88     25.56 
   435       60.15     81.65046  2226.84763        93.80     58.80     87.00     19.73     20.00     59.40     57.70     73.31     96.55     35.19 
   436       57.94     101.11783  1923.42867       110.20     71.73     78.80     12.27     10.00     59.00     51.03     68.33     85.85     32.22 
   437       55.83     112.38934  1571.09535        90.60     83.73     57.60      8.00     30.56     49.20     53.57     73.02     85.40     26.67 
   438       52.85     131.26484  1148.78465        98.60     73.60     61.60     14.13    -18.33     66.50     58.17     63.75     81.32     29.14 
   439       53.90     127.59167  1830.17752        92.80     59.73     85.00     15.73     -0.56     44.20     49.37     70.04     89.98     32.72 
   440       53.94     130.03738  1514.27721        93.20     64.00     75.80     13.87      5.00     58.40     51.03     64.98     80.14     33.02 
   441       54.76     111.24338  1482.80805        96.20     75.47     88.40      2.93     -1.67     56.20     52.94     69.31     82.22     25.62 
   442       55.35     124.44633  1751.22099        99.60     60.53     51.60     20.27      8.33     53.10     66.27     73.56     86.58     33.64 
   443       53.16     117.12597  2450.41340        83.40     60.13     68.80     36.53     18.89     34.50     53.49     64.51     87.07     24.26 
   444       56.93     104.01010  1899.56090       113.00     72.13     71.80     16.00     12.22     48.60     55.32     65.60     85.44     29.20 
   445       51.94     134.60942  2321.55960       101.80     70.13     68.80      4.27    -23.89     51.70     59.21     61.24     92.52     33.64 
   446       53.34     84.03739  2381.45634       103.00     56.13     86.20     11.47    -25.00     57.10     63.33     70.84     86.76     23.58 
   447       55.58     85.40472  2434.28894        63.60     76.40     55.00     39.73     12.22     51.60     63.81     71.49     92.88     29.07 
   448       51.32     76.70217  3004.40939        84.20     59.73     77.80     -2.13    -12.22     61.20     49.29     73.02     93.56     28.77 
   449       53.19     94.91018  2149.97609        75.00     86.40     73.60      1.33     -6.67     54.30     63.49     73.49     84.67     26.23 
   450       54.80     74.64469  2091.12128        97.40     70.40     84.40      8.80    -30.00     57.20     60.08     74.73     91.52     33.52 
   451       50.34     64.91531  1544.66640        87.80     72.27     73.00    -17.07    -22.22     57.30     51.98     79.42     90.61     30.31 
   452       49.66     73.34973  2414.34908        97.80     65.73     61.20      3.73    -36.67     59.20     53.57     73.38     86.89     31.79 
   453       61.28     93.75465  2790.68247       110.80     70.40     71.60     27.20     21.11     53.50     63.49     70.76     85.90     38.09 
   454       47.07     114.98426  3187.03490        63.80     66.80     91.20     -3.73    -41.11     50.70     63.10     69.42     82.54     27.96 
   455       54.03     67.70863  2701.35538        89.00     64.00     72.80     -1.60     -8.89     71.30     65.08     82.69     82.72     23.15 
   456       52.66     106.54579  2928.79114        86.00     82.53     67.60      1.33     -8.33     44.70     48.65     74.00     92.74     37.35 
   457       52.91     92.23781  2525.23782        72.60     60.93     71.60     19.20      1.11     52.10     64.29     71.93     84.44     30.86 
   458       53.80     78.17922  3228.68235       100.00     57.73     66.60     -9.87      2.22     64.90     50.63     74.04     93.33     38.40 
   459       58.91     90.11341  3247.63620       104.20     61.73     57.40     34.40     28.89     44.50     64.52     71.82     87.98     33.70 
   460       51.16     111.91255  2788.05191       103.60     58.53     65.20     25.07    -13.33     49.20     47.70     67.31     87.66     20.68 
   461       56.98     105.56923  3790.15871        90.60     60.53     77.80     33.07      5.00     43.00     64.76     68.58     93.65     32.78 
   462       54.88     96.61541  3609.06614        79.40     66.93     80.20     24.53     -6.67     61.10     60.63     70.84     92.70     19.14 
   463       53.77     83.26244  4152.89200        61.80     60.13     77.20     22.93    -13.33     59.50     56.51     78.73     93.97     40.25 
   464       54.45     65.76079  4407.39871        51.40     67.20     79.40     20.27      4.44     73.20     53.41     75.42     88.25     31.54 
   465       57.51     53.14669  4424.24450        91.40     81.60     75.80     10.93    -21.67     68.60     71.03     75.27     89.66     32.47 
   466       58.79     62.80824  4395.05847        93.20     76.00     74.00      8.00      8.89     72.70     62.54     81.16     87.17     24.20 
   467       58.89     73.04715  4055.75371        89.00     64.27     83.40     31.73      8.33     65.30     56.59     78.36     81.90     30.00 
   468       56.81     73.45431  3871.73888        97.00     75.87     70.00      3.20    -13.89     60.20     61.11     73.93     89.61     51.05 
   469       53.25     82.22648  4342.36037       102.40     65.73     74.80      0.53     -7.78     64.50     52.38     69.56     84.31     26.05 
   470       54.76     73.17732  3819.31687        86.80     66.00     69.20      9.33     15.56     46.50     58.97     73.75     88.39     33.15 
   471       53.93     64.65277  4386.88714        76.20     77.20     80.20      8.27    -11.67     63.40     65.00     66.87     83.22     30.62 
   472       54.56     64.66969  4465.25211       101.20     67.87     75.60     -0.53     -8.33     64.50     60.24     79.38     79.41     26.30 
   473       58.35     68.79150  4419.69477        84.80     69.33     75.80      2.93     47.22     49.40     57.38     78.84     81.72     36.11 
   474       57.72     74.04521  4324.29604        92.40     75.07     83.00     -2.13      4.44     60.20     66.90     78.84     83.08     35.43 
   475       50.94     61.09610  4242.10756        59.80     61.60     79.00     14.67    -28.89     64.70     60.24     76.65     97.69     23.95 
   476       57.61     78.62403  3788.47155        96.00     74.53     57.80     18.93      8.89     57.70     66.98     74.76     85.12     35.37 
   477       56.41     76.29842  4136.43438       100.60     75.33     77.00     -4.80     -6.11     53.20     56.75     82.55     93.92     35.68 
   478       53.92     72.80074  4020.73356        73.40     71.47     85.00     20.53    -28.89     63.00     53.81     77.82     90.11     32.96 
   479       56.99     76.55900  4135.03910        99.40     68.53     74.80      3.73      5.00     60.10     58.57     70.44     93.20     36.17 
   480       55.84     78.45582  4072.98825        88.60     71.60     65.40      0.53      1.67     63.10     57.06     77.49    101.86     31.05 
   481       54.96     69.98193  3881.42676        93.40     78.27     73.00      4.80     -1.11     63.00     51.51     84.36     80.00     22.41 
   482       54.45     79.79551  3957.13842        89.40     63.33     84.00     30.67    -16.11     47.70     52.46     82.25     85.62     25.19 
   483       56.33     73.80609  4270.92739        93.60     59.73     77.00      9.07      5.00     63.80     58.73     72.00     96.78     27.59 
   484       56.27     67.57878  3764.06810        87.00     69.87     71.80     12.00      7.78     72.10     59.21     76.22     79.95     26.79 
   485       55.78     71.29952  3772.98972        97.80     81.33     73.00     19.47    -26.11     60.80     57.54     74.80     84.85     34.32 
   486       56.39     76.30870  4211.81446        72.00     58.93     85.00      8.00     38.33     42.20     62.06     75.96     88.48     32.90 
   487       57.48     76.21462  4052.48362        85.20     70.27     62.20     33.33     11.11     63.30     53.25     77.42     83.17     35.49 
   488       55.76     70.83694  3954.10786       106.40     72.53     64.80     13.87     -6.11     48.40     59.29     78.33     87.98     32.10 
   489       56.68     68.08190  4025.41656        85.00     70.53     63.20     30.40      6.11     64.50     47.14     79.60     95.60     24.75 
   490       59.96     72.86918  4019.76489        88.40     75.20     74.60     21.87      1.67     66.10     50.00     81.85    101.41     38.46 
   491       57.93     70.01089  4040.57700        88.20     78.13     74.20     17.60      7.22     77.70     36.67     78.51     89.80     31.30 
   492       50.58     77.67224  3885.01325        57.80     74.13     70.00     12.27    -18.89     59.30     52.38     78.40     83.76     36.60 
   493       52.19     78.95983  3900.76762        95.80     60.53     71.80      2.13     -2.78     42.00     58.97     77.31     87.57     28.58 
   494       55.57     71.71331  3973.55874        91.00     79.47     69.20    -10.40     15.56     54.30     55.95     74.73     94.69     31.23 
   495       61.19     76.82507  4080.21059        86.80     60.67     61.60     -0.53     80.00     65.50     63.49     75.31     83.76     35.31 
   496       58.46     76.07005  4092.68600        77.60     85.07     70.00     25.60     11.67     67.30     51.90     76.00     86.21     33.27 
   497       53.94     76.31888  4084.37364        83.60     83.73     57.40     -3.47    -10.56     64.30     68.89     78.29     89.93     27.28 
   498       55.39     77.10342  4058.45042        95.60     77.07     67.00     28.27     -6.11     70.40     52.06     62.18     83.13     24.26 
   499       58.00     77.76209  4066.40621        89.00     69.33     58.20     26.40     11.67     68.30     50.79     79.24     87.94     39.14 
   500       60.68     77.11623  4056.48663        91.60     80.00     73.60     29.60     21.11     53.70     60.32     74.00     87.03     35.86 
   501       55.51     77.41545  4065.43422        79.20     70.00     60.40     20.27      7.78     56.40     66.67     76.15     84.72     33.52 
   502       55.52     76.61455  4040.82889        90.40     61.47     63.40     13.07      3.33     62.90     52.14     82.44     89.71     36.36 
   503       56.06     77.43399  4075.29553        96.40     76.40     53.80      8.00     12.78     56.00     57.86     73.27     93.24     32.84 
   504       50.60     77.80486  4067.00513        72.00     73.73     65.40     20.00    -12.22     55.00     51.27     74.76     78.73     27.28 
   505       55.61     76.16871  4033.93073        89.60     70.67     73.80     30.93     -7.22     58.40     45.79     73.31     88.21     32.59 
   506       61.03     77.11623  4056.48663        78.80     94.13     79.80     17.87     20.00     67.10     67.78     70.91     86.39     27.47 
   507       59.69     104.54149  4025.83939       104.00     81.33     80.40     21.60      3.89     49.80     62.46     73.85     84.08     35.43 
   508       52.54     124.40618  4716.08363        60.20     74.67     76.40     22.93     18.89     42.70     54.21     69.16     77.51     28.77 
   509       54.62     152.53847  4225.11554        89.40     78.93     65.60     14.13     25.56     32.40     66.75     57.42     83.81     32.22 
   510       54.14     151.31494  4551.35364        69.60     69.73     73.00     29.60      0.56     54.70     65.16     62.80     94.42     21.85 
   511       49.75     192.68757  3582.08203        91.20     66.80     59.20     28.80    -12.22     26.20     47.54     63.60     98.55     27.84 
   512       57.01     111.48567  3988.82061        91.60     77.47     80.00     29.60      5.56     44.70     51.90     64.62     92.06     32.59 
   513       55.40     117.92348  4221.20016        88.20     73.60     87.60     20.00      8.33     42.80     55.56     62.84     83.67     31.36 
   514       51.21     111.49134  3547.53429        61.40     67.73     76.40     16.27     -1.67     50.10     52.22     70.44     88.44     30.80 
   515       45.59     144.88572  4145.12591        89.00     87.73     53.60     -0.80    -36.11     42.40     51.35     59.71     84.49     24.57 
   516       55.84     114.36955  3677.21075        92.00     58.40     95.20     38.67    -11.11     52.60     52.38     64.51     85.67     30.12 
   517       49.50     152.10666  2999.00884        96.60     82.93     49.00     16.80    -35.00     48.80     51.67     62.00     94.15     28.09 
   518       59.24     156.41756  4146.60054        92.60     78.13     79.40     27.20     28.89     25.60     59.37     64.36     97.91     38.89 
   519       48.39     151.31857  3221.52093        99.80     50.40     82.40      4.27      0.56     24.00     47.54     65.31     78.91     30.68 
   520       49.45     127.80615  4787.87846        82.60     80.67     55.40      6.40    -13.89     47.10     51.67     64.47     95.87     24.20 
   521       52.60     145.79851  4286.53102        74.60     76.27     74.00     18.40     13.89     44.50     55.24     57.85     90.20     21.05 
   522       45.14     179.77379  4866.58279        79.00     63.73     78.60     -0.80    -41.11     25.70     59.13     60.65     93.02     33.52 
   523       52.47     191.10176  4073.26623        87.80     65.07     68.40     14.40     -4.44     47.80     60.79     59.60     84.90     40.37 
   524       52.94     168.16570  3315.52168       106.00     68.80     59.20     13.07      4.44     48.20     45.08     67.16     85.35     32.10 
   525       50.08     132.12830  3365.00816        74.20     78.13     70.00      2.93    -22.78     59.30     52.86     71.35     89.48     25.37 
   526       48.28     112.42617  4140.49749        88.00     62.40     74.00      4.00    -20.56     20.00     55.71     71.24     92.11     35.86 
   527       48.03     129.13720  4544.52362        79.00     64.40     52.00     16.27    -10.56     33.80     51.27     65.96     93.11     35.00 
   528       56.75     117.83143  3846.81040        92.80     72.53     62.20     29.07     22.22     53.50     51.11     67.67     84.63     31.79 
   529       52.09     99.30764  3699.61516        82.20     64.27     77.00     14.67    -15.56     64.80     51.51     72.00     86.76     23.27 
   530       53.52     155.48611  4272.77134        92.40     64.13     86.60     13.60     -2.78     29.90     51.98     64.36     93.70     41.30 
   531       52.89     80.34136  4818.03019        69.00     68.00     80.80      3.73    -13.33     60.90     55.87     73.42     93.42     37.10 
   532       56.76     48.67748  4680.34769        80.20     59.20     76.00     24.27     -9.44     69.30     61.03     79.71     94.51     32.84 
   533       53.41     80.50566  3975.96614        80.60     59.47     73.60     21.07     -6.11     63.50     51.75     78.07     83.40     28.77 
   534       56.86     48.17933  3775.33863        93.20     58.93     80.60      9.33     -2.22     74.40     51.90     82.18     88.93     31.36 
   535       55.60     55.89820  2866.27217        82.60     71.33     77.80      2.93     -8.89     71.90     65.95     79.09     89.25     24.01 
   536       55.68     83.00952  3072.98842        79.80     66.80     79.80     16.00     17.78     59.60     60.16     74.95     76.60     25.31 
   537       50.76     78.76491  3525.59694        74.00     70.80     72.20      0.27     -8.33     51.70     57.46     72.51     89.57     27.41 
   538       57.02     73.85637  2950.61698        84.20     79.73     65.60      2.13      6.67     62.60     64.60     79.60     93.61     31.42 
   539       60.20     70.10201  3483.85905        90.80     57.87     79.60     24.80     23.33     65.80     63.10     76.98     89.75     29.94 
   540       57.65     54.26975  3615.38626        98.20     73.33     67.60     39.73     -1.11     54.50     56.83     78.95     84.63     23.83 
   541       54.66     41.84813  3808.54852        77.60     82.40     60.40     23.20     -9.44     82.60     52.38     77.16     87.26     13.09 
   542       57.21     59.06651  3751.92305        83.00     56.93     90.20      2.93     14.44     68.60     64.84     75.89     86.67     28.58 
   543       58.75     56.08731  3818.99060        94.00     72.27     70.80      6.40      7.78     65.70     70.71     75.82     88.80     35.19 
   544       52.38     86.69141  3856.56285        89.40     68.93     75.40      8.80    -24.44     59.50     57.94     77.53     79.82     30.93 
   545       56.46     68.05866  4029.24692        91.80     77.73     59.00     19.73      2.22     58.40     62.38     78.98     85.62     28.77 
   546       57.09     61.67142  4277.85545        99.80     90.93     77.60     -2.13    -23.89     70.20     56.19     76.76     94.38     31.05 
   547       55.44     37.41903  4393.84571        58.60     65.60     60.20     21.60     33.89     59.90     66.35     77.09     82.99     28.15 
   548       50.86     22.27012  4218.42576        74.80     48.67     66.00     -6.67     11.67     64.00     65.00     70.65     89.93     24.51 
   549       59.15     61.97497  4494.51674        92.80     74.00     87.40     -2.13     -2.78     72.10     69.60     76.98     86.26     37.28 
   550       60.37     57.50622  3904.10623        92.20     80.27     70.60     29.33    -15.56     79.20     62.86     85.20     91.84     27.72 
   551       57.17     78.04461  4013.85039        95.60     55.73     74.80     10.67     12.78     73.50     50.24     77.93     95.28     25.19 
   552       56.08     82.67069  4361.00618        90.60     66.93     84.00     -0.53      8.89     43.80     67.70     72.29     95.74     31.42 
   553       58.16     58.65589  3480.58674        91.80     55.73     79.60     27.73     -2.78     78.80     60.95     81.53     86.71     21.54 
   554       58.30     58.06046  3844.41307        91.20     75.33     71.00     41.60    -13.33     59.10     59.37     80.07     95.78     22.90 
   555       55.02     66.36569  3519.26700        95.00     63.73     60.80      6.40     -2.78     76.60     53.02     78.07     90.43     28.89 
   556       63.62     43.35394  3126.82716        94.60     67.20     72.40     34.93     42.78     64.40     67.46     80.47     80.36     31.54 
   557       53.85     24.70095  2659.80062        78.60     60.13     64.80     -9.07     -8.89     91.30     56.27     84.44     89.02     31.91 
   558       57.39     35.67440  3217.43479        85.20     58.13     73.80      9.07     -9.44     82.80     61.59     82.80     90.11     39.81 
   559       55.89     36.56471  3181.73539        76.80     55.47     63.80     20.53     12.22     74.80     65.95     79.24     82.36     27.72 
   560       56.53     21.81055  3582.97109        77.60     66.00     50.20     16.80     35.00     70.80     58.65     78.36     91.11     20.74 
   561       53.78     52.85553  3103.48506        87.80     71.47     51.20     16.00      0.56     80.40     47.78     72.11     82.63     27.90 
   562       61.01     45.04529  3081.16398        96.00     66.80     78.40      4.80     33.89     82.80     49.21     77.56     83.63     36.98 
   563       54.53     35.98467  2941.91873        88.60     67.20     77.60     -6.93    -17.22     84.30     66.11     77.31     76.24     32.10 
   564       55.06     54.41966  3088.82421        86.20     63.47     78.00      5.87      5.56     64.00     50.95     77.20     88.89     30.49 
   565       58.91     52.51912  2940.57804        96.60     70.53     68.60     13.87      2.78     69.30     64.29     83.56     86.03     33.52 
   566       56.87     46.02009  3015.17968        91.60     77.47     57.20     17.60      6.11     77.50     54.84     75.24     76.42     34.69 
   567       58.33     60.18584  3513.11800        85.20     72.53     78.00     11.47      3.33     69.90     61.67     84.29     86.53     30.37 
   568       57.75     46.82097  3474.38303        90.20     61.87     71.80      1.60     32.78     72.80     50.63     80.84     84.67     30.31 
   569       59.29     38.41941  2919.50695        88.60     66.40     73.40     34.13     -3.89     82.90     57.38     77.24     89.57     27.16 
   570       63.31     44.95621  3300.75080        70.80     80.93     76.80     38.40     46.67     71.90     49.13     82.00     84.35     32.16 
   571       59.06     52.95096  3647.21658        82.40     64.00     67.20     33.33     25.56     71.70     57.06     74.69     83.76     30.93 
   572       55.54     31.00230  3634.90465        93.40     66.00     66.60      9.87    -31.11     82.70     69.84     76.62     91.52     30.00 
   573       55.60     40.24882  3500.71891        80.40     56.00     71.00     -1.87      9.44     75.00     59.68     86.29     87.26     32.84 
   574       53.58     35.07408  3035.40851        73.40     59.47     86.40      5.60    -33.89     82.20     59.13     80.58     87.03     35.86 
   575       58.01     53.17072  3709.26388       106.40     59.33     79.20     -1.07     -0.56     68.50     61.51     84.25     89.21     33.27 
   576       61.78     39.06367  2894.12167        95.60     59.07     72.40     20.80     18.89     67.50     66.90     81.96     91.25     43.46 
   577       56.43     48.57746  2692.24589        90.60     62.00     85.80     -3.47     -1.67     70.50     52.70     78.11     91.56     38.15 
   578       57.46     46.62108  2834.74929        84.80     60.93     83.40     24.00    -17.78     77.50     57.38     75.24     91.70     37.47 
   579       60.34     40.87632  2567.93224        88.00     78.80     59.20     19.20     26.67     76.10     65.24     76.91     82.59     30.68 
   580       56.18     44.28090  2496.37783        83.40     84.13     60.80     17.60     10.00     59.00     57.70     80.36     84.04     24.75 
   581       58.98     40.80926  2778.40502        85.20     66.53     76.80     31.73    -18.33     84.40     73.25     78.91     85.17     26.17 
   582       58.53     42.95571  2754.32836        99.00     67.73     68.00     13.60     -2.78     72.00     64.84     80.80     89.21     32.90 
   583       60.23     35.19337  2822.03221        98.00     71.20     73.80     13.87      5.56     62.30     67.38     81.96     92.74     35.49 
   584       53.39     27.67811  2605.69565        87.60     63.20     75.00     14.13     -2.22     56.00     51.43     75.85     90.79     22.10 
   585       55.35     29.66254  2621.10566        88.80     68.27     57.80      3.47     11.11     74.80     59.92     79.49     87.17     22.72 
   586       56.89     37.12140  3096.36363        84.60     66.40     74.00     14.67    -21.67     67.50     72.46     79.42     93.61     37.96 
   587       57.91     38.97560  2819.45683        95.40     77.33     39.00     14.13     17.78     72.30     74.60     78.00     84.81     25.74 
   588       55.32     37.77115  2677.17789        97.80     69.07     62.60      4.53     -7.78     65.90     61.75     78.65     87.94     32.78 
   589       55.29     36.42753  2698.56792        84.80     42.00     68.40     19.20     -7.22     78.70     65.95     81.49     86.21     33.33 
   590       57.72     35.32961  2724.65638       103.20     55.07     56.60     -5.07      2.22     91.80     65.16     82.76     94.51     30.99 
   591       57.02     29.48619  2847.21407        91.20     73.07     66.60      0.80      9.44     71.00     60.79     84.98     91.79     20.56 
   592       61.27     40.28335  2664.58440        82.60     70.13     73.80     39.73    -21.11     84.20     60.56     85.56     97.82     39.38 
   593       57.49     45.24401  2824.18381        91.00     56.80     70.20     37.33    -21.67     77.90     70.40     76.65     87.30     29.01 
   594       56.72     39.73939  2718.88451        91.20     66.80     68.40      6.13    -11.11     84.20     63.10     83.93     88.48     26.11 
   595       57.99     38.41541  2676.18002        79.40     71.73     43.00     25.07      8.33     83.60     75.48     75.42     87.94     29.94 
   596       57.44     43.42497  2550.53180        94.80     55.87     77.60     -0.53     23.89     80.80     52.14     78.00     85.22     26.67 
   597       56.53     39.40529  2671.31980        91.20     69.33     75.00     25.60    -16.11     75.70     55.56     79.09     81.32     28.58 
   598       58.64     39.81259  2661.63146        76.80     67.47     74.00      5.60      6.11     79.40     61.51     87.78     94.88     32.84 
   599       57.81     40.16637  2645.80395        89.00     51.87     66.80     15.20     18.89     74.10     56.27     80.29     90.11     35.56 
   600       54.27     40.67887  2645.12174       103.80     62.80     78.20    -12.53    -16.11     65.20     54.21     86.58     86.12     34.44 
   601       53.71     40.20856  2679.95274        68.40     69.47     58.80     23.20    -15.56     73.60     60.48     84.91     87.07     26.73 
   602       59.44     39.75837  2688.81982        88.60     81.73     63.00     30.40      4.44     70.70     51.19     84.65     88.34     31.30 
   603       59.01     41.23455  2647.12367        88.00     66.40     74.80      4.80     14.44     80.60     59.60     84.22     82.63     34.57 
   604       59.82     40.14542  2657.28268       107.20     65.73     81.00     12.80     12.22     55.50     71.35     79.09     85.67     27.65 
   605       59.04     39.86300  2649.20897        78.20     65.87     76.80      8.80     26.11     71.40     66.90     83.71     89.66     22.96 
   606       54.86     40.77721  2653.64938        82.80     72.80     70.00      2.67     -8.89     70.10     57.70     83.82     88.34     29.26 
   607       56.21     40.14542  2657.28268        72.20     45.87     69.80     12.80     12.22     72.20     78.65     75.27     95.19     27.90 
   608       55.68     24.29445  3566.12938        86.60     61.47     59.20     -5.33     22.22     88.30     51.35     81.75     86.85     24.38 
   609       53.93     70.62156  2825.39387        91.00     68.80     63.60    -18.40     31.11     58.20     56.83     73.05     87.89     27.22 
   610       50.21     10.45266  2570.04002        88.20     38.67     43.20      4.53     47.22     85.60     39.37     69.35     73.88     12.10 
   611       59.40     27.18416  3323.71401        66.80     63.73     72.20     20.53     24.44     80.20     58.97     80.25     87.71     39.14 
   612       52.86     61.45523  3812.44743        70.40     76.80     69.80      8.27     -9.44     65.50     51.43     77.75     90.98     27.16 
   613       61.09     37.94423  4393.86212        96.00     72.27     66.60     20.53     -8.33     86.30     65.63     85.89     90.79     35.19 
   614       60.04     60.56460  3814.28195        98.00     80.53     71.00     24.00     10.56     67.90     51.27     73.60     83.90     39.63 
   615       51.50     65.55324  3683.60239        98.20     65.20     68.20    -13.87    -22.22     59.50     65.48     79.96     86.98     27.59 
   616       58.86     40.72759  4692.56511        82.80     70.00     77.00      9.87      2.78     79.90     76.67     81.78     77.96     29.88 
   617       57.13     60.16657  4497.33517        96.40     73.87     59.40      1.33     28.33     64.60     54.21     72.33     84.40     36.42 
   618       55.89     101.11180  3646.71923       106.80     61.87     59.40     22.13    -18.89     72.30     56.67     75.89     90.75     31.98 
   619       53.57     107.93698  4641.22423        89.40     72.27     66.00     -8.80     16.67     52.20     61.67     73.67     87.66     24.94 
   620       58.83     81.77758  4349.88908       103.60     67.73     75.80     21.87      6.11     64.00     56.59     69.53     91.38     31.73 
   621       55.53     114.16997  3352.91840        71.40     60.40     65.60      1.33     35.56     58.20     66.67     72.95     82.31     40.93 
   622       56.09     114.56660  3434.91264        98.40     85.07     81.20     -7.73     17.78     48.60     50.63     63.89     81.68     41.36 
   623       57.41     158.41486  2938.70776        79.80     66.40     92.20     29.87      6.11     47.60     59.29     67.27     96.24     29.32 
   624       47.93     169.80801  3744.09449        95.40     64.53     83.00      5.07    -25.56     27.70     48.89     61.02     86.62     32.65 
   625       55.49     164.39161  2480.85521       102.20     75.07     63.40      2.67      8.89     60.30     57.14     62.58     88.34     34.26 
   626       52.60     140.47427  2628.54422        85.20     74.93     82.20      4.00    -25.56     42.80     66.75     70.95     95.15     29.63 
   627       57.94     135.08835  2479.39366        96.00     70.40     69.60     31.20     23.33     43.60     56.11     64.40     93.74     31.05 
   628       46.46     168.20225  3082.55269        89.60     75.33     58.40     21.87    -35.00     21.50     54.52     67.64     83.67     27.10 
   629       53.95     138.32996  2704.02347        94.60     78.53     77.40      8.80      5.00     52.90     55.63     62.11     91.47     13.09 
   630       51.72     160.88797  1944.71419        71.20     75.20     61.40     -6.40     30.56     44.50     66.98     58.62     86.89     28.27 
   631       55.52     110.32019  2600.73080        92.40     62.93     79.00     22.67     14.44     45.50     47.86     72.87     84.49     33.02 
   632       49.69     109.15063  2573.75528        87.60     71.73     56.00      8.80    -10.00     49.30     51.90     61.05     95.74     24.75 
   633       54.93     93.88831  2195.21659        84.00     76.93     78.20     32.53    -21.11     62.60     52.70     62.11     88.80     32.53 
   634       51.24     116.34024  2762.62206        94.00     62.53     68.80     11.47    -33.89     47.00     64.05     63.24     85.90     49.26 
   635       58.74     118.08138  1831.07491        80.80     80.40     71.00     21.60     38.33     54.70     52.14     70.51     89.98     27.90 
   636       54.43     131.91720  1975.59588       109.80     74.27     63.40     18.67      4.44     42.20     48.97     59.82     90.52     32.22 
   637       46.55     136.42328  2676.67911        66.60     63.87     67.60      0.00      0.56     31.70     61.03     68.65     81.13     24.32 
   638       54.46     121.79436  1000.17876       103.60     67.60     92.00     14.40      0.56     26.70     65.87     60.65     84.31     28.95 
   639       48.70     118.09432  1018.34426        92.20     79.20     59.80     -2.40     -1.11     21.40     62.86     61.75     77.51     35.80 
   640       53.45     128.97853  1291.58852        84.20     78.00     66.20     21.60      6.67     42.70     49.44     68.33     86.26     31.11 
   641       51.26     148.78513  1266.91090        51.40     68.27     63.20     23.73      2.22     60.40     53.49     63.09     88.71     38.09 
   642       54.70     166.76533  464.63836        96.20     71.20     81.00     34.40    -28.33     59.80     57.22     57.85     83.90     33.77 
   643       49.80     180.29155  724.43841        91.00     63.73     59.80     11.73     15.00     29.80     54.52     52.87     88.62     30.93 
   644       50.61     185.32815  1056.51938        72.00     72.53     74.40     29.60     -1.67     37.40     51.59     54.65     82.68     32.90 
   645       49.87     196.62752  559.35104        90.40     71.20     58.20     23.20     -5.56     27.50     64.76     55.64     83.76     29.63 
