constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5], [9.0, 1.0], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset AllMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
    Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    83.97     1.844522  0.992667        99.60     95.08     97.40     63.76     10.57     99.40     94.57     97.24     96.44     85.69 
    81.57     0.500000  0.985705        99.60     95.08     97.40     63.76     10.57     99.40     92.72     96.65     95.67     64.83 
    82.23     3.526296  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     82.04     95.93     96.41     82.09 
    81.84     4.356641  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     78.81     95.27     96.41     82.10 
    80.44     5.689851  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     67.01     93.02     96.43     82.09 
    81.87     4.251322  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     79.22     95.35     96.19     82.10 
    76.73     6.088990  0.953762        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.78     75.50     81.90 
    80.42     5.637159  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     67.26     93.02     96.08     82.07 
    82.17     3.610100  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     81.71     95.85     96.24     82.09 
    82.43     3.070788  0.958770        99.60     95.08     97.40     63.76     10.57     99.40     80.41     96.15    100.00     81.97 
    83.51     2.568546  0.980508        99.60     95.08     97.40     63.76     10.57     99.40     90.54     96.65     99.98     82.09 
    84.71     1.231549  0.995761        99.60     95.08     97.40     63.76     10.57     99.40     92.50     97.02     96.40     95.40 
    81.55     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.69     96.65     95.92     64.48 
    81.24     2.015404  0.960397        99.60     95.08     97.40     63.76     10.57     99.40     91.90     97.09     75.50     82.12 
    81.62     0.685342  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.80     96.73     95.48     65.40 
    82.13     0.869071  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.93     96.87     95.48     70.17 
    81.55     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.69     96.65     95.93     64.46 
    84.54     0.764385  0.909149        99.60     95.08     97.40     63.76     10.57     99.40     92.86     96.87     96.80     93.04 
    84.33     0.500000  0.853874        99.60     95.08     97.40     63.76     10.57     99.40     92.90     96.65     96.02     91.93 
    82.61     0.500000  0.953561        99.60     95.08     97.40     63.76     10.57     99.40     92.76     96.65     95.94     74.93 
    82.95     0.500000  0.925478        99.60     95.08     97.40     63.76     10.57     99.40     92.84     96.65     96.44     77.79 
    81.78     0.500000  0.970114        99.60     95.08     97.40     63.76     10.57     99.40     92.73     96.65     95.93     66.68 
    81.10     1.620207  0.866816        99.60     95.08     97.40     63.76     10.57     99.40     90.45     97.24     75.51     81.97 
    83.72     0.500000  0.871616        99.60     95.08     97.40     63.76     10.57     99.40     92.92     96.65     96.47     85.35 
    82.36     0.887863  0.903713        99.60     95.08     97.40     63.76     10.57     99.40     94.67     96.87     75.50     90.76 
    81.50     1.210084  0.921458        99.60     95.08     97.40     63.76     10.57     99.40     94.64     97.02     75.49     82.09 
    81.41     1.266938  0.871338        99.60     95.08     97.40     63.76     10.57     99.40     93.50     97.16     75.51     82.08 
    84.56     0.976041  0.922235        99.60     95.08     97.40     63.76     10.57     99.40     94.71     96.95     97.77     90.40 
    84.51     1.149097  0.954713        99.60     95.08     97.40     63.76     10.57     99.40     94.75     97.02     96.63     90.93 
    81.96     0.584268  0.978902        99.60     95.08     97.40     63.76     10.57     99.40     92.79     96.65     95.92     68.42 
    81.11     1.995865  0.931127        99.60     95.08     97.40     63.76     10.57     99.40     90.63     97.02     75.50     82.10 
    81.33     2.073744  0.980972        99.60     95.08     97.40     63.76     10.57     99.40     92.82     97.02     75.49     82.11 
    84.19     1.809462  0.991678        99.60     95.08     97.40     63.76     10.57     99.40     94.60     97.24     95.90     88.31 
    83.40     2.351843  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.79     96.87     96.40     82.08 
    83.90     1.643136  0.961824        99.60     95.08     97.40     63.76     10.57     99.40     93.87     97.24    100.00     82.09 
    83.55     1.982544  0.985842        99.60     95.08     97.40     63.76     10.57     99.40     93.65     97.16     96.79     82.11 
    84.31     1.687591  0.990213        99.60     95.08     97.40     63.76     10.57     99.40     94.64     97.24     95.90     89.54 
    84.56     1.678799  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.47     97.24     96.40     91.65 
    84.47     1.461919  0.983473        99.60     95.08     97.40     63.76     10.57     99.40     94.39     97.16     96.47     90.84 
    81.34     1.954446  0.971132        99.60     95.08     97.40     63.76     10.57     99.40     92.84     97.16     75.51     82.09 
    81.35     1.871323  0.963987        99.60     95.08     97.40     63.76     10.57     99.40     92.88     97.16     75.51     82.11 
    84.67     1.585308  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.89     97.16     96.38     92.47 
    83.99     1.512818  0.972074        99.60     95.08     97.40     63.76     10.57     99.40     94.63     97.16     96.61     85.69 
    84.29     1.465400  0.974088        99.60     95.08     97.40     63.76     10.57     99.40     94.53     97.16     96.80     88.65 
    84.27     1.511296  0.974688        99.60     95.08     97.40     63.76     10.57     99.40     94.59     97.16     96.80     88.39 
    84.04     1.551247  0.974887        99.60     95.08     97.40     63.76     10.57     99.40     94.65     97.16     97.10     85.70 
    84.01     1.617889  0.978584        99.60     95.08     97.40     63.76     10.57     99.40     94.70     97.16     96.79     85.64 
    84.04     1.584536  0.975337        99.60     95.08     97.40     63.76     10.57     99.40     94.70     97.16     97.10     85.60 
    84.25     1.579253  0.979567        99.60     95.08     97.40     63.76     10.57     99.40     94.63     97.16     96.44     88.41 
    84.02     1.590751  0.978806        99.60     95.08     97.40     63.76     10.57     99.40     94.66     97.16     96.44     86.08 
    83.98     1.608475  0.976617        99.60     95.08     97.40     63.76     10.57     99.40     94.69     97.16     96.63     85.54 
    84.03     1.641754  0.978115        99.60     95.08     97.40     63.76     10.57     99.40     94.65     97.24     97.12     85.51 
    84.33     1.500112  0.978920        99.60     95.08     97.40     63.76     10.57     99.40     94.52     97.16     96.25     89.58 
    84.35     1.500112  0.978920        99.60     95.08     97.40     63.76     10.57     99.40     94.52     97.16     96.48     89.59 
    83.28     2.661036  0.962488        99.60     95.08     97.40     63.76     10.57     99.40     88.39     96.51    100.00     82.07 
    83.12     2.934856  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     90.47     96.44     96.41     82.10 
    82.43     0.906973  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.86     96.87     95.93     72.85 
    84.51     0.500000  0.753321        99.60     95.08     97.40     63.76     10.57     99.40     92.92     96.73     98.08     91.59 
    83.93     0.500000  0.625156        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.87    100.00     82.12 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.98     82.10 
    76.65     3.174080  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.76     75.51     82.10 
    84.70     0.500000  0.727143        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73     99.98     89.96 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95    100.00     82.11 
    77.51     2.287440  0.575903        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.35     75.50     82.10 
    83.56     0.695849  0.552398        99.60     95.08     97.40     63.76     10.57     99.40     90.66     97.02     99.98     82.11 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.50     82.08 
    83.84     0.500000  0.520218        99.60     95.08     97.40     63.76     10.57     99.40     93.60     96.95    100.00     82.07 
    82.12     0.500000  0.700164        99.60     95.08     97.40     63.76     10.57     99.40     94.67     96.73     75.51     88.52 
    83.93     0.500000  0.616831        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.87    100.00     82.09 
    75.83     4.180155  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.55     75.51     82.07 
    79.08     3.654978  0.564467        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.62     99.99     82.09 
    76.60     4.245584  0.629209        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.25     75.51     82.11 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.50     82.07 
    79.65     2.691990  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.36     99.99     81.97 
    84.28     0.500000  0.669970        99.60     95.08     97.40     63.76     10.57     99.40     94.80     96.80     99.98     85.45 
    77.53     3.020228  0.778021        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.56     75.50     82.10 
    79.05     3.748780  0.560958        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.25    100.00     82.10 
    83.93     0.500000  0.567699        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.87     99.99     82.11 
    77.54     2.648646  0.709985        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.64     75.51     82.11 
    81.41     0.500000  0.549783        99.60     95.08     97.40     63.76     10.57     99.40     93.87     96.87     75.50     82.10 
    77.54     1.811189  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.64     75.50     82.09 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95    100.00     82.10 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.99     82.10 
    79.99     1.840477  0.547193        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.85     99.99     81.94 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.99     82.10 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.51     82.10 
    81.31     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.50     81.96 
    80.93     0.840074  0.585637        99.60     95.08     97.40     63.76     10.57     99.40     88.73     97.16     75.50     82.10 
    79.13     3.089812  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.05    100.00     82.10 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.51     82.09 
    83.75     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.99     81.92 
    79.99     1.824387  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.64     99.98     82.10 
    79.66     2.997011  0.552177        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.36     99.99     82.09 
    79.71     2.869121  0.550050        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.02     99.99     81.96 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.51     82.08 
    77.55     1.767204  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.71     75.51     82.09 
    83.45     0.659943  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     89.53     97.09    100.00     82.10 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.99     82.11 
    81.48     0.500000  0.588967        99.60     95.08     97.40     63.76     10.57     99.40     94.69     96.87     75.51     81.95 
    79.99     1.794454  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.64     99.99     82.09 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.50     82.09 
    79.98     0.884859  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     79.14     97.24     75.51     82.09 
    77.51     2.361166  0.593917        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.35     75.49     82.09 
    83.94     0.500000  0.604532        99.60     95.08     97.40     63.76     10.57     99.40     94.62     96.87     99.99     82.09 
    83.85     0.500000  0.522515        99.60     95.08     97.40     63.76     10.57     99.40     93.62     96.95    100.00     82.09 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     99.98     82.09 
    83.77     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95    100.00     82.10 
    79.88     2.197036  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     94.55    100.00     82.08 
    81.38     0.500000  0.520675        99.60     95.08     97.40     63.76     10.57     99.40     93.60     96.95     75.50     81.96 
    78.98     1.255110  0.574872        99.60     95.08     97.40     63.76     10.57     99.40     69.55     96.87     75.49     82.10 
    80.02     0.863073  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     79.57     97.24     75.51     82.08 
    83.94     0.500000  0.600758        99.60     95.08     97.40     63.76     10.57     99.40     94.65     96.87     99.99     82.10 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.51     82.09 
    77.57     2.082018  0.629445        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.93     75.50     82.11 
    81.47     0.500000  0.633704        99.60     95.08     97.40     63.76     10.57     99.40     94.45     96.80     75.50     82.10 
    83.94     0.500000  0.604218        99.60     95.08     97.40     63.76     10.57     99.40     94.62     96.87    100.00     82.09 
    79.88     1.061620  0.554127        99.60     95.08     97.40     63.76     10.57     99.40     78.33     97.09     75.49     82.12 
    81.40     0.500000  0.533078        99.60     95.08     97.40     63.76     10.57     99.40     93.72     96.87     75.50     82.11 
    82.32     1.197238  0.605025        99.60     95.08     97.40     63.76     10.57     99.40     78.39     97.09     99.99     81.97 
    83.96     0.500000  0.661650        99.60     95.08     97.40     63.76     10.57     99.40     94.85     96.80     99.99     82.19 
    80.23     1.272657  0.714296        99.60     95.08     97.40     63.76     10.57     99.40     81.72     97.24     75.51     82.07 
    79.97     1.462003  0.712246        99.60     95.08     97.40     63.76     10.57     99.40     79.46     97.02     75.49     81.96 
    82.46     1.357464  0.684706        99.60     95.08     97.40     63.76     10.57     99.40     79.57     97.09     99.99     82.11 
    83.75     0.761403  0.648830        99.60     95.08     97.40     63.76     10.57     99.40     92.58     97.02     99.99     82.09 
    81.24     1.627666  0.654477        99.60     95.08     97.40     63.76     10.57     99.40     67.81     96.65    100.00     82.11 
    83.94     0.587788  0.678182        99.60     95.08     97.40     63.76     10.57     99.40     94.58     96.87     99.99     82.11 
    84.57     0.500000  0.699533        99.60     95.08     97.40     63.76     10.57     99.40     94.68     96.73     99.99     88.52 
    81.50     0.785244  0.757542        99.60     95.08     97.40     63.76     10.57     99.40     94.58     96.95     75.51     82.11 
    84.47     0.500000  0.752194        99.60     95.08     97.40     63.76     10.57     99.40     92.92     96.73     98.08     91.17 
    80.89     1.275076  0.740020        99.60     95.08     97.40     63.76     10.57     99.40     88.38     97.24     75.50     81.96 
    80.90     1.391511  0.771497        99.60     95.08     97.40     63.76     10.57     99.40     88.33     97.24     75.51     82.09 
    84.67     0.500000  0.712076        99.60     95.08     97.40     63.76     10.57     99.40     94.63     96.73    100.00     89.54 
    81.04     1.001430  0.684693        99.60     95.08     97.40     63.76     10.57     99.40     89.79     97.16     75.51     82.10 
    81.12     0.907165  0.666702        99.60     95.08     97.40     63.76     10.57     99.40     90.73     97.09     75.51     82.10 
    82.19     0.500000  0.739164        99.60     95.08     97.40     63.76     10.57     99.40     92.97     96.73     75.51     90.92 
    82.24     0.500000  0.719096        99.60     95.08     97.40     63.76     10.57     99.40     94.60     96.73     75.51     89.73 
    81.85     0.500000  0.680370        99.60     95.08     97.40     63.76     10.57     99.40     94.76     96.80     75.51     85.64 
    83.96     0.544155  0.682998        99.60     95.08     97.40     63.76     10.57     99.40     94.93     96.80     99.98     82.09 
    82.14     0.500000  0.706125        99.60     95.08     97.40     63.76     10.57     99.40     94.65     96.73     75.50     88.69 
    84.71     0.500000  0.728788        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73    100.00     89.98 
    82.18     0.500000  0.735538        99.60     95.08     97.40     63.76     10.57     99.40     92.97     96.73     75.50     90.84 
    82.18     0.500000  0.733381        99.60     95.08     97.40     63.76     10.57     99.40     92.98     96.73     75.50     90.77 
    83.87     0.723364  0.698612        99.60     95.08     97.40     63.76     10.57     99.40     93.83     96.95     99.99     82.09 
    82.14     0.567870  0.748081        99.60     95.08     97.40     63.76     10.57     99.40     94.69     96.80     75.50     88.56 
    82.26     0.500000  0.729057        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73     75.49     89.99 
    82.26     0.500000  0.729408        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73     75.51     89.99 
    82.25     0.500000  0.727540        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73     75.51     89.92 
    82.18     0.500000  0.733616        99.60     95.08     97.40     63.76     10.57     99.40     92.98     96.73     75.51     90.80 
    82.18     0.500000  0.732290        99.60     95.08     97.40     63.76     10.57     99.40     92.99     96.73     75.51     90.77 
    84.29     0.567861  0.724473        99.60     95.08     97.40     63.76     10.57     99.40     94.79     96.80    100.00     85.54 
    84.70     0.501572  0.725370        99.60     95.08     97.40     63.76     10.57     99.40     94.58     96.73     99.99     89.87 
    82.26     0.500000  0.729054        99.60     95.08     97.40     63.76     10.57     99.40     94.56     96.73     75.51     89.96 
    82.24     0.507333  0.726084        99.60     95.08     97.40     63.76     10.57     99.40     94.59     96.73     75.51     89.77 
    82.24     0.505956  0.723928        99.60     95.08     97.40     63.76     10.57     99.40     94.60     96.73     75.51     89.75 
    84.70     0.501572  0.725370        99.60     95.08     97.40     63.76     10.57     99.40     94.58     96.73    100.00     89.88 
    77.30     3.254731  0.644641        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.24     75.50     82.09 
    83.94     0.500000  0.605852        99.60     95.08     97.40     63.76     10.57     99.40     94.61     96.87     99.99     82.11 
    81.32     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.95     75.50     82.11 
    84.64     0.500000  0.739214        99.60     95.08     97.40     63.76     10.57     99.40     92.97     96.73    100.00     90.91 
    82.62     0.500000  0.930289        99.60     95.08     97.40     63.76     10.57     99.40     92.83     96.65     96.44     74.48 
    81.68     4.590782  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     77.92     94.76     96.18     82.09 
    81.82     4.357045  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     78.81     95.27     96.19     82.07 
    77.54     8.392916  0.808801        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.16     99.98     82.10 
    77.52     9.000000  0.595657        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.08 
    77.53     5.956495  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.09 
    79.67     2.619196  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.51     99.99     82.09 
    75.75     6.167077  0.678896        99.60     95.08     97.40     63.76     10.57     99.40     56.34     77.75     75.51     82.08 
    77.53     8.371943  0.790633        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.10 
    77.53     9.000000  0.789858        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.09 
    76.62     6.130841  0.873411        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.47     75.51     82.10 
    75.08     9.000000  0.696555        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     82.11 
    77.59     6.025683  0.629560        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.78    100.00     81.97 
    79.87     3.528470  0.767079        99.60     95.08     97.40     63.76     10.57     99.40     56.34     94.55    100.00     81.96 
    79.16     5.286191  0.826901        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.35    100.00     82.10 
    77.53     8.570542  0.745232        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.10 
    76.42     6.777475  0.828205        99.60     95.08     97.40     63.76     10.57     99.40     56.34     84.44     75.51     82.10 
    79.20     5.075964  0.825152        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.78     99.98     82.09 
    82.32     2.478850  0.883889        99.60     95.08     97.40     63.76     10.57     99.40     78.83     96.44     99.98     82.10 
    81.52     0.500000  0.994914        99.60     95.08     97.40     63.76     10.57     99.40     92.70     96.65     95.48     64.51 
    82.37     0.500000  0.945492        99.60     95.08     97.40     63.76     10.57     99.40     92.81     96.65     95.60     72.81 
    82.38     0.500000  0.935167        99.60     95.08     97.40     63.76     10.57     99.40     92.83     96.65     95.57     72.95 
    80.29     3.668579  0.915397        99.60     95.08     97.40     63.76     10.57     99.40     59.52     95.49    100.00     82.10 
    79.60     5.250266  0.887434        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.78     99.99     82.10 
    78.66     7.709240  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.89     96.45     82.10 
    78.39     8.110973  0.919457        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.64     99.98     82.12 
    77.53     9.000000  0.781743        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.11 
    77.53     9.000000  0.821143        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.10 
    75.08     9.000000  0.724858        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.10 
    77.53     8.781987  0.732263        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.11 
    75.08     9.000000  0.761111        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     82.08 
    75.08     6.042947  0.602384        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     82.07 
    75.07     7.083522  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.07 
    75.06     8.834662  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     81.90 
    77.52     9.000000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.98     82.08 
    75.06     7.337681  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.49     81.97 
    75.08     7.964305  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.10 
    75.06     9.000000  0.546072        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     81.91 
    77.53     9.000000  0.513075        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.10 
    77.53     9.000000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.09 
    75.08     9.000000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.49     82.09 
    77.53     9.000000  0.517174        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.11 
    77.52     9.000000  0.639321        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.08 
    75.68     6.703118  0.710235        99.60     95.08     97.40     63.76     10.57     99.40     56.34     77.16     75.51     81.97 
    75.07     7.298564  0.705478        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.07 
    77.53     7.643815  0.645328        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.98     82.11 
    77.52     8.198448  0.572299        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.98     82.10 
    75.08     8.995640  0.544597        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.09 
    77.52     7.221336  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.09 
    75.06     6.524500  0.569391        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     81.97 
    75.78     4.599096  0.531487        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.04     75.50     82.10 
    75.08     4.970692  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.09 
    75.87     4.326890  0.524458        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.91     75.50     82.12 
    78.19     4.962033  0.563943        99.60     95.08     97.40     63.76     10.57     99.40     56.34     77.82    100.00     81.96 
    79.06     4.297214  0.639462        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.33    100.00     82.10 
    77.13     3.025434  0.530001        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.56     75.51     82.10 
    79.12     3.869574  0.610765        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.98    100.00     82.10 
    79.96     2.445082  0.622850        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.42     99.99     82.09 
    77.36     2.808707  0.591516        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.89     75.50     82.09 
    82.30     1.185343  0.595582        99.60     95.08     97.40     63.76     10.57     99.40     78.16     97.02     99.99     81.98 
    81.03     0.702023  0.537893        99.60     95.08     97.40     63.76     10.57     99.40     89.79     97.09     75.51     82.09 
    77.58     1.957174  0.646614        99.60     95.08     97.40     63.76     10.57     99.40     56.34     96.22     75.51     81.95 
    83.90     0.500000  0.640728        99.60     95.08     97.40     63.76     10.57     99.40     94.41     96.80    100.00     81.97 
    83.46     1.110444  0.712671        99.60     95.08     97.40     63.76     10.57     99.40     89.52     97.16    100.00     82.10 
    80.22     1.836540  0.664016        99.60     95.08     97.40     63.76     10.57     99.40     57.89     96.44     99.98     82.12 
    78.86     2.124101  0.773769        99.60     95.08     97.40     63.76     10.57     99.40     68.78     96.44     75.51     82.10 
    80.00     1.390029  0.694065        99.60     95.08     97.40     63.76     10.57     99.40     79.56     97.09     75.49     82.10 
    83.24     1.173535  0.686843        99.60     95.08     97.40     63.76     10.57     99.40     87.32     97.24     99.98     82.09 
    78.65     2.042513  0.728965        99.60     95.08     97.40     63.76     10.57     99.40     66.68     96.44     75.51     82.11 
    83.37     1.094284  0.687769        99.60     95.08     97.40     63.76     10.57     99.40     88.57     97.24    100.00     82.09 
    77.94     1.816910  0.678940        99.60     95.08     97.40     63.76     10.57     99.40     59.48     96.51     75.51     82.10 
    84.68     0.500000  0.717984        99.60     95.08     97.40     63.76     10.57     99.40     94.60     96.73    100.00     89.70 
    82.29     0.500000  0.770123        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.73     75.51     92.04 
    82.30     0.500000  0.763617        99.60     95.08     97.40     63.76     10.57     99.40     92.88     96.73     75.51     92.04 
    80.80     1.293959  0.729294        99.60     95.08     97.40     63.76     10.57     99.40     87.40     97.24     75.49     82.08 
    82.13     0.500000  0.704971        99.60     95.08     97.40     63.76     10.57     99.40     94.65     96.73     75.50     88.64 
    81.30     0.901418  0.717688        99.60     95.08     97.40     63.76     10.57     99.40     92.58     97.02     75.49     82.10 
    81.47     0.603376  0.710558        99.60     95.08     97.40     63.76     10.57     99.40     94.45     96.87     75.51     82.09 
    84.63     0.500000  0.708636        99.60     95.08     97.40     63.76     10.57     99.40     94.64     96.73    100.00     89.11 
    81.85     0.500000  0.679024        99.60     95.08     97.40     63.76     10.57     99.40     94.76     96.80     75.51     85.59 
    81.43     0.743725  0.723840        99.60     95.08     97.40     63.76     10.57     99.40     93.96     96.95     75.51     82.08 
