constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5], [9.0, 1.0], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 2 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
    Score          p01       p02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
    84.94     0.578307  0.837345        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.62    100.00     92.46 
    84.94     0.579100  0.833871        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.62     99.99     92.51 
    84.81     0.640806  0.835156        99.60     95.08     97.40     63.76     10.57     99.40     94.01     96.69     99.98     91.60 
    82.18     0.724949  0.839217        99.60     95.08     97.40     63.76     10.57     99.40     94.27     96.69     75.51     89.56 
    82.40     0.621564  0.839072        99.60     95.08     97.40     63.76     10.57     99.40     93.95     96.69     75.51     92.05 
    84.70     0.676985  0.832095        99.60     95.08     97.40     63.76     10.57     99.40     94.19     96.69    100.00     90.36 
    81.85     0.736329  0.827718        99.60     95.08     97.40     63.76     10.57     99.40     94.37     96.69     75.50     86.16 
    82.39     0.597807  0.832619        99.60     95.08     97.40     63.76     10.57     99.40     93.92     96.62     75.50     92.09 
    82.49     0.593337  0.835607        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.62     75.50     92.39 
    82.14     0.716652  0.833258        99.60     95.08     97.40     63.76     10.57     99.40     94.28     96.69     75.49     89.15 
    82.25     0.676985  0.832095        99.60     95.08     97.40     63.76     10.57     99.40     94.19     96.69     75.51     90.33 
    81.43     0.549731  0.649934        99.60     95.08     97.40     63.76     10.57     99.40     94.20     96.69     75.50     82.09 
    84.76     0.500000  0.751132        99.60     95.08     97.40     63.76     10.57     99.40     93.98     96.62    100.00     91.17 
    75.88     4.434443  0.541369        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.02     75.50     82.10 
    82.08     0.500000  0.703029        99.60     95.08     97.40     63.76     10.57     99.40     94.25     96.62     75.50     88.60 
    83.43     1.978171  0.909621        99.60     95.08     97.40     63.76     10.57     99.40     89.51     96.91     99.99     82.07 
    83.76     2.309812  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.88     96.84     99.99     82.09 
    77.14     4.370453  0.751665        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.67     75.51     82.07 
    79.18     6.532309  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.67     99.99     81.94 
    81.31     4.014127  0.963533        99.60     95.08     97.40     63.76     10.57     99.40     69.85     95.38    100.00     82.09 
    79.68     4.648985  0.844556        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.55    100.00     82.09 
    79.67     4.938122  0.876602        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.47     99.98     82.07 
    79.03     6.691173  0.912547        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.07    100.00     82.08 
    78.23     9.000000  0.929963        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.07     99.99     82.09 
    76.65     6.627528  0.953180        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.80     75.51     82.07 
    79.02     6.078186  0.835589        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.93     99.99     82.09 
    78.37     8.509770  0.944612        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.45     99.98     82.08 
    77.52     9.000000  0.783856        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.98     82.09 
    78.39     9.000000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.82    100.00     81.94 
    75.97     8.914464  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.96     75.51     82.09 
    75.94     9.000000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.82     75.51     81.97 
    78.22     7.678607  0.823288        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.00    100.00     82.09 
    77.52     9.000000  0.658183        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     99.99     82.09 
    75.08     6.312683  0.582939        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.50     82.10 
    77.53     6.563083  0.514080        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02    100.00     82.09 
    78.22     4.266890  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.15    100.00     81.91 
    79.90     2.954006  0.686028        99.60     95.08     97.40     63.76     10.57     99.40     56.34     94.73     99.98     82.12 
    78.96     6.103956  0.806937        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.35    100.00     82.10 
    75.08     9.000000  0.819012        99.60     95.08     97.40     63.76     10.57     99.40     56.34     71.02     75.51     82.08 
    80.09     4.890446  0.971072        99.60     95.08     97.40     63.76     10.57     99.40     59.04     93.93     99.98     82.12 
    77.13     5.475098  0.892615        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.53     75.50     82.09 
    80.69     3.252003  0.989582        99.60     95.08     97.40     63.76     10.57     99.40     87.38     96.11     75.51     82.11 
    82.31     2.895683  0.927660        99.60     95.08     97.40     63.76     10.57     99.40     79.03     96.18    100.00     82.10 
    80.92     1.758219  0.869656        99.60     95.08     97.40     63.76     10.57     99.40     88.77     97.05     75.51     82.09 
    77.13     5.386089  0.881373        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.53     75.51     82.07 
    84.95     0.871625  0.993904        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.69    100.00     92.50 
    81.40     2.213411  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     93.58     96.98     75.50     82.10 
    81.79     1.262141  0.946617        99.60     95.08     97.40     63.76     10.57     99.40     94.07     96.91     75.49     85.65 
    82.47     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.51     92.54 
    82.46     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.51     92.54 
    81.07     2.781973  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     90.82     96.47     75.50     82.09 
    81.30     1.888214  0.948530        99.60     95.08     97.40     63.76     10.57     99.40     92.48     97.13     75.51     82.11 
    83.90     1.936615  0.991265        99.60     95.08     97.40     63.76     10.57     99.40     93.86     97.13     99.99     82.22 
    82.46     0.500000  0.892451        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.55     75.51     92.24 
    82.51     3.692553  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     81.39     95.75    100.00     82.11 
    82.50     1.595740  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.51     97.05     75.49     92.10 
    80.95     2.822238  0.988879        99.60     95.08     97.40     63.76     10.57     99.40     89.68     96.40     75.50     82.09 
    81.23     2.721409  0.851979        99.60     95.08     97.40     63.76     10.57     99.40     68.28     96.11    100.00     82.12 
    84.24     0.725742  0.805339        99.60     95.08     97.40     63.76     10.57     99.40     94.46     96.69     99.98     85.46 
    77.51     2.999940  0.749059        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.38     75.50     82.10 
    79.86     3.012079  0.670294        99.60     95.08     97.40     63.76     10.57     99.40     56.34     94.51    100.00     81.92 
    81.41     0.741074  0.712498        99.60     95.08     97.40     63.76     10.57     99.40     93.88     96.84     75.49     82.10 
    83.87     0.600553  0.703878        99.60     95.08     97.40     63.76     10.57     99.40     94.07     96.69    100.00     82.09 
    84.25     0.500000  0.680284        99.60     95.08     97.40     63.76     10.57     99.40     94.36     96.69    100.00     85.62 
    77.49     2.429557  0.584300        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.16     75.51     82.09 
    83.86     0.500000  0.640908        99.60     95.08     97.40     63.76     10.57     99.40     93.99     96.69    100.00     82.11 
    83.84     0.500000  0.536564        99.60     95.08     97.40     63.76     10.57     99.40     93.75     96.76    100.00     82.09 
    81.38     0.500000  0.525643        99.60     95.08     97.40     63.76     10.57     99.40     93.65     96.76     75.51     82.09 
    81.31     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.84     75.51     82.08 
    83.76     0.500000  0.500000        99.60     95.08     97.40     63.76     10.57     99.40     92.85     96.84    100.00     82.11 
    80.05     1.599968  0.557991        99.60     95.08     97.40     63.76     10.57     99.40     56.34     96.25    100.00     82.09 
    83.87     0.500000  0.603449        99.60     95.08     97.40     63.76     10.57     99.40     94.24     96.69     99.98     81.96 
    81.41     0.586590  0.628466        99.60     95.08     97.40     63.76     10.57     99.40     93.98     96.76     75.51     82.08 
    81.39     0.500000  0.532266        99.60     95.08     97.40     63.76     10.57     99.40     93.71     96.76     75.51     82.09 
    83.85     0.500000  0.550743        99.60     95.08     97.40     63.76     10.57     99.40     93.88     96.76     99.99     82.10 
    83.85     0.500000  0.552847        99.60     95.08     97.40     63.76     10.57     99.40     93.90     96.76     99.99     82.09 
    82.30     1.269272  0.622579        99.60     95.08     97.40     63.76     10.57     99.40     78.10     96.98    100.00     82.11 
    83.74     0.695588  0.620796        99.60     95.08     97.40     63.76     10.57     99.40     92.69     96.84     99.99     82.10 
    82.42     0.980029  0.541345        99.60     95.08     97.40     63.76     10.57     99.40     79.17     97.13     99.99     82.10 
    81.10     0.915927  0.663809        99.60     95.08     97.40     63.76     10.57     99.40     90.62     96.98     75.50     82.09 
    77.56     1.818911  0.535906        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.82     75.50     82.09 
    80.34     1.577502  0.614422        99.60     95.08     97.40     63.76     10.57     99.40     58.93     96.55    100.00     82.10 
    83.36     0.824507  0.572688        99.60     95.08     97.40     63.76     10.57     99.40     88.61     97.05    100.00     82.10 
    81.38     0.563998  0.564388        99.60     95.08     97.40     63.76     10.57     99.40     93.56     96.84     75.50     82.11 
    81.41     0.500000  0.640337        99.60     95.08     97.40     63.76     10.57     99.40     94.00     96.69     75.50     82.10 
    83.87     0.500000  0.630212        99.60     95.08     97.40     63.76     10.57     99.40     94.06     96.69     99.99     82.10 
    81.47     0.500000  0.664835        99.60     95.08     97.40     63.76     10.57     99.40     94.44     96.69     75.51     82.25 
    81.41     0.500000  0.637210        99.60     95.08     97.40     63.76     10.57     99.40     94.01     96.69     75.49     82.10 
    80.02     1.315216  0.676895        99.60     95.08     97.40     63.76     10.57     99.40     79.77     97.05     75.49     82.12 
    84.29     0.500000  0.687086        99.60     95.08     97.40     63.76     10.57     99.40     94.33     96.69    100.00     86.07 
    80.01     1.292141  0.666681        99.60     95.08     97.40     63.76     10.57     99.40     79.65     97.05     75.50     82.10 
    82.13     0.500000  0.707752        99.60     95.08     97.40     63.76     10.57     99.40     94.23     96.62     75.51     89.09 
    81.79     0.500000  0.671580        99.60     95.08     97.40     63.76     10.57     99.40     94.40     96.69     75.50     85.51 
    84.29     0.500000  0.690355        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.69     99.98     86.07 
    81.42     0.569151  0.676246        99.60     95.08     97.40     63.76     10.57     99.40     94.10     96.69     75.51     82.08 
    82.08     0.520703  0.714010        99.60     95.08     97.40     63.76     10.57     99.40     94.28     96.69     75.50     88.51 
    81.80     0.500000  0.683215        99.60     95.08     97.40     63.76     10.57     99.40     94.35     96.69     75.51     85.65 
    83.46     1.032934  0.688814        99.60     95.08     97.40     63.76     10.57     99.40     89.64     97.05     99.98     82.10 
    84.63     0.500000  0.718823        99.60     95.08     97.40     63.76     10.57     99.40     94.19     96.62     99.98     89.72 
    84.76     0.500000  0.749956        99.60     95.08     97.40     63.76     10.57     99.40     93.99     96.62    100.00     91.18 
    82.18     0.500000  0.718201        99.60     95.08     97.40     63.76     10.57     99.40     94.19     96.62     75.50     89.72 
    84.76     0.500000  0.749455        99.60     95.08     97.40     63.76     10.57     99.40     93.99     96.62    100.00     91.14 
    81.85     0.580208  0.747136        99.60     95.08     97.40     63.76     10.57     99.40     94.33     96.69     75.51     86.12 
    84.80     0.500000  0.753878        99.60     95.08     97.40     63.76     10.57     99.40     93.97     96.62     99.99     91.60 
    82.21     0.530269  0.750130        99.60     95.08     97.40     63.76     10.57     99.40     94.15     96.62     75.49     89.98 
    82.28     0.531314  0.755760        99.60     95.08     97.40     63.76     10.57     99.40     94.06     96.62     75.51     90.80 
    84.84     0.500000  0.758556        99.60     95.08     97.40     63.76     10.57     99.40     93.96     96.62     99.99     92.02 
    84.84     0.500000  0.756319        99.60     95.08     97.40     63.76     10.57     99.40     93.96     96.62     99.99     91.99 
    82.35     0.500000  0.754877        99.60     95.08     97.40     63.76     10.57     99.40     93.97     96.62     75.51     91.64 
    84.54     0.580685  0.760015        99.60     95.08     97.40     63.76     10.57     99.40     94.26     96.69    100.00     88.68 
    82.18     0.571583  0.761688        99.60     95.08     97.40     63.76     10.57     99.40     94.23     96.69     75.51     89.55 
    82.09     0.580685  0.760015        99.60     95.08     97.40     63.76     10.57     99.40     94.26     96.69     75.51     88.67 
    82.53     1.512752  0.996414        99.60     95.08     97.40     63.76     10.57     99.40     94.45     97.05     75.50     92.45 
    82.31     1.808032  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.27     97.13     75.51     90.34 
    79.94     3.117823  0.761299        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.31    100.00     81.96 
    83.09     3.516696  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     87.30     95.89     99.99     81.94 
    75.75     7.509057  0.805790        99.60     95.08     97.40     63.76     10.57     99.40     56.34     77.93     75.51     81.95 
    78.68     2.177998  0.759425        99.60     95.08     97.40     63.76     10.57     99.40     67.10     96.33     75.50     82.09 
    76.55     7.751461  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.78     75.51     82.10 
    77.22     5.506337  0.967101        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.47     75.50     82.09 
    78.82     2.624301  0.846535        99.60     95.08     97.40     63.76     10.57     99.40     68.77     96.18     75.50     81.94 
    83.93     1.212799  0.900244        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.91    100.00     82.08 
    84.29     0.500000  0.688514        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.69     99.98     86.10 
    82.25     2.033956  0.804621        99.60     95.08     97.40     63.76     10.57     99.40     77.96     96.62    100.00     82.10 
    81.42     0.792422  0.821226        99.60     95.08     97.40     63.76     10.57     99.40     93.99     96.76     75.50     82.11 
    76.66     4.532215  0.695227        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.80     75.50     82.11 
    79.12     5.136359  0.784741        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.95     99.99     82.09 
    82.49     0.500000  0.823273        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.62     75.50     92.44 
    82.47     0.500000  0.835246        99.60     95.08     97.40     63.76     10.57     99.40     94.47     96.62     75.51     92.34 
    83.21     2.395161  0.937069        99.60     95.08     97.40     63.76     10.57     99.40     87.70     96.62     99.99     81.95 
    79.50     4.809156  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     77.09     94.51     75.49     82.10 
    78.94     3.102942  0.910623        99.60     95.08     97.40     63.76     10.57     99.40     70.19     95.96     75.51     81.96 
    79.10     5.446803  0.816445        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.87     99.99     81.96 
    78.83     4.945240  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     70.46     94.44     75.50     82.10 
    82.13     3.033647  0.916154        99.60     95.08     97.40     63.76     10.57     99.40     77.37     96.04     99.99     82.08 
    77.30     4.657800  0.892591        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.27     75.49     82.08 
    77.36     4.147056  0.841576        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.85     75.50     82.07 
    78.74     4.187189  0.963186        99.60     95.08     97.40     63.76     10.57     99.40     68.75     95.24     75.51     82.09 
    83.67     1.981944  0.952520        99.60     95.08     97.40     63.76     10.57     99.40     91.78     97.05     99.99     82.11 
    84.92     0.677363  0.917529        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.62     99.99     92.23 
    81.29     2.127120  0.771697        99.60     95.08     97.40     63.76     10.57     99.40     68.60     96.40     99.99     82.08 
    80.12     2.603582  0.792637        99.60     95.08     97.40     63.76     10.57     99.40     57.34     95.96     99.98     82.08 
    82.47     0.500000  0.967797        99.60     95.08     97.40     63.76     10.57     99.40     94.38     96.47     75.51     92.57 
    84.93     0.500000  0.856772        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.55     99.99     92.50 
    82.47     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.50     92.57 
    82.13     0.500000  0.710909        99.60     95.08     97.40     63.76     10.57     99.40     94.22     96.62     75.50     89.15 
    84.89     0.500000  0.950928        99.60     95.08     97.40     63.76     10.57     99.40     94.41     96.47    100.00     92.24 
    84.91     1.278545  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.06     96.91    100.00     92.31 
    82.47     0.703403  0.927460        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.69     75.51     92.19 
    83.75     2.333593  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     92.82     96.84     99.99     82.08 
    79.72     5.063176  0.918771        99.60     95.08     97.40     63.76     10.57     99.40     56.34     92.98    100.00     82.11 
    79.77     3.266183  0.947586        99.60     95.08     97.40     63.76     10.57     99.40     78.49     95.96     75.51     81.96 
    77.59     4.642533  0.956567        99.60     95.08     97.40     63.76     10.57     99.40     58.07     94.44     75.51     82.07 
    84.80     1.767206  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.21     97.13    100.00     90.85 
    82.47     0.541298  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.55     75.51     92.51 
    84.93     0.500000  0.859608        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.55    100.00     92.49 
    82.49     0.500000  0.786473        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.62     75.49     92.47 
    82.43     0.500000  0.957043        99.60     95.08     97.40     63.76     10.57     99.40     94.40     96.47     75.49     92.15 
    81.19     2.015380  0.944868        99.60     95.08     97.40     63.76     10.57     99.40     91.49     96.98     75.49     82.10 
    82.59     1.671521  0.800139        99.60     95.08     97.40     63.76     10.57     99.40     81.02     96.98    100.00     82.12 
    82.46     0.500000  0.883997        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.55     75.49     92.29 
    83.54     2.199853  0.953526        99.60     95.08     97.40     63.76     10.57     99.40     90.64     96.84    100.00     82.09 
    81.32     1.291453  0.870670        99.60     95.08     97.40     63.76     10.57     99.40     92.89     97.05     75.49     81.95 
    82.50     0.500000  0.851667        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.62     75.50     92.56 
    84.91     0.500000  0.889330        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.55     99.98     92.26 
    82.47     0.500000  0.840775        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.62     75.50     92.28 
    82.49     0.839489  0.969394        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.69     75.49     92.40 
    82.47     0.500000  0.842761        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.62     75.51     92.27 
    84.92     0.500000  0.880375        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.55     99.99     92.33 
    81.40     1.083549  0.849535        99.60     95.08     97.40     63.76     10.57     99.40     93.83     96.91     75.51     81.96 
    84.93     0.500000  0.910863        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.55    100.00     92.50 
    84.88     0.500000  0.960236        99.60     95.08     97.40     63.76     10.57     99.40     94.39     96.47    100.00     92.17 
    83.93     1.335634  0.930883        99.60     95.08     97.40     63.76     10.57     99.40     94.44     96.98     99.99     82.07 
    84.93     0.500000  0.914897        99.60     95.08     97.40     63.76     10.57     99.40     94.48     96.55    100.00     92.43 
    82.46     1.028848  0.956917        99.60     95.08     97.40     63.76     10.57     99.40     94.07     96.84     75.51     92.37 
    82.48     0.842056  0.978917        99.60     95.08     97.40     63.76     10.57     99.40     94.54     96.69     75.51     92.27 
    84.90     0.500000  0.943274        99.60     95.08     97.40     63.76     10.57     99.40     94.43     96.47     99.98     92.29 
    82.48     0.500000  0.855693        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.55     75.51     92.48 
    84.90     0.500000  0.945174        99.60     95.08     97.40     63.76     10.57     99.40     94.43     96.47    100.00     92.27 
    84.89     0.500000  0.953489        99.60     95.08     97.40     63.76     10.57     99.40     94.40     96.47    100.00     92.20 
    82.47     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.49     92.59 
    84.92     0.500000  0.921752        99.60     95.08     97.40     63.76     10.57     99.40     94.47     96.55     99.99     92.41 
    82.46     0.500000  0.932967        99.60     95.08     97.40     63.76     10.57     99.40     94.45     96.55     75.51     92.33 
    82.21     0.771311  0.864738        99.60     95.08     97.40     63.76     10.57     99.40     94.24     96.69     75.51     89.89 
    84.92     0.500000  0.927584        99.60     95.08     97.40     63.76     10.57     99.40     94.46     96.55    100.00     92.34 
    82.47     0.500000  0.971238        99.60     95.08     97.40     63.76     10.57     99.40     94.37     96.47     75.50     92.51 
    83.88     1.469076  0.943900        99.60     95.08     97.40     63.76     10.57     99.40     93.97     97.05    100.00     81.96 
    82.49     0.500000  0.902138        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.55     75.50     92.53 
    82.50     1.353042  0.986935        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.91     75.50     92.47 
    82.46     0.500000  0.894416        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.55     75.51     92.22 
    82.23     0.965321  0.914521        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.84     75.51     89.77 
    84.92     0.500000  0.971922        99.60     95.08     97.40     63.76     10.57     99.40     94.37     96.47     99.99     92.53 
    84.93     0.555252  0.991878        99.60     95.08     97.40     63.76     10.57     99.40     94.37     96.55    100.00     92.55 
    84.91     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     99.98     92.57 
    82.47     0.500000  0.979385        99.60     95.08     97.40     63.76     10.57     99.40     94.36     96.47     75.51     92.53 
    82.46     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.49     92.56 
    82.47     0.773250  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.50     96.69     75.51     92.23 
    84.92     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47    100.00     92.56 
    84.92     0.500000  0.989804        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.47     99.99     92.57 
    82.47     0.500000  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     94.32     96.47     75.51     92.56 
    82.46     0.610601  0.982608        99.60     95.08     97.40     63.76     10.57     99.40     94.44     96.62     75.50     92.19 
    82.47     0.500000  0.995594        99.60     95.08     97.40     63.76     10.57     99.40     94.33     96.47     75.51     92.58 
    82.47     0.500000  0.985788        99.60     95.08     97.40     63.76     10.57     99.40     94.35     96.47     75.51     92.54 
    82.47     0.521445  0.987919        99.60     95.08     97.40     63.76     10.57     99.40     94.36     96.47     75.50     92.56 
    84.92     0.500000  0.991516        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.47    100.00     92.54 
    82.48     0.579583  0.994727        99.60     95.08     97.40     63.76     10.57     99.40     94.38     96.55     75.51     92.56 
    82.47     0.500000  0.987371        99.60     95.08     97.40     63.76     10.57     99.40     94.34     96.47     75.49     92.57 
    84.92     0.528529  0.995018        99.60     95.08     97.40     63.76     10.57     99.40     94.35     96.47    100.00     92.56 
    84.93     0.583365  0.990815        99.60     95.08     97.40     63.76     10.57     99.40     94.39     96.55     99.99     92.57 
    84.91     0.656962  0.989974        99.60     95.08     97.40     63.76     10.57     99.40     94.45     96.62     99.99     92.21 
    82.48     0.582903  0.985269        99.60     95.08     97.40     63.76     10.57     99.40     94.40     96.55     75.51     92.57 
    84.90     0.632000  0.989595        99.60     95.08     97.40     63.76     10.57     99.40     94.43     96.62     99.99     92.17 
    84.90     0.632000  0.989595        99.60     95.08     97.40     63.76     10.57     99.40     94.43     96.62    100.00     92.15 
    79.93     4.333450  0.935125        99.60     95.08     97.40     63.76     10.57     99.40     56.83     94.58     99.99     82.08 
    83.75     1.131577  0.805631        99.60     95.08     97.40     63.76     10.57     99.40     92.59     96.98    100.00     82.10 
    79.57     5.055059  0.842713        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.60     99.99     81.97 
    79.59     4.661885  0.791727        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.67     99.99     82.10 
    79.98     2.210334  0.597966        99.60     95.08     97.40     63.76     10.57     99.40     56.34     95.60    100.00     82.09 
    83.91     0.500000  0.648254        99.60     95.08     97.40     63.76     10.57     99.40     94.53     96.69    100.00     82.09 
    84.93     0.500000  0.848211        99.60     95.08     97.40     63.76     10.57     99.40     94.51     96.62     99.98     92.41 
    84.57     0.500000  0.708106        99.60     95.08     97.40     63.76     10.57     99.40     94.23     96.62     99.98     89.05 
    83.91     0.500000  0.657095        99.60     95.08     97.40     63.76     10.57     99.40     94.47     96.69    100.00     82.08 
    79.58     3.006387  0.527888        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.60     99.98     82.10 
    76.46     4.661947  0.625690        99.60     95.08     97.40     63.76     10.57     99.40     56.34     84.98     75.51     81.96 
    81.51     1.034582  0.508777        99.60     95.08     97.40     63.76     10.57     99.40     70.27     96.98     99.99     82.10 
    83.85     0.500000  0.541385        99.60     95.08     97.40     63.76     10.57     99.40     93.79     96.76    100.00     82.09 
    81.10     1.024285  0.703629        99.60     95.08     97.40     63.76     10.57     99.40     90.52     97.05     75.49     82.10 
    79.88     3.995455  0.874829        99.60     95.08     97.40     63.76     10.57     99.40     56.34     94.58    100.00     82.08 
    79.07     7.317067  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     86.44    100.00     82.11 
    80.09     3.614818  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     81.69     95.82     75.50     82.10 
    82.48     3.742303  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     81.20     95.75    100.00     82.09 
    77.45     6.005213  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     58.88     92.25     75.49     82.10 
    78.96     8.059821  1.000000        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.35    100.00     82.09 
    77.29     4.748989  0.883717        99.60     95.08     97.40     63.76     10.57     99.40     56.34     93.13     75.49     82.09 
    78.34     7.118182  0.827130        99.60     95.08     97.40     63.76     10.57     99.40     56.34     79.45     99.99     81.77 
    76.74     5.216567  0.833512        99.60     95.08     97.40     63.76     10.57     99.40     56.34     87.60     75.51     82.10 
    78.27     6.386292  0.721996        99.60     95.08     97.40     63.76     10.57     99.40     56.34     78.44     99.99     82.12 
    78.97     7.014086  0.908342        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.49    100.00     82.07 
    79.58     4.272494  0.728277        99.60     95.08     97.40     63.76     10.57     99.40     56.34     91.60    100.00     82.07 
    76.50     7.151251  0.912646        99.60     95.08     97.40     63.76     10.57     99.40     56.34     85.27     75.51     82.10 
