constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP Disabled , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  0.700000  -0.400000  -0.300000  ]  [  1.000000  -0.200000  -0.400000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   229    52526.87   2325.63     91.09     52.18           85.28     69.18     68.87     26.43     11.72     47.02     47.81     54.73     83.69     51.60     98.56     95.73     33.80     99.15     17.82      9.99     68.91     15.63     67.59     29.48     37.26     76.67     91.51     21.56     53.03     36.56     17.33     43.66     35.75     54.80     86.56     12.36     29.75     75.21     66.92     58.12     50.48 
   230    52528.13   2324.37     91.09     52.14           85.38     69.18     68.71     26.61     11.67     46.85     47.77     54.78     83.71     51.55     98.52     95.72     32.43     99.15     17.74      9.86     68.97     15.57     67.65     29.22     37.43     76.70     91.47     21.41     53.03     36.60     17.70     43.57     35.75     54.95     86.54     12.50     29.57     75.27     66.96     58.13     50.57 
   231    52528.54   2323.96     91.09     52.09           85.55     69.15     68.39     26.48     11.69     46.78     47.87     54.75     83.78     51.68     98.53     95.69     32.21     99.15     17.66      9.84     68.89     14.89     66.96     29.55     37.77     76.69     91.38     20.95     53.03     36.60     17.49     43.20     35.45     55.19     86.55     12.61     29.69     75.29     66.95     58.22     50.65 
   232    52529.38   2323.12     91.09     52.07           85.66     69.14     68.27     26.22     11.78     46.78     48.05     54.80     83.74     51.77     98.54     95.73     30.17     99.15     17.76     10.29     68.97     15.43     66.84     29.57     38.28     76.67     91.40     20.87     53.04     36.69     17.24     43.34     35.57     55.21     86.57     12.47     29.32     75.36     66.90     58.23     50.68 
   233    52528.96   2323.54     91.09     52.05           85.47     68.94     68.30     26.37     11.59     46.85     48.09     54.79     83.74     51.78     98.55     95.68     30.47     99.15     17.85     10.27     68.88     15.28     66.70     29.87     38.16     76.64     91.37     20.77     53.04     36.66     16.60     43.65     35.57     55.15     86.55     12.39     29.64     75.34     66.96     58.17     50.69 
   234    52530.03   2322.47     91.10     52.10           85.38     69.08     68.22     26.58     11.59     47.00     48.19     54.88     83.74     51.71     98.55     95.66     30.34     99.15     17.69     10.37     68.79     15.38     67.33     29.90     37.88     76.63     91.32     20.99     53.04     36.65     17.20     43.79     35.70     55.01     86.53     12.67     29.65     75.31     67.01     58.12     50.70 
   235    52528.84   2323.66     91.09     52.03           85.13     69.30     68.07     26.49     11.84     47.09     48.20     54.87     83.69     51.67     98.57     95.72     29.45     99.15     17.87     10.07     68.77     15.32     67.47     29.95     37.26     76.63     91.36     20.62     53.04     36.67     17.04     43.86     35.65     55.02     86.53     12.51     29.42     75.25     67.08     58.03     50.61 
   236    52528.38   2324.12     91.08     51.97           85.11     69.24     68.08     26.38     11.79     47.19     48.06     54.82     83.71     51.63     98.56     95.67     28.98     99.15     17.97      9.77     68.79     15.08     67.13     29.64     37.42     76.65     91.32     20.75     53.04     36.60     16.88     43.57     35.92     54.90     86.53     12.47     29.14     75.22     67.12     58.05     50.62 
   237    52529.28   2323.22     91.08     52.00           85.00     69.15     68.38     25.94     11.39     47.30     48.07     54.84     83.67     51.70     98.57     95.65     29.28     99.15     17.81     10.04     68.95     15.19     67.09     29.28     37.99     76.65     91.35     20.98     53.04     36.64     16.86     43.45     36.34     54.99     86.54     12.57     29.26     75.24     67.10     58.06     50.59 
   238    52528.15   2324.35     91.08     51.98           84.78     69.20     68.06     25.83     11.20     47.40     48.01     54.79     83.70     51.69     98.59     95.65     29.58     99.15     17.56     10.20     69.00     15.29     67.30     29.00     37.75     76.64     91.35     20.99     53.04     36.65     17.09     43.69     36.31     54.87     86.55     12.51     28.93     75.31     67.04     57.99     50.51 
   239    52528.21   2324.29     91.08     52.05           84.72     69.17     68.08     26.21     11.67     47.41     47.93     54.76     83.58     51.77     98.61     95.62     30.96     99.15     17.57     10.29     68.98     15.65     67.06     29.37     37.10     76.66     91.37     21.00     53.04     36.69     17.74     43.98     36.42     54.66     86.53     12.40     28.81     75.26     67.08     58.05     50.46 
   240    52527.90   2324.60     91.07     52.07           84.83     69.07     67.98     26.06     11.46     47.17     47.88     54.78     83.56     51.75     98.62     95.65     31.08     99.15     18.08     10.22     68.86     15.33     67.13     29.68     37.17     76.64     91.36     21.04     53.04     36.77     17.91     44.21     36.69     54.76     86.53     12.58     28.70     75.25     67.05     57.97     50.47 
   241    52526.87   2325.63     91.07     52.05           84.25     69.03     68.02     26.03     11.41     47.08     47.87     54.88     83.54     51.83     98.63     95.64     32.20     99.15     18.09     10.48     68.60     15.60     67.01     29.27     36.93     76.62     91.29     21.15     53.04     36.77     17.44     44.19     36.76     54.60     86.53     12.60     28.82     75.21     67.10     57.92     50.39 
   242    52525.88   2326.62     91.07     52.11           84.34     69.00     68.07     26.25     11.52     47.21     47.90     54.89     83.49     51.83     98.61     95.64     33.14     99.15     18.35     11.29     68.67     15.45     67.50     29.34     36.73     76.62     91.22     20.96     53.04     36.69     17.55     44.11     36.58     54.78     86.52     12.51     28.47     75.16     67.14     57.77     50.38 
   243    52525.27   2327.23     91.07     52.12           84.30     68.94     68.09     26.43     11.57     47.28     47.80     54.94     83.46     51.91     98.63     95.62     32.43     99.15     18.52     11.28     68.63     15.14     68.27     29.23     36.53     76.60     91.22     20.88     53.05     36.80     18.17     44.23     36.40     54.95     86.51     12.68     28.49     75.10     67.10     57.79     50.34 
   244    52524.47   2328.03     91.07     52.08           84.14     69.00     68.09     26.31     11.57     47.25     47.69     55.02     83.49     51.80     98.64     95.61     31.80     99.15     18.93     11.48     68.39     14.84     68.06     29.05     36.56     76.59     91.23     20.59     53.05     36.77     17.84     44.57     36.23     54.86     86.50     12.60     28.79     75.11     67.08     57.84     50.35 
   245    52523.95   2328.55     91.07     52.02           84.19     68.96     68.02     26.03     11.45     47.33     47.61     55.06     83.43     51.77     98.62     95.65     29.71     99.15     19.02     11.51     68.30     15.10     68.21     28.39     36.78     76.59     91.22     20.28     53.05     36.89     18.25     44.49     36.05     54.87     86.49     12.69     29.04     75.16     67.07     57.86     50.30 
   246    52524.29   2328.21     91.08     51.97           84.26     69.00     68.05     26.09     11.54     47.25     47.57     54.98     83.35     51.77     98.63     95.63     27.97     99.15     19.02     11.71     68.37     15.37     68.02     28.28     36.52     76.58     91.21     20.42     53.05     36.60     18.29     44.38     35.92     54.86     86.48     12.77     29.16     75.23     67.06     57.83     50.44 
   247    52524.66   2327.84     91.07     51.99           84.23     69.00     68.11     26.00     11.83     47.03     47.59     54.96     83.36     51.70     98.64     95.61     28.26     99.15     19.43     11.47     68.56     15.38     68.64     27.99     35.94     76.60     91.21     20.52     53.05     36.69     18.78     44.31     35.86     54.85     86.49     13.04     28.84     75.26     67.02     57.91     50.43 
   248    52524.73   2327.77     91.07     51.91           84.18     69.11     67.99     26.13     11.74     47.01     47.59     54.91     83.40     51.62     98.63     95.58     27.10     99.15     19.27     11.40     68.36     15.16     68.86     27.63     35.71     76.58     91.21     19.93     53.05     36.62     18.80     44.37     35.79     54.81     86.50     12.94     28.78     75.27     67.11     58.00     50.37 
   249    52525.79   2326.71     91.08     51.96           84.08     69.04     67.86     26.08     11.83     47.16     47.57     54.89     83.42     51.56     98.66     95.59     27.55     99.15     19.20     11.33     68.35     15.82     68.67     27.87     36.51     76.58     91.25     19.66     53.05     36.54     18.96     44.64     35.57     54.69     86.50     12.98     28.90     75.32     67.15     58.07     50.37 
   250    52526.94   2325.56     91.08     52.00           84.11     69.27     68.12     26.02     11.80     47.30     47.50     54.82     83.42     51.70     98.64     95.58     27.44     99.15     19.12     11.41     68.54     15.84     69.09     27.89     36.90     76.59     91.21     19.82     53.05     36.58     18.91     44.05     35.82     54.76     86.50     13.25     28.79     75.27     67.20     58.05     50.38 
   251    52526.86   2325.64     91.08     52.03           84.13     69.24     68.16     25.88     11.38     47.44     47.58     54.75     83.42     51.71     98.67     95.61     27.09     99.15     19.20     11.45     68.55     16.18     69.45     27.97     37.18     76.60     91.18     20.00     53.05     36.52     18.88     44.45     36.01     54.88     86.51     13.19     28.68     75.24     67.16     58.14     50.38 
   252    52526.27   2326.23     91.08     52.00           84.11     69.19     68.13     26.12     11.42     47.52     47.51     54.66     83.46     51.60     98.66     95.62     26.59     99.15     19.05     11.32     68.76     15.48     69.36     28.06     37.49     76.58     91.15     19.95     53.05     36.49     18.92     44.47     35.75     54.87     86.51     13.37     28.57     75.25     67.15     58.14     50.31 
   253    52526.21   2326.29     91.08     51.98           84.21     69.18     68.28     26.01     11.57     47.66     47.47     54.66     83.47     51.59     98.66     95.68     25.85     99.15     19.05     11.04     68.65     15.10     69.62     28.57     37.68     76.61     91.12     19.82     53.05     36.59     18.37     44.75     35.71     55.05     86.51     13.48     28.29     75.21     67.13     58.20     50.26 
   254    52525.69   2326.81     91.08     51.97           84.31     69.22     68.24     26.17     11.35     47.51     47.48     54.62     83.42     51.65     98.66     95.71     24.25     99.15     19.29     11.13     68.64     15.35     69.24     28.49     38.77     76.63     91.08     19.34     53.05     36.62     18.66     44.82     35.73     54.96     86.50     13.44     28.56     75.21     67.17     58.21     50.20 
   255    52524.84   2327.66     91.08     51.98           84.27     69.20     67.99     26.34     11.24     47.44     47.57     54.52     83.34     51.73     98.66     95.76     24.08     99.15     19.14     11.90     68.66     15.06     68.99     28.90     38.76     76.62     91.02     19.54     53.05     36.73     18.65     44.95     35.70     55.00     86.49     13.39     28.57     75.17     67.15     58.29     50.16 
   256    52524.67   2327.83     91.08     52.03           84.24     69.30     68.08     26.31     11.24     47.44     47.48     54.55     83.30     51.81     98.66     95.79     25.55     99.15     19.22     11.98     68.73     15.16     68.95     28.85     38.66     76.61     90.97     19.78     53.05     36.75     18.63     44.93     35.65     54.92     86.47     13.28     28.86     75.11     67.18     58.36     50.19 
   257    52526.03   2326.47     91.08     52.00           84.28     69.32     68.10     26.17     11.00     47.44     47.54     54.56     83.32     51.83     98.66     95.79     25.14     99.15     19.53     12.06     68.58     15.64     69.28     28.88     37.21     76.61     91.01     19.74     53.05     36.80     18.54     44.82     35.86     55.04     86.46     13.21     28.33     75.16     67.24     58.37     50.21 
   258    52525.22   2327.28     91.08     51.95           84.30     69.41     68.16     26.21     11.11     47.29     47.46     54.57     83.26     51.91     98.67     95.74     23.57     99.15     20.08     11.63     68.32     15.81     69.26     28.54     37.46     76.60     91.02     19.50     53.05     37.07     18.59     44.91     35.82     54.99     86.46     13.12     28.01     75.15     67.21     58.35     50.23 
   259    52525.86   2326.64     91.08     51.97           84.33     69.23     68.20     26.47     11.37     47.30     47.45     54.61     83.37     51.98     98.65     95.74     23.78     99.15     19.77     11.45     68.29     15.52     69.95     27.99     37.76     76.58     91.00     19.50     53.06     37.00     18.67     45.34     35.89     55.04     86.47     13.01     28.10     75.19     67.16     58.34     50.34 
   260    52526.00   2326.50     91.08     51.98           84.44     69.24     68.30     26.38     11.52     46.96     47.45     54.58     83.46     52.02     98.64     95.75     23.85     99.15     20.08     11.64     68.25     15.15     69.54     27.76     38.00     76.58     90.91     19.54     53.06     37.16     18.83     45.34     36.02     55.17     86.48     12.84     28.29     75.20     67.19     58.26     50.39 
   261    52525.76   2326.74     91.07     51.96           84.41     69.16     68.24     26.30     11.92     46.92     47.37     54.55     83.43     51.92     98.61     95.74     24.21     99.15     20.08     11.16     68.18     15.02     69.10     28.12     38.11     76.57     90.94     19.53     53.06     37.16     18.85     45.36     35.91     55.10     86.47     12.98     27.82     75.24     67.21     58.21     50.37 
   262    52524.17   2328.33     91.07     51.90           84.55     69.00     68.39     26.39     12.09     46.58     47.30     54.54     83.36     51.91     98.61     95.75     23.66     99.15     20.23     11.20     68.01     15.04     68.90     27.64     37.92     76.56     90.91     19.25     53.06     37.12     19.17     45.42     35.89     54.96     86.46     12.86     27.59     75.31     67.16     58.25     50.30 
   263    52524.20   2328.30     91.06     51.88           84.68     68.85     68.45     26.15     11.98     46.73     47.37     54.52     83.34     51.82     98.60     95.79     23.50     99.15     19.77     11.18     68.08     14.52     68.97     27.89     38.13     76.55     90.91     19.16     53.04     37.19     18.65     45.53     35.95     55.10     86.48     12.85     27.54     75.33     67.13     58.25     50.29 
   264    52524.10   2328.40     91.06     51.82           84.67     68.91     68.49     26.35     11.93     46.64     47.42     54.54     83.31     51.82     98.61     95.80     22.05     99.15     19.85     11.31     68.14     14.55     68.57     27.92     37.55     76.53     90.90     19.14     53.05     37.34     18.67     45.62     36.07     54.96     86.48     12.99     27.18     75.29     67.15     58.20     50.33 
   265    52523.90   2328.60     91.06     51.76           84.64     69.03     68.41     26.33     11.91     46.85     47.48     54.47     83.30     51.82     98.63     95.79     20.75     99.15     19.92     11.40     68.20     14.64     67.49     27.56     37.54     76.55     90.87     19.35     53.05     37.32     18.74     45.78     35.96     54.92     86.47     12.95     26.96     75.24     67.19     58.24     50.36 
   266    52522.56   2329.94     91.06     51.77           84.46     68.99     68.37     26.43     11.84     46.83     47.42     54.41     83.26     51.72     98.63     95.76     20.00     99.15     20.00     11.53     68.11     15.11     68.02     27.38     38.02     76.55     90.83     19.39     53.03     37.40     19.00     45.64     35.99     55.01     86.48     12.87     26.93     75.21     67.14     58.26     50.37 
   267    52523.67   2328.83     91.06     51.71           84.58     68.93     68.46     26.35     11.42     46.88     47.29     54.50     83.27     51.80     98.63     95.75     19.55     99.15     20.00     11.61     68.20     14.98     67.44     26.87     37.98     76.54     90.80     19.71     53.03     37.49     18.21     45.65     35.94     54.92     86.48     12.77     26.83     75.26     67.20     58.29     50.43 
   268    52523.76   2328.74     91.06     51.70           84.41     68.95     68.46     26.43     11.46     46.90     47.31     54.47     83.29     51.69     98.62     95.73     19.93     99.15     19.78     11.49     68.20     15.37     67.54     26.29     38.30     76.57     90.83     19.32     53.02     37.49     17.89     46.08     35.82     54.89     86.49     12.91     26.55     75.23     67.24     58.36     50.43 
   269    52523.29   2329.21     91.06     51.70           84.34     68.84     68.51     26.32     11.28     47.12     47.37     54.37     83.24     51.70     98.62     95.69     19.33     99.15     20.00     12.07     68.35     15.84     67.01     26.06     38.44     76.55     90.86     18.85     53.02     37.44     18.09     45.98     36.08     54.78     86.48     13.04     26.83     75.20     67.23     58.42     50.40 
   270    52522.39   2330.11     91.06     51.70           84.43     69.01     68.35     26.28     11.40     47.25     47.36     54.44     83.18     51.60     98.61     95.67     19.78     99.15     20.22     12.15     68.16     15.85     67.27     25.80     38.34     76.56     90.84     18.79     53.02     37.50     17.93     45.90     36.00     54.71     86.48     13.20     26.45     75.16     67.19     58.43     50.38 
   271    52523.17   2329.33     91.06     51.71           84.38     69.11     68.44     25.89     11.17     47.20     47.43     54.44     83.25     51.57     98.61     95.65     19.78     99.15     20.52     12.08     68.10     16.24     67.48     25.69     38.48     76.56     90.82     18.92     53.02     37.42     17.57     45.94     35.97     54.66     86.49     13.30     26.62     75.23     67.20     58.39     50.42 
   272    52523.43   2329.07     91.07     51.66           84.46     69.11     68.39     25.91     10.93     47.35     47.47     54.44     83.21     51.59     98.62     95.64     18.09     99.15     20.59     12.21     67.91     16.47     67.53     25.05     38.56     76.56     90.81     19.18     53.02     37.44     17.14     46.10     35.93     54.87     86.50     13.26     26.62     75.27     67.15     58.40     50.46 
   273    52522.87   2329.63     91.07     51.63           84.44     68.98     68.29     26.06     10.89     47.45     47.53     54.41     83.27     51.63     98.61     95.63     17.88     99.15     20.81     12.33     67.98     16.70     67.45     24.80     38.37     76.58     90.79     19.02     53.02     37.39     16.67     46.07     36.13     54.89     86.50     13.18     26.34     75.25     67.14     58.46     50.42 
   274    52522.89   2329.61     91.06     51.58           84.45     68.96     68.38     25.88     10.60     47.66     47.36     54.40     83.23     51.66     98.61     95.61     17.23     99.15     20.88     12.17     67.78     16.64     67.50     24.30     38.04     76.59     90.78     18.97     53.02     37.46     17.00     45.98     36.20     54.93     86.50     13.24     25.99     75.30     67.12     58.43     50.42 
   275    52522.58   2329.92     91.07     51.63           84.51     68.83     68.45     25.97     11.21     47.75     47.40     54.41     83.23     51.67     98.61     95.61     18.18     99.15     20.80     11.85     67.79     17.24     67.05     24.55     38.12     76.61     90.77     18.88     53.02     37.51     17.02     46.00     36.27     54.91     86.48     13.13     26.13     75.27     67.09     58.46     50.45 
   276    52523.78   2328.72     91.07     51.72           84.43     68.95     68.78     26.27     11.17     47.73     47.46     54.44     83.21     51.59     98.62     95.60     19.28     99.15     21.38     11.98     67.78     16.88     67.00     24.88     38.26     76.61     90.80     18.89     53.02     37.62     16.99     45.96     36.54     55.04     86.50     13.24     26.13     75.21     67.08     58.49     50.52 
   277    52522.20   2330.30     91.06     51.63           84.32     68.92     68.71     26.17     10.85     47.92     47.28     54.45     83.22     51.60     98.61     95.62     18.70     99.15     21.37     11.77     67.45     16.75     66.56     24.32     38.14     76.60     90.79     18.88     53.03     37.65     16.72     46.13     36.54     54.91     86.49     13.13     26.32     75.18     67.06     58.53     50.51 
   278    52522.15   2330.35     91.06     51.65           84.33     68.83     68.56     26.16     11.21     48.07     47.31     54.39     83.20     51.67     98.64     95.64     19.35     99.15     21.51     11.99     67.42     16.33     66.33     24.54     37.76     76.61     90.82     19.07     53.03     37.71     16.66     46.09     36.58     54.72     86.50     13.01     26.60     75.13     67.10     58.46     50.51 
   279    52522.64   2329.86     91.06     51.67           84.49     68.87     68.65     26.37     11.11     48.13     47.31     54.40     83.13     51.67     98.67     95.67     20.00     99.15     21.51     12.07     67.57     15.84     66.73     24.83     37.09     76.60     90.86     18.97     53.03     37.79     16.89     45.94     36.58     54.77     86.51     12.88     26.50     75.09     67.14     58.50     50.50 
   280    52522.38   2330.12     91.06     51.72           84.49     68.87     68.43     26.26     11.13     48.30     47.26     54.32     83.19     51.73     98.68     95.68     21.29     99.15     21.43     12.52     67.49     15.43     66.98     24.77     37.14     76.62     90.84     19.07     53.03     37.79     17.54     45.73     36.50     54.76     86.49     12.77     26.57     75.05     67.18     58.46     50.54 
   281    52522.85   2329.65     91.06     51.72           84.36     68.98     68.28     26.15     11.01     48.40     47.33     54.36     83.21     51.72     98.69     95.69     21.57     99.15     21.28     12.55     67.27     15.37     67.18     24.93     37.14     76.62     90.85     19.04     53.03     37.76     17.39     45.95     36.27     54.68     86.51     12.96     26.62     75.03     67.22     58.48     50.47 
   282    52522.38   2330.12     91.06     51.64           84.42     69.05     68.12     26.12     10.80     48.41     47.28     54.38     83.31     51.74     98.69     95.72     20.43     99.15     20.71     12.86     67.35     15.11     66.49     24.93     37.59     76.61     90.86     19.02     53.03     37.73     16.86     46.01     36.05     54.60     86.50     13.09     26.71     75.06     67.23     58.35     50.42 
   283    52522.43   2330.07     91.06     51.58           84.42     69.17     68.14     26.20     10.88     48.52     47.30     54.34     83.33     51.69     98.69     95.71     18.02     99.15     20.78     12.93     67.46     14.49     66.69     25.32     37.81     76.63     90.82     18.96     53.03     37.63     16.07     45.89     36.24     54.64     86.50     13.19     26.71     75.03     67.28     58.38     50.29 
   284    52521.60   2330.90     91.05     51.51           84.40     69.21     67.98     26.22     11.09     48.59     47.38     54.30     83.37     51.65     98.69     95.70     16.90     99.15     20.49     12.96     67.37     14.44     66.77     25.54     37.24     76.62     90.83     18.95     53.03     37.57     15.87     45.92     36.10     54.60     86.51     13.07     26.35     75.00     67.24     58.42     50.33 
   285    52521.20   2331.30     91.05     51.53           84.44     69.16     67.91     26.18     10.97     48.40     47.37     54.31     83.36     51.69     98.69     95.70     17.54     99.15     19.93     12.94     67.47     14.18     66.76     25.62     37.96     76.64     90.87     19.13     53.03     37.56     15.99     46.08     36.04     54.50     86.49     13.16     26.33     74.99     67.20     58.44     50.33 
   286    52520.91   2331.59     91.05     51.55           84.44     69.08     68.02     26.14     11.27     48.35     47.47     54.27     83.35     51.57     98.70     95.68     17.90     99.15     20.21     13.29     67.50     14.41     66.54     25.87     38.27     76.64     90.86     19.17     53.03     37.51     16.08     45.53     35.98     54.41     86.50     13.10     26.26     74.96     67.25     58.43     50.30 
   287    52521.45   2331.05     91.05     51.51           84.55     68.96     68.08     25.87     11.23     48.28     47.54     54.23     83.28     51.57     98.72     95.69     15.96     99.15     20.00     13.54     67.65     14.01     66.89     26.16     38.34     76.66     90.90     19.13     53.03     37.54     16.11     45.54     35.91     54.42     86.50     13.14     26.40     75.00     67.23     58.46     50.36 
   288    52521.67   2330.83     91.05     51.47           84.62     69.06     68.00     25.90     11.44     48.34     47.55     54.26     83.26     51.49     98.71     95.69     15.42     99.15     19.93     13.66     67.56     14.44     66.71     25.93     37.31     76.65     90.94     18.94     53.03     37.61     15.69     45.60     36.07     54.32     86.50     13.07     26.53     74.97     67.27     58.51     50.35 
   289    52520.98   2331.52     91.05     51.41           84.69     68.94     67.94     26.03     11.71     48.35     47.60     54.30     83.26     51.48     98.68     95.72     14.60     99.15     20.28     13.22     67.29     14.60     66.35     25.58     37.16     76.62     90.91     18.95     53.03     37.46     15.43     45.17     35.92     54.36     86.48     12.98     26.79     75.05     67.25     58.51     50.34 
   290    52521.11   2331.39     91.05     51.37           84.78     68.84     67.90     26.05     11.72     48.25     47.69     54.34     83.25     51.46     98.69     95.69     13.24     99.15     20.28     13.47     67.32     14.28     66.17     26.02     37.16     76.64     90.91     19.01     53.04     37.48     15.16     44.72     35.97     54.38     86.46     13.06     26.99     75.02     67.30     58.51     50.28 
   291    52521.69   2330.81     91.05     51.41           84.77     68.84     67.91     25.95     11.86     48.28     47.74     54.39     83.31     51.36     98.69     95.73     13.81     99.15     20.07     13.49     67.54     14.02     66.52     26.06     37.13     76.64     90.88     19.14     53.04     37.48     15.54     44.71     35.91     54.38     86.45     13.18     27.10     75.06     67.29     58.52     50.24 
   292    52521.18   2331.32     91.05     51.36           84.64     68.89     67.99     25.71     11.93     48.32     47.80     54.39     83.26     51.41     98.71     95.72     12.88     99.15     19.86     13.29     67.48     13.77     66.53     26.39     37.21     76.63     90.87     19.18     53.04     37.56     15.95     44.40     35.73     54.29     86.46     13.06     26.77     75.02     67.31     58.50     50.29 
   293    52520.86   2331.64     91.04     51.38           84.64     68.83     67.92     25.29     11.74     48.45     47.79     54.45     83.31     51.46     98.74     95.73     13.45     99.15     20.00     13.54     67.55     13.38     66.25     26.66     37.69     76.62     90.83     19.42     53.04     37.52     15.99     44.67     35.74     54.19     86.46     12.99     26.64     74.97     67.29     58.53     50.26 
   294    52521.60   2330.90     91.04     51.35           84.59     68.92     67.74     25.39     11.87     48.52     47.72     54.42     83.26     51.58     98.75     95.73     12.93     99.15     19.80     13.65     67.48     13.33     66.69     26.68     37.06     76.64     90.84     19.67     53.04     37.54     15.90     44.68     35.62     54.20     86.47     12.84     26.18     74.99     67.36     58.50     50.30 
   295    52521.65   2330.85     91.05     51.38           84.56     68.98     67.73     25.39     11.45     48.32     47.71     54.45     83.28     51.68     98.74     95.74     14.44     99.15     19.53     14.03     67.41     13.69     66.85     26.45     36.84     76.63     90.81     19.67     53.04     37.56     16.12     44.56     35.54     54.23     86.47     12.71     26.01     74.95     67.41     58.57     50.29 
   296    52520.89   2331.61     91.04     51.31           84.50     68.94     67.88     25.33     11.88     48.28     47.66     54.38     83.27     51.69     98.74     95.73     13.38     99.15     19.59     13.78     67.47     13.31     66.57     26.18     36.68     76.63     90.82     19.57     53.04     37.60     15.86     44.45     35.71     54.11     86.47     12.66     26.04     74.99     67.35     58.62     50.26 
   297    52520.88   2331.62     91.04     51.36           84.63     69.00     67.97     25.05     11.90     48.34     47.55     54.42     83.24     51.82     98.73     95.72     15.22     99.15     19.53     13.67     67.54     13.74     66.77     26.46     36.40     76.62     90.79     19.61     53.04     37.63     15.59     44.38     35.61     54.12     86.47     12.57     25.93     74.97     67.37     58.61     50.27 
   298    52521.46   2331.04     91.04     51.38           84.60     69.01     67.71     25.11     11.82     48.55     47.64     54.41     83.19     51.92     98.72     95.64     16.38     99.15     19.33     13.42     67.49     13.76     66.46     26.16     36.40     76.62     90.84     19.77     53.04     37.52     15.69     44.45     35.80     54.03     86.46     12.69     26.15     75.00     67.35     58.58     50.29 
   299    52521.43   2331.07     91.04     51.35           84.71     69.09     67.64     25.00     11.89     48.53     47.53     54.45     83.15     51.95     98.72     95.60     15.38     99.15     19.06     13.27     67.51     13.38     66.19     26.55     36.91     76.61     90.86     19.92     53.03     37.46     15.84     44.18     35.66     54.11     86.46     12.72     26.08     75.04     67.32     58.53     50.31 
   300    52521.17   2331.33     91.04     51.37           84.69     68.96     67.73     24.96     11.85     48.36     47.52     54.42     83.14     52.01     98.73     95.61     15.60     99.15     19.53     13.02     67.46     13.87     66.04     26.86     37.09     76.61     90.86     20.08     53.03     37.52     16.05     44.21     35.64     53.97     86.46     12.58     25.81     75.01     67.37     58.51     50.30 
   301    52520.83   2331.67     91.04     51.35           84.65     69.01     67.83     24.85     11.79     48.30     47.46     54.47     83.11     51.98     98.75     95.65     15.42     99.15     19.40     12.96     67.40     13.95     66.65     26.13     37.04     76.59     90.87     19.86     53.03     37.51     16.13     44.24     35.80     53.79     86.47     12.64     25.90     74.98     67.41     58.49     50.25 
   302    52520.73   2331.77     91.04     51.34           84.60     69.06     67.81     24.75     11.57     48.36     47.29     54.51     83.10     51.95     98.74     95.66     15.36     99.15     19.07     13.25     67.40     14.04     66.40     26.36     37.09     76.60     90.89     19.84     53.03     37.57     16.04     44.44     35.75     53.80     86.47     12.62     26.07     75.03     67.40     58.46     50.17 
   303    52520.21   2332.29     91.04     51.32           84.67     69.02     67.73     24.96     11.37     48.51     47.27     54.46     83.09     51.97     98.75     95.65     13.66     99.15     19.14     13.05     67.34     14.79     66.67     26.86     37.14     76.61     90.85     19.86     53.03     37.46     15.98     44.11     35.61     53.91     86.47     12.44     26.22     75.04     67.37     58.43     50.24 
   304    52520.77   2331.73     91.04     51.33           84.71     69.04     67.54     25.13     11.24     48.55     47.26     54.48     83.16     51.87     98.76     95.62     14.34     99.15     19.28     12.89     67.13     14.74     66.62     26.86     37.08     76.60     90.85     19.83     53.03     37.39     16.11     44.02     35.62     53.91     86.48     12.38     26.30     75.09     67.41     58.42     50.21 
   305    52519.73   2332.77     91.03     51.32           84.10     69.11     67.57     25.32     10.95     48.63     47.18     54.47     83.09     51.82     98.77     95.61     14.03     99.15     19.54     12.96     66.98     14.75     66.62     27.08     37.81     76.60     90.83     19.80     53.03     37.40     15.78     43.83     35.80     53.99     86.47     12.47     26.16     75.08     67.36     58.40     50.20 
   306    52520.22   2332.28     91.03     51.31           84.03     69.22     67.67     25.05     10.93     48.65     47.27     54.47     83.16     51.84     98.77     95.61     13.79     99.15     19.41     12.94     66.98     14.90     66.67     27.35     37.59     76.61     90.79     19.94     53.03     37.48     15.40     44.09     35.79     53.87     86.46     12.38     26.22     75.07     67.40     58.41     50.20 
