constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  0.700000  -0.400000  -0.300000  ]  [  1.000000  -0.200000  -0.400000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   180    52767.26   2085.24     91.55     51.25           79.68     67.47     71.16     28.13      9.97     52.49     47.66     59.76     82.21     52.21     98.95     94.74      1.00     99.17     17.78     10.52     64.54     11.00     52.83     21.17     28.89     77.07     90.94     18.88     90.80     36.31     23.05     41.81     34.85     53.17     88.56      9.73     27.41     77.79     70.08     56.55     48.03 
   181    52768.55   2083.95     91.56     51.32           79.94     67.30     71.18     28.10      9.61     52.37     47.61     59.83     82.18     52.27     98.98     94.74      1.77     99.17     18.01     10.50     64.67     11.16     53.33     21.64     29.46     77.07     90.93     18.81     90.79     36.43     23.11     41.19     34.89     53.30     88.57      9.69     27.83     77.86     70.10     56.54     47.99 
   182    52767.84   2084.66     91.56     51.33           79.76     67.22     71.22     28.09      9.95     52.24     47.51     59.77     82.18     52.21     98.94     94.74      1.54     99.17     18.02     10.26     64.62     11.76     53.65     21.90     29.76     77.06     90.90     19.15     90.79     36.45     22.58     41.11     34.95     53.50     88.58      9.49     27.65     77.89     70.03     56.59     48.03 
   183    52766.75   2085.75     91.55     51.30           79.49     67.09     71.28     28.35      9.96     52.09     47.46     59.70     82.33     52.08     98.96     94.70      1.75     99.17     17.92     10.38     64.09     11.58     53.57     21.41     29.79     77.06     90.84     19.28     90.79     36.53     22.58     41.32     35.10     53.32     88.60      9.67     27.26     77.82     70.00     56.66     48.05 
   184    52765.71   2086.79     91.55     51.29           79.58     67.03     71.20     27.54      9.96     51.78     47.57     59.72     82.33     52.30     98.94     94.73      1.85     99.17     17.83     10.51     64.00     11.74     54.05     21.77     29.61     77.05     90.80     19.23     90.79     36.62     22.26     41.55     35.12     53.34     88.59      9.55     27.36     77.75     70.02     56.54     48.12 
   185    52766.16   2086.34     91.54     51.34           78.66     67.10     71.01     27.41     10.18     51.78     47.58     59.71     82.35     52.01     98.96     94.70      3.03     99.17     17.95     10.20     64.22     11.57     55.31     22.16     30.03     77.08     90.78     19.01     90.80     36.58     22.12     41.78     35.08     53.56     88.60      9.56     27.04     77.77     70.06     56.47     48.17 
   186    52765.59   2086.91     91.54     51.34           78.76     67.01     71.15     27.47     10.30     52.02     47.67     59.69     82.30     52.02     98.98     94.73      3.55     99.17     17.63     10.18     64.13     11.61     55.06     21.76     30.71     77.08     90.79     18.93     90.80     36.60     22.47     41.19     34.91     53.63     88.59      9.67     26.49     77.68     70.11     56.50     48.10 
   187    52765.78   2086.72     91.54     51.30           78.71     67.15     71.10     27.36     10.19     52.17     47.79     59.73     82.35     52.01     99.01     94.65      2.25     99.17     17.22      9.95     64.00     11.34     55.95     21.84     30.99     77.10     90.86     18.50     90.80     36.72     21.90     41.20     35.00     53.57     88.60      9.52     27.01     77.63     70.17     56.45     48.04 
   188    52765.95   2086.55     91.54     51.33           78.84     67.04     70.72     27.11     10.05     52.09     47.92     59.81     82.32     52.22     99.00     94.64      3.09     99.17     17.34      9.72     64.20     11.49     56.34     21.28     32.60     77.10     90.80     18.02     90.80     36.68     21.99     40.91     35.18     53.40     88.60      9.80     26.63     77.57     70.18     56.46     48.12 
   189    52764.02   2088.48     91.54     51.25           78.89     67.01     70.81     26.73      9.94     52.06     47.70     59.82     82.36     52.35     98.96     94.63      2.86     99.17     17.25      9.84     64.15     12.17     56.06     21.10     32.02     77.07     90.77     17.97     90.80     36.28     21.26     41.21     34.89     53.07     88.58      9.73     26.49     77.59     70.25     56.42     47.94 
   190    52765.59   2086.91     91.54     51.19           78.96     67.19     70.68     26.58     10.09     52.06     47.53     59.91     82.50     52.49     98.93     94.58      2.74     99.17     16.53     10.25     64.32     11.58     56.39     20.69     31.12     77.08     90.83     17.32     90.80     36.44     21.63     40.55     34.94     53.16     88.58      9.85     26.33     77.56     70.31     56.54     47.97 
   191    52765.54   2086.96     91.54     51.16           79.03     67.06     70.76     26.35      9.98     51.93     47.56     59.81     82.52     52.45     98.93     94.62      1.15     99.17     16.44     10.23     64.14     12.15     56.68     20.98     30.68     77.08     90.78     17.14     90.80     36.54     22.11     40.83     34.78     52.96     88.56     10.08     26.19     77.62     70.32     56.58     47.95 
   192    52764.68   2087.82     91.53     51.16           79.10     66.80     70.66     26.31     10.27     51.94     47.72     59.86     82.55     52.56     98.94     94.62      1.46     99.17     16.77     10.69     64.10     11.04     56.25     20.46     31.42     77.06     90.74     17.26     90.80     36.62     21.94     41.08     34.78     53.00     88.54     10.25     25.76     77.60     70.30     56.58     47.78 
   193    52762.92   2089.58     91.53     51.17           78.99     67.03     70.29     26.31     10.36     52.05     47.92     59.89     82.59     52.49     98.96     94.61      2.59     99.17     16.58     10.88     64.31     10.47     55.92     20.18     31.98     77.04     90.77     17.31     90.79     36.63     21.73     40.91     34.62     52.93     88.52     10.17     26.10     77.55     70.20     56.58     47.73 
   194    52763.66   2088.84     91.53     51.22           79.30     66.86     70.24     26.63     10.31     52.04     47.86     59.98     82.51     52.36     98.97     94.63      4.23     99.17     16.60     11.27     64.10     10.31     55.43     20.82     31.67     77.04     90.72     17.43     90.79     36.67     21.68     40.63     34.61     53.00     88.53     10.04     26.50     77.62     70.21     56.64     47.71 
   195    52765.44   2087.06     91.55     51.33           79.21     67.06     70.38     26.61     10.68     52.13     47.95     60.01     82.65     52.49     98.98     94.59      4.00     99.17     16.92     11.11     64.12     10.67     55.63     20.23     33.33     77.04     90.77     17.40     90.79     36.81     22.45     40.64     34.96     52.91     88.53     10.21     26.73     77.58     70.21     56.66     47.70 
   196    52766.32   2086.18     91.55     51.29           79.07     67.07     70.58     26.39     10.69     51.98     48.05     60.12     82.70     52.64     98.97     94.59      4.59     99.17     16.53     10.75     63.96     10.71     55.70     19.71     33.27     77.06     90.82     17.10     90.79     36.31     22.91     40.33     34.88     53.16     88.54     10.13     26.34     77.58     70.25     56.63     47.83 
   197    52765.86   2086.64     91.54     51.31           78.88     67.13     70.71     26.47     10.77     51.70     48.08     60.25     82.75     52.38     98.98     94.54      4.67     99.17     16.85     11.00     64.18      9.85     55.62     19.80     33.77     77.09     90.78     17.36     90.78     36.45     23.48     40.32     34.82     53.25     88.55      9.86     26.21     77.58     70.31     56.50     47.72 
   198    52765.35   2087.15     91.55     51.35           79.06     67.34     70.70     26.64     11.48     51.65     47.83     60.26     82.71     52.34     98.97     94.60      2.83     99.17     16.97     11.31     64.40      9.60     56.48     20.43     33.98     77.11     90.74     17.56     90.78     36.48     23.10     40.74     34.96     53.26     88.55      9.81     26.34     77.59     70.30     56.38     47.59 
   199    52763.64   2088.86     91.54     51.23           79.07     67.38     70.41     26.51     11.75     51.75     47.88     60.27     82.65     52.32     98.98     94.55     -0.00     99.17     16.68     11.56     64.46      9.45     55.74     19.87     33.79     77.11     90.70     17.67     90.78     36.41     23.44     40.66     34.61     53.18     88.56      9.99     26.60     77.55     70.32     56.26     47.52 
   200    52765.11   2087.39     91.55     51.22           79.14     67.39     70.56     26.25     11.64     51.95     47.92     60.31     82.76     52.39     99.01     94.62      0.10     99.17     16.30     11.93     64.14      9.90     56.44     19.83     33.16     77.13     90.60     17.77     90.78     36.52     22.85     40.15     34.67     53.19     88.57      9.83     26.40     77.60     70.35     56.32     47.59 
   201    52765.98   2086.52     91.54     51.18           79.13     67.59     70.45     26.34     11.47     52.05     47.74     60.35     82.91     52.48     98.99     94.61      1.00     99.17     16.42     11.77     63.68      8.86     56.66     19.03     32.74     77.13     90.54     17.44     90.77     36.60     22.48     40.40     34.89     53.19     88.59      9.95     26.37     77.68     70.32     56.36     47.64 
   202    52764.78   2087.72     91.54     51.16           78.98     67.76     70.44     26.10     11.91     52.00     47.69     60.28     83.00     52.51     98.99     94.65      0.99     99.17     16.63     11.42     63.81      8.81     55.86     18.77     33.11     77.13     90.55     17.43     90.77     36.57     22.30     40.48     34.71     53.32     88.60      9.79     26.69     77.64     70.29     56.34     47.61 
   203    52766.14   2086.36     91.55     51.22           78.96     67.74     70.46     26.21     11.60     51.72     47.74     60.37     82.96     52.57     98.98     94.69      2.76     99.17     16.65     11.59     64.14      8.87     54.99     18.62     34.50     77.13     90.58     17.47     90.77     36.57     22.04     39.94     34.79     53.24     88.60      9.78     26.97     77.72     70.32     56.34     47.61 
   204    52767.09   2085.41     91.55     51.28           79.01     67.77     70.53     26.46     11.57     51.68     47.56     60.44     82.92     52.65     98.97     94.73      3.04     99.17     16.67     11.31     64.03      8.82     54.91     18.76     34.55     77.09     90.62     17.27     90.77     36.74     22.56     40.54     35.01     53.39     88.60      9.65     27.41     77.66     70.37     56.37     47.65 
   205    52767.25   2085.25     91.55     51.30           79.08     67.75     70.57     26.30     11.06     51.80     47.48     60.54     82.88     52.75     98.95     94.74      4.59     99.17     16.49     11.35     64.15      8.29     55.22     18.52     34.17     77.09     90.65     17.04     90.78     36.71     22.20     40.32     35.21     53.44     88.61      9.89     28.28     77.67     70.32     56.20     47.72 
   206    52766.77   2085.73     91.55     51.23           79.18     67.67     70.83     26.30     10.81     51.79     47.60     60.52     82.83     52.95     98.93     94.72      3.20     99.17     16.41     11.13     64.17      8.25     55.00     18.52     34.29     77.08     90.65     16.96     90.77     36.90     21.71     40.45     35.04     53.58     88.60      9.86     27.77     77.61     70.35     56.25     47.63 
   207    52767.75   2084.75     91.55     51.19           79.26     67.70     70.76     25.93     10.84     51.73     47.61     60.61     82.94     53.01     98.92     94.79      2.22     99.17     15.75     10.85     64.03      8.50     54.87     18.45     34.57     77.10     90.64     16.88     90.77     36.92     22.43     40.39     34.80     53.69     88.61      9.73     27.55     77.65     70.38     56.32     47.62 
   208    52768.50   2084.00     91.56     51.20           79.28     67.75     70.84     25.68     10.92     51.80     47.62     60.62     82.96     53.12     98.89     94.82      1.73     99.17     15.96     11.15     64.07      8.75     54.54     19.23     34.27     77.04     90.60     16.78     90.77     36.97     22.10     40.47     34.68     53.69     88.62     10.03     27.30     77.60     70.42     56.43     47.58 
   209    52769.03   2083.47     91.57     51.20           79.31     67.63     70.95     25.44     11.11     51.81     47.63     60.64     82.95     53.02     98.91     94.80      1.05     99.17     16.17     12.22     64.11      9.00     54.30     19.08     33.97     77.02     90.66     17.10     90.78     36.77     22.39     40.16     34.62     53.87     88.62      9.95     27.21     77.64     70.38     56.46     47.68 
   210    52768.58   2083.92     91.56     51.13           79.30     67.64     70.78     25.32     10.56     51.80     47.64     60.72     82.88     53.07     98.93     94.81      1.05     99.17     15.81     12.00     64.10      9.14     54.46     18.64     33.30     77.01     90.64     16.99     90.78     36.74     21.85     40.14     34.47     53.74     88.64     10.04     27.60     77.68     70.35     56.42     47.72 
   211    52768.45   2084.05     91.56     51.15           79.26     67.49     70.74     25.04     10.56     51.91     47.71     60.87     82.84     53.07     98.93     94.86      1.99     99.17     15.17     11.79     63.90      9.00     54.62     18.93     32.85     77.04     90.62     16.93     90.78     36.68     22.59     40.60     34.64     53.70     88.64      9.91     27.65     77.63     70.35     56.44     47.68 
   212    52767.38   2085.12     91.55     51.07           79.09     67.57     70.92     24.77     10.51     51.41     47.58     60.92     82.80     53.20     98.97     94.85      1.13     99.17     15.19     11.89     63.76      8.58     55.11     18.68     32.23     77.02     90.65     16.94     90.78     36.72     22.16     40.77     34.45     53.65     88.64     10.09     27.26     77.57     70.40     56.37     47.62 
   213    52766.37   2086.13     91.55     51.09           79.07     67.56     71.00     24.83     10.72     51.46     47.44     61.03     82.80     53.24     98.95     94.91      2.07     99.17     15.49     11.86     63.92      7.98     54.28     18.49     33.18     77.01     90.67     17.10     90.78     36.65     22.24     40.79     34.15     53.50     88.63     10.01     27.31     77.52     70.39     56.34     47.64 
   214    52767.06   2085.44     91.55     51.09           79.14     67.52     70.96     25.02     10.70     51.07     47.38     60.99     82.89     53.30     98.94     94.88      1.96     99.17     15.61     12.27     64.13      8.04     53.77     18.78     33.31     77.04     90.64     17.07     90.78     36.56     22.39     40.69     33.98     53.67     88.63      9.82     27.10     77.54     70.42     56.43     47.71 
   215    52767.00   2085.50     91.56     51.12           79.11     67.45     70.95     25.27     10.44     51.03     47.48     60.99     82.81     53.31     98.94     94.84      1.58     99.17     15.63     12.62     64.23      8.09     54.18     19.01     33.69     77.06     90.66     17.09     90.77     36.60     22.62     40.44     33.92     53.65     88.64      9.69     27.49     77.55     70.37     56.36     47.81 
   216    52767.74   2084.76     91.56     51.21           79.14     67.38     71.01     25.09     11.24     51.02     47.39     60.98     82.79     53.19     98.93     94.85      2.69     99.17     15.28     12.28     64.16      8.61     54.61     19.64     33.81     77.02     90.65     17.00     90.77     36.64     22.91     40.60     34.04     53.77     88.65      9.88     27.39     77.56     70.36     56.37     47.86 
   217    52767.17   2085.33     91.56     51.26           79.24     67.45     70.97     25.28     11.16     51.03     47.30     61.03     82.81     53.26     98.89     94.90      3.69     99.17     15.94     11.95     64.41      8.94     54.60     20.31     33.27     76.97     90.61     17.08     90.77     36.62     22.86     40.24     34.15     53.92     88.66     10.10     27.10     77.53     70.34     56.26     47.76 
   218    52765.99   2086.51     91.57     51.34           79.19     67.49     71.10     25.38     11.29     50.92     47.33     61.07     82.76     53.31     98.86     94.90      4.50     99.17     15.96     12.29     64.52      9.82     54.61     20.57     33.28     76.98     90.64     16.93     90.77     36.63     22.79     40.48     34.22     54.02     88.66      9.93     27.36     77.44     70.27     56.36     47.69 
   219    52766.89   2085.61     91.57     51.34           79.32     67.51     71.15     25.69     11.31     50.90     47.39     61.05     82.72     53.33     98.84     94.92      4.47     99.17     16.26     12.57     64.52     10.05     54.19     20.34     32.31     77.00     90.61     17.08     90.77     36.62     22.91     40.24     34.50     53.94     88.67      9.80     27.76     77.45     70.33     56.29     47.77 
   220    52767.00   2085.50     91.57     51.35           79.20     67.57     71.06     25.90     11.24     50.61     47.44     60.96     82.69     53.47     98.84     94.92      5.55     99.17     16.36     12.12     64.45     10.18     54.75     19.93     32.29     76.98     90.65     16.99     90.77     36.69     22.47     40.44     34.67     53.75     88.67      9.98     27.32     77.47     70.32     56.34     47.75 
   221    52766.52   2085.98     91.57     51.35           79.13     67.75     71.02     25.84     11.39     50.76     47.34     61.01     82.62     53.39     98.85     94.99      5.79     99.17     15.57     12.40     64.48     10.41     55.20     20.06     31.98     76.97     90.68     17.02     90.77     36.78     22.71     40.07     34.45     53.87     88.69      9.88     27.12     77.50     70.31     56.24     47.66 
   222    52765.97   2086.53     91.57     51.33           79.12     67.87     70.84     25.81     11.36     50.30     47.49     60.92     82.54     53.17     98.86     94.92      6.22     99.17     15.32     12.13     64.61     10.09     55.11     20.23     32.07     76.95     90.70     17.18     90.76     36.91     22.26     40.40     34.20     53.85     88.71     10.13     27.14     77.55     70.24     56.21     47.74 
   223    52766.16   2086.34     91.57     51.35           79.08     67.98     70.89     26.06     11.41     50.20     47.41     61.00     82.46     53.32     98.86     94.96      5.56     99.17     15.25     12.05     64.50     10.31     55.34     20.47     32.56     76.96     90.69     17.49     90.76     36.91     22.28     40.57     34.16     53.79     88.69     10.18     27.05     77.48     70.28     56.16     47.76 
   224    52766.33   2086.17     91.57     51.37           79.14     67.89     71.09     26.24     11.41     50.37     47.40     60.95     82.46     53.37     98.85     94.94      4.55     99.17     15.80     11.55     64.27     10.54     55.40     20.39     33.07     76.93     90.69     17.28     90.76     37.00     22.24     40.99     34.30     54.02     88.70     10.36     27.17     77.43     70.33     56.13     47.64 
   225    52767.10   2085.40     91.57     51.36           79.15     67.81     71.08     25.77     11.21     50.36     47.28     60.95     82.44     53.33     98.88     94.94      4.00     99.17     16.36     11.70     64.12     11.20     54.83     20.40     32.66     76.96     90.76     17.21     90.76     37.11     22.31     41.13     34.35     53.99     88.71     10.57     27.19     77.45     70.33     56.27     47.59 
   226    52766.16   2086.34     91.57     51.35           79.31     67.96     70.96     26.03     11.46     50.41     47.29     60.92     82.41     53.29     98.90     95.00      4.78     99.17     16.46     11.45     63.70     11.59     54.71     20.29     32.35     76.94     90.72     17.29     90.76     37.05     22.27     40.35     34.19     54.14     88.71     10.75     26.88     77.37     70.38     56.25     47.53 
   227    52766.55   2085.95     91.58     51.40           79.54     68.10     71.10     25.66     11.63     50.48     47.24     60.94     82.50     53.08     98.89     95.06      4.76     99.17     16.56     11.42     63.74     11.81     54.62     20.65     33.00     76.93     90.69     17.38     90.76     37.09     22.20     40.55     34.03     54.19     88.72     10.62     27.05     77.43     70.36     56.19     47.56 
   228    52765.76   2086.74     91.58     51.38           79.49     67.97     70.89     25.46     11.96     50.56     47.23     60.78     82.43     53.13     98.88     95.02      4.56     99.17     16.75     11.64     63.73     12.54     54.66     20.73     32.56     76.96     90.70     17.36     90.76     37.19     21.45     40.34     33.91     54.13     88.70     10.82     26.88     77.44     70.32     56.30     47.56 
   229    52767.45   2085.05     91.58     51.46           79.53     67.94     70.91     25.38     11.74     50.61     47.40     60.78     82.44     53.18     98.87     95.03      6.90     99.17     17.29     11.44     63.47     12.05     54.78     20.95     32.72     76.94     90.76     17.35     90.76     37.27     22.18     40.02     33.86     54.09     88.69     10.98     26.71     77.48     70.30     56.40     47.63 
   230    52767.76   2084.74     91.58     51.54           79.55     67.97     71.16     25.52     12.05     50.32     47.43     60.84     82.37     53.11     98.85     94.98      8.52     99.17     17.57     11.42     63.53     11.83     55.42     20.63     32.66     76.93     90.80     17.11     90.76     37.35     22.85     39.93     33.97     54.08     88.69     11.21     26.62     77.53     70.24     56.34     47.66 
   231    52766.97   2085.53     91.58     51.53           79.84     68.01     71.26     25.55     11.98     50.48     47.37     60.89     82.43     53.09     98.86     95.01      8.14     99.16     17.49     11.63     63.71     11.60     55.77     20.47     32.12     76.94     90.82     16.88     90.75     37.15     23.13     40.01     33.86     54.21     88.69     10.99     26.71     77.50     70.20     56.36     47.60 
   232    52766.93   2085.57     91.58     51.60           79.86     68.08     71.41     25.67     11.97     50.47     47.39     60.82     82.40     53.08     98.87     95.05     10.34     99.16     18.10     11.44     63.31     11.03     56.34     20.69     32.48     76.94     90.81     16.94     90.76     37.28     22.80     40.00     33.72     54.23     88.71     10.93     26.54     77.53     70.17     56.36     47.60 
   233    52766.70   2085.80     91.58     51.62           79.81     67.96     71.41     25.81     12.21     50.48     47.49     60.78     82.35     53.03     98.88     95.12     10.73     99.16     18.20     11.02     63.24     11.33     56.84     20.68     31.64     76.92     90.79     16.84     90.76     37.26     22.74     39.93     33.71     54.42     88.69     11.11     26.71     77.54     70.09     56.43     47.66 
   234    52767.32   2085.18     91.58     51.64           79.83     67.82     71.38     25.66     12.37     50.71     47.41     60.79     82.38     53.08     98.87     95.15     11.20     99.16     17.78     10.83     63.54     11.03     56.41     20.77     32.21     76.95     90.79     16.80     90.76     37.28     22.89     40.13     33.66     54.49     88.68     11.31     26.68     77.51     70.06     56.47     47.74 
   235    52766.70   2085.80     91.59     51.65           79.77     67.88     71.47     25.48     12.55     50.82     47.32     60.81     82.35     53.14     98.85     95.13     10.72     99.16     17.62     10.87     63.57     11.32     56.98     20.22     32.94     76.96     90.79     16.85     90.76     37.19     22.96     40.06     33.70     54.43     88.65     11.26     26.57     77.52     70.02     56.42     47.80 
   236    52767.64   2084.86     91.59     51.68           79.49     67.85     71.40     25.82     12.38     50.95     47.41     60.87     82.29     53.18     98.87     95.08     10.85     99.16     17.46     11.36     63.80     11.36     57.11     19.40     32.98     76.96     90.77     17.19     90.76     37.18     22.89     40.28     33.89     54.51     88.65     11.40     26.95     77.58     69.98     56.38     47.84 
   237    52768.94   2083.56     91.60     51.73           79.48     67.78     71.39     25.69     12.38     51.04     47.32     60.95     82.40     52.99     98.87     95.07     11.90     99.16     17.38     11.34     63.78     11.48     57.11     19.71     33.23     76.99     90.80     17.05     90.75     37.21     23.16     40.12     33.95     54.64     88.65     11.34     27.11     77.62     70.03     56.33     47.86 
   238    52770.32   2082.18     91.60     51.70           79.49     67.86     71.16     25.69     12.42     51.03     47.28     60.98     82.43     53.16     98.84     95.05     11.18     99.16     17.23     11.32     63.88     11.60     56.84     19.78     33.01     76.99     90.83     17.00     90.75     37.07     23.11     40.26     33.91     54.75     88.65     11.52     26.86     77.64     70.09     56.38     47.83 
   239    52769.21   2083.29     91.59     51.62           79.52     67.94     70.88     25.78     12.06     50.77     47.28     61.00     82.43     53.26     98.83     94.98      9.46     99.16     16.74     11.13     63.87     11.55     56.59     19.98     32.52     76.95     90.81     17.13     90.74     37.10     22.93     40.40     34.01     54.87     88.65     11.67     27.02     77.61     70.04     56.40     47.73 
   240    52768.52   2083.98     91.60     51.61           79.67     67.84     71.07     25.88     12.27     50.82     47.30     61.00     82.49     53.18     98.86     95.02      9.25     99.16     16.58     10.89     63.96     12.00     56.95     20.26     32.00     76.95     90.83     16.95     90.74     37.09     22.76     40.30     33.66     55.05     88.64     11.88     26.73     77.57     69.98     56.39     47.70 
   241    52768.57   2083.93     91.60     51.66           79.69     67.78     70.76     26.16     11.94     50.82     47.35     61.07     82.47     53.09     98.85     95.03      9.21     99.17     16.93     10.98     63.99     12.12     57.08     20.42     32.08     76.95     90.78     16.86     90.73     37.14     23.13     40.56     33.62     55.21     88.64     12.00     27.10     77.60     69.93     56.37     47.73 
   242    52768.54   2083.96     91.60     51.69           79.67     67.88     70.83     26.19     11.73     50.92     47.50     61.03     82.46     53.15     98.87     95.07      9.83     99.16     17.36     11.35     64.11     12.23     56.74     20.82     31.83     76.97     90.78     16.94     90.73     37.18     23.02     40.60     33.54     55.19     88.64     11.91     26.70     77.56     69.88     56.46     47.79 
   243    52768.48   2084.02     91.61     51.77           79.77     67.95     71.00     26.19     11.52     51.08     47.24     61.08     82.40     53.19     98.87     95.05     11.28     99.16     17.53     11.55     64.21     12.26     56.57     21.09     32.41     76.95     90.77     17.02     90.72     37.21     23.41     40.60     33.40     55.23     88.64     12.10     26.60     77.54     69.85     56.47     47.77 
   244    52766.07   2086.43     91.60     51.73           79.75     67.89     70.67     26.25     11.63     50.73     47.26     61.17     82.35     53.24     98.88     95.00     12.30     99.16     17.54     11.37     64.17     12.54     56.18     20.73     32.10     76.92     90.80     16.81     90.72     37.22     22.95     40.55     33.38     55.11     88.64     11.99     26.52     77.48     69.79     56.52     47.68 
   245    52766.91   2085.59     91.60     51.78           79.66     67.90     70.64     25.92     11.38     50.83     47.32     61.23     82.34     53.26     98.88     95.00     14.69     99.16     16.90     11.29     63.96     13.14     56.24     20.61     32.08     76.91     90.76     17.11     90.72     37.41     22.75     40.04     33.55     55.15     88.63     12.16     26.49     77.54     69.74     56.56     47.72 
   246    52767.27   2085.23     91.60     51.77           79.87     67.89     70.67     26.37     11.16     50.57     47.39     61.22     82.43     53.26     98.87     94.95     15.93     99.16     16.42     11.17     63.76     13.25     56.20     20.39     31.67     76.91     90.74     17.04     90.72     37.44     22.88     40.21     33.40     54.94     88.63     12.25     26.21     77.56     69.74     56.65     47.75 
   247    52767.84   2084.66     91.61     51.82           79.87     67.87     70.71     26.26     11.07     50.58     47.42     61.21     82.41     53.37     98.88     94.91     16.36     99.16     16.60     10.88     63.87     14.17     56.45     20.70     31.63     76.93     90.74     16.97     90.72     37.46     22.99     39.95     33.53     54.82     88.60     12.26     26.16     77.58     69.71     56.71     47.82 
   248    52768.13   2084.37     91.61     51.85           79.86     67.95     70.44     26.33     11.42     50.60     47.32     61.27     82.35     53.39     98.88     94.87     17.82     99.16     16.53     11.24     63.87     14.11     55.87     20.76     31.32     76.92     90.76     17.10     90.72     37.44     23.38     39.69     33.54     54.79     88.61     12.18     26.16     77.61     69.75     56.61     47.82 
   249    52767.10   2085.40     91.60     51.80           79.77     68.00     70.51     26.47     11.16     50.61     47.23     61.26     82.35     53.31     98.91     94.84     16.14     99.16     16.87     11.27     63.85     13.73     56.05     21.12     31.37     76.92     90.75     17.24     90.72     37.52     22.88     39.77     33.39     54.85     88.61     12.07     26.11     77.59     69.70     56.63     47.81 
   250    52766.65   2085.85     91.60     51.81           79.89     68.17     70.83     26.21     11.51     50.54     47.16     61.33     82.31     53.36     98.91     94.89     18.40     99.16     16.64     10.93     63.63     13.28     55.29     21.33     31.39     76.93     90.72     17.14     90.72     37.58     22.67     39.59     33.27     54.90     88.61     11.94     25.86     77.54     69.72     56.66     47.81 
   251    52766.62   2085.88     91.59     51.78           79.93     68.18     70.63     25.89     11.29     50.26     47.34     61.33     82.29     53.37     98.92     94.91     17.53     99.16     16.65     10.97     63.75     13.07     55.30     21.39     32.21     76.92     90.70     17.00     90.72     37.66     22.99     39.71     33.29     54.81     88.62     11.78     25.63     77.52     69.75     56.76     47.82 
   252    52765.89   2086.61     91.60     51.83           79.87     68.20     70.62     25.62     10.74     50.08     47.45     61.24     82.43     53.26     98.91     94.89     19.13     99.16     16.51     11.32     64.06     13.65     55.26     21.30     32.76     76.91     90.69     16.95     90.72     37.66     23.15     39.76     33.12     54.87     88.61     11.67     25.51     77.53     69.76     56.71     47.72 
   253    52766.60   2085.90     91.59     51.78           80.04     68.24     70.48     25.40     10.43     50.21     47.41     61.21     82.42     53.34     98.90     94.91     17.47     99.16     17.00     10.88     64.09     13.12     55.42     20.87     33.06     76.91     90.70     16.92     90.72     37.30     23.59     39.96     33.12     54.81     88.62     11.75     25.64     77.57     69.81     56.73     47.73 
   254    52764.99   2087.51     91.59     51.82           79.94     68.22     70.60     25.33     10.21     50.24     47.25     61.09     82.43     53.20     98.91     94.88     18.50     99.16     17.09     11.08     64.24     13.78     55.66     20.55     33.29     76.93     90.64     16.86     90.72     37.41     23.19     40.08     33.14     54.90     88.61     11.80     25.84     77.52     69.78     56.68     47.72 
   255    52765.63   2086.87     91.59     51.84           80.00     68.18     70.67     25.39     10.20     50.27     47.31     61.19     82.44     53.17     98.89     94.90     19.76     99.16     16.71     10.59     64.42     14.04     55.44     20.67     33.11     76.93     90.65     16.89     90.72     37.31     22.90     39.98     33.02     55.10     88.58     11.90     25.84     77.55     69.82     56.62     47.66 
   256    52765.19   2087.31     91.60     51.84           79.77     68.15     70.74     25.59      9.92     50.07     47.37     61.25     82.44     53.10     98.90     94.91     19.61     99.16     16.87     10.89     64.55     14.30     55.28     20.65     33.31     76.92     90.63     17.12     90.72     37.23     22.58     40.10     32.96     55.16     88.59     11.76     25.85     77.54     69.80     56.60     47.71 
   257    52765.00   2087.50     91.60     51.88           79.90     68.01     70.90     25.68      9.62     50.00     47.41     61.19     82.42     53.07     98.92     94.92     20.31     99.16     17.20     10.97     64.49     14.47     55.25     20.75     33.04     76.92     90.62     17.10     90.72     37.26     22.77     40.15     33.06     55.20     88.60     11.94     26.17     77.61     69.78     56.43     47.64 
