constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: UCBtuned , CP HenkyPenky , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  
MABsolver_config: params: weights:  [  0.708700  ]  [  42.830000  ]  [  50.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   282    52121.22   2731.28     91.02     49.10           86.67     73.78     71.03     17.67     -1.04     63.31     56.46     74.59     87.71     33.82     99.52     96.90     38.72     99.60     14.11     14.33     59.72      9.72     66.96      7.08     24.96     29.99     87.25     19.05     90.80     38.25     30.89     44.11     34.75     61.66     16.66     18.17     25.33     78.20     73.66     36.07     36.36 
   283    52119.29   2733.21     91.01     49.09           86.66     73.81     70.98     17.71     -1.26     63.40     56.45     74.58     87.72     33.85     99.54     96.85     39.15     99.60     14.06     14.02     59.82      9.96     66.80      6.90     25.06     29.99     87.21     19.23     90.80     38.33     30.75     43.77     34.87     61.59     16.53     18.04     25.24     78.17     73.64     36.06     36.34 
   284    52122.39   2730.11     91.02     49.10           86.73     73.84     70.79     17.90     -1.17     63.44     56.42     74.64     87.79     33.93     99.53     96.84     38.66     99.60     13.80     13.94     59.70      9.86     67.23      6.81     24.85     29.99     87.23     19.33     90.80     38.11     31.25     44.15     34.96     61.53     16.73     17.85     25.47     78.22     73.68     36.05     36.39 
   285    52122.09   2730.41     91.02     49.08           86.74     73.83     70.74     17.88     -1.29     63.37     56.43     74.62     87.76     33.89     99.54     96.86     38.46     99.60     13.96     14.01     59.82      9.89     66.63      6.79     24.66     30.00     87.28     19.39     90.80     38.12     30.90     44.31     34.85     61.56     16.60     17.97     25.41     78.21     73.72     36.13     36.40 
   286    52121.48   2731.02     91.02     49.06           86.73     73.71     70.89     17.82     -1.22     63.45     56.29     74.64     87.88     33.86     99.55     96.84     37.55     99.60     14.34     13.89     59.94      9.86     66.54      6.45     24.62     30.01     87.25     19.41     90.80     37.84     30.91     44.54     34.62     61.63     16.48     18.18     25.68     78.26     73.72     36.13     36.38 
   287    52122.98   2729.52     91.02     49.09           86.70     73.82     71.06     17.98     -1.20     63.58     56.26     74.69     87.94     33.87     99.55     96.83     37.00     99.60     14.63     14.10     59.99      9.90     66.51      6.43     24.49     30.01     87.23     19.36     90.80     37.84     31.48     44.79     34.75     61.56     16.72     18.32     25.46     78.24     73.66     36.08     36.34 
   288    52123.26   2729.24     91.02     49.03           86.61     73.86     71.12     17.75     -1.31     63.64     56.19     74.73     87.94     33.89     99.54     96.82     35.97     99.60     14.58     13.89     60.19     10.00     66.21      6.08     24.64     30.00     87.21     19.40     90.80     37.93     31.50     44.58     34.59     61.37     16.96     18.16     25.51     78.19     73.63     36.11     36.35 
   289    52122.20   2730.30     91.02     49.03           86.75     73.91     71.30     17.79     -1.50     63.72     56.16     74.73     87.97     33.92     99.55     96.81     36.19     99.60     14.74     14.14     60.01     10.03     65.91      6.40     24.62     30.00     87.21     19.74     90.80     37.96     31.34     44.05     34.47     61.26     16.83     18.05     25.29     78.19     73.61     36.11     36.38 
   290    52121.36   2731.14     91.02     49.00           86.77     73.93     71.30     17.77     -1.72     63.72     56.14     74.75     87.93     33.94     99.55     96.81     35.38     99.60     15.10     13.75     59.99     10.14     66.03      6.57     24.22     30.00     87.17     19.74     90.80     38.07     31.53     43.97     34.54     61.30     16.73     18.10     25.14     78.16     73.64     36.11     36.34 
   291    52121.42   2731.08     91.02     48.98           86.87     73.89     71.40     17.58     -1.93     63.73     56.22     74.79     88.01     33.95     99.53     96.81     34.36     99.60     15.12     13.59     60.16     10.17     65.73      6.78     24.21     29.98     87.17     19.69     90.80     38.03     31.59     44.00     34.53     61.35     16.63     17.93     25.54     78.23     73.64     36.10     36.34 
   292    52123.94   2728.56     91.02     49.03           86.84     73.84     71.47     17.40     -2.00     63.82     56.30     74.82     88.08     34.05     99.53     96.82     34.04     99.60     15.55     13.65     60.34     10.55     65.83      7.32     24.22     29.96     87.21     19.71     90.80     38.17     31.96     44.14     34.40     61.37     16.90     17.82     25.48     78.26     73.61     36.07     36.31 
   293    52123.51   2728.99     91.03     49.07           86.66     73.94     71.60     17.43     -1.95     63.90     56.31     74.91     88.15     33.95     99.53     96.87     33.38     99.60     15.63     14.13     60.36     10.65     66.23      7.29     24.45     29.95     87.24     19.77     90.80     38.21     32.13     44.40     34.29     61.32     16.80     17.66     25.59     78.23     73.62     36.10     36.27 
   294    52120.70   2731.80     91.03     49.09           85.99     74.05     71.54     17.38     -1.89     64.01     56.15     74.89     88.13     33.96     99.53     96.90     34.15     99.60     15.85     14.01     60.24     11.02     66.04      7.04     25.52     29.93     87.21     19.59     90.80     38.26     32.43     44.63     34.37     61.21     16.67     17.48     25.60     78.19     73.60     36.08     36.21 
   295    52119.35   2733.15     91.03     49.09           85.95     74.03     71.77     17.46     -1.90     64.07     56.12     74.84     88.09     34.06     99.52     96.88     32.68     99.60     15.93     14.26     60.43     10.98     66.20      6.90     25.72     29.94     87.15     19.55     90.80     38.34     32.48     44.98     34.14     61.24     16.55     17.58     25.82     78.15     73.61     36.07     36.19 
   296    52121.55   2730.95     91.04     49.11           85.96     74.08     71.70     17.29     -1.91     64.20     56.11     74.88     88.11     34.05     99.52     96.90     33.11     99.60     15.88     14.73     60.43     10.88     66.55      7.48     25.54     29.95     87.13     19.58     90.80     38.44     32.07     44.31     34.00     61.34     16.82     17.69     25.82     78.14     73.58     36.09     36.22 
   297    52120.23   2732.27     91.03     49.07           85.95     74.00     71.62     17.29     -1.98     64.18     55.98     74.86     88.12     34.01     99.54     96.89     33.06     99.60     15.42     14.75     60.42     10.44     66.65      7.51     24.98     29.96     87.14     19.64     90.80     38.52     32.36     44.26     33.98     61.52     16.71     17.74     25.69     78.14     73.55     36.10     36.18 
   298    52123.35   2729.15     91.04     49.18           86.01     74.01     71.81     17.31     -1.79     64.18     55.99     74.91     88.07     34.02     99.53     96.90     33.83     99.60     15.64     15.35     60.68     10.67     66.74      7.88     25.13     29.94     87.14     19.76     90.80     38.55     32.31     44.47     33.88     61.59     16.95     17.92     25.89     78.12     73.61     36.10     36.17 
   299    52126.07   2726.43     91.05     49.17           86.11     74.04     71.78     17.25     -1.62     64.32     55.90     74.97     88.08     34.08     99.52     96.90     32.64     99.60     15.12     15.18     60.82     10.97     66.81      7.74     25.08     29.94     87.15     19.67     90.80     38.62     32.39     44.33     34.01     61.58     17.21     18.04     26.08     78.15     73.61     36.14     36.12 
   300    52124.99   2727.51     91.05     49.18           86.16     73.95     71.75     17.27     -1.48     64.42     55.88     75.02     88.07     34.07     99.52     96.91     33.33     99.60     15.40     15.07     60.88     11.07     66.90      7.51     25.33     29.93     87.12     19.67     90.80     38.70     31.73     43.97     34.03     61.62     17.11     18.19     26.19     78.12     73.59     36.14     36.13 
   301    52123.89   2728.61     91.05     49.17           86.32     73.84     71.69     17.17     -1.57     64.39     56.00     75.02     88.03     34.07     99.52     96.92     32.16     99.60     15.55     15.35     60.51     11.16     66.63      7.96     25.29     29.92     87.14     19.56     90.80     38.75     32.18     44.05     34.24     61.54     16.99     18.38     26.17     78.09     73.54     36.15     36.13 
   302    52123.00   2729.50     91.04     49.13           86.31     73.69     71.54     17.05     -1.77     64.54     55.86     75.10     87.94     34.15     99.52     96.90     32.52     99.60     15.70     15.36     60.56     10.79     66.40      8.02     24.90     29.93     87.13     19.31     90.80     38.78     32.06     44.11     34.20     61.57     16.88     18.49     26.09     78.12     73.54     36.13     36.10 
   303    52121.51   2730.99     91.04     49.10           86.28     73.54     71.45     17.17     -2.11     64.57     55.71     75.12     87.97     34.15     99.52     96.95     32.28     99.60     15.97     15.34     60.54     11.42     66.50      7.16     24.88     29.94     87.09     19.30     90.80     38.84     31.63     44.14     34.05     61.52     16.78     18.37     26.07     78.11     73.55     36.20     36.13 
   304    52121.42   2731.08     91.04     49.06           86.26     73.67     71.61     17.17     -1.90     64.40     55.76     75.16     87.92     34.18     99.53     96.95     31.05     99.60     15.72     15.22     60.51     11.25     66.49      7.39     25.11     29.94     87.07     19.19     90.80     38.50     31.63     44.14     34.00     61.36     16.66     18.44     26.13     78.16     73.57     36.24     36.17 
   305    52123.29   2729.21     91.04     49.06           86.16     73.73     71.44     17.14     -2.00     64.43     55.77     75.19     87.89     34.25     99.53     96.93     30.89     99.60     15.67     15.19     60.70     10.69     66.73      7.17     25.53     29.93     87.06     19.28     90.80     38.49     31.71     44.31     33.88     61.45     16.92     18.38     26.18     78.19     73.56     36.19     36.15 
   306    52122.45   2730.05     91.04     49.02           86.31     73.68     71.39     17.45     -2.14     64.46     55.77     75.24     87.90     34.28     99.53     96.94     30.13     99.60     15.49     15.03     60.71     11.11     66.73      6.97     25.02     29.94     87.06     19.37     90.80     38.29     31.94     43.90     33.81     61.40     16.80     18.47     26.03     78.18     73.54     36.24     36.21 
   307    52122.16   2730.34     91.04     49.02           86.29     73.67     71.42     17.34     -2.15     64.53     55.72     75.29     87.96     34.16     99.53     96.94     30.75     99.60     15.50     14.96     60.66     10.81     66.64      7.23     24.87     29.93     87.02     19.40     90.80     38.33     31.46     44.16     33.82     61.42     16.71     18.57     26.18     78.17     73.57     36.23     36.23 
   308    52121.97   2730.53     91.04     49.02           86.27     73.71     71.29     17.04     -2.36     64.65     55.65     75.28     88.03     34.17     99.55     96.93     30.06     99.60     15.78     15.11     60.74     10.58     66.79      7.43     24.96     29.93     87.03     19.19     90.80     38.32     31.65     44.40     33.99     61.50     16.62     18.68     26.14     78.15     73.53     36.26     36.28 
   309    52121.08   2731.42     91.04     49.01           86.06     73.76     71.31     17.13     -2.18     64.62     55.70     75.33     88.01     34.20     99.55     96.93     29.90     99.60     15.53     15.08     60.72     10.61     66.60      7.87     24.84     29.93     87.02     19.00     90.80     38.42     31.97     44.49     33.98     61.41     16.50     18.62     25.93     78.13     73.54     36.23     36.32 
   310    52119.92   2732.58     91.03     48.93           86.21     73.69     71.34     16.88     -2.15     64.76     55.70     75.39     88.00     34.18     99.57     96.87     28.32     99.60     15.55     14.92     60.86     10.77     66.48      7.80     24.75     29.91     86.99     18.90     90.80     38.39     31.44     43.94     34.11     61.37     16.40     18.69     25.77     78.09     73.56     36.23     36.30 
   311    52119.48   2733.02     91.03     48.99           86.28     73.71     71.36     16.74     -2.09     64.79     55.80     75.37     87.95     34.21     99.57     96.87     28.55     99.60     15.69     15.20     60.91     11.13     66.60      8.17     25.20     29.90     86.99     19.11     90.80     38.33     31.57     44.01     34.33     61.30     16.30     18.56     25.55     78.09     73.53     36.29     36.32 
   312    52118.00   2734.50     91.04     49.01           86.40     73.66     71.44     16.61     -2.12     64.82     55.75     75.28     87.88     34.21     99.58     96.88     28.78     99.60     15.96     15.13     60.77     11.60     66.65      8.35     25.31     29.90     86.98     19.11     90.80     38.35     31.35     44.07     34.36     61.29     16.22     18.42     25.68     78.05     73.50     36.31     36.37 
   313    52116.84   2735.66     91.03     48.97           86.36     73.71     71.42     16.52     -2.04     64.78     55.64     75.34     87.92     34.24     99.58     96.90     28.05     99.60     16.10     14.93     60.66     11.37     66.59      8.84     25.04     29.90     86.97     19.14     90.80     38.15     31.58     43.92     34.12     61.39     16.10     18.53     25.68     78.03     73.50     36.29     36.37 
   314    52116.48   2736.02     91.03     48.98           86.35     73.60     71.34     16.71     -1.96     64.75     55.80     75.33     87.97     34.28     99.59     96.92     27.52     99.60     16.56     15.07     60.80     11.21     66.48      8.70     25.38     29.87     87.01     18.90     90.80     38.09     31.63     44.23     34.18     61.32     16.00     18.44     25.46     78.02     73.49     36.31     36.45 
   315    52118.95   2733.55     91.04     49.04           86.41     73.57     71.35     16.83     -2.05     64.73     55.75     75.39     87.95     34.34     99.58     96.89     27.24     99.60     16.44     15.43     60.77     11.75     67.03      8.87     25.87     29.86     87.04     18.94     90.80     38.13     31.81     44.08     34.26     61.36     16.19     18.55     25.46     78.01     73.52     36.27     36.49 
   316    52118.00   2734.50     91.04     49.02           86.48     73.52     71.52     16.94     -2.09     64.77     55.69     75.39     88.02     34.30     99.58     96.87     27.53     99.60     16.46     15.23     60.91     11.52     66.54      8.87     26.08     29.87     87.09     18.92     90.80     38.25     31.29     43.98     34.01     61.26     16.12     18.43     25.77     78.00     73.49     36.31     36.49 
   317    52119.52   2732.98     91.05     49.02           86.47     73.52     71.58     16.89     -2.12     64.75     55.81     75.38     88.08     34.28     99.59     96.90     26.12     99.60     16.15     15.04     61.05     12.11     66.52      9.22     25.98     29.87     87.04     18.90     90.80     38.11     31.89     44.24     34.02     61.28     16.37     18.24     26.01     77.96     73.52     36.29     36.45 
   318    52120.68   2731.82     91.05     49.00           86.41     73.42     71.50     16.86     -2.38     64.68     55.73     75.41     88.13     34.31     99.60     96.88     26.42     99.60     15.72     15.14     61.21     12.26     66.09      9.01     25.69     29.86     87.06     18.91     90.80     38.15     31.77     44.44     34.03     61.30     16.60     18.37     25.93     77.93     73.52     36.26     36.40 
   319    52118.53   2733.97     91.04     48.98           86.45     73.42     71.49     16.96     -2.65     64.74     55.55     75.44     88.09     34.31     99.60     96.89     26.27     99.60     15.80     15.28     61.08     12.23     65.99      9.20     25.84     29.84     87.05     18.90     90.80     37.85     32.28     44.01     33.96     61.19     16.48     18.40     25.96     77.90     73.50     36.25     36.39 
   320    52117.52   2734.98     91.04     48.96           86.51     73.37     71.64     16.83     -2.57     64.81     55.60     75.44     88.14     34.37     99.60     96.90     26.06     99.60     15.63     15.13     61.16     12.00     65.69      9.23     25.85     29.84     87.10     19.07     90.80     37.93     31.92     44.06     33.93     61.11     16.37     18.54     25.98     77.86     73.48     36.20     36.36 
   321    52118.55   2733.95     91.04     48.96           86.55     73.47     71.64     16.83     -2.30     64.79     55.47     75.46     88.09     34.41     99.60     96.92     26.29     99.60     15.39     15.10     61.15     11.78     65.29      9.17     26.01     29.84     87.07     18.67     90.80     38.03     32.02     44.16     34.04     61.17     16.59     18.68     25.88     77.81     73.45     36.19     36.40 
   322    52119.97   2732.53     91.05     48.96           86.58     73.48     71.72     16.99     -2.12     64.61     55.48     75.51     88.10     34.50     99.61     96.89     26.27     99.60     15.28     15.11     61.34     11.93     65.19      9.23     25.44     29.86     87.02     18.65     90.80     37.79     31.63     44.13     33.85     61.13     16.83     18.85     26.36     77.80     73.41     36.27     36.40 
   323    52119.11   2733.39     91.04     48.92           86.70     73.37     71.77     16.79     -2.18     64.66     55.41     75.48     88.13     34.49     99.61     96.87     26.19     99.60     15.05     15.05     61.46     12.07     64.46      9.14     25.50     29.87     87.02     18.81     90.80     37.82     31.35     44.29     33.82     61.04     16.72     18.88     26.20     77.84     73.41     36.25     36.36 
   324    52119.01   2733.49     91.04     48.93           86.31     73.35     71.78     16.72     -2.38     64.66     55.52     75.53     88.12     34.53     99.61     96.87     26.91     99.60     14.94     14.73     61.41     12.47     64.59      9.47     25.41     29.87     86.98     18.77     90.80     37.77     31.31     44.30     33.70     61.08     16.62     18.93     26.36     77.88     73.42     36.26     36.38 
   325    52118.27   2734.23     91.04     48.92           86.26     73.30     71.79     16.82     -2.51     64.78     55.51     75.53     88.21     34.53     99.62     96.90     25.78     99.60     15.08     14.63     61.35     12.43     64.90      9.38     25.46     29.88     86.97     18.75     90.80     37.81     31.50     44.68     33.78     61.01     16.51     19.03     26.24     77.84     73.41     36.27     36.36 
   326    52118.25   2734.25     91.05     48.96           86.26     73.28     71.81     16.83     -2.54     64.70     55.57     75.47     88.27     34.46     99.61     96.90     25.71     99.60     15.40     14.72     61.31     12.52     65.21      9.44     25.99     29.88     86.96     18.76     90.80     37.83     31.60     44.47     33.92     60.96     16.41     19.16     26.15     77.87     73.40     36.31     36.43 
   327    52118.36   2734.14     91.04     48.96           86.29     73.23     71.76     16.83     -2.46     64.82     55.58     75.55     88.21     34.47     99.63     96.91     26.18     99.60     14.86     14.54     61.43     12.60     65.36      9.53     25.65     29.87     86.94     19.02     90.80     37.84     31.59     44.33     34.02     60.81     16.33     19.20     26.21     77.89     73.43     36.27     36.40 
   328    52117.24   2735.26     91.04     48.91           86.29     73.22     71.77     16.76     -2.76     64.78     55.54     75.51     88.23     34.35     99.61     96.89     25.12     99.60     14.76     14.35     61.43     12.56     65.92      9.41     25.63     29.87     86.93     18.92     90.80     37.89     31.56     44.35     33.97     60.77     16.25     19.25     26.07     77.92     73.42     36.21     36.43 
   329    52116.43   2736.07     91.04     48.94           86.35     73.20     71.90     16.89     -2.84     64.79     55.45     75.60     88.15     34.40     99.62     96.90     25.35     99.60     14.95     14.33     61.52     13.37     65.81      9.29     25.59     29.86     86.90     18.80     90.80     37.91     31.73     44.49     33.97     60.79     16.14     19.39     26.01     77.90     73.42     36.24     36.38 
   330    52118.58   2733.92     91.05     48.94           86.38     73.37     71.73     16.88     -2.68     64.70     55.49     75.52     88.19     34.43     99.62     96.90     24.24     99.60     15.21     14.30     61.71     13.21     65.51      9.43     25.43     29.87     86.92     18.70     90.80     37.90     31.73     44.78     34.18     60.74     16.33     19.45     26.13     77.93     73.44     36.21     36.37 
   331    52118.10   2734.40     91.04     48.93           86.44     73.27     71.61     16.77     -2.77     64.81     55.57     75.54     88.17     34.36     99.59     96.93     24.41     99.60     15.05     14.04     61.66     13.53     65.23      9.78     25.44     29.85     86.89     18.82     90.80     37.94     31.38     44.87     34.24     60.79     16.23     19.37     26.06     77.92     73.48     36.20     36.39 
   332    52119.89   2732.61     91.05     48.93           86.54     73.39     71.61     16.84     -2.41     64.92     55.55     75.59     88.18     34.32     99.63     96.95     23.86     99.60     14.94     14.22     61.72     13.73     65.66      9.47     25.25     29.83     86.88     18.73     90.80     37.70     31.45     44.70     34.28     60.73     16.44     19.50     25.90     77.88     73.51     36.17     36.43 
   333    52121.80   2730.70     91.05     48.94           86.50     73.33     71.62     16.67     -2.44     65.01     55.57     75.63     88.12     34.30     99.64     96.97     22.88     99.60     14.83     14.23     61.77     13.33     65.64      9.61     26.49     29.83     86.89     18.83     90.80     37.63     31.20     44.87     34.39     60.76     16.64     19.51     25.92     77.87     73.53     36.18     36.42 
   334    52121.49   2731.01     91.05     48.99           86.44     73.33     71.76     16.67     -2.23     65.11     55.52     75.58     88.11     34.35     99.65     96.97     22.99     99.60     14.73     14.13     61.93     13.41     65.37      9.84     26.97     29.84     86.88     18.80     90.80     37.63     31.80     45.17     34.57     60.84     16.52     19.50     26.16     77.89     73.50     36.18     36.41 
   335    52121.10   2731.40     91.05     48.99           86.59     73.23     71.50     16.80     -2.22     65.18     55.52     75.57     88.08     34.37     99.65     97.00     22.93     99.60     14.81     14.03     61.92     13.55     65.36     10.12     27.09     29.84     86.92     18.80     90.80     37.69     31.87     44.96     34.58     60.74     16.44     19.54     25.97     77.93     73.47     36.15     36.43 
   336    52121.30   2731.20     91.05     48.95           86.64     73.07     71.56     16.72     -2.13     65.30     55.59     75.51     88.08     34.43     99.65     96.94     22.20     99.60     14.35     13.81     61.99     13.51     65.39     10.01     27.24     29.85     86.98     18.81     90.80     37.56     31.38     45.13     34.56     60.94     16.34     19.60     25.61     77.99     73.49     36.11     36.42 
   337    52119.86   2732.64     91.05     48.96           86.73     73.12     71.53     16.80     -1.99     65.38     55.53     75.44     88.13     34.36     99.66     96.97     22.67     99.60     14.42     13.87     62.06     13.35     65.35     10.16     27.12     29.84     86.92     18.99     90.80     37.56     31.67     44.61     34.68     60.83     16.21     19.72     25.63     77.97     73.47     36.05     36.45 
   338    52119.52   2732.98     91.04     48.99           86.79     73.13     71.43     16.69     -1.79     65.38     55.61     75.50     88.07     34.33     99.65     96.93     23.37     99.60     14.50     13.61     62.09     13.37     65.35     10.05     27.31     29.83     86.92     19.07     90.80     37.55     31.63     44.95     34.82     60.87     16.10     19.80     25.25     77.95     73.47     36.08     36.46 
   339    52118.73   2733.77     91.05     49.01           86.83     73.17     71.37     16.74     -1.80     65.32     55.59     75.55     88.05     34.31     99.65     96.93     24.19     99.60     14.45     13.90     61.98     13.51     65.27      9.74     26.99     29.82     86.94     19.11     90.80     37.51     31.79     45.14     34.57     60.98     15.97     19.88     25.43     77.94     73.52     36.05     36.44 
   340    52120.93   2731.57     91.05     49.01           86.86     73.15     71.38     16.88     -1.68     65.41     55.52     75.56     87.97     34.34     99.64     96.94     24.00     99.60     14.35     13.80     62.01     13.35     65.31      9.88     27.08     29.82     86.92     19.23     90.80     37.52     31.29     45.20     34.60     61.03     16.18     19.74     25.45     77.92     73.59     36.08     36.46 
   341    52120.42   2732.08     91.05     49.01           86.86     73.03     71.37     16.93     -1.96     65.38     55.62     75.59     87.89     34.30     99.64     96.94     25.92     99.60     13.67     13.63     62.12     13.37     65.14      9.78     26.76     29.80     86.93     19.07     90.80     37.27     31.69     45.28     34.51     60.97     16.11     19.79     25.42     77.95     73.62     36.07     36.45 
   342    52120.15   2732.35     91.05     49.04           87.06     73.11     71.38     16.84     -2.08     65.33     55.66     75.63     87.93     34.27     99.64     96.94     26.43     99.60     13.74     13.61     62.04     13.80     64.96      9.66     27.02     29.80     86.93     19.05     90.80     37.23     31.88     45.28     34.58     60.97     16.01     19.91     25.57     77.92     73.66     36.07     36.42 
   343    52118.80   2733.70     91.05     49.04           87.07     73.10     71.30     16.94     -2.15     65.44     55.67     75.65     87.83     34.27     99.61     96.98     26.30     99.60     13.70     13.86     62.01     13.94     64.58      9.82     27.44     29.80     86.88     18.85     90.80     37.23     31.86     45.29     34.53     61.03     15.94     19.99     25.31     77.87     73.65     36.06     36.43 
   344    52117.83   2734.67     91.05     49.04           87.11     73.17     71.22     16.84     -2.05     65.40     55.77     75.66     87.79     34.28     99.60     96.98     26.05     99.60     13.72     13.95     62.12     14.19     64.72      9.77     27.05     29.78     86.86     18.87     90.80     37.24     31.81     45.36     34.48     61.12     15.84     20.12     25.30     77.85     73.63     36.05     36.43 
   345    52117.46   2735.04     91.05     49.04           87.10     73.03     71.29     16.80     -2.17     65.54     55.65     75.64     87.83     34.36     99.59     97.01     26.14     99.60     13.97     14.13     62.15     14.03     64.33      9.86     27.33     29.78     86.88     18.68     90.80     37.16     32.11     45.18     34.48     61.06     15.76     19.97     25.26     77.90     73.65     36.02     36.42 
   346    52117.36   2735.14     91.05     49.05           87.07     73.08     71.20     16.80     -1.99     65.58     55.53     75.67     87.87     34.36     99.59     97.01     26.07     99.60     13.87     13.95     62.00     14.16     64.54     10.15     27.70     29.76     86.88     18.73     90.80     37.15     32.08     45.16     34.48     61.07     15.69     19.87     25.23     77.92     73.68     35.97     36.44 
   347    52117.57   2734.93     91.05     49.10           87.08     72.96     71.26     16.83     -2.02     65.48     55.51     75.65     87.94     34.42     99.59     97.05     27.49     99.60     13.78     13.78     61.99     14.18     64.57     10.64     28.12     29.78     86.90     18.45     90.80     37.19     32.15     45.24     34.64     60.99     15.63     20.03     25.16     77.88     73.71     35.99     36.42 
   348    52119.32   2733.18     91.05     49.12           87.09     72.92     71.33     16.77     -1.77     65.45     55.42     75.64     87.94     34.40     99.56     97.00     27.07     99.60     14.02     13.79     62.03     14.43     64.34     10.68     27.82     29.76     86.89     18.55     90.80     37.21     32.35     45.46     34.72     61.11     15.85     20.16     24.91     77.85     73.76     35.97     36.40 
   349    52119.80   2732.70     91.05     49.09           87.07     72.96     71.19     16.68     -2.01     65.22     55.39     75.69     87.97     34.39     99.56     97.01     27.11     99.60     13.81     13.62     62.04     14.21     64.46     10.51     27.79     29.77     86.91     18.71     90.80     37.22     32.05     45.64     34.94     61.12     15.77     20.26     24.80     77.88     73.81     35.96     36.39 
   350    52119.65   2732.85     91.05     49.12           87.14     72.94     71.39     16.78     -2.03     65.21     55.41     75.62     87.98     34.45     99.57     97.03     27.14     99.60     13.83     13.26     62.00     14.57     64.27     10.46     28.11     29.80     86.90     18.70     90.80     37.23     32.10     46.00     35.12     61.03     15.71     20.28     24.79     77.90     73.77     35.99     36.37 
   351    52119.43   2733.07     91.05     49.14           87.07     72.97     71.32     16.94     -1.87     65.21     55.44     75.55     87.95     34.52     99.57     97.01     27.35     99.60     13.90     13.43     62.09     14.30     64.10     10.44     28.55     29.78     86.91     18.67     90.80     37.26     32.51     45.95     35.19     61.05     15.62     20.36     24.69     77.89     73.80     35.99     36.37 
   352    52122.34   2730.16     91.05     49.20           87.02     73.01     71.35     16.95     -1.85     65.30     55.44     75.60     87.93     34.51     99.55     96.98     28.75     99.60     13.92     13.45     62.02     14.26     64.24     10.62     28.30     29.79     86.90     18.82     90.80     37.24     32.64     45.98     35.39     61.08     15.84     20.54     24.47     77.90     73.83     35.98     36.39 
   353    52120.73   2731.77     91.05     49.18           87.06     73.08     71.20     17.18     -1.79     65.33     55.40     75.60     87.88     34.45     99.56     96.93     28.27     99.60     13.71     13.58     62.12     13.82     64.58     10.82     28.07     29.79     86.86     18.72     90.80     37.31     32.68     45.57     35.47     61.09     15.73     20.42     24.52     77.88     73.79     35.95     36.46 
   354    52122.27   2730.23     91.05     49.20           87.07     73.22     71.40     17.33     -1.91     65.42     55.45     75.62     87.89     34.45     99.56     96.97     28.53     99.60     13.73     13.41     62.20     13.62     64.76     10.73     27.98     29.78     86.82     18.59     90.80     37.30     32.56     45.79     35.52     60.99     15.95     20.52     24.58     77.84     73.77     35.97     36.47 
   355    52120.76   2731.74     91.05     49.16           87.12     73.14     71.36     17.16     -2.18     65.53     55.47     75.65     87.88     34.48     99.57     96.96     27.61     99.60     13.69     13.54     62.24     13.86     64.54     10.78     27.77     29.78     86.81     18.72     90.80     37.34     32.40     46.06     35.45     61.08     15.84     20.41     24.60     77.81     73.73     35.97     36.49 
   356    52119.43   2733.07     91.05     49.17           87.15     73.15     71.31     17.30     -2.54     65.51     55.46     75.69     87.90     34.42     99.57     96.94     27.36     99.60     13.76     13.37     62.19     13.82     64.89     10.81     28.13     29.79     86.79     18.76     90.80     37.46     32.16     46.14     35.47     61.06     15.73     20.49     24.77     77.78     73.68     35.97     36.48 
   357    52119.34   2733.16     91.04     49.12           87.17     72.97     71.42     17.48     -2.68     65.57     55.48     75.74     87.86     34.40     99.58     96.96     26.05     99.60     13.61     13.35     62.37     13.45     64.77     10.44     28.29     29.79     86.81     18.80     90.80     37.34     32.45     46.22     35.58     60.96     15.64     20.44     24.74     77.80     73.72     35.95     36.49 
   358    52119.05   2733.45     91.05     49.12           87.23     72.97     71.43     17.24     -2.78     65.72     55.62     75.76     87.84     34.36     99.57     96.96     25.20     99.60     13.91     13.07     62.55     13.63     65.21     10.22     28.25     29.78     86.81     19.02     90.80     37.25     32.54     46.31     35.62     60.97     15.57     20.33     25.01     77.83     73.73     35.94     36.42 
   359    52118.50   2734.00     91.04     49.10           87.19     72.90     71.38     17.21     -2.57     65.74     55.61     75.75     87.81     34.39     99.56     96.94     24.51     99.60     13.54     13.02     62.58     13.65     64.70     10.35     28.62     29.77     86.80     19.08     90.80     37.31     32.43     46.26     35.66     60.95     15.47     20.56     25.00     77.82     73.71     35.95     36.45 
