constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP Disabled , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.000000  -0.100000  -0.400000  ]  [  0.800000  -0.100000  -0.300000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   140    52474.17   2378.33     90.75     50.59           86.76     71.25     72.93     24.91      4.76     34.62     49.05     53.73     83.78     44.88     99.28     95.84     49.71     99.16     13.43     21.05     64.93      7.71     55.43     23.79     22.29     74.89     92.34     20.52     49.49     34.44     21.56     44.53     43.77     56.73     87.70     11.27     17.34     77.09     69.75     46.99     44.02 
   141    52475.80   2376.70     90.76     50.68           86.87     71.09     72.78     25.24      4.49     34.37     49.17     53.65     83.82     44.68     99.29     95.80     49.65     99.16     13.19     21.89     64.99      7.52     56.21     24.52     22.78     74.88     92.44     20.66     49.49     34.67     21.68     44.61     43.63     56.96     87.70     11.55     17.86     77.20     69.70     46.95     44.02 
   142    52476.49   2376.01     90.77     50.77           86.45     71.19     72.92     24.86      4.54     34.19     49.24     53.74     83.73     44.84     99.30     95.81     52.39     99.16     12.96     21.88     65.04      8.45     56.61     23.91     22.42     74.87     92.43     20.80     49.49     34.71     21.54     45.65     43.75     56.78     87.70     11.34     17.92     77.15     69.78     47.04     44.01 
   143    52475.49   2377.01     90.76     50.77           86.49     71.35     72.73     24.87      4.08     34.15     49.35     53.79     83.68     44.90     99.31     95.82     52.87     99.16     13.29     21.68     64.94      8.53     56.03     23.69     23.02     74.86     92.42     21.16     49.49     34.88     21.66     45.75     43.58     56.75     87.69     10.96     17.89     77.08     69.84     46.94     43.99 
   144    52474.88   2377.62     90.76     50.74           86.65     70.99     72.90     24.65      4.17     34.25     49.19     53.83     83.59     44.88     99.27     95.78     51.11     99.16     14.17     21.76     64.97      8.89     55.63     24.02     22.72     74.89     92.49     21.21     49.49     34.79     21.56     45.78     43.65     56.83     87.69     11.29     17.29     77.03     69.77     47.00     44.00 
   145    52473.36   2379.14     90.76     50.61           86.43     70.97     73.08     24.17      4.90     33.94     49.23     53.77     83.70     44.87     99.28     95.74     48.00     99.16     14.34     21.47     65.01      8.97     55.35     22.74     22.65     74.86     92.51     21.21     49.49     34.77     21.31     45.75     43.61     56.96     87.69     11.21     17.79     76.97     69.75     47.05     44.00 
   146    52473.22   2379.28     90.75     50.52           86.26     71.02     73.01     24.89      4.60     33.65     49.20     53.86     83.66     45.04     99.22     95.75     46.16     99.16     13.84     21.28     65.33      8.36     54.42     22.25     23.29     74.86     92.53     21.22     49.49     34.72     21.57     46.08     43.68     56.86     87.69     11.20     17.50     76.91     69.85     47.01     43.91 
   147    52475.71   2376.79     90.76     50.59           86.33     70.91     73.07     25.06      5.18     33.90     49.33     53.94     83.63     44.82     99.22     95.78     46.67     99.16     13.20     21.27     65.16      8.44     55.27     22.76     23.97     74.86     92.50     21.62     49.49     35.07     21.22     46.39     43.56     56.46     87.68     10.91     17.26     77.02     69.98     47.01     43.90 
   148    52475.74   2376.76     90.76     50.60           86.31     70.94     72.99     24.70      4.69     34.23     49.24     53.97     83.62     44.95     99.23     95.81     45.81     99.16     13.78     21.08     65.08      8.78     54.88     23.03     25.35     74.87     92.52     21.20     49.49     34.99     20.97     46.47     43.81     56.58     87.68     10.63     17.32     76.98     69.94     47.13     43.96 
   149    52475.58   2376.92     90.75     50.58           86.03     70.99     73.15     24.12      4.06     34.03     49.16     53.96     83.59     44.93     99.22     95.81     46.31     99.17     14.23     21.52     65.18      8.59     54.17     22.42     26.50     74.89     92.46     20.95     49.49     35.00     20.84     46.52     43.62     56.56     87.66     10.45     17.60     77.07     70.02     47.07     43.95 
   150    52477.52   2374.98     90.76     50.58           86.24     70.98     73.12     24.37      4.22     34.30     49.28     53.89     83.62     45.05     99.21     95.78     45.33     99.17     14.53     21.24     64.81      8.67     53.84     22.26     28.00     74.90     92.36     21.13     49.49     35.01     20.64     45.99     43.58     56.77     87.68     10.18     17.32     77.13     70.12     47.16     44.02 
   151    52478.97   2373.53     90.76     50.58           86.16     70.91     73.01     24.56      4.12     34.36     49.18     53.88     83.70     45.30     99.23     95.75     44.24     99.17     14.30     21.32     64.94      8.34     54.38     22.35     28.79     74.89     92.41     21.50     49.49     34.71     21.11     46.08     43.61     56.48     87.68     10.04     16.75     77.20     70.13     47.18     44.03 
   152    52478.40   2374.10     90.76     50.61           86.26     71.28     73.62     24.61      4.46     34.47     49.08     53.85     83.73     45.05     99.21     95.77     44.74     99.17     13.68     21.67     64.97      8.29     54.64     23.14     27.53     74.84     92.47     21.60     49.49     34.62     20.88     46.21     43.63     56.73     87.66      9.69     16.94     77.17     70.10     47.22     43.96 
   153    52477.61   2374.89     90.76     50.55           86.20     71.35     73.45     24.58      4.65     34.77     49.11     53.95     83.61     45.04     99.24     95.85     45.49     99.17     13.99     21.48     64.99      8.76     54.20     22.54     26.64     74.81     92.53     21.12     49.49     34.52     20.71     45.85     43.45     56.71     87.65      9.56     16.42     77.10     70.16     47.30     43.93 
   154    52478.47   2374.03     90.76     50.56           86.21     71.37     73.25     24.47      4.83     34.92     49.27     54.05     83.57     45.01     99.19     95.75     45.45     99.17     13.77     21.21     65.12      8.18     54.49     22.98     26.96     74.77     92.51     20.75     49.49     34.67     20.52     46.23     43.77     56.83     87.61      9.32     16.28     77.15     70.12     47.36     44.03 
   155    52479.61   2372.89     90.76     50.57           86.08     71.33     73.43     24.54      4.70     34.79     49.18     54.12     83.48     45.02     99.22     95.66     45.55     99.16     13.68     20.95     64.95      8.00     55.10     23.37     27.48     74.77     92.44     20.92     49.49     34.78     19.98     46.17     43.54     56.76     87.60      9.62     16.42     77.21     70.20     47.34     44.01 
   156    52480.25   2372.25     90.76     50.66           86.09     71.11     73.55     24.84      4.02     35.04     49.00     54.07     83.55     45.12     99.21     95.62     47.31     99.16     14.23     21.20     64.60      7.95     56.27     22.94     27.90     74.74     92.44     21.20     49.49     34.83     20.44     45.62     43.78     56.79     87.62      9.45     16.28     77.15     70.23     47.47     44.03 
   157    52479.75   2372.75     90.77     50.72           86.01     71.18     73.38     25.28      4.28     35.13     49.01     53.98     83.66     45.05     99.22     95.65     49.17     99.16     12.99     21.27     64.69      8.28     55.21     23.16     28.15     74.73     92.45     21.52     49.49     34.79     21.07     46.06     43.48     56.66     87.63      9.65     16.59     77.05     70.22     47.46     44.04 
   158    52479.08   2373.42     90.76     50.71           86.10     71.18     73.47     25.11      4.64     35.42     49.14     53.94     83.63     44.94     99.23     95.66     50.00     99.16     13.16     21.10     64.91      8.10     54.62     23.54     27.80     74.72     92.47     21.63     49.49     34.45     20.64     45.60     43.58     56.59     87.65      9.45     16.46     76.99     70.23     47.45     44.07 
   159    52479.86   2372.64     90.77     50.78           86.52     71.19     73.48     25.33      4.40     35.65     49.12     54.06     83.59     45.20     99.26     95.63     51.32     99.16     12.33     20.75     65.06      7.92     55.02     23.52     28.05     74.71     92.46     21.53     49.50     34.51     20.72     45.63     43.76     56.35     87.67      9.77     17.20     76.89     70.18     47.50     44.08 
   160    52479.74   2372.76     90.77     50.74           86.41     71.25     73.21     25.18      4.24     35.83     49.26     54.23     83.42     45.23     99.27     95.62     50.88     99.16     12.25     20.75     65.13      8.38     55.68     22.87     28.00     74.70     92.44     21.68     49.49     34.56     19.77     45.83     43.69     56.33     87.69      9.56     16.50     76.84     70.18     47.59     44.17 
   161    52479.25   2373.25     90.77     50.70           86.29     71.33     73.16     25.22      4.42     36.04     49.23     54.19     83.57     45.36     99.27     95.65     50.19     99.16     12.17     20.25     64.99      8.45     55.43     22.93     27.50     74.67     92.33     21.27     49.49     34.47     19.85     45.84     43.81     56.38     87.69      9.81     16.64     76.79     70.12     47.72     44.16 
   162    52479.93   2372.57     90.76     50.67           86.30     71.23     72.96     24.69      4.39     35.89     49.28     54.29     83.46     45.26     99.27     95.57     48.52     99.16     11.85     20.33     65.00      8.40     55.74     23.08     28.49     74.72     92.34     21.66     49.49     34.75     20.00     45.09     44.07     56.26     87.66     10.18     16.71     76.86     70.06     47.76     44.17 
   163    52478.12   2374.38     90.75     50.69           86.10     71.02     72.80     24.65      4.91     35.94     49.12     54.28     83.42     45.38     99.26     95.44     49.45     99.16     12.27     19.75     65.01      8.34     56.38     22.85     28.34     74.71     92.29     21.90     49.49     34.72     20.25     44.87     44.04     56.36     87.65     10.00     16.88     76.86     70.02     47.71     44.08 
   164    52476.89   2375.61     90.75     50.66           85.88     71.03     72.72     24.37      4.37     35.85     49.08     54.31     83.31     45.51     99.24     95.50     50.98     99.16     12.20     19.76     65.07      8.17     55.91     21.92     28.54     74.72     92.27     21.83     49.49     34.75     20.16     44.47     43.83     56.35     87.64     10.16     17.22     76.89     69.95     47.73     44.10 
   165    52477.11   2375.39     90.74     50.61           86.05     71.11     73.01     24.53      3.77     35.57     49.20     54.34     83.21     45.64     99.22     95.47     51.03     99.16     12.00     19.35     65.24      7.39     54.76     22.28     27.66     74.70     92.28     22.20     49.49     34.65     20.60     44.82     44.08     56.28     87.64      9.97     17.00     76.86     69.97     47.72     44.18 
   166    52479.13   2373.37     90.75     50.67           86.17     71.08     73.29     24.32      3.61     35.69     49.22     54.30     83.18     45.67     99.24     95.44     51.20     99.16     12.41     20.08     65.34      7.35     54.64     22.49     28.48     74.69     92.35     22.75     49.49     34.62     21.06     44.13     43.91     55.97     87.65     10.07     16.71     76.98     70.00     47.79     44.11 
   167    52479.60   2372.90     90.74     50.62           86.06     70.96     73.29     24.02      3.26     35.65     49.40     54.41     83.08     45.61     99.25     95.36     50.06     99.16     13.17     19.36     65.33      8.02     54.41     23.51     28.38     74.68     92.32     22.73     49.49     34.26     21.20     44.08     44.08     55.82     87.65      9.94     16.12     77.02     70.09     47.73     44.09 
   168    52478.92   2373.58     90.73     50.58           85.96     71.03     73.07     23.67      3.44     35.60     49.42     54.50     82.99     45.62     99.27     95.42     49.05     99.16     13.69     19.21     65.05      7.50     54.46     23.08     28.76     74.66     92.25     22.69     49.49     34.45     21.02     44.21     44.00     55.91     87.66      9.95     16.11     76.96     70.08     47.79     44.15 
   169    52479.76   2372.74     90.74     50.62           86.02     71.29     73.02     23.27      3.65     35.73     49.46     54.66     83.04     45.70     99.30     95.47     47.93     99.16     13.61     19.92     65.12      7.34     54.98     23.72     29.23     74.68     92.24     22.69     49.49     34.29     20.93     44.41     44.00     56.01     87.66     10.14     15.91     76.92     70.09     47.72     44.08 
   170    52478.01   2374.49     90.74     50.69           86.14     71.21     73.02     23.36      3.01     35.86     49.53     54.68     83.08     45.69     99.31     95.44     50.82     99.16     13.29     20.00     65.04      7.53     55.53     23.42     29.51     74.72     92.19     22.48     49.49     34.14     21.04     44.17     43.96     56.18     87.65      9.97     16.20     76.84     70.02     47.67     44.10 
   171    52477.40   2375.10     90.75     50.73           86.35     71.15     73.08     23.37      3.35     36.09     49.54     54.62     83.19     45.77     99.30     95.47     51.58     99.16     14.04     20.55     65.02      7.13     55.61     23.18     28.70     74.72     92.17     22.72     49.49     34.14     20.67     43.98     44.01     56.33     87.65      9.97     16.41     76.76     69.97     47.63     44.17 
   172    52476.17   2376.33     90.74     50.80           86.07     70.97     72.80     23.40      3.62     36.15     49.65     54.50     83.12     45.84     99.29     95.41     52.56     99.16     14.65     20.31     64.88      7.33     55.00     23.75     30.19     74.73     92.11     22.79     49.50     34.18     20.19     44.20     43.98     56.33     87.62      9.68     16.95     76.79     69.91     47.68     44.19 
   173    52475.77   2376.73     90.75     50.81           86.05     71.05     72.75     23.42      3.15     36.10     49.82     54.49     83.08     45.95     99.30     95.43     52.14     99.16     14.80     20.62     64.97      8.44     54.53     23.81     30.91     74.74     92.10     22.27     49.50     34.38     19.58     44.63     43.96     56.33     87.61      9.99     16.41     76.75     69.88     47.53     44.25 
   174    52477.01   2375.49     90.75     50.82           86.08     71.02     72.39     23.43      3.29     36.14     49.79     54.65     83.11     45.95     99.29     95.36     51.03     99.16     14.48     20.23     65.33      8.51     54.31     24.32     32.00     74.75     92.06     22.48     49.50     34.37     19.45     45.01     43.80     56.15     87.59     10.29     16.73     76.85     69.83     47.43     44.31 
   175    52475.88   2376.62     90.76     50.85           86.14     71.18     72.42     23.35      4.03     36.29     49.67     54.65     83.06     46.02     99.32     95.43     51.09     99.16     14.86     20.99     65.68      7.77     53.58     24.42     32.07     74.74     92.04     22.21     49.50     34.58     19.28     45.07     43.41     56.21     87.57     10.55     16.78     76.79     69.78     47.43     44.27 
   176    52476.06   2376.44     90.76     50.86           86.30     71.27     72.28     23.58      3.79     36.38     49.74     54.72     83.08     45.94     99.33     95.40     50.80     99.16     14.77     21.14     64.92      7.73     54.05     24.59     32.23     74.70     91.94     22.43     49.50     34.66     19.18     45.23     43.44     56.35     87.55     10.33     16.95     76.78     69.86     47.40     44.24 
   177    52474.79   2377.71     90.76     50.84           86.33     71.19     72.20     24.10      3.67     36.15     49.48     54.77     83.04     45.91     99.33     95.48     51.64     99.16     14.35     21.28     64.96      7.46     54.27     24.10     31.48     74.69     91.86     22.50     49.49     34.69     18.99     45.57     43.20     56.50     87.56     10.20     17.08     76.72     69.84     47.48     44.27 
   178    52475.93   2376.57     90.76     50.86           86.20     71.13     72.22     24.18      4.09     35.89     49.34     54.73     83.13     46.08     99.36     95.45     51.91     99.16     14.83     21.20     64.87      7.53     54.39     24.42     31.33     74.70     91.83     22.33     49.49     34.67     18.83     45.57     43.14     56.68     87.57     10.00     16.99     76.72     69.94     47.54     44.32 
   179    52476.66   2375.84     90.76     50.97           86.25     70.95     72.17     23.93      4.90     35.79     49.30     54.61     83.06     45.98     99.37     95.42     53.85     99.16     15.64     21.04     64.80      7.15     55.22     24.54     30.99     74.70     91.84     22.47     49.50     34.72     19.18     45.89     43.36     56.57     87.58     10.23     17.29     76.67     70.02     47.61     44.26 
   180    52476.37   2376.13     90.76     50.97           86.09     70.96     72.02     24.00      4.51     36.04     49.20     54.47     82.99     46.12     99.36     95.42     54.00     99.16     15.44     21.41     64.92      7.11     54.17     25.05     31.51     74.71     91.81     22.72     49.50     34.78     18.99     45.81     43.41     56.49     87.58     10.20     17.55     76.76     69.98     47.58     44.21 
   181    52475.29   2377.21     90.76     50.95           86.22     71.06     72.10     23.74      4.42     35.83     49.46     54.47     83.08     45.98     99.36     95.43     53.26     99.16     15.58     21.77     65.28      7.18     54.29     24.69     30.56     74.71     91.73     22.91     49.50     34.73     19.10     46.28     43.30     56.59     87.58      9.95     17.36     76.75     69.92     47.65     44.14 
   182    52475.23   2377.27     90.76     50.95           86.33     71.19     72.33     24.22      4.70     35.93     49.34     54.47     83.18     46.08     99.40     95.51     52.31     99.16     15.16     21.83     65.11      6.70     54.54     24.69     30.33     74.71     91.67     23.29     49.49     34.63     19.30     46.49     43.21     56.53     87.56      9.81     17.41     76.77     69.86     47.65     44.19 
   183    52476.37   2376.13     90.76     50.87           86.34     70.99     72.32     24.15      4.92     35.73     49.57     54.51     83.16     46.04     99.37     95.52     51.37     99.16     15.08     21.60     64.73      6.45     52.95     24.88     30.49     74.72     91.67     23.21     49.49     34.72     19.34     46.49     43.34     56.55     87.57      9.93     17.00     76.86     69.82     47.78     44.26 
   184    52475.97   2376.53     90.77     50.86           86.37     71.31     72.41     24.20      5.71     35.74     49.62     54.22     83.05     45.88     99.40     95.56     50.98     99.16     15.00     22.17     64.84      6.63     52.42     24.57     30.91     74.73     91.62     23.32     49.50     34.83     17.77     45.55     43.45     56.52     87.57     10.21     17.65     76.83     69.81     47.91     44.33 
   185    52478.96   2373.54     90.78     50.89           86.34     71.52     72.34     24.15      5.89     35.82     49.71     54.36     83.09     45.76     99.39     95.61     49.62     99.16     15.24     22.45     65.18      6.81     52.75     24.92     31.59     74.73     91.69     23.08     49.50     34.81     17.02     45.48     43.64     56.69     87.56     10.63     17.45     76.85     69.86     47.96     44.36 
   186    52480.37   2372.13     90.79     50.91           86.18     71.42     72.74     24.49      5.73     36.10     49.80     54.44     83.29     45.54     99.37     95.58     50.11     99.16     14.73     22.22     65.09      7.10     52.58     26.08     31.18     74.72     91.62     23.21     49.50     34.74     16.62     45.19     43.54     56.73     87.56     10.81     17.50     76.83     69.94     47.91     44.35 
   187    52479.79   2372.71     90.78     50.94           86.39     71.51     72.76     24.45      5.67     35.81     49.90     54.41     83.36     45.41     99.42     95.57     50.80     99.16     15.19     22.07     65.14      6.42     53.44     26.30     30.65     74.71     91.59     23.60     49.50     34.85     16.08     45.08     43.47     56.71     87.58     11.12     17.76     76.74     69.92     47.88     44.34 
   188    52480.55   2371.95     90.78     50.98           86.50     71.48     72.76     24.89      5.26     35.90     49.83     54.34     83.26     45.44     99.39     95.60     52.66     99.16     15.74     22.06     65.09      6.49     53.37     26.27     29.70     74.71     91.61     23.61     49.50     34.89     15.69     45.01     43.42     56.85     87.60     11.34     17.70     76.71     69.98     47.88     44.42 
   189    52481.22   2371.28     90.79     51.04           86.56     71.15     72.96     25.02      5.64     36.18     49.77     54.35     83.24     45.55     99.36     95.61     51.53     99.16     15.66     22.40     65.19      6.77     54.06     26.26     29.82     74.71     91.63     23.89     49.50     34.60     16.66     45.16     43.34     56.95     87.58     11.63     17.68     76.68     69.99     47.91     44.32 
   190    52478.98   2373.52     90.79     50.98           86.64     70.92     73.15     25.08      5.41     36.02     49.70     54.45     83.08     45.45     99.34     95.55     51.79     99.16     14.84     22.25     65.34      7.16     54.37     25.43     30.23     74.72     91.60     24.14     49.49     34.45     15.73     44.94     43.49     56.77     87.58     11.76     17.36     76.63     69.94     47.82     44.36 
   191    52477.47   2375.03     90.78     50.93           86.62     70.96     73.10     25.25      5.47     35.87     49.71     54.53     83.03     45.49     99.35     95.59     50.99     99.16     14.97     22.02     65.08      6.91     53.85     24.64     30.85     74.71     91.56     24.05     49.49     34.42     16.22     45.05     43.53     56.89     87.56     11.55     17.37     76.68     69.92     47.74     44.23 
   192    52477.86   2374.64     90.79     50.95           86.96     70.85     73.11     25.75      5.79     36.07     49.67     54.58     83.03     45.57     99.36     95.55     49.48     99.16     15.21     22.50     65.09      7.60     53.88     24.22     31.12     74.72     91.57     23.89     49.49     34.42     16.00     44.82     43.69     56.73     87.56     11.41     17.65     76.61     69.98     47.72     44.25 
   193    52478.77   2373.73     90.79     50.94           86.86     70.82     72.75     26.36      6.36     36.32     49.69     54.58     83.16     45.52     99.36     95.53     49.95     99.16     15.13     22.35     65.11      7.25     53.87     23.85     30.82     74.70     91.56     23.60     49.49     34.32     16.03     44.73     43.68     56.66     87.56     11.61     17.57     76.69     69.96     47.79     44.20 
   194    52478.69   2373.81     90.80     50.98           86.84     71.00     72.85     26.13      6.87     36.21     49.67     54.60     83.30     45.59     99.34     95.43     49.90     99.16     15.15     22.13     65.30      8.04     53.95     23.40     31.42     74.70     91.55     23.50     49.49     34.24     16.54     44.32     43.45     56.60     87.55     11.74     17.58     76.68     69.94     47.92     44.16 
   195    52478.67   2373.83     90.81     50.98           86.79     71.05     72.64     25.78      6.89     36.36     49.70     54.65     83.23     45.63     99.36     95.45     49.23     99.16     15.59     22.80     65.24      8.51     54.22     22.74     31.61     74.70     91.57     23.28     49.49     34.32     15.91     44.10     43.67     56.63     87.54     11.97     17.82     76.64     69.90     47.95     44.21 
   196    52478.06   2374.44     90.81     50.96           86.63     71.05     72.74     25.35      6.97     36.53     49.72     54.63     83.19     45.48     99.37     95.47     48.27     99.16     15.92     22.24     64.98      9.18     54.82     22.72     31.18     74.70     91.57     23.27     49.49     34.44     15.56     44.23     43.70     56.64     87.52     12.33     17.71     76.62     69.86     47.97     44.20 
   197    52478.04   2374.46     90.81     50.98           86.63     71.05     72.90     25.60      7.42     36.68     49.77     54.65     83.25     45.50     99.39     95.46     49.34     99.16     15.53     22.17     65.13      8.53     55.05     22.22     30.52     74.69     91.56     23.20     49.49     34.45     16.63     44.39     43.55     56.47     87.52     12.20     17.69     76.66     69.81     48.01     44.16 
   198    52477.23   2375.27     90.80     50.96           86.78     71.05     73.06     25.29      7.35     36.65     49.53     54.64     83.37     45.44     99.39     95.45     48.18     99.16     15.76     21.95     64.94      8.18     55.58     22.15     30.87     74.69     91.57     23.33     49.49     34.43     16.77     44.50     43.68     56.37     87.52     12.01     17.92     76.62     69.80     48.02     44.13 
   199    52478.72   2373.78     90.81     51.04           86.81     70.82     72.95     25.43      7.40     36.63     49.58     54.65     83.51     45.39     99.40     95.44     49.85     99.16     15.58     21.34     65.03      9.15     55.74     22.48     31.30     74.71     91.56     23.24     49.49     34.56     16.48     43.76     43.97     56.51     87.52     12.24     18.26     76.69     69.78     48.13     44.05 
   200    52478.33   2374.16     90.82     51.06           86.72     70.90     73.10     25.77      6.97     36.40     49.63     54.64     83.51     45.33     99.39     95.44     49.20     99.16     15.90     22.33     64.66      9.30     56.38     22.40     31.16     74.70     91.59     23.36     49.49     34.52     16.37     43.68     44.08     56.56     87.52     12.23     18.43     76.69     69.76     48.07     44.04 
   201    52480.27   2372.23     90.83     51.07           86.55     70.78     73.11     25.72      6.88     36.47     49.60     54.68     83.60     45.34     99.38     95.37     49.55     99.16     16.22     22.26     64.48      9.75     56.27     22.32     30.71     74.69     91.63     23.49     49.49     34.52     16.19     43.69     44.04     56.45     87.53     12.52     18.62     76.77     69.84     48.09     43.96 
   202    52480.81   2371.69     90.82     51.08           86.60     70.77     73.27     25.54      6.57     36.66     49.49     54.66     83.69     45.44     99.36     95.40     50.59     99.16     16.14     21.78     64.69      9.80     55.62     22.40     30.46     74.70     91.61     23.58     49.49     34.34     16.20     44.17     44.09     56.47     87.52     12.38     18.70     76.84     69.82     48.19     43.87 
   203    52480.57   2371.93     90.83     51.10           86.62     70.87     73.36     25.04      6.51     36.34     49.40     54.57     83.84     45.34     99.34     95.36     50.84     99.15     15.96     22.30     64.62     10.25     54.87     22.68     30.88     74.69     91.58     23.66     49.49     34.34     16.78     43.88     44.07     56.57     87.52     12.26     18.99     76.90     69.83     48.14     43.84 
   204    52480.01   2372.49     90.83     51.08           86.49     71.01     73.23     24.90      6.86     36.56     49.46     54.67     83.93     45.16     99.33     95.39     49.71     99.15     16.08     22.29     64.71     11.08     54.91     22.56     31.25     74.72     91.63     23.58     49.49     33.80     16.65     43.71     43.62     56.54     87.52     12.49     18.68     76.87     69.81     48.13     43.87 
   205    52480.08   2372.42     90.84     51.03           86.32     70.83     73.42     25.27      6.72     36.53     49.61     54.68     83.99     45.14     99.32     95.44     48.39     99.16     16.29     22.02     64.88     11.90     55.19     22.35     30.30     74.75     91.68     23.67     49.49     33.64     16.42     43.65     43.30     56.50     87.54     12.42     18.72     76.93     69.75     48.13     43.88 
   206    52480.22   2372.28     90.84     51.04           86.40     71.08     73.69     25.06      6.90     36.42     49.63     54.70     84.00     45.33     99.32     95.44     47.57     99.16     16.21     21.94     64.89     12.14     54.77     22.69     30.06     74.75     91.73     23.76     49.49     33.80     16.66     43.77     43.27     56.39     87.53     12.24     18.82     76.90     69.71     48.20     43.88 
   207    52481.40   2371.10     90.84     51.05           86.43     71.21     73.78     24.91      7.00     36.20     49.76     54.83     84.01     45.40     99.30     95.48     47.92     99.16     15.85     21.74     64.94     11.88     55.01     22.74     30.47     74.73     91.73     23.63     49.49     33.79     16.48     43.82     43.66     56.39     87.53     12.04     18.61     76.93     69.75     48.27     43.79 
   208    52482.56   2369.94     90.86     51.14           86.37     71.46     73.92     24.91      7.24     36.27     49.86     54.93     84.04     45.46     99.32     95.48     47.79     99.16     15.58     22.69     65.07     12.98     55.14     24.14     30.15     74.74     91.72     23.79     49.49     33.91     16.26     43.86     43.40     56.32     87.51     11.91     18.68     77.00     69.69     48.35     43.75 
   209    52482.35   2370.15     90.86     51.12           86.34     71.39     73.93     24.48      7.04     36.20     49.91     54.90     84.12     45.58     99.31     95.48     46.12     99.15     15.69     22.81     65.00     12.82     55.36     24.12     30.79     74.73     91.65     23.61     49.49     34.11     16.85     44.04     43.62     56.38     87.51     11.74     18.56     76.94     69.73     48.36     43.73 
   210    52482.77   2369.73     90.87     51.12           86.45     71.33     73.90     24.89      7.49     36.23     49.78     54.91     84.10     45.57     99.29     95.51     44.86     99.15     15.81     22.29     65.24     13.14     55.09     23.53     31.31     74.75     91.65     23.66     49.49     34.17     16.19     44.33     43.68     56.54     87.49     11.59     19.09     77.00     69.74     48.34     43.72 
   211    52483.23   2369.27     90.87     51.24           86.58     71.48     73.78     24.92      7.58     36.27     49.94     54.97     84.05     45.56     99.28     95.49     46.26     99.15     16.40     22.53     65.08     12.70     54.96     24.02     31.22     74.74     91.62     23.95     49.49     34.29     17.48     44.48     43.92     56.52     87.48     11.54     19.46     76.95     69.73     48.38     43.69 
   212    52483.32   2369.18     90.86     51.22           86.65     71.25     73.65     24.78      7.21     36.34     49.73     54.98     83.98     45.26     99.31     95.50     45.66     99.15     16.32     23.14     65.25     12.45     55.00     24.54     31.32     74.74     91.56     24.08     49.49     34.38     17.21     44.55     44.04     56.54     87.47     11.39     19.22     76.98     69.80     48.36     43.72 
   213    52484.86   2367.64     90.86     51.22           86.54     71.23     73.13     24.63      7.75     36.22     49.68     54.99     83.99     45.22     99.27     95.53     44.98     99.15     16.24     23.13     65.28     12.02     55.46     24.67     32.24     74.74     91.55     23.81     49.49     34.57     17.46     44.23     44.05     56.68     87.46     11.50     19.07     77.03     69.88     48.35     43.80 
   214    52485.52   2366.98     90.86     51.25           86.39     71.35     73.18     24.57      7.74     36.33     49.54     55.07     83.89     45.38     99.28     95.49     46.26     99.15     15.79     23.30     65.56     12.06     55.00     24.40     32.22     74.73     91.60     23.91     49.49     34.59     17.71     44.50     44.28     56.72     87.47     11.39     18.93     77.09     69.83     48.34     43.77 
   215    52486.07   2366.43     90.86     51.22           86.37     71.49     73.23     24.39      8.48     36.29     49.65     55.07     83.98     45.27     99.30     95.45     45.02     99.15     16.19     22.73     65.41     12.00     54.62     24.17     32.76     74.75     91.58     24.17     49.49     34.55     17.51     44.37     44.33     56.68     87.45     11.60     18.52     77.05     69.91     48.30     43.78 
   216    52486.86   2365.64     90.87     51.27           86.47     71.47     73.17     24.07      8.67     36.31     49.85     55.06     83.99     45.27     99.28     95.47     44.54     99.15     16.76     22.84     65.66     11.30     54.72     24.48     34.33     74.75     91.58     24.31     49.49     34.52     17.19     44.38     44.28     56.77     87.46     11.84     18.71     77.02     69.89     48.25     43.85 
   217    52486.48   2366.02     90.87     51.29           86.49     71.60     73.25     23.88      8.17     36.56     49.95     55.01     83.89     45.18     99.29     95.47     44.88     99.15     17.14     22.52     65.50     11.34     54.76     24.56     34.16     74.76     91.65     24.38     49.49     34.66     16.89     44.71     43.90     56.70     87.47     12.00     19.24     76.99     69.84     48.21     43.94 
