constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.000000  -0.100000  -0.400000  ]  [  0.800000  -0.100000  -0.300000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   203    52777.53   2074.97     91.81     53.52           84.38     67.65     64.94     27.04      8.87     55.37     52.89     63.10     82.48     53.66     99.01     95.12     31.92     99.15     25.91     18.49     65.08     14.68     63.53     16.61     31.31     74.38     89.65     20.07     90.82     39.18     15.39     44.51     40.39     59.79     86.54     14.81     29.49     75.92     69.15     59.79     49.06 
   204    52777.93   2074.57     91.81     53.50           84.30     67.71     65.03     27.32      8.69     55.16     52.79     63.20     82.45     53.58     99.01     95.09     31.67     99.15     25.69     18.56     65.19     14.71     63.76     17.06     31.49     74.37     89.63     19.76     90.82     39.13     15.27     44.39     40.39     59.67     86.52     14.61     29.47     75.98     69.22     59.74     49.08 
   205    52778.89   2073.61     91.82     53.56           84.06     67.84     65.36     27.34      9.40     54.89     52.80     63.16     82.44     53.70     99.00     95.16     32.39     99.15     25.76     18.50     65.37     14.73     64.06     17.26     31.47     74.36     89.66     19.90     90.82     39.17     15.15     44.42     40.30     59.78     86.53     14.53     29.34     76.05     69.19     59.69     49.14 
   206    52780.26   2072.24     91.82     53.59           84.10     67.83     65.26     27.60      9.44     55.11     52.70     63.19     82.37     53.86     99.02     95.15     32.04     99.15     26.31     18.96     65.42     14.47     64.15     17.24     31.34     74.36     89.70     19.96     90.82     39.35     15.26     43.95     40.25     59.89     86.51     14.70     29.38     76.02     69.26     59.68     49.19 
   207    52780.96   2071.54     91.83     53.63           84.14     67.87     65.35     27.48      9.53     55.27     52.65     63.27     82.48     53.78     99.04     95.19     32.27     99.15     25.60     18.97     65.45     14.30     63.65     17.99     32.06     74.35     89.72     20.14     90.82     39.40     14.99     44.59     40.22     59.89     86.53     14.80     29.22     75.96     69.24     59.80     49.09 
   208    52781.05   2071.45     91.83     53.59           84.17     68.03     65.33     27.56     10.26     55.31     52.55     63.29     82.41     53.83     99.04     95.24     30.38     99.15     25.48     19.17     65.31     14.04     63.63     17.27     32.12     74.36     89.72     20.22     90.82     39.38     15.03     44.40     40.27     60.02     86.55     15.07     29.36     75.91     69.26     59.68     49.16 
   209    52782.70   2069.80     91.83     53.58           84.21     68.04     64.96     27.21     10.23     55.37     52.62     63.26     82.35     53.84     99.05     95.31     31.00     99.15     24.59     19.23     65.58     13.97     63.40     17.05     32.71     74.40     89.77     20.20     90.83     39.44     14.86     44.34     40.39     60.03     86.56     15.23     29.13     75.90     69.30     59.70     49.33 
   210    52782.35   2070.15     91.83     53.61           84.20     67.97     65.00     27.20      9.87     55.53     52.66     63.20     82.33     53.89     99.05     95.27     32.29     99.15     24.76     18.92     65.66     14.67     63.17     16.42     32.61     74.41     89.79     19.85     90.83     39.38     15.45     44.52     40.44     59.99     86.57     15.04     29.39     75.85     69.30     59.76     49.38 
   211    52782.17   2070.33     91.83     53.66           84.24     67.95     65.13     27.29     10.01     55.48     52.52     63.27     82.27     53.89     99.05     95.24     33.46     99.15     24.93     18.86     65.44     14.60     63.29     16.45     33.35     74.41     89.74     19.44     90.83     39.22     15.34     44.92     40.30     59.97     86.59     14.90     29.47     75.86     69.30     59.83     49.41 
   212    52782.53   2069.97     91.84     53.70           84.10     68.00     64.98     27.45      9.80     55.69     52.64     63.19     82.41     53.65     99.05     95.29     32.92     99.15     25.19     18.99     65.66     14.91     62.70     17.03     34.08     74.41     89.72     19.59     90.83     39.17     15.09     45.27     40.44     59.81     86.60     15.07     29.46     75.82     69.27     59.91     49.43 
   213    52783.73   2068.77     91.85     53.73           84.03     68.17     65.26     27.55      9.81     55.82     52.66     63.17     82.49     53.50     99.04     95.26     32.21     99.15     25.26     19.69     65.45     14.84     62.96     16.91     34.50     74.38     89.72     19.73     90.83     39.23     14.75     45.51     40.43     59.87     86.61     15.14     29.47     75.82     69.34     59.91     49.41 
   214    52783.41   2069.09     91.85     53.71           84.06     68.14     65.51     27.60      9.55     55.90     52.70     63.25     82.51     53.47     99.08     95.29     32.62     99.15     25.23     19.81     65.28     15.05     62.40     16.79     34.39     74.38     89.73     19.63     90.83     39.39     14.92     45.22     40.44     59.64     86.63     14.85     29.25     75.77     69.33     59.94     49.49 
   215    52783.88   2068.62     91.85     53.73           84.11     68.33     65.48     27.63      9.77     56.09     52.78     63.26     82.59     53.41     99.09     95.36     33.49     99.15     25.21     19.75     65.43     15.44     61.46     16.37     34.51     74.37     89.72     19.20     90.83     39.43     15.05     45.36     40.57     59.67     86.64     14.78     29.00     75.72     69.38     59.97     49.46 
   216    52782.47   2070.03     91.86     53.72           84.10     68.30     65.37     27.65     10.13     56.10     52.85     63.32     82.63     53.40     99.10     95.35     33.15     99.15     25.28     20.06     65.43     15.56     61.50     16.73     33.96     74.38     89.65     19.02     90.83     39.19     14.84     45.59     40.36     59.49     86.65     15.00     29.23     75.67     69.30     59.92     49.49 
   217    52782.53   2069.97     91.86     53.72           84.27     68.41     65.51     27.14      9.63     56.24     52.80     63.36     82.71     53.36     99.08     95.36     32.72     99.15     24.98     20.43     65.42     15.76     61.93     16.94     34.12     74.38     89.70     19.12     90.83     39.05     14.70     45.62     39.98     59.47     86.66     15.17     29.10     75.64     69.28     59.90     49.57 
   218    52784.44   2068.06     91.87     53.75           84.39     68.51     65.64     27.20      9.94     56.18     52.82     63.35     82.78     53.36     99.10     95.32     33.49     99.15     24.22     20.49     65.61     15.69     61.55     16.64     33.98     74.39     89.66     19.33     90.83     39.24     14.91     45.70     40.00     59.38     86.66     14.97     29.58     75.69     69.32     60.01     49.66 
   219    52785.02   2067.48     91.86     53.72           84.70     68.66     65.52     27.48      9.99     56.31     52.82     63.37     82.73     53.38     99.09     95.33     33.61     99.15     23.84     20.18     65.43     15.16     60.90     16.83     33.84     74.38     89.66     19.55     90.82     39.38     14.73     45.60     40.32     59.37     86.68     14.85     29.51     75.65     69.36     59.95     49.69 
   220    52783.82   2068.68     91.86     53.76           84.75     68.70     65.70     27.76      9.92     56.05     52.81     63.40     82.73     53.52     99.11     95.39     34.91     99.15     23.73     20.24     65.33     14.64     60.29     17.12     33.93     74.42     89.64     19.68     90.83     39.30     15.22     45.60     40.43     59.23     86.63     14.74     29.56     75.60     69.32     59.94     49.65 
   221    52784.36   2068.14     91.87     53.76           84.73     68.57     65.95     27.40      9.98     56.20     52.75     63.37     82.77     53.55     99.12     95.41     34.39     99.15     23.17     20.54     65.38     14.84     60.09     17.65     34.15     74.41     89.69     19.50     90.83     39.25     15.23     45.87     40.66     59.29     86.64     14.75     29.40     75.57     69.30     60.01     49.66 
   222    52785.11   2067.39     91.87     53.78           84.83     68.65     65.95     27.45      9.61     56.36     52.65     63.39     82.74     53.63     99.13     95.45     35.23     99.15     22.79     20.54     65.36     14.77     59.92     17.55     33.95     74.41     89.67     19.84     90.83     39.32     15.84     45.80     40.54     59.50     86.65     14.98     29.04     75.61     69.24     59.97     49.70 
   223    52785.78   2066.72     91.87     53.80           84.87     68.64     66.06     27.52      9.64     56.45     52.75     63.38     82.68     53.74     99.12     95.41     34.26     99.15     22.87     20.90     65.61     14.53     60.72     18.03     33.96     74.40     89.65     19.87     90.83     39.30     15.92     45.58     40.46     59.54     86.65     14.69     28.83     75.69     69.28     59.92     49.63 
   224    52785.91   2066.59     91.88     53.85           85.07     68.68     66.15     27.52      9.57     56.17     52.75     63.28     82.60     53.69     99.12     95.41     34.20     99.15     22.59     21.07     65.28     15.09     60.38     18.35     35.04     74.40     89.61     19.95     90.83     39.38     16.64     45.45     40.50     59.45     86.62     14.90     29.10     75.70     69.32     59.95     49.62 
   225    52784.86   2067.64     91.88     53.86           85.08     68.59     65.88     27.47     10.00     56.18     52.84     63.32     82.59     53.68     99.13     95.40     33.96     99.15     22.76     21.07     65.27     14.84     60.29     18.02     35.68     74.40     89.60     19.83     90.82     39.45     16.67     45.49     40.33     59.34     86.62     15.03     29.66     75.63     69.33     59.91     49.56 
   226    52786.57   2065.93     91.88     53.92           85.10     68.70     65.79     27.14      9.61     56.25     52.83     63.32     82.51     53.76     99.14     95.43     35.75     99.15     22.65     21.42     65.19     15.40     60.36     18.36     35.40     74.40     89.57     19.91     90.82     39.49     16.60     45.51     40.27     59.27     86.63     15.21     29.65     75.69     69.39     59.85     49.67 
   227    52786.30   2066.20     91.88     53.92           84.90     68.74     65.96     27.30      9.72     56.37     52.93     63.34     82.47     53.73     99.18     95.40     35.59     99.15     22.29     21.23     65.37     15.42     59.96     18.28     35.30     74.44     89.60     20.00     90.83     39.59     16.70     45.61     40.12     59.43     86.64     15.08     29.77     75.65     69.39     59.77     49.62 
   228    52788.30   2064.20     91.90     53.98           84.88     68.80     66.02     27.08      9.72     56.43     53.02     63.31     82.57     53.58     99.20     95.47     35.79     99.15     22.11     22.16     65.47     15.35     60.45     18.75     35.47     74.47     89.63     19.98     90.83     39.48     16.56     45.59     40.27     59.52     86.67     14.91     29.98     75.72     69.45     59.76     49.61 
   229    52787.81   2064.69     91.89     53.98           85.11     68.75     66.10     26.93      9.41     56.45     52.95     63.28     82.61     53.56     99.19     95.47     36.16     99.15     22.71     21.75     65.57     14.67     60.41     18.80     36.03     74.47     89.61     20.17     90.83     39.54     15.96     45.83     40.26     59.31     86.67     14.78     30.14     75.71     69.42     59.81     49.63 
   230    52788.63   2063.87     91.90     54.01           85.05     68.68     66.06     26.72      9.40     56.42     53.04     63.32     82.66     53.56     99.19     95.50     36.43     99.15     22.70     22.38     65.14     15.30     59.83     19.50     35.37     74.50     89.61     20.39     90.83     39.58     15.78     45.89     40.57     59.07     86.69     14.92     30.51     75.71     69.46     59.78     49.56 
   231    52787.59   2064.91     91.90     54.03           85.19     68.61     65.97     26.68      9.09     56.43     53.12     63.32     82.68     53.41     99.17     95.44     36.62     99.15     23.03     22.37     65.19     15.67     60.10     19.57     34.27     74.49     89.62     20.35     90.83     39.65     16.41     46.23     40.52     59.13     86.71     14.77     30.88     75.65     69.41     59.75     49.58 
   232    52787.22   2065.28     91.90     54.04           85.18     68.66     66.11     26.71      9.00     56.55     53.15     63.26     82.64     53.25     99.19     95.48     35.60     99.15     23.19     22.24     65.30     16.03     60.59     19.08     35.07     74.50     89.66     20.05     90.83     39.72     16.48     46.18     40.62     59.06     86.72     14.70     31.00     75.72     69.36     59.73     49.53 
   233    52786.60   2065.90     91.90     54.09           85.11     68.81     66.32     26.54      8.61     56.24     53.22     63.26     82.59     53.12     99.19     95.48     36.22     99.15     22.83     22.35     65.42     16.31     61.50     19.48     35.38     74.49     89.65     20.01     90.82     39.74     17.10     46.14     40.62     59.03     86.73     14.77     30.73     75.68     69.32     59.81     49.48 
   234    52786.72   2065.78     91.89     54.03           84.99     68.77     66.20     26.29      8.50     56.21     53.23     63.10     82.59     53.13     99.19     95.42     36.15     99.15     22.91     22.34     65.71     16.24     60.72     19.44     35.08     74.49     89.62     20.08     90.82     39.72     16.79     45.93     40.69     58.81     86.74     14.87     30.91     75.69     69.39     59.89     49.47 
   235    52787.19   2065.31     91.89     54.01           84.89     68.82     66.15     26.18      8.30     56.10     53.30     63.15     82.65     53.28     99.19     95.44     35.66     99.15     23.23     21.82     65.95     16.26     61.17     19.43     34.23     74.52     89.61     20.17     90.83     39.57     17.04     45.97     40.78     58.65     86.74     14.78     30.94     75.73     69.36     59.92     49.48 
   236    52786.60   2065.90     91.88     54.02           84.92     68.64     66.30     25.97      8.19     56.07     53.30     63.18     82.64     53.20     99.22     95.46     35.68     99.15     23.22     21.36     66.03     16.19     61.81     19.71     34.85     74.52     89.58     20.29     90.82     39.55     17.20     45.58     40.89     58.58     86.74     14.89     30.49     75.70     69.32     59.89     49.51 
   237    52787.52   2064.98     91.88     54.01           84.95     68.66     66.49     25.82      7.95     56.08     53.28     63.22     82.68     53.15     99.26     95.47     35.11     99.15     23.38     21.18     66.27     16.37     62.08     19.49     34.38     74.52     89.61     20.50     90.83     39.74     17.13     45.97     40.89     58.68     86.74     14.71     30.23     75.69     69.32     59.94     49.59 
   238    52788.17   2064.33     91.89     54.04           85.10     68.67     66.46     25.74      7.98     56.05     53.19     63.23     82.58     53.39     99.25     95.49     35.21     99.15     23.36     21.01     66.45     16.47     61.83     19.34     35.03     74.53     89.62     20.71     90.82     39.62     17.45     46.03     40.99     58.62     86.74     14.82     30.06     75.75     69.28     59.94     49.57 
   239    52787.26   2065.24     91.88     54.01           84.69     68.32     66.57     25.40      8.14     56.11     53.15     63.28     82.59     53.43     99.25     95.49     35.31     99.15     23.18     21.23     66.35     16.32     61.87     19.68     34.56     74.57     89.63     20.64     90.82     39.64     17.27     45.94     41.14     58.69     86.76     14.92     29.99     75.71     69.22     59.93     49.53 
   240    52788.13   2064.37     91.89     54.02           84.77     68.25     66.56     25.48      7.92     56.15     53.23     63.35     82.66     53.28     99.24     95.47     35.58     99.15     22.83     21.33     66.54     16.58     61.80     19.02     34.60     74.58     89.65     20.73     90.82     39.69     17.33     45.94     41.01     58.80     86.78     15.19     30.00     75.73     69.20     59.98     49.54 
   241    52787.90   2064.60     91.88     53.99           84.52     68.20     66.50     25.13      7.91     56.03     53.32     63.34     82.61     53.15     99.22     95.49     36.10     99.15     22.74     20.94     66.61     16.68     61.63     19.33     34.21     74.56     89.65     20.77     90.82     39.60     17.51     45.53     41.00     58.88     86.79     15.09     30.04     75.68     69.24     60.01     49.64 
   242    52788.44   2064.06     91.88     54.05           84.48     68.23     66.43     24.90      8.08     56.02     53.38     63.39     82.55     53.11     99.24     95.42     36.61     99.15     22.98     21.05     66.50     17.19     61.84     19.35     33.95     74.56     89.69     21.06     90.81     39.64     17.99     45.82     41.27     58.90     86.77     14.92     30.02     75.75     69.22     59.94     49.65 
   243    52789.10   2063.40     91.89     54.04           84.33     68.19     66.30     25.30      8.23     55.95     53.45     63.42     82.56     53.17     99.26     95.44     36.30     99.15     22.30     20.99     66.62     17.20     62.22     19.03     34.22     74.55     89.69     21.26     90.82     39.67     17.84     45.64     41.36     58.92     86.80     14.70     30.09     75.76     69.25     59.98     49.60 
   244    52789.12   2063.38     91.88     54.05           84.49     68.33     66.33     25.14      7.92     55.70     53.51     63.38     82.52     53.15     99.27     95.41     36.89     99.15     22.21     20.98     66.86     17.21     63.19     19.19     33.38     74.55     89.71     21.25     90.81     39.74     17.60     45.46     41.38     59.04     86.80     14.78     29.92     75.75     69.22     60.02     49.60 
   245    52789.31   2063.19     91.88     54.06           84.39     68.47     66.37     25.25      8.37     55.71     53.62     63.25     82.59     53.18     99.26     95.39     37.06     99.15     22.37     20.93     66.97     16.90     63.46     19.34     33.06     74.53     89.75     21.00     90.81     39.77     17.55     45.36     41.47     58.95     86.83     14.83     29.96     75.70     69.28     60.01     49.52 
   246    52787.96   2064.54     91.88     54.07           84.46     68.57     66.43     24.90      8.65     55.76     53.62     63.24     82.63     53.08     99.26     95.42     37.40     99.15     22.28     21.08     66.98     16.75     63.39     19.59     32.46     74.57     89.73     20.89     90.81     39.82     18.07     45.32     41.44     58.82     86.83     14.72     29.99     75.66     69.26     59.91     49.48 
   247    52787.66   2064.84     91.88     54.11           84.50     68.63     66.31     24.87      8.84     55.78     53.61     63.21     82.64     53.15     99.26     95.49     37.65     99.15     22.27     20.92     67.13     16.76     63.34     19.72     33.28     74.54     89.73     21.10     90.81     39.85     17.55     45.77     41.27     58.80     86.84     14.61     30.32     75.64     69.24     59.81     49.52 
   248    52787.77   2064.73     91.88     54.08           84.41     68.69     66.44     24.90      8.85     55.86     53.73     63.18     82.66     53.16     99.24     95.47     37.58     99.15     22.02     20.86     67.33     16.61     63.32     19.63     32.39     74.54     89.72     21.21     90.82     39.94     17.12     45.85     41.50     58.89     86.86     14.63     30.22     75.62     69.23     59.76     49.50 
   249    52786.86   2065.64     91.88     54.05           84.47     68.69     66.49     24.90      9.04     55.85     53.61     63.16     82.65     53.24     99.25     95.45     37.35     99.15     22.01     20.80     67.43     16.39     63.47     19.40     31.95     74.52     89.69     20.99     90.82     40.02     17.35     45.87     41.35     58.91     86.86     14.52     29.95     75.60     69.21     59.75     49.56 
   250    52786.07   2066.43     91.87     54.02           84.58     68.54     66.41     24.67      9.18     55.70     53.70     62.98     82.58     53.24     99.24     95.47     36.24     99.15     22.32     21.01     67.56     15.84     63.33     19.61     32.32     74.52     89.67     21.24     90.82     40.01     17.25     46.22     41.33     58.89     86.86     14.33     29.86     75.57     69.19     59.80     49.66 
   251    52787.02   2065.48     91.88     54.03           84.73     68.59     66.74     24.76      9.58     55.65     53.72     63.05     82.51     53.15     99.23     95.42     36.10     99.15     22.39     21.17     67.71     15.62     63.02     19.44     32.33     74.53     89.67     21.11     90.82     39.94     17.21     46.45     41.40     58.80     86.87     14.22     29.85     75.59     69.24     59.88     49.62 
   252    52786.66   2065.84     91.88     54.09           84.78     68.70     66.73     24.72      9.77     55.26     53.77     63.04     82.49     53.20     99.23     95.43     37.94     99.15     22.38     21.53     67.72     15.71     62.95     19.38     32.92     74.53     89.67     21.00     90.82     40.06     16.80     46.61     41.49     58.73     86.89     14.18     29.43     75.64     69.20     59.88     49.51 
   253    52785.19   2067.31     91.87     54.08           84.79     68.66     66.74     24.76      9.73     55.33     53.83     62.99     82.52     53.13     99.22     95.45     38.74     99.15     22.92     21.42     67.72     15.73     63.15     19.48     32.21     74.53     89.60     21.29     90.82     39.87     16.05     46.26     41.47     58.72     86.90     14.14     29.65     75.60     69.21     59.86     49.40 
   254    52785.13   2067.37     91.88     54.12           84.77     68.60     66.80     24.83     10.00     55.33     53.69     63.07     82.57     53.22     99.22     95.48     39.13     99.15     23.15     22.05     67.79     15.91     62.77     19.10     32.44     74.52     89.60     21.21     90.82     39.79     15.99     46.32     41.62     58.73     86.90     14.25     29.69     75.65     69.16     59.83     49.32 
   255    52785.42   2067.08     91.88     54.09           84.56     68.51     66.71     24.82      9.85     55.23     53.75     63.04     82.56     53.14     99.20     95.50     38.67     99.15     22.90     21.88     67.77     16.55     62.47     19.11     32.39     74.56     89.59     21.10     90.82     39.81     16.16     46.16     41.72     58.64     86.90     14.38     29.55     75.64     69.20     59.82     49.42 
   256    52785.38   2067.12     91.88     54.12           84.50     68.53     66.76     24.97      9.96     55.39     53.76     63.08     82.44     53.08     99.20     95.48     37.81     99.15     23.05     22.45     67.84     16.48     63.39     19.48     32.09     74.55     89.56     20.94     90.82     39.86     16.71     46.10     41.75     58.59     86.90     14.31     29.41     75.61     69.20     59.87     49.40 
   257    52785.25   2067.25     91.88     54.12           84.65     68.61     66.80     25.14     10.12     55.54     53.79     63.18     82.35     53.15     99.21     95.44     36.50     99.15     22.96     22.44     67.74     16.34     63.39     19.70     31.89     74.56     89.53     21.09     90.82     39.87     17.15     46.25     41.73     58.53     86.90     14.43     29.48     75.60     69.16     59.87     49.32 
   258    52786.59   2065.91     91.89     54.24           84.76     68.67     66.86     25.03     10.23     55.54     53.73     63.22     82.43     53.12     99.20     95.47     38.06     99.15     22.87     22.38     67.65     16.59     64.02     19.63     32.09     74.56     89.47     21.11     90.82     40.01     17.66     46.47     42.02     58.46     86.90     14.58     30.06     75.67     69.14     59.86     49.31 
   259    52785.78   2066.72     91.88     54.23           84.67     68.56     66.73     25.00     10.17     55.20     53.78     63.16     82.40     53.08     99.21     95.48     39.46     99.15     22.86     22.32     67.72     16.37     63.86     19.89     32.20     74.56     89.45     21.13     90.82     40.11     17.46     46.38     41.96     58.52     86.91     14.50     29.65     75.72     69.11     59.81     49.30 
   260    52786.50   2066.00     91.88     54.26           84.71     68.58     66.78     24.97     10.30     55.20     53.68     63.21     82.37     53.09     99.19     95.50     40.38     99.15     22.69     22.21     67.74     15.92     64.14     20.14     31.91     74.55     89.48     21.14     90.82     40.10     17.35     46.53     41.98     58.58     86.92     14.62     29.62     75.70     69.12     59.77     49.38 
   261    52786.24   2066.26     91.88     54.24           84.80     68.66     66.70     24.99     10.15     55.28     53.72     63.23     82.29     52.96     99.18     95.52     40.08     99.15     22.76     22.71     67.83     15.79     63.63     20.29     31.71     74.55     89.51     21.00     90.82     40.09     17.15     46.66     41.89     58.58     86.93     14.81     29.58     75.74     69.06     59.80     49.32 
   262    52786.30   2066.20     91.88     54.24           84.78     68.68     66.74     25.01     10.75     55.24     53.69     63.30     82.25     52.96     99.19     95.48     40.08     99.15     23.13     22.65     67.85     15.57     63.54     19.96     30.90     74.56     89.50     21.16     90.82     40.04     17.37     46.35     42.16     58.49     86.94     14.99     29.62     75.72     69.03     59.79     49.36 
   263    52786.74   2065.76     91.89     54.22           84.73     68.70     66.65     25.13     10.92     55.35     53.75     63.21     82.23     53.06     99.19     95.48     39.01     99.15     23.12     22.64     67.87     16.27     63.34     20.42     30.89     74.55     89.54     21.15     90.82     40.13     16.87     46.04     41.99     58.42     86.95     14.93     29.82     75.70     69.08     59.78     49.37 
   264    52787.37   2065.13     91.89     54.25           84.71     68.75     66.65     25.03     10.96     55.42     53.73     63.15     82.32     53.07     99.19     95.50     39.32     99.15     23.56     22.37     68.01     16.21     63.11     20.53     31.12     74.55     89.51     20.99     90.82     40.20     16.79     46.19     41.76     58.44     86.96     15.10     29.91     75.75     69.06     59.79     49.40 
   265    52785.72   2066.78     91.88     54.15           84.40     68.83     66.60     24.90     11.19     55.12     53.78     63.09     82.35     52.86     99.18     95.51     38.26     99.15     22.94     21.96     67.98     16.00     63.37     20.56     30.96     74.54     89.55     20.77     90.82     40.21     16.45     46.26     41.66     58.59     86.97     14.85     29.82     75.73     69.03     59.75     49.46 
   266    52786.74   2065.76     91.89     54.17           84.48     68.70     66.57     24.63     11.55     55.20     53.83     63.16     82.41     52.91     99.18     95.53     37.52     99.15     23.23     22.16     68.13     16.39     63.35     20.32     30.56     74.54     89.55     20.78     90.82     40.12     16.81     46.35     41.53     58.67     86.99     15.06     30.05     75.71     69.06     59.74     49.48 
   267    52788.52   2063.98     91.89     54.19           84.46     68.70     66.56     24.97     12.03     55.21     53.92     63.16     82.39     52.95     99.19     95.48     37.00     99.15     23.67     21.90     68.13     16.48     62.67     20.46     31.12     74.51     89.59     20.99     90.82     40.16     16.59     46.48     41.52     58.72     86.97     14.96     30.11     75.76     69.09     59.77     49.57 
   268    52787.84   2064.66     91.89     54.20           84.46     68.66     66.61     24.91     11.94     54.95     53.91     63.13     82.40     52.85     99.19     95.48     38.28     99.15     23.66     21.84     68.18     16.57     62.77     20.45     30.66     74.51     89.55     21.19     90.82     40.24     16.66     46.34     41.47     58.64     86.99     15.10     29.91     75.78     69.06     59.74     49.56 
   269    52786.29   2066.21     91.89     54.18           84.42     68.66     66.66     24.87     11.94     55.06     53.94     63.16     82.35     52.81     99.19     95.47     38.81     99.15     23.79     21.34     67.63     16.80     62.26     20.67     30.47     74.51     89.48     21.12     90.82     40.18     16.56     46.48     41.42     58.67     86.99     14.99     30.01     75.73     69.00     59.78     49.60 
   270    52786.73   2065.77     91.89     54.16           84.56     68.68     66.63     24.66     11.71     55.11     54.03     63.22     82.34     52.98     99.22     95.51     38.44     99.15     23.85     21.23     67.61     16.96     61.93     20.89     30.16     74.51     89.55     21.28     90.82     40.14     16.44     45.94     41.44     58.76     86.98     14.87     30.07     75.71     69.00     59.77     49.61 
   271    52786.08   2066.42     91.88     54.11           84.40     68.72     66.70     24.58     11.79     55.00     54.02     63.22     82.27     52.91     99.22     95.53     38.38     99.15     23.76     21.33     67.64     16.53     61.79     20.92     29.74     74.50     89.54     21.20     90.82     40.14     16.62     45.90     41.55     58.69     86.99     14.78     29.85     75.68     69.06     59.77     49.54 
   272    52786.32   2066.18     91.87     54.06           84.38     68.60     66.68     24.66     12.05     54.97     54.14     63.19     82.26     52.95     99.22     95.57     38.82     99.15     23.53     20.78     67.60     16.40     61.57     21.05     28.56     74.51     89.53     20.93     90.82     40.13     16.51     45.90     41.54     58.81     87.01     14.68     29.67     75.73     69.04     59.77     49.62 
   273    52787.45   2065.05     91.88     54.10           84.40     68.68     66.62     24.65     11.99     55.04     54.12     63.22     82.24     53.02     99.20     95.57     40.81     99.15     23.30     21.17     67.55     16.19     61.49     20.91     28.64     74.51     89.54     20.91     90.82     40.09     15.69     45.72     41.69     58.69     87.02     14.82     30.06     75.73     69.08     59.80     49.63 
   274    52787.50   2065.00     91.88     54.11           84.47     68.68     66.67     24.67     12.10     55.18     54.23     63.24     82.22     53.09     99.20     95.52     40.29     99.15     23.36     21.27     67.65     16.42     61.35     21.15     28.06     74.50     89.56     21.04     90.82     40.12     15.78     45.96     41.75     58.57     87.03     14.72     30.14     75.70     69.07     59.87     49.55 
   275    52787.76   2064.74     91.88     54.10           84.55     68.76     66.76     24.99     12.12     55.33     54.23     63.25     82.19     53.14     99.21     95.48     39.49     99.15     23.64     21.12     67.73     16.73     61.05     20.76     27.71     74.49     89.59     21.26     90.82     40.19     15.45     46.08     41.91     58.46     87.02     14.64     30.15     75.70     69.05     59.95     49.50 
   276    52787.82   2064.68     91.89     54.09           84.61     68.77     66.78     24.91     11.98     55.42     54.26     63.27     82.23     53.14     99.23     95.50     38.41     99.15     23.62     21.16     67.96     17.03     60.85     21.06     28.26     74.50     89.59     21.34     90.82     40.02     15.23     46.01     41.78     58.60     87.05     14.81     30.09     75.68     69.01     59.90     49.49 
   277    52787.21   2065.29     91.88     54.11           84.81     68.76     66.98     24.98     11.95     55.24     54.31     63.27     82.20     53.11     99.23     95.51     39.21     99.15     23.90     20.82     68.05     16.53     61.29     21.44     27.77     74.50     89.56     21.50     90.82     40.09     15.02     45.77     41.88     58.42     87.05     14.63     30.19     75.67     68.99     59.93     49.48 
   278    52788.13   2064.37     91.88     54.11           84.79     68.66     66.86     24.63     11.59     55.22     54.24     63.27     82.18     53.16     99.23     95.50     38.13     99.15     24.10     20.96     68.01     16.69     61.58     21.67     27.80     74.51     89.58     21.78     90.82     40.02     15.70     45.78     42.05     58.31     87.06     14.48     30.27     75.74     69.02     59.95     49.43 
   279    52787.91   2064.59     91.88     54.15           84.80     68.43     67.15     24.63     11.67     55.21     54.40     63.31     82.18     53.21     99.22     95.47     39.00     99.15     24.01     20.38     68.02     17.06     62.15     21.52     28.03     74.52     89.55     21.44     90.82     40.10     15.40     46.08     42.03     58.25     87.06     14.53     30.51     75.72     68.99     59.98     49.42 
   280    52787.90   2064.60     91.88     54.08           84.83     68.47     67.02     24.36     11.53     55.33     54.48     63.32     82.18     53.08     99.21     95.51     38.86     99.15     23.71     20.14     67.98     16.79     61.79     21.34     27.91     74.53     89.54     21.35     90.82     40.15     15.26     45.98     42.02     58.26     87.07     14.51     30.43     75.78     69.01     59.93     49.37 
