constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset AllMovingCutoff
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   177    52481.24   2371.26     91.05     48.65           89.68     73.49     71.37     18.60     -0.19     38.19     56.02     56.67     89.56     32.52     99.08     96.13     11.30     99.60     16.72      9.98     63.88      7.46     51.69      9.29     32.34     26.33     85.08     23.45     87.40     36.59     18.09     43.83     43.91     60.40     82.82     20.38     26.49     78.24     71.50     36.50     35.66 
   178    52480.45   2372.05     91.04     48.64           89.76     73.55     71.25     18.88     -0.25     37.79     56.14     56.67     89.54     32.51     99.08     96.07     12.36     99.60     16.40      9.96     64.06      6.85     51.63      9.29     32.76     26.34     85.05     23.37     87.40     36.77     17.21     44.19     43.55     60.54     82.82     20.21     26.20     78.28     71.44     36.57     35.64 
   179    52478.99   2373.51     91.04     48.59           89.90     73.53     71.18     19.17     -0.25     37.94     56.05     56.64     89.56     32.47     99.09     96.08     11.17     99.60     16.20     10.17     64.02      6.15     52.30      9.27     32.42     26.34     85.05     23.39     87.40     36.82     16.74     44.33     43.44     60.38     82.80     20.52     26.31     78.20     71.38     36.61     35.58 
   180    52479.63   2372.87     91.04     48.55           89.64     73.14     71.32     18.93     -0.09     37.82     56.20     56.59     89.66     32.47     99.13     96.07     10.33     99.60     16.56      9.85     63.90      6.22     52.87      8.77     32.04     26.32     85.10     23.48     87.40     36.81     16.03     44.19     43.60     60.62     82.80     20.63     26.45     78.13     71.48     36.66     35.55 
   181    52480.64   2371.86     91.04     48.63           89.45     73.07     71.35     18.82      0.03     38.12     56.02     56.68     89.67     32.34     99.17     96.13     10.61     99.60     16.24      9.98     64.07      5.75     53.33      8.83     33.44     26.31     85.10     23.57     87.40     36.85     16.24     44.57     43.83     60.55     82.78     20.73     26.77     78.07     71.54     36.70     35.54 
   182    52481.03   2371.47     91.05     48.67           89.31     73.11     71.38     19.21     -0.64     38.12     55.96     56.77     89.76     32.33     99.15     96.17     10.77     99.60     15.71     10.48     64.07      5.82     54.51      8.54     33.49     26.31     85.14     23.61     87.40     36.97     16.37     44.85     43.84     60.58     82.79     21.02     26.60     78.01     71.48     36.72     35.56 
   183    52481.39   2371.11     91.05     48.62           88.37     73.04     71.67     19.26     -0.67     38.37     55.99     56.82     89.90     32.28     99.18     96.13     10.05     99.60     15.41     10.16     64.25      5.79     54.07      9.36     33.73     26.33     85.17     23.62     87.40     36.96     15.44     44.93     43.75     60.77     82.79     21.17     26.28     77.99     71.45     36.70     35.57 
   184    52482.36   2370.14     91.05     48.65           88.38     73.07     71.35     19.33     -1.12     38.11     56.22     56.81     89.89     32.29     99.18     96.09      9.78     99.60     15.65     10.14     64.39      6.09     53.79      9.29     33.74     26.30     85.15     23.78     87.40     36.98     16.23     44.77     43.94     60.63     82.80     21.33     26.87     77.94     71.53     36.66     35.67 
   185    52482.47   2370.03     91.05     48.64           88.54     72.94     71.35     19.21     -0.48     38.20     56.32     56.68     90.09     32.31     99.17     96.09      8.86     99.60     16.00     10.49     64.46      5.51     54.14      9.38     32.80     26.31     85.15     24.11     87.40     37.07     15.95     44.53     44.00     60.64     82.78     21.40     26.87     77.92     71.51     36.69     35.64 
   186    52481.59   2370.91     91.05     48.59           88.66     73.11     71.49     18.91     -0.75     38.05     56.37     56.71     90.14     32.28     99.18     96.13      9.35     99.60     15.70     10.47     64.19      5.27     54.52      9.96     32.04     26.31     85.19     24.15     87.40     36.52     15.90     44.16     43.74     60.69     82.78     21.11     26.80     77.90     71.49     36.73     35.71 
   187    52482.24   2370.26     91.06     48.67           88.79     73.16     71.68     19.16     -0.33     38.21     56.40     56.69     90.13     32.29     99.16     96.18     10.05     99.60     16.36     10.23     64.29      5.13     54.86     10.20     32.11     26.27     85.25     24.39     87.40     36.42     16.22     43.83     43.39     60.72     82.80     20.89     26.97     77.87     71.55     36.75     35.68 
   188    52482.02   2370.48     91.06     48.72           89.04     73.10     71.60     19.48     -0.92     37.89     56.36     56.67     90.09     32.29     99.16     96.22     10.21     99.60     16.49     10.78     63.80      5.85     55.70     10.31     32.04     26.29     85.22     23.74     87.40     36.43     16.96     43.89     43.31     60.83     82.79     20.99     27.07     77.95     71.52     36.69     35.70 
   189    52482.98   2369.52     91.07     48.70           89.09     73.02     71.47     19.31     -1.26     38.03     56.47     56.69     89.93     32.52     99.16     96.24      7.83     99.60     16.83     10.48     63.41      6.46     56.10     10.48     32.95     26.31     85.17     23.74     87.40     36.49     16.60     43.96     43.46     60.86     82.78     20.76     27.51     78.00     71.58     36.71     35.69 
   190    52482.93   2369.57     91.06     48.68           88.95     73.20     71.54     19.55     -1.26     37.85     56.22     56.62     89.87     32.47     99.17     96.26      7.89     99.60     17.47     11.02     63.36      5.79     55.35     10.33     33.47     26.30     85.18     23.45     87.40     36.60     16.46     44.18     43.47     60.75     82.79     20.58     27.27     78.06     71.61     36.73     35.72 
   191    52481.61   2370.89     91.06     48.74           88.99     73.23     71.57     19.66     -0.99     37.90     56.23     56.51     89.73     32.35     99.19     96.31     10.47     99.60     17.38     11.27     63.30      5.45     55.74      9.96     32.61     26.31     85.08     23.65     87.40     36.58     16.80     44.53     43.44     60.89     82.78     20.40     27.00     78.12     71.54     36.68     35.71 
   192    52481.67   2370.83     91.06     48.78           89.10     73.25     71.64     19.64     -0.98     37.61     56.25     56.56     89.72     32.28     99.18     96.29     11.15     99.60     17.29     11.67     63.28      5.83     55.03      9.96     32.54     26.30     85.06     23.71     87.40     36.64     17.19     44.85     43.43     60.95     82.77     20.52     26.93     78.03     71.60     36.64     35.79 
   193    52480.90   2371.60     91.06     48.78           88.89     72.99     71.66     19.32     -0.83     37.49     56.46     56.54     89.56     32.29     99.21     96.26     10.78     99.60     17.20     11.78     63.31      5.80     54.24     10.07     33.22     26.33     85.07     23.69     87.40     36.80     17.66     45.05     43.72     61.06     82.76     20.32     26.96     78.01     71.56     36.73     35.72 
   194    52480.34   2372.16     91.06     48.83           88.97     72.85     71.71     19.09     -0.89     37.55     56.50     56.50     89.44     32.34     99.21     96.34     12.06     99.60     17.11     11.62     63.24      6.39     54.88      9.94     33.81     26.36     85.01     23.49     87.40     36.73     17.47     45.06     43.46     61.03     82.77     20.37     27.19     78.08     71.52     36.73     35.71 
   195    52479.49   2373.01     91.07     48.87           89.06     72.89     71.50     19.54     -0.83     37.53     56.58     56.39     89.51     32.33     99.24     96.36     12.31     99.60     16.82     12.00     63.36      7.18     54.89     10.15     33.95     26.39     84.98     23.35     87.40     36.80     17.03     44.98     43.35     60.90     82.76     20.51     27.28     78.00     71.48     36.80     35.71 
   196    52478.68   2373.82     91.07     48.90           89.08     72.79     71.58     19.65     -0.43     37.59     56.60     56.24     89.56     32.35     99.25     96.34     12.65     99.60     16.73     11.50     63.63      7.65     54.82     10.41     33.76     26.39     84.97     23.28     87.40     36.85     17.41     44.59     43.39     60.86     82.76     20.28     27.93     77.95     71.48     36.74     35.74 
   197    52477.94   2374.56     91.06     48.79           88.99     72.53     71.54     20.01     -0.76     37.43     56.68     56.22     89.52     32.30     99.26     96.29     11.68     99.60     16.65     11.61     63.34      7.21     54.28     10.50     32.87     26.38     84.94     23.42     87.40     36.80     16.82     44.54     43.29     60.84     82.77     20.44     27.86     78.02     71.44     36.63     35.82 
   198    52476.96   2375.54     91.07     48.76           88.42     72.25     71.33     20.05     -0.67     37.62     56.53     56.21     89.55     32.24     99.28     96.30     11.11     99.60     16.57     12.53     63.41      7.68     54.09     10.42     33.45     26.40     84.94     23.38     87.40     36.57     16.15     44.46     43.08     60.77     82.76     20.15     28.08     78.02     71.50     36.63     35.79 
   199    52478.24   2374.26     91.08     48.85           88.71     72.21     71.28     20.17     -0.92     37.51     56.65     56.12     89.55     32.26     99.27     96.33     11.56     99.60     16.88     12.76     63.48      8.34     54.23     10.85     34.51     26.41     84.96     23.97     87.40     36.60     15.91     44.03     43.11     60.62     82.77     20.32     28.07     77.99     71.56     36.64     35.82 
   200    52478.87   2373.63     91.07     48.84           88.71     72.25     71.07     20.12     -1.08     37.27     56.68     56.19     89.52     32.35     99.29     96.31     11.20     99.60     16.60     12.53     63.62      7.80     54.43     11.55     34.92     26.45     84.93     23.88     87.40     36.76     16.08     44.08     43.02     60.49     82.78     20.48     27.94     78.05     71.53     36.63     35.80 
   201    52479.39   2373.11     91.07     48.83           88.70     72.17     71.20     20.53     -1.02     37.49     56.72     56.10     89.48     32.40     99.29     96.31     10.85     99.60     16.32     12.37     63.50      7.36     55.10     11.23     34.25     26.47     84.93     23.79     87.40     36.87     16.22     44.17     43.08     60.42     82.79     20.63     27.83     78.10     71.47     36.61     35.87 
   202    52478.72   2373.78     91.07     48.84           88.79     72.26     71.13     20.16     -0.66     37.27     56.85     56.04     89.54     32.51     99.30     96.29     11.68     99.60     16.24     12.15     63.64      7.13     54.97     11.83     34.02     26.46     84.94     23.53     87.40     36.93     15.78     44.45     43.19     60.50     82.79     20.77     27.64     78.02     71.43     36.52     35.91 
   203    52477.98   2374.52     91.06     48.84           88.71     72.22     71.23     20.13     -0.79     37.31     56.70     56.03     89.56     32.53     99.29     96.35     11.53     99.60     16.26     12.64     63.24      6.70     54.78     11.66     35.09     26.46     84.92     23.48     87.40     37.01     15.99     44.51     43.33     60.58     82.79     20.47     27.57     78.10     71.39     36.42     35.88 
   204    52478.30   2374.20     91.07     48.88           88.68     72.54     71.16     20.08     -0.74     37.38     56.72     56.06     89.48     32.52     99.28     96.41     12.94     99.60     16.47     12.61     63.18      6.76     54.59     11.84     34.75     26.45     84.92     23.20     87.40     37.19     16.00     44.35     43.33     60.75     82.78     20.21     27.66     78.06     71.45     36.41     35.94 
   205    52479.12   2373.38     91.07     48.84           88.75     72.53     71.07     20.55     -0.51     37.81     56.71     56.02     89.54     32.46     99.24     96.43     11.22     99.60     16.10     12.52     63.04      6.83     54.11     11.67     34.71     26.44     84.91     23.30     87.40     37.22     16.06     44.51     43.31     60.85     82.78     20.37     27.59     77.99     71.53     36.46     35.92 
   206    52478.16   2374.34     91.07     48.82           88.97     72.52     71.07     20.94     -0.70     37.86     56.86     55.98     89.56     32.45     99.26     96.43     10.19     99.60     16.31     11.97     62.88      6.99     54.45     11.47     35.18     26.47     84.79     23.28     87.40     37.29     15.91     44.72     43.33     60.82     82.77     20.48     27.15     77.94     71.48     36.47     35.94 
   207    52478.31   2374.19     91.06     48.81           88.95     72.59     70.85     21.06     -0.40     37.85     56.88     55.98     89.55     32.42     99.31     96.45      9.47     99.60     16.43     11.76     62.98      6.86     54.61     11.83     35.19     26.45     84.78     23.37     87.40     37.30     15.22     44.80     43.68     60.76     82.76     20.30     27.00     77.89     71.52     36.48     35.98 
   208    52478.63   2373.87     91.07     48.86           88.85     72.63     70.93     21.13     -0.29     38.18     56.94     56.03     89.50     32.32     99.31     96.41      8.56     99.60     15.77     12.05     63.29      7.02     55.03     11.92     36.19     26.44     84.79     23.36     87.40     37.37     15.77     45.04     43.74     60.83     82.76     20.07     26.99     77.85     71.47     36.55     36.03 
   209    52479.19   2373.31     91.07     48.86           88.85     72.36     71.06     21.33     -0.72     38.28     56.84     55.98     89.52     32.35     99.32     96.40      8.42     99.60     15.69     11.71     63.22      7.08     54.96     11.99     36.27     26.41     84.83     23.32     87.40     37.49     16.01     44.93     44.20     60.65     82.76     20.01     27.42     77.83     71.53     36.51     36.05 
   210    52479.39   2373.11     91.07     48.80           88.72     72.32     71.00     21.32     -0.58     38.48     56.77     56.00     89.60     32.40     99.34     96.35      5.81     99.60     15.81     11.75     62.59      7.24     55.74     12.24     36.65     26.44     84.88     22.96     87.40     37.44     15.76     44.42     44.09     60.82     82.76     20.10     27.51     77.90     71.50     36.49     35.99 
   211    52480.38   2372.12     91.08     48.85           88.59     72.38     71.18     21.59     -0.63     38.57     56.76     56.03     89.63     32.49     99.32     96.37      6.92     99.60     16.11     11.41     62.63      7.87     56.09     12.35     36.30     26.43     84.88     23.09     87.40     37.47     15.51     44.20     43.73     60.84     82.75     19.90     27.72     77.95     71.53     36.54     35.99 
   212    52481.20   2371.30     91.08     48.86           88.62     72.52     71.24     21.58     -1.26     38.53     56.70     56.14     89.67     32.45     99.32     96.34      7.45     99.60     16.51     11.01     62.58      7.55     56.44     12.08     36.15     26.42     84.81     22.86     87.40     37.41     15.85     44.59     43.77     60.85     82.75     19.72     28.16     78.01     71.56     36.51     36.04 
   213    52481.06   2371.44     91.08     48.93           88.56     72.58     71.09     21.39     -0.76     38.18     56.88     56.16     89.71     32.35     99.35     96.31     10.14     99.60     16.53     10.80     62.73      7.98     56.48     12.81     35.02     26.43     84.80     22.66     87.40     37.59     15.66     44.70     43.53     60.94     82.75     19.84     28.15     78.00     71.55     36.50     36.04 
   214    52482.29   2370.21     91.08     48.86           88.74     72.54     70.97     21.17     -1.12     38.28     56.98     56.22     89.58     32.41     99.34     96.39      7.76     99.60     16.17     10.84     62.98      7.57     56.26     13.48     34.84     26.42     84.81     22.64     87.40     37.67     15.74     44.50     43.36     60.87     82.74     20.06     28.36     78.03     71.60     36.55     36.01 
   215    52481.82   2370.68     91.08     48.85           88.99     72.48     70.93     21.33     -1.14     38.46     56.94     56.30     89.54     32.37     99.35     96.43      7.07     99.60     16.28     11.13     63.10      7.72     56.47     12.99     34.70     26.40     84.77     22.94     87.40     37.70     15.77     44.30     43.36     60.69     82.73     20.13     28.14     77.98     71.62     36.56     35.95 
   216    52481.55   2370.95     91.07     48.83           88.91     72.20     70.86     21.51     -1.23     38.57     56.76     56.22     89.63     32.40     99.33     96.45      7.69     99.60     16.39     10.37     63.11      7.96     56.08     13.22     35.33     26.38     84.79     23.21     87.40     37.56     15.06     43.89     43.26     60.58     82.74     20.25     28.04     78.00     71.65     36.54     35.91 
   217    52479.93   2372.57     91.06     48.74           88.85     72.14     70.76     20.98     -1.25     38.66     56.81     56.22     89.55     32.26     99.33     96.43      7.65     99.60     16.31     10.35     63.24      7.56     56.06     12.75     34.75     26.40     84.80     22.95     87.40     37.17     14.88     43.66     43.23     60.52     82.72     20.52     28.15     77.96     71.63     36.56     35.93 
   218    52478.90   2373.60     91.06     48.73           88.73     72.10     70.93     21.17     -1.55     38.78     56.78     56.27     89.48     32.23     99.32     96.46      7.16     99.60     16.61     10.21     62.98      7.52     55.55     12.91     34.94     26.38     84.76     22.86     87.40     37.30     14.76     44.07     43.23     60.67     82.71     20.73     28.21     77.92     71.58     36.55     35.83 
   219    52478.36   2374.14     91.06     48.74           88.89     72.18     70.97     20.94     -1.98     38.75     56.72     56.33     89.54     32.24     99.33     96.42      6.67     99.60     16.89     10.56     62.91      7.85     54.99     12.78     35.27     26.38     84.74     22.74     87.40     37.44     14.63     44.47     43.32     60.68     82.71     20.85     28.61     77.88     71.55     36.49     35.80 
   220    52478.40   2374.10     91.06     48.71           88.96     72.12     70.79     20.86     -1.92     38.97     56.62     56.38     89.55     32.06     99.32     96.39      7.55     99.60     16.45     10.85     62.98      7.27     54.86     12.21     34.98     26.35     84.75     22.63     87.40     37.49     14.42     44.70     43.05     60.69     82.72     21.00     28.57     77.91     71.57     36.44     35.82 
   221    52479.36   2373.14     91.07     48.80           89.12     72.11     70.90     20.76     -2.11     39.09     56.59     56.38     89.57     32.12     99.36     96.36      8.42     99.60     17.10     11.07     62.89      7.96     54.74     12.69     34.91     26.37     84.76     22.78     87.40     37.51     14.80     44.99     43.18     60.69     82.72     20.88     28.27     77.87     71.62     36.43     35.82 
   222    52477.15   2375.35     91.06     48.79           89.17     71.80     70.95     20.73     -2.50     38.84     56.69     56.32     89.55     32.00     99.36     96.31      9.10     99.60     16.85     10.99     62.84      7.93     55.54     12.54     35.60     26.37     84.73     22.80     87.40     37.67     14.69     44.35     42.98     60.78     82.71     20.62     28.21     77.84     71.58     36.48     35.79 
   223    52476.89   2375.61     91.06     48.83           89.36     72.09     71.03     20.78     -2.59     39.00     56.71     56.34     89.60     32.00     99.37     96.29     10.58     99.60     16.59     10.61     63.09      7.89     56.17     12.56     36.32     26.38     84.70     22.93     87.40     37.74     14.37     43.77     42.75     60.65     82.72     20.64     27.83     77.80     71.59     36.43     35.75 
   224    52476.16   2376.34     91.06     48.85           89.25     72.12     70.98     21.12     -2.50     39.06     56.78     56.34     89.51     32.09     99.37     96.25     12.14     99.60     16.34     10.65     63.14      7.95     56.18     12.46     36.14     26.40     84.68     23.06     87.40     37.81     14.17     43.33     42.31     60.56     82.72     20.45     28.22     77.77     71.64     36.40     35.71 
   225    52477.36   2375.14     91.07     48.94           89.41     71.91     71.18     21.34     -2.54     38.95     56.66     56.44     89.55     31.97     99.37     96.23     14.31     99.60     16.89     10.46     63.16      7.82     55.81     12.01     36.96     26.38     84.66     23.03     87.40     37.81     14.61     43.44     42.09     60.58     82.71     20.69     28.33     77.82     71.68     36.43     35.71 
   226    52476.58   2375.92     91.07     48.94           89.58     71.77     71.12     21.03     -2.56     39.19     56.70     56.44     89.51     32.02     99.37     96.29     13.89     99.60     16.90     10.86     63.35      7.96     56.06     12.19     37.35     26.38     84.65     22.97     87.40     38.00     14.34     42.82     41.78     60.66     82.72     20.54     28.21     77.79     71.65     36.45     35.71 
   227    52474.79   2377.71     91.06     48.94           88.66     71.60     71.14     20.96     -2.52     39.05     56.73     56.47     89.51     32.08     99.35     96.28     14.71     99.60     16.56     10.66     63.34      7.84     56.78     12.48     37.34     26.40     84.68     23.20     87.40     38.05     14.28     42.57     41.69     60.65     82.72     20.64     28.37     77.71     71.59     36.46     35.64 
   228    52475.15   2377.35     91.06     48.94           88.57     71.48     71.16     20.94     -2.75     39.05     56.71     56.52     89.56     32.14     99.36     96.33     14.82     99.60     16.58     10.64     63.31      8.16     56.79     12.33     37.61     26.37     84.67     23.19     87.40     37.70     14.48     42.30     41.77     60.67     82.73     20.87     28.33     77.69     71.63     36.43     35.65 
   229    52474.98   2377.52     91.06     48.95           88.52     71.58     71.21     20.89     -2.72     39.15     56.70     56.52     89.55     32.17     99.34     96.32     15.28     99.60     16.77     10.45     63.10      7.77     57.53     11.97     37.85     26.38     84.67     23.11     87.40     37.70     14.33     42.23     41.80     60.53     82.73     21.04     28.27     77.65     71.61     36.44     35.70 
   230    52473.64   2378.86     91.05     48.86           88.55     71.62     71.10     20.96     -2.51     38.83     56.66     56.54     89.64     32.15     99.34     96.27     14.00     99.60     16.70      9.97     63.08      7.13     57.32     11.73     38.09     26.38     84.70     23.26     87.40     37.78     14.55     42.39     41.67     60.43     82.73     20.98     27.48     77.62     71.56     36.41     35.71 
   231    52474.31   2378.19     91.04     48.81           88.61     71.53     70.76     20.74     -2.31     38.77     56.60     56.58     89.55     32.08     99.34     96.23     13.42     99.60     16.88      9.96     63.20      7.01     56.94     11.62     37.73     26.38     84.71     23.00     87.40     37.78     14.56     42.63     41.69     60.63     82.74     21.06     27.20     77.67     71.61     36.37     35.75 
   232    52473.94   2378.56     91.04     48.77           88.59     71.39     70.61     20.36     -2.95     38.98     56.49     56.54     89.65     32.08     99.33     96.23     12.50     99.60     16.38     10.34     63.36      7.16     56.84     11.62     37.86     26.40     84.67     23.09     87.40     37.81     14.78     42.66     41.75     60.72     82.75     21.16     27.04     77.63     71.60     36.35     35.78 
   233    52474.05   2378.45     91.04     48.80           88.60     71.43     70.44     20.15     -3.17     38.75     56.63     56.63     89.75     32.00     99.31     96.26     13.39     99.60     15.88     10.10     63.24      7.55     57.10     11.87     38.33     26.41     84.69     22.88     87.40     37.87     14.84     42.65     41.94     60.79     82.76     21.28     26.90     77.60     71.58     36.28     35.80 
   234    52473.67   2378.83     91.04     48.77           88.45     71.38     70.62     19.90     -3.44     38.76     56.68     56.68     89.84     32.00     99.30     96.27     13.59     99.60     15.64      9.97     63.26      7.26     57.00     11.37     38.32     26.43     84.70     22.87     87.40     37.87     14.85     42.71     42.05     60.67     82.76     21.46     27.25     77.55     71.56     36.26     35.79 
   235    52474.31   2378.19     91.04     48.82           88.35     71.26     70.72     20.27     -3.24     38.90     56.65     56.73     89.96     31.96     99.27     96.27     14.13     99.60     15.49     10.18     63.30      7.06     57.08     11.80     38.08     26.44     84.71     22.91     87.40     37.78     15.72     42.50     42.00     60.69     82.77     21.53     27.14     77.48     71.61     36.24     35.80 
   236    52474.42   2378.08     91.04     48.79           88.39     71.29     70.78     20.32     -3.44     38.91     56.66     56.67     89.89     32.05     99.26     96.27     13.90     99.60     15.25     10.17     63.43      6.61     56.81     12.09     37.42     26.43     84.69     23.28     87.40     37.73     15.48     42.49     42.14     60.82     82.76     21.70     26.84     77.46     71.59     36.28     35.79 
   237    52475.13   2377.37     91.04     48.71           87.57     71.31     71.00     20.54     -3.59     38.65     56.85     56.57     89.96     31.95     99.25     96.27     11.65     99.60     14.77      9.87     63.52      6.67     56.08     11.99     37.32     26.48     84.68     23.50     87.40     37.88     15.65     42.86     42.06     60.98     82.77     21.82     27.24     77.49     71.63     36.27     35.80 
   238    52474.56   2377.94     91.04     48.68           87.52     71.24     71.08     20.46     -3.22     38.79     56.79     56.60     89.91     32.00     99.25     96.26     11.09     99.60     14.79      9.52     63.65      6.39     55.96     11.74     37.85     26.49     84.75     23.64     87.40     37.82     15.32     42.79     41.68     60.98     82.78     21.58     27.43     77.50     71.56     36.29     35.87 
   239    52474.56   2377.94     91.03     48.65           87.55     71.16     71.18     20.58     -3.16     39.13     56.92     56.62     89.83     31.92     99.25     96.24     10.96     99.60     14.48      9.01     63.64      6.95     55.94     11.85     37.61     26.51     84.83     23.79     87.40     37.79     15.06     42.06     41.57     61.07     82.77     21.37     27.34     77.46     71.60     36.26     35.91 
   240    52474.00   2378.50     91.03     48.67           87.60     71.22     71.06     20.37     -3.03     39.02     56.98     56.62     89.79     31.88     99.23     96.29     11.42     99.60     14.83      8.67     63.49      7.08     55.53     12.16     37.33     26.49     84.92     23.77     87.40     37.88     15.58     42.42     41.47     61.08     82.78     21.49     27.21     77.44     71.53     36.28     35.87 
   241    52474.30   2378.20     91.03     48.70           87.68     71.35     71.20     20.30     -3.83     39.07     56.83     56.62     89.76     31.90     99.22     96.27     12.12     99.60     14.52      8.77     63.59      6.80     55.91     12.42     38.06     26.49     84.93     23.81     87.40     37.95     15.23     42.52     41.40     60.92     82.77     21.66     27.60     77.41     71.56     36.30     35.85 
   242    52473.39   2379.11     91.04     48.73           87.64     71.32     71.29     20.57     -3.67     38.94     56.81     56.61     89.81     31.90     99.24     96.31     13.22     99.60     14.96      8.82     63.71      6.69     55.82     12.13     37.92     26.49     84.85     23.68     87.40     38.09     15.33     42.51     40.69     61.00     82.78     21.73     27.70     77.36     71.59     36.31     35.83 
   243    52474.43   2378.07     91.04     48.75           87.67     71.20     71.24     20.67     -3.77     38.94     56.82     56.64     89.90     32.04     99.22     96.33     13.25     99.60     15.06      8.70     63.73      6.42     55.83     12.05     38.40     26.45     84.85     23.98     87.40     38.13     14.98     42.85     40.72     61.07     82.78     21.88     27.78     77.37     71.58     36.34     35.81 
   244    52473.77   2378.73     91.05     48.74           87.66     71.31     71.30     20.73     -4.03     38.86     56.67     56.57     89.94     32.10     99.22     96.35     11.07     99.60     15.08      9.13     63.95      7.62     55.81     11.67     38.59     26.47     84.87     24.06     87.40     38.06     14.99     43.02     40.67     61.02     82.78     22.06     27.75     77.36     71.56     36.29     35.79 
   245    52473.84   2378.66     91.05     48.71           87.76     71.35     71.31     20.67     -4.01     38.89     56.59     56.63     89.91     32.09     99.24     96.40      9.96     99.60     15.10      8.73     64.07      7.51     55.99     11.78     38.09     26.44     84.84     23.88     87.40     38.10     15.27     43.12     40.93     60.99     82.78     22.19     27.90     77.39     71.53     36.26     35.71 
   246    52473.66   2378.84     91.04     48.69           87.80     71.44     71.25     20.56     -4.11     38.76     56.59     56.56     89.86     32.11     99.25     96.40     10.00     99.60     15.04      8.56     64.18      7.32     55.41     11.79     38.05     26.44     84.90     23.69     87.40     38.12     15.32     43.48     41.03     60.96     82.78     22.24     27.79     77.35     71.56     36.28     35.65 
   247    52472.96   2379.54     91.03     48.70           87.87     71.35     71.06     20.59     -4.23     39.02     56.67     56.56     89.83     32.14     99.24     96.34     10.77     99.60     15.38      8.39     64.30      7.04     55.33     12.12     37.88     26.44     84.92     23.40     87.40     38.16     15.35     43.16     41.20     61.06     82.77     22.40     27.68     77.28     71.55     36.28     35.56 
   248    52472.20   2380.30     91.04     48.71           87.91     71.28     71.27     20.49     -4.12     39.14     56.63     56.65     89.75     32.03     99.24     96.39     11.45     99.60     15.24      8.60     64.16      7.10     55.31     11.71     37.65     26.44     84.90     23.58     87.40     38.10     15.29     43.46     41.29     61.11     82.79     22.25     27.73     77.26     71.51     36.29     35.54 
   249    52470.79   2381.71     91.03     48.71           87.95     71.39     71.31     20.33     -3.95     38.89     56.58     56.60     89.75     32.00     99.23     96.41     11.33     99.60     15.58      8.49     64.24      7.23     55.30     11.81     37.54     26.45     84.88     23.84     87.40     38.22     15.28     43.60     40.99     60.98     82.79     22.12     27.47     77.22     71.50     36.28     35.53 
   250    52471.37   2381.13     91.03     48.68           88.02     71.46     71.30     20.33     -4.07     39.02     56.48     56.62     89.71     31.97     99.23     96.40     10.96     99.60     15.28      8.59     64.30      7.12     55.26     11.97     37.50     26.43     84.90     23.61     87.40     38.25     15.14     43.77     41.00     60.98     82.79     22.15     27.26     77.23     71.54     36.27     35.52 
   251    52472.35   2380.15     91.03     48.68           88.10     71.37     71.43     20.11     -4.29     38.78     56.44     56.66     89.64     31.96     99.24     96.41     11.24     99.60     15.70      8.26     64.31      7.17     55.44     12.28     37.18     26.42     84.94     23.75     87.40     38.28     15.12     43.59     41.14     60.92     82.79     22.24     27.08     77.29     71.60     36.20     35.54 
   252    52471.12   2381.38     91.02     48.63           88.14     71.36     71.10     19.99     -4.23     38.92     56.28     56.64     89.58     32.06     99.25     96.43     11.11     99.60     14.76      8.31     64.25      7.14     55.00     11.93     37.37     26.43     85.00     23.71     87.40     38.30     14.84     43.49     41.15     60.81     82.80     22.05     27.76     77.26     71.58     36.18     35.50 
   253    52470.72   2381.78     91.02     48.57           88.26     71.18     71.13     19.98     -4.41     38.84     56.28     56.66     89.60     32.12     99.23     96.43     10.20     99.60     14.62      7.83     64.27      7.51     55.15     12.25     36.76     26.47     84.98     23.54     87.40     38.25     14.78     43.36     41.29     60.64     82.79     22.09     27.66     77.29     71.53     36.18     35.51 
   254    52470.44   2382.06     91.02     48.60           87.46     71.25     71.32     19.94     -4.48     38.93     56.27     56.62     89.49     32.09     99.22     96.41     11.10     99.60     14.88      8.03     64.40      8.11     55.38     12.21     36.69     26.50     84.99     23.51     87.40     38.03     14.46     43.50     41.36     60.63     82.80     22.20     27.25     77.27     71.52     36.15     35.62 
