constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.000000  -0.100000  -0.400000  ]  [  0.800000  -0.100000  -0.300000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
Total repeats: 1000

           Batch performances                            By-cases performance as: Sum rewards

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   190    3556.37    362.63     90.65     58.65          293.08    276.62    184.64    219.68    102.89    569.49    469.12    602.24    372.93    465.68 
   191    3555.87    363.13     90.64     58.65          293.14    276.48    184.61    219.79    102.92    569.31    469.06    602.27    372.72    465.57 
   192    3555.96    363.04     90.64     58.64          293.06    276.46    184.54    219.67    102.98    569.36    469.22    602.09    372.92    465.66 
   193    3555.44    363.56     90.63     58.57          293.07    276.38    184.47    219.58    102.98    569.32    469.23    602.09    372.82    465.51 
   194    3554.77    364.23     90.61     58.52          293.00    276.46    184.46    219.50    102.97    569.39    469.14    601.65    372.84    465.36 
   195    3554.67    364.33     90.62     58.53          293.12    276.40    184.44    219.52    102.97    569.36    469.14    601.45    373.02    465.25 
   196    3553.96    365.04     90.60     58.46          293.16    276.43    184.34    219.71    102.86    569.26    468.85    601.47    372.88    465.01 
   197    3553.78    365.22     90.59     58.38          293.05    276.43    184.36    219.65    102.79    569.22    468.80    601.67    372.86    464.95 
   198    3553.95    365.05     90.59     58.40          293.11    276.54    184.32    219.55    102.82    569.28    468.89    601.68    372.76    464.99 
   199    3553.89    365.11     90.59     58.36          293.16    276.52    184.40    219.39    102.78    569.31    468.89    601.60    372.80    465.04 
   200    3553.58    365.43     90.57     58.27          293.15    276.45    184.26    219.48    102.64    569.34    468.93    601.55    372.80    464.98 
   201    3553.81    365.19     90.58     58.31          293.19    276.48    184.37    219.51    102.64    569.47    468.72    601.53    372.97    464.93 
   202    3554.19    364.81     90.60     58.43          293.21    276.63    184.50    219.66    102.70    569.50    468.64    601.41    372.90    465.04 
   203    3553.67    365.33     90.58     58.33          293.21    276.56    184.41    219.58    102.64    569.40    468.61    601.33    372.77    465.16 
   204    3553.62    365.38     90.58     58.35          293.21    276.70    184.54    219.51    102.66    569.25    468.57    601.30    372.88    464.99 
   205    3553.72    365.28     90.58     58.35          293.27    276.62    184.56    219.51    102.65    569.39    468.43    601.49    372.83    464.97 
   206    3553.76    365.24     90.58     58.31          293.20    276.54    184.49    219.39    102.68    569.42    468.41    601.66    372.99    465.00 
   207    3553.33    365.67     90.57     58.26          293.21    276.62    184.50    219.30    102.63    569.30    468.33    601.43    373.02    464.98 
   208    3554.10    364.90     90.59     58.32          293.15    276.75    184.58    219.28    102.66    569.44    468.35    601.60    373.48    464.81 
   209    3553.90    365.10     90.58     58.27          293.01    276.62    184.47    219.17    102.71    569.67    468.37    601.63    373.47    464.78 
   210    3553.65    365.35     90.57     58.25          293.13    276.55    184.47    219.03    102.74    569.70    468.28    601.89    373.34    464.52 
   211    3553.53    365.47     90.57     58.20          293.03    276.47    184.52    218.95    102.72    569.72    468.41    601.93    373.37    464.40 
   212    3553.79    365.21     90.57     58.22          293.04    276.46    184.64    218.97    102.67    569.65    468.52    601.85    373.46    464.54 
   213    3553.88    365.12     90.57     58.22          292.95    276.54    184.66    219.06    102.63    569.66    468.49    601.99    373.41    464.48 
   214    3554.01    364.99     90.58     58.26          293.00    276.58    184.64    219.18    102.64    569.75    468.43    601.86    373.38    464.56 
   215    3553.63    365.37     90.57     58.19          292.87    276.64    184.64    219.17    102.57    569.61    468.49    601.80    373.39    464.45 
   216    3554.15    364.85     90.59     58.27          292.92    276.68    184.70    219.15    102.65    569.58    468.66    601.98    373.42    464.41 
   217    3553.70    365.30     90.58     58.24          292.95    276.77    184.63    219.18    102.63    569.70    468.43    601.87    373.36    464.18 
   218    3553.55    365.45     90.58     58.29          293.01    276.72    184.71    219.20    102.68    569.82    468.38    601.61    373.29    464.13 
   219    3553.26    365.74     90.58     58.34          293.04    276.75    184.74    219.24    102.77    569.83    468.23    601.50    373.16    464.02 
   220    3553.31    365.69     90.58     58.35          293.04    276.72    184.76    219.21    102.79    569.87    468.36    601.59    373.17    463.79 
   221    3553.38    365.62     90.59     58.41          292.98    276.63    184.74    219.34    102.86    570.00    468.54    601.47    373.04    463.78 
   222    3553.00    366.00     90.58     58.39          292.97    276.57    184.66    219.50    102.86    569.90    468.32    601.62    372.95    463.66 
   223    3552.90    366.10     90.58     58.37          292.91    276.59    184.71    219.41    102.87    569.87    468.08    601.68    372.88    463.89 
   224    3553.56    365.44     90.59     58.41          292.87    276.71    184.69    219.41    102.86    570.00    468.18    601.79    372.90    464.13 
   225    3553.76    365.24     90.60     58.44          292.92    276.84    184.66    219.40    102.89    570.02    468.12    601.90    373.16    463.85 
   226    3554.22    364.78     90.62     58.52          293.00    276.78    184.67    219.35    103.03    569.88    468.11    602.03    373.37    464.00 
   227    3554.38    364.62     90.62     58.57          292.98    276.74    184.65    219.49    103.07    569.89    468.19    602.12    373.27    463.98 
   228    3554.73    364.27     90.63     58.59          293.06    276.78    184.57    219.47    103.07    570.00    468.28    602.29    373.26    463.95 
   229    3554.06    364.94     90.60     58.46          293.04    276.66    184.48    219.36    102.98    569.90    468.33    602.31    373.24    463.76 
   230    3553.57    365.43     90.59     58.43          293.04    276.53    184.54    219.39    102.97    569.88    468.28    602.23    373.05    463.68 
   231    3553.14    365.86     90.57     58.33          292.97    276.40    184.39    219.32    102.93    569.91    467.97    602.12    373.16    463.98 
   232    3552.86    366.14     90.57     58.31          293.03    276.47    184.39    219.26    102.91    569.78    468.17    601.93    373.08    463.84 
   233    3552.51    366.49     90.56     58.28          293.09    276.55    184.35    219.24    102.90    569.77    467.89    602.02    372.96    463.74 
   234    3552.38    366.62     90.56     58.29          293.08    276.40    184.41    219.34    102.90    569.76    467.82    601.93    373.01    463.71 
   235    3552.89    366.11     90.57     58.34          293.10    276.49    184.38    219.36    102.95    569.72    467.89    602.14    373.10    463.77 
   236    3552.69    366.31     90.57     58.32          292.97    276.53    184.37    219.33    102.97    569.77    467.78    602.16    373.08    463.73 
   237    3552.34    366.66     90.56     58.33          292.97    276.54    184.33    219.45    102.99    569.79    467.73    601.90    373.05    463.59 
   238    3552.58    366.42     90.57     58.34          292.93    276.56    184.35    219.47    102.98    569.76    467.85    602.16    372.99    463.53 
   239    3553.16    365.84     90.58     58.42          292.92    276.62    184.38    219.54    103.04    569.77    467.92    602.44    372.90    463.64 
   240    3553.19    365.81     90.58     58.40          292.89    276.57    184.21    219.69    103.00    569.74    468.01    602.34    373.12    463.63 
   241    3553.19    365.81     90.58     58.42          292.79    276.48    184.28    219.84    102.97    569.75    468.12    602.24    373.11    463.61 
   242    3553.01    365.99     90.58     58.39          292.78    276.33    184.26    219.87    102.95    569.66    468.18    602.20    373.12    463.66 
   243    3552.54    366.46     90.57     58.34          292.65    276.41    184.28    219.86    102.96    569.55    468.07    602.20    373.10    463.47 
   244    3552.68    366.32     90.57     58.38          292.67    276.38    184.27    219.89    103.00    569.69    467.95    602.24    373.13    463.45 
   245    3552.79    366.21     90.57     58.40          292.69    276.36    184.19    219.89    103.04    569.72    467.98    602.31    373.07    463.53 
   246    3552.64    366.36     90.56     58.33          292.67    276.32    184.15    219.80    102.99    569.62    468.06    602.42    373.04    463.59 
   247    3552.37    366.63     90.56     58.30          292.64    276.41    184.10    219.84    102.96    569.55    468.00    602.22    373.15    463.49 
   248    3553.05    365.95     90.58     58.39          292.65    276.40    184.15    219.90    103.02    569.53    468.24    602.26    373.40    463.49 
   249    3553.11    365.89     90.59     58.46          292.68    276.36    184.20    220.01    103.10    569.45    468.26    602.23    373.36    463.46 
   250    3553.14    365.86     90.59     58.46          292.71    276.29    184.14    220.08    103.07    569.50    468.27    602.10    373.36    463.62 
   251    3553.18    365.82     90.59     58.49          292.67    276.37    184.09    220.04    103.13    569.58    468.33    602.04    373.24    463.70 
   252    3553.07    365.93     90.58     58.45          292.74    276.35    184.11    219.96    103.09    569.56    468.34    602.03    373.37    463.52 
   253    3552.84    366.16     90.58     58.42          292.72    276.32    184.12    219.96    103.06    569.60    468.32    601.89    373.45    463.40 
   254    3552.97    366.03     90.58     58.43          292.72    276.24    184.19    219.93    103.07    569.59    468.37    601.86    373.64    463.36 
   255    3552.54    366.46     90.58     58.41          292.75    276.24    184.18    219.88    103.10    569.49    468.22    601.71    373.52    463.45 
   256    3552.30    366.70     90.57     58.40          292.59    276.33    184.20    219.93    103.11    569.54    468.26    601.73    373.40    463.21 
   257    3551.92    367.08     90.56     58.37          292.61    276.18    184.14    219.85    103.16    569.55    468.25    601.58    373.46    463.16 
   258    3552.07    366.93     90.57     58.39          292.67    276.17    184.05    219.87    103.17    569.67    468.29    601.67    373.38    463.14 
   259    3552.31    366.69     90.57     58.40          292.66    276.22    184.07    219.87    103.13    569.68    468.51    601.69    373.24    463.24 
   260    3552.18    366.82     90.56     58.34          292.64    276.11    184.14    219.83    103.07    569.60    468.38    601.70    373.42    463.30 
   261    3552.05    366.95     90.56     58.33          292.66    276.22    184.18    219.86    103.04    569.50    468.28    601.73    373.42    463.16 
   262    3552.32    366.68     90.56     58.32          292.67    276.28    184.11    219.81    103.02    569.61    468.27    601.81    373.68    463.07 
   263    3552.19    366.81     90.56     58.30          292.63    276.25    184.11    219.79    103.00    569.61    468.33    601.79    373.59    463.10 
   264    3552.19    366.81     90.55     58.27          292.63    276.25    184.11    219.81    102.94    569.59    468.30    601.84    373.50    463.22 
   265    3552.71    366.29     90.56     58.31          292.71    276.15    184.08    219.88    102.92    569.59    468.38    601.98    373.63    463.39 
   266    3552.25    366.75     90.55     58.25          292.68    276.20    184.12    219.84    102.87    569.61    468.35    601.70    373.59    463.29 
   267    3552.01    366.99     90.54     58.19          292.66    276.20    184.07    219.84    102.79    569.50    468.31    601.68    373.62    463.34 
   268    3551.91    367.09     90.54     58.18          292.66    276.07    184.02    219.90    102.81    569.49    468.36    601.86    373.56    463.18 
   269    3551.71    367.29     90.53     58.14          292.64    276.19    184.01    219.86    102.77    569.45    468.22    602.03    373.42    463.14 
   270    3551.39    367.61     90.52     58.07          292.56    276.33    183.88    219.81    102.73    569.44    468.13    602.07    373.37    463.09 
   271    3551.30    367.70     90.52     58.09          292.60    276.30    183.86    219.79    102.80    569.39    468.10    602.08    373.24    463.15 
   272    3550.88    368.12     90.51     58.09          292.54    276.33    183.88    219.77    102.85    569.35    467.91    602.08    373.18    462.98 
   273    3551.16    367.84     90.52     58.12          292.50    276.36    183.89    219.81    102.87    569.44    467.92    601.96    373.23    463.19 
   274    3551.13    367.87     90.51     58.08          292.48    276.32    183.90    219.79    102.78    569.56    468.04    601.96    373.22    463.08 
   275    3551.16    367.84     90.51     58.06          292.47    276.26    183.97    219.78    102.74    569.59    468.04    601.85    373.37    463.08 
   276    3550.81    368.19     90.50     57.97          292.40    276.25    183.91    219.68    102.67    569.59    468.06    601.74    373.44    463.06 
   277    3550.66    368.34     90.49     57.96          292.47    276.30    183.83    219.68    102.69    569.45    468.08    601.82    373.26    463.09 
   278    3551.21    367.79     90.51     57.99          292.41    276.31    183.90    219.68    102.68    569.54    468.07    601.95    373.53    463.15 
   279    3551.16    367.84     90.51     58.00          292.41    276.32    183.90    219.72    102.70    569.48    467.94    601.91    373.52    463.26 
   280    3551.17    367.83     90.51     58.03          292.43    276.34    183.91    219.75    102.73    569.51    467.98    601.97    373.33    463.23 
   281    3551.42    367.58     90.52     58.09          292.40    276.30    183.89    219.83    102.79    569.58    467.94    601.93    373.57    463.20 
   282    3551.39    367.61     90.52     58.11          292.36    276.29    183.88    219.85    102.84    569.64    467.82    601.90    373.64    463.16 
   283    3551.43    367.57     90.53     58.12          292.35    276.37    183.88    219.78    102.89    569.69    467.91    601.88    373.67    463.01 
   284    3551.55    367.45     90.53     58.13          292.41    276.39    183.78    219.77    102.91    569.47    468.01    601.97    373.79    463.05 
   285    3551.02    367.98     90.51     58.02          292.39    276.40    183.74    219.67    102.82    569.42    467.97    601.92    373.78    462.91 
   286    3550.92    368.08     90.51     58.03          292.44    276.40    183.72    219.76    102.82    569.40    467.87    601.86    373.80    462.85 
   287    3551.11    367.89     90.52     58.07          292.44    276.37    183.83    219.73    102.85    569.45    467.91    601.76    373.80    462.98 
   288    3551.12    367.88     90.52     58.08          292.40    276.37    183.85    219.77    102.85    569.45    468.06    601.69    373.68    463.01 
   289    3550.51    368.49     90.50     58.01          292.37    276.36    183.81    219.70    102.82    569.44    468.13    601.60    373.58    462.71 
   290    3550.49    368.51     90.50     57.97          292.39    276.31    183.68    219.66    102.80    569.52    468.15    601.61    373.68    462.69 
   291    3550.36    368.64     90.49     57.97          292.37    276.26    183.71    219.61    102.81    569.50    468.18    601.46    373.73    462.73 
   292    3550.55    368.45     90.50     57.99          292.36    276.26    183.79    219.68    102.78    569.59    468.13    601.56    373.74    462.65 
   293    3550.59    368.41     90.50     58.02          292.43    276.22    183.75    219.61    102.87    569.56    468.20    601.58    373.58    462.78 
   294    3550.65    368.35     90.51     58.04          292.43    276.18    183.73    219.63    102.90    569.53    468.26    601.42    373.79    462.78 
   295    3550.81    368.19     90.51     58.03          292.45    276.18    183.75    219.72    102.80    569.63    468.22    601.46    373.81    462.79 
   296    3550.96    368.04     90.51     58.04          292.48    276.14    183.75    219.66    102.83    569.73    468.27    601.51    373.80    462.78 
   297    3550.85    368.15     90.51     58.07          292.49    276.13    183.75    219.69    102.88    569.75    468.32    601.50    373.72    462.61 
   298    3550.87    368.13     90.51     58.10          292.51    276.20    183.75    219.67    102.94    569.71    468.10    601.49    373.74    462.75 
   299    3551.02    367.98     90.52     58.10          292.54    276.27    183.72    219.69    102.91    569.65    468.11    601.53    373.83    462.76 
   300    3551.29    367.71     90.52     58.12          292.55    276.18    183.70    219.71    102.92    569.69    468.20    601.71    373.78    462.83 
   301    3551.48    367.52     90.53     58.13          292.51    276.26    183.78    219.79    102.88    569.70    468.16    601.70    373.77    462.92 
   302    3551.33    367.67     90.53     58.15          292.44    276.17    183.82    219.86    102.93    569.78    468.05    601.81    373.69    462.78 
   303    3551.57    367.43     90.53     58.17          292.42    276.14    183.73    219.98    102.93    569.79    468.18    601.77    373.81    462.83 
   304    3551.55    367.45     90.53     58.22          292.44    276.13    183.74    220.07    102.98    569.73    468.15    601.73    373.70    462.89 
   305    3552.04    366.96     90.54     58.25          292.46    276.08    183.75    220.10    102.97    569.72    468.26    601.93    373.67    463.10 
   306    3552.20    366.80     90.55     58.25          292.36    276.19    183.70    220.18    102.95    569.64    468.38    601.96    373.84    462.99 
   307    3552.10    366.90     90.54     58.24          292.32    276.18    183.70    220.21    102.95    569.49    468.43    602.02    373.76    463.04 
   308    3551.88    367.12     90.54     58.23          292.33    276.26    183.68    220.23    102.95    569.44    468.35    601.95    373.75    462.93 
   309    3552.17    366.83     90.55     58.28          292.38    276.26    183.70    220.27    102.99    569.39    468.34    602.12    373.75    462.97 
   310    3552.35    366.65     90.56     58.31          292.44    276.33    183.74    220.28    102.97    569.39    468.42    602.09    373.70    463.00 
   311    3552.01    366.99     90.55     58.29          292.43    276.22    183.74    220.31    103.00    569.39    468.27    602.11    373.61    462.94 
   312    3551.93    367.07     90.55     58.29          292.41    276.27    183.71    220.30    103.01    569.39    468.40    602.12    373.51    462.81 
   313    3551.78    367.22     90.54     58.28          292.36    276.31    183.67    220.24    103.04    569.40    468.39    602.12    373.44    462.81 
   314    3551.85    367.15     90.55     58.30          292.36    276.32    183.68    220.35    103.02    569.47    468.40    602.02    373.41    462.82 
   315    3551.94    367.06     90.55     58.34          292.38    276.36    183.71    220.40    103.04    569.33    468.41    602.01    373.36    462.94 
   316    3552.39    366.61     90.56     58.36          292.36    276.37    183.79    220.43    103.01    569.30    468.38    602.16    373.50    463.08 
   317    3552.61    366.39     90.57     58.39          292.37    276.39    183.81    220.43    103.03    569.35    468.42    602.12    373.50    463.19 
   318    3552.73    366.27     90.57     58.42          292.39    276.39    183.86    220.49    103.03    569.34    468.50    602.08    373.48    463.18 
   319    3552.66    366.34     90.57     58.40          292.29    276.30    183.88    220.48    103.04    569.38    468.61    602.05    373.55    463.08 
   320    3552.52    366.48     90.57     58.39          292.27    276.33    183.90    220.43    103.05    569.33    468.49    602.06    373.59    463.05 
   321    3552.71    366.29     90.57     58.41          292.24    276.27    183.91    220.49    103.06    569.39    468.55    602.24    373.62    462.93 
   322    3552.40    366.60     90.57     58.38          292.24    276.34    183.89    220.43    103.04    569.38    468.57    601.91    373.53    463.09 
   323    3551.99    367.01     90.56     58.33          292.21    276.29    183.88    220.43    103.04    569.09    468.61    601.78    373.55    463.12 
   324    3552.31    366.69     90.57     58.41          292.15    276.23    183.99    220.55    103.10    569.04    468.66    601.83    373.61    463.15 
   325    3552.10    366.90     90.57     58.39          292.18    276.19    184.06    220.56    103.06    568.98    468.58    601.77    373.58    463.13 
   326    3551.98    367.02     90.57     58.42          292.23    276.28    184.12    220.59    103.09    568.94    468.42    601.71    373.49    463.12 
   327    3551.95    367.05     90.57     58.40          292.23    276.31    184.12    220.51    103.09    568.93    468.38    601.78    373.53    463.06 
   328    3551.71    367.29     90.57     58.39          292.27    276.30    184.18    220.47    103.07    568.87    468.45    601.53    373.50    463.08 
   329    3551.76    367.24     90.57     58.40          292.27    276.33    184.19    220.45    103.09    568.90    468.36    601.66    373.52    462.98 
   330    3551.86    367.14     90.57     58.39          292.22    276.31    184.24    220.47    103.07    568.82    468.37    601.69    373.74    462.94 
   331    3551.97    367.03     90.57     58.40          292.22    276.29    184.21    220.50    103.09    568.85    468.24    601.86    373.69    463.01 
   332    3551.94    367.06     90.57     58.42          292.27    276.30    184.21    220.51    103.10    568.86    468.24    601.90    373.56    462.98 
   333    3552.22    366.78     90.58     58.45          292.33    276.26    184.20    220.57    103.10    568.89    468.27    602.00    373.57    463.03 
   334    3552.04    366.96     90.58     58.44          292.31    276.27    184.16    220.55    103.11    569.02    468.31    601.92    373.46    462.92 
   335    3551.92    367.08     90.57     58.44          292.27    276.24    184.18    220.56    103.13    568.98    468.26    601.89    373.36    463.05 
   336    3552.26    366.74     90.58     58.49          292.24    276.31    184.08    220.61    103.19    568.96    468.37    601.90    373.35    463.24 
   337    3552.51    366.49     90.59     58.54          292.26    276.22    184.10    220.64    103.24    569.07    468.34    601.92    373.36    463.36 
   338    3552.46    366.54     90.59     58.54          292.25    276.18    184.12    220.61    103.26    569.15    468.40    601.78    373.32    463.38 
   339    3552.17    366.83     90.59     58.53          292.27    276.15    184.12    220.65    103.25    569.03    468.49    601.70    373.27    463.26 
   340    3552.16    366.84     90.58     58.52          292.21    276.17    184.14    220.59    103.26    569.02    468.44    601.70    373.24    463.39 
   341    3552.12    366.88     90.58     58.50          292.21    276.28    184.17    220.54    103.22    569.09    468.33    601.82    373.12    463.35 
   342    3552.40    366.60     90.59     58.51          292.23    276.34    184.20    220.54    103.19    569.08    468.48    601.80    373.25    463.30 
   343    3552.53    366.47     90.59     58.53          292.16    276.36    184.22    220.59    103.19    569.10    468.47    601.64    373.42    463.38 
   344    3552.47    366.53     90.59     58.47          292.17    276.40    184.15    220.54    103.13    569.15    468.48    601.63    373.54    463.28 
   345    3552.25    366.75     90.58     58.45          292.12    276.34    184.16    220.50    103.12    569.21    468.49    601.59    373.49    463.23 
   346    3552.48    366.52     90.59     58.51          292.12    276.34    184.16    220.60    103.18    569.27    468.48    601.58    373.53    463.22 
   347    3552.37    366.63     90.59     58.50          292.10    276.34    184.24    220.56    103.18    569.31    468.42    601.62    373.52    463.09 
   348    3552.51    366.49     90.59     58.50          292.07    276.37    184.29    220.49    103.18    569.35    468.34    601.70    373.52    463.21 
   349    3552.76    366.24     90.60     58.53          292.07    276.37    184.23    220.46    103.24    569.41    468.40    601.81    373.59    463.18 
   350    3552.83    366.17     90.60     58.51          292.03    276.43    184.20    220.40    103.23    569.39    468.40    601.84    373.70    463.19 
   351    3553.10    365.90     90.60     58.52          292.00    276.46    184.25    220.35    103.24    569.44    468.47    601.96    373.87    463.07 
   352    3552.84    366.16     90.60     58.52          291.93    276.47    184.27    220.34    103.28    569.41    468.42    601.83    373.87    463.01 
   353    3552.92    366.08     90.60     58.52          291.94    276.51    184.32    220.28    103.28    569.40    468.41    601.85    373.79    463.14 
   354    3552.64    366.36     90.60     58.52          291.89    276.51    184.35    220.31    103.32    569.11    468.42    601.82    373.73    463.17 
   355    3552.86    366.14     90.61     58.57          291.92    276.55    184.41    220.33    103.34    569.15    468.47    601.75    373.70    463.24 
   356    3552.77    366.23     90.61     58.57          291.96    276.53    184.47    220.33    103.33    569.17    468.35    601.74    373.66    463.23 
   357    3552.64    366.36     90.61     58.56          291.96    276.51    184.46    220.31    103.34    569.17    468.34    601.77    373.55    463.23 
   358    3552.62    366.38     90.61     58.57          291.94    276.48    184.52    220.32    103.36    569.07    468.30    601.71    373.63    463.29 
   359    3552.14    366.86     90.59     58.50          291.88    276.44    184.35    220.32    103.35    569.12    468.19    601.70    373.53    463.26 
   360    3552.24    366.76     90.59     58.47          291.91    276.34    184.33    220.29    103.30    569.20    468.19    601.71    373.63    463.36 
   361    3552.11    366.89     90.58     58.47          291.94    276.39    184.29    220.32    103.28    569.24    468.17    601.57    373.52    463.41 
   362    3552.22    366.78     90.59     58.46          291.99    276.50    184.23    220.31    103.24    569.20    468.07    601.52    373.67    463.48 
   363    3552.17    366.83     90.59     58.48          292.06    276.52    184.25    220.38    103.25    569.19    467.97    601.54    373.60    463.42 
   364    3552.31    366.69     90.59     58.48          292.05    276.48    184.13    220.44    103.24    569.18    467.99    601.58    373.60    463.62 
   365    3552.38    366.62     90.58     58.46          292.05    276.39    184.16    220.44    103.19    569.19    468.07    601.71    373.57    463.61 
   366    3552.56    366.44     90.59     58.46          292.10    276.34    184.18    220.43    103.17    569.14    468.06    601.86    373.57    463.70 
   367    3552.66    366.34     90.59     58.46          292.07    276.30    184.10    220.45    103.20    569.12    468.18    601.96    373.58    463.72 
   368    3552.68    366.32     90.59     58.48          292.05    276.29    183.96    220.49    103.26    569.14    468.33    601.94    373.56    463.67 
   369    3552.79    366.21     90.60     58.54          292.06    276.30    184.05    220.57    103.31    569.11    468.21    601.96    373.62    463.59 
   370    3553.09    365.91     90.60     58.58          292.10    276.39    184.00    220.64    103.32    569.17    468.25    601.95    373.61    463.67 
   371    3553.11    365.89     90.61     58.59          292.12    276.36    183.99    220.60    103.35    569.17    468.20    601.99    373.80    463.53 
   372    3553.00    366.00     90.61     58.62          292.11    276.33    184.01    220.60    103.41    569.19    468.23    601.88    373.74    463.49 
   373    3553.21    365.79     90.61     58.63          292.07    276.39    183.98    220.55    103.44    569.24    468.35    601.93    373.78    463.49 
   374    3552.92    366.08     90.60     58.58          292.07    276.35    183.96    220.50    103.41    569.25    468.18    601.92    373.81    463.47 
   375    3552.95    366.05     90.60     58.56          292.07    276.34    183.93    220.46    103.40    569.26    468.16    601.96    373.78    463.59 
   376    3553.11    365.89     90.61     58.59          292.10    276.36    183.87    220.52    103.42    569.22    468.18    601.96    373.79    463.68 
   377    3553.15    365.85     90.60     58.58          292.15    276.42    183.80    220.56    103.39    569.19    468.13    601.97    373.95    463.60 
   378    3553.40    365.60     90.61     58.61          292.17    276.37    183.80    220.58    103.40    569.19    468.20    602.01    373.93    463.76 
   379    3553.62    365.38     90.61     58.58          292.22    276.38    183.77    220.54    103.34    569.23    468.14    602.12    374.05    463.83 
   380    3553.67    365.33     90.61     58.59          292.20    276.39    183.79    220.58    103.34    569.21    468.08    602.22    374.09    463.76 
   381    3553.89    365.11     90.62     58.63          292.20    276.48    183.80    220.68    103.33    569.25    468.11    602.12    374.04    463.88 
   382    3553.71    365.29     90.61     58.61          292.22    276.48    183.76    220.69    103.31    569.31    467.95    602.01    373.99    464.00 
   383    3553.55    365.45     90.61     58.60          292.24    276.45    183.75    220.65    103.33    569.32    467.90    601.98    373.95    463.99 
   384    3553.73    365.27     90.62     58.61          292.26    276.47    183.78    220.74    103.28    569.28    467.90    601.93    374.10    464.00 
   385    3553.97    365.03     90.62     58.66          292.32    276.47    183.80    220.78    103.31    569.24    467.90    601.94    374.05    464.16 
   386    3553.93    365.07     90.62     58.66          292.30    276.44    183.75    220.80    103.33    569.31    467.89    601.96    374.05    464.10 
   387    3553.80    365.20     90.62     58.63          292.33    276.38    183.71    220.77    103.31    569.30    467.89    602.03    374.02    464.06 
   388    3553.45    365.55     90.61     58.61          292.32    276.37    183.76    220.77    103.28    569.34    467.86    601.93    373.88    463.95 
   389    3553.49    365.51     90.61     58.63          292.32    276.51    183.75    220.83    103.27    569.37    467.86    601.77    373.93    463.89 
   390    3553.45    365.55     90.61     58.62          292.32    276.49    183.72    220.87    103.26    569.36    467.82    601.84    373.87    463.89 
   391    3553.70    365.30     90.62     58.66          292.35    276.53    183.74    220.86    103.27    569.45    467.78    601.90    373.82    463.98 
   392    3553.77    365.23     90.61     58.64          292.32    276.49    183.70    220.90    103.24    569.49    467.86    601.93    373.80    464.03 
   393    3553.66    365.34     90.61     58.62          292.33    276.48    183.73    220.79    103.24    569.52    467.94    601.73    373.81    464.09 
   394    3554.04    364.96     90.62     58.65          292.27    276.52    183.78    220.86    103.22    569.54    467.96    601.85    373.85    464.19 
   395    3553.72    365.28     90.61     58.63          292.27    276.52    183.81    220.87    103.20    569.62    467.88    601.77    373.75    464.05 
   396    3553.93    365.07     90.62     58.67          292.28    276.56    183.86    220.93    103.22    569.57    467.91    601.79    373.77    464.06 
   397    3553.69    365.31     90.62     58.65          292.27    276.55    183.83    220.97    103.19    569.58    467.91    601.57    373.78    464.03 
   398    3553.88    365.12     90.62     58.66          292.31    276.58    183.83    220.96    103.17    569.63    467.92    601.65    373.75    464.09 
   399    3553.93    365.07     90.62     58.64          292.28    276.59    183.77    220.97    103.14    569.57    467.97    601.64    373.76    464.24 
   400    3553.95    365.05     90.62     58.65          292.28    276.61    183.78    221.02    103.12    569.66    467.96    601.56    373.71    464.24 
   401    3554.08    364.92     90.62     58.67          292.28    276.66    183.77    221.06    103.14    569.57    468.00    601.61    373.67    464.33 
   402    3554.03    364.97     90.62     58.67          292.30    276.68    183.83    221.02    103.13    569.52    467.95    601.54    373.71    464.35 
   403    3554.31    364.69     90.63     58.70          292.33    276.77    183.84    220.97    103.15    569.50    467.93    601.63    373.74    464.42 
   404    3554.20    364.80     90.62     58.67          292.31    276.76    183.80    220.96    103.13    569.52    468.00    601.62    373.73    464.37 
   405    3554.26    364.74     90.62     58.68          292.37    276.72    183.82    221.00    103.12    569.45    468.02    601.73    373.67    464.35 
   406    3554.23    364.77     90.63     58.69          292.40    276.79    183.85    221.04    103.10    569.38    468.00    601.72    373.64    464.30 
   407    3554.12    364.88     90.62     58.68          292.39    276.73    183.85    221.09    103.09    569.40    468.03    601.74    373.51    464.30 
   408    3554.12    364.88     90.62     58.68          292.43    276.80    183.87    220.99    103.09    569.38    468.07    601.67    373.48    464.34 
   409    3554.15    364.85     90.62     58.66          292.43    276.74    183.86    220.96    103.07    569.44    468.09    601.71    373.50    464.35 
   410    3554.27    364.73     90.62     58.68          292.45    276.74    183.83    221.00    103.08    569.44    468.08    601.76    373.50    464.40 
   411    3554.42    364.58     90.63     58.71          292.44    276.81    183.84    220.99    103.13    569.42    468.11    601.82    373.50    464.36 
