constructTestCases(): generating 37 specified cases ...  DONE
Procedure evaluateBatch()
Oracle probabilites : disabled
MABsolver_config: algorithms: VoterUCBT , CP HenkyPenky , CPT Davor , Reset AllZero
MABsolver_config: params: types:  Linear  Linear  Linear  Direct  Direct  
MABsolver_config: params: numInputs:  2  2  1  0  0  
MABsolver_config: params: weights:  [  1.100000  -0.400000  -0.400000  ]  [  0.300000  0.000000  0.000000  ]  [  0.000000  1.000000  ]  [  43.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  
BanditTestBatch: numCases: 37
BanditTestBatch: maxim sum reward: 54852.5
BanditTestBatch: random reward: 47776.5
Total repeats: 1000

           Batch performances                            By-cases performance as: Random-normalized optimality [%]

repeat     SumRew    Regret    Opt[%]  RNopt[%]          case01    case02    case03    case04    case05    case06    case07    case08    case09    case10    case11    case12    case13    case14    case15    case16    case17    case18    case19    case20    case21    case22    case23    case24    case25    case26    case27    case28    case29    case30    case31    case32    case33    case34    case35    case36    case37 
   217    52837.88   2014.62     92.02     55.00           88.07     76.19     71.24     29.50     14.46     49.79     48.12     62.31     84.04     59.37     98.99     94.95     35.58     99.17     34.84     12.07     66.13     21.66     72.10     16.63     38.21     75.13     89.36     20.16     91.11     36.50     17.48     49.58     42.41     51.48     87.00     12.34     29.57     78.43     70.99     59.79     50.11 
   218    52838.94   2013.56     92.03     54.96           88.03     76.26     71.46     29.53     14.53     49.97     48.18     62.25     84.13     59.43     99.00     94.95     33.21     99.17     34.40     12.78     66.11     21.38     72.26     16.42     38.50     75.13     89.42     20.41     91.11     36.40     17.14     49.86     42.37     51.47     87.02     12.24     29.64     78.45     71.01     59.86     50.02 
   219    52837.72   2014.78     92.03     54.93           88.03     76.17     71.62     29.52     14.23     50.06     48.17     62.23     84.22     59.32     99.01     94.95     32.97     99.17     34.79     12.57     65.78     21.37     71.89     16.27     39.00     75.13     89.42     20.34     91.11     36.41     17.07     49.99     42.28     51.28     87.04     12.13     29.77     78.39     71.00     59.80     50.07 
   220    52836.40   2016.10     92.02     54.87           87.95     76.04     71.80     29.59     14.22     49.97     48.20     62.17     84.21     59.35     99.00     94.94     31.73     99.17     34.64     12.42     65.93     21.36     72.21     16.06     38.62     75.14     89.42     20.37     91.10     36.51     16.61     49.72     42.34     51.34     87.02     12.06     29.61     78.32     70.93     59.83     50.16 
   221    52836.43   2016.07     92.03     54.92           87.88     76.05     71.71     29.68     14.05     49.84     48.13     62.22     84.16     59.22     98.98     94.91     33.21     99.17     34.66     13.36     65.87     21.36     72.33     15.61     38.75     75.12     89.38     20.43     91.10     36.72     16.63     49.86     42.45     51.54     87.03     11.99     29.28     78.32     70.92     59.85     50.25 
   222    52835.17   2017.33     92.02     54.91           87.95     75.84     71.75     29.45     14.34     49.55     48.29     62.17     84.24     59.22     98.99     94.89     34.32     99.17     34.23     13.21     65.48     21.08     72.46     15.83     38.52     75.13     89.32     20.71     91.10     36.65     16.76     49.90     42.38     51.46     86.93     11.80     29.24     78.38     70.86     59.91     50.28 
   223    52834.88   2017.62     92.02     54.88           88.09     75.80     71.78     29.70     14.55     49.46     48.39     62.22     84.16     59.15     99.00     94.92     32.56     99.17     34.08     13.12     65.38     20.45     73.09     15.73     38.83     75.12     89.29     20.61     91.10     36.69     16.26     49.98     42.37     51.58     86.93     12.03     29.52     78.33     70.83     59.98     50.26 
   224    52834.53   2017.97     92.03     54.92           88.21     75.64     71.68     29.56     14.98     49.46     48.32     62.21     84.22     59.13     99.01     94.92     32.68     99.17     33.84     13.33     65.29     20.89     74.07     15.86     38.82     75.11     89.26     20.84     91.10     36.77     16.40     49.64     42.19     51.54     86.95     12.19     29.19     78.31     70.79     59.98     50.28 
   225    52834.64   2017.86     92.02     54.83           88.36     75.62     71.37     29.49     14.72     49.52     48.24     62.22     84.19     59.14     99.00     94.92     30.76     99.17     33.96     13.07     65.59     20.89     73.97     15.79     38.13     75.11     89.24     20.70     91.10     36.81     16.65     49.57     42.22     51.52     86.96     12.39     29.12     78.39     70.75     60.00     50.23 
   226    52833.76   2018.74     92.01     54.82           88.30     75.50     71.35     29.37     14.65     49.49     48.37     62.10     84.15     59.08     99.03     94.92     30.62     99.17     34.16     13.04     65.58     20.80     73.77     15.66     38.97     75.10     89.20     20.64     91.11     36.93     16.08     50.01     42.16     51.53     86.97     12.29     29.05     78.33     70.82     59.96     50.19 
   227    52833.85   2018.65     92.00     54.81           88.26     75.59     71.12     29.25     14.66     49.59     48.40     62.10     84.06     59.13     99.03     94.90     31.63     99.17     33.74     12.78     65.67     20.26     73.54     16.01     38.36     75.09     89.22     20.63     91.11     36.91     16.25     50.24     42.30     51.63     87.00     12.17     28.73     78.27     70.86     59.95     50.19 
   228    52834.82   2017.68     92.01     54.83           88.15     75.44     71.24     29.29     14.55     49.61     48.43     62.08     84.07     59.16     99.01     94.90     31.58     99.17     33.86     12.92     65.76     20.61     73.53     16.08     38.35     75.09     89.24     20.90     91.10     36.91     15.70     50.35     42.34     51.71     86.99     12.36     28.78     78.25     70.89     60.01     50.20 
   229    52834.13   2018.37     92.01     54.82           88.15     75.34     71.20     29.06     14.34     49.69     48.49     62.06     84.09     59.23     99.02     94.93     32.23     99.17     33.89     13.19     65.83     20.35     73.69     16.27     38.59     75.09     89.26     20.93     91.10     36.88     15.35     50.01     42.13     51.68     86.99     12.18     28.77     78.27     70.83     60.03     50.22 
   230    52834.38   2018.12     92.01     54.82           88.29     75.33     71.43     29.31     14.76     49.63     48.60     62.11     84.09     59.29     99.02     94.98     32.00     99.17     33.30     12.99     65.70     20.00     73.50     16.64     38.92     75.09     89.31     20.66     91.09     36.79     15.43     49.87     42.02     51.92     87.02     12.07     28.84     78.25     70.78     60.03     50.28 
   231    52834.83   2017.67     92.02     54.83           88.26     75.44     71.80     29.62     14.17     49.59     48.55     61.90     84.11     59.44     99.00     94.97     31.86     99.17     33.42     13.42     65.57     20.35     73.35     16.79     38.77     75.11     89.32     20.91     91.09     36.64     15.07     49.86     41.82     51.77     86.99     12.14     29.05     78.29     70.76     60.12     50.38 
   232    52835.27   2017.23     92.02     54.85           88.50     75.47     71.59     29.61     14.10     49.32     48.42     61.90     84.17     59.46     99.00     94.98     32.76     99.16     33.28     13.97     65.66     19.74     73.75     17.07     38.76     75.14     89.32     21.10     91.09     36.62     14.99     49.45     41.79     51.87     87.00     12.08     28.88     78.27     70.80     60.15     50.40 
   233    52837.00   2015.50     92.02     54.89           88.53     75.35     71.73     29.67     13.78     49.51     48.43     61.89     84.16     59.37     98.99     94.98     32.96     99.16     33.22     13.99     65.81     20.43     73.76     16.73     38.54     75.14     89.29     21.36     91.10     36.63     15.00     49.42     42.30     51.89     86.97     12.07     28.84     78.34     70.84     60.17     50.43 
   234    52837.35   2015.15     92.03     54.89           88.54     75.28     71.80     29.91     13.72     49.45     48.26     62.02     84.15     59.16     99.02     94.97     31.88     99.16     33.33     14.02     65.51     21.45     73.87     16.72     39.28     75.13     89.30     21.31     91.10     36.44     14.51     49.70     42.44     51.79     86.97     12.08     28.89     78.40     70.87     60.16     50.39 
   235    52837.19   2015.31     92.03     54.94           88.55     75.14     71.94     29.66     13.66     49.68     48.37     62.08     84.07     59.13     99.02     94.99     32.26     99.16     33.36     13.99     65.68     21.79     73.63     17.07     39.54     75.13     89.32     21.35     91.10     36.59     14.97     49.97     42.24     51.76     86.97     12.25     28.58     78.43     70.81     60.12     50.28 
   236    52837.76   2014.74     92.03     54.93           88.42     75.16     71.92     29.72     14.03     49.59     48.36     62.15     84.00     59.06     99.03     95.01     31.69     99.16     33.31     14.24     65.84     22.03     74.04     16.93     39.42     75.12     89.32     21.26     91.09     36.68     15.50     49.29     42.18     51.47     86.99     12.45     28.25     78.42     70.89     60.12     50.27 
   237    52837.69   2014.81     92.03     54.89           88.55     75.22     71.77     29.65     13.83     49.78     48.43     62.22     83.99     58.99     99.03     95.00     30.21     99.16     33.33     13.81     65.42     22.03     74.33     16.94     40.22     75.12     89.33     21.14     91.09     36.79     15.78     48.88     42.10     51.44     87.00     12.34     28.27     78.48     70.85     60.06     50.30 
   238    52838.43   2014.07     92.03     54.90           88.45     75.33     71.91     29.76     13.89     49.97     48.48     62.11     83.94     58.90     99.03     95.03     28.82     99.16     33.70     13.33     65.66     22.10     74.03     17.93     40.00     75.12     89.39     21.25     91.09     36.86     16.32     48.73     42.09     51.37     87.01     12.56     28.29     78.43     70.89     60.03     50.29 
   239    52838.42   2014.08     92.03     54.85           88.31     75.25     72.00     29.70     13.67     49.83     48.52     62.13     83.96     58.95     99.01     95.03     28.20     99.16     33.89     13.19     65.63     22.09     74.22     18.30     39.78     75.13     89.40     21.20     91.09     36.92     15.62     48.69     41.98     51.33     87.03     12.36     28.28     78.37     70.95     60.08     50.32 
   240    52837.55   2014.95     92.02     54.85           88.38     75.22     72.23     29.47     13.63     49.49     48.60     62.13     83.95     58.85     99.03     95.07     29.25     99.16     33.42     13.11     65.43     22.08     73.88     18.67     39.80     75.14     89.38     21.27     91.09     36.79     15.69     48.81     41.73     51.30     87.04     12.30     28.19     78.32     70.92     60.15     50.41 
   241    52836.56   2015.94     92.02     54.81           88.36     75.16     72.22     29.62     13.42     49.64     48.54     62.06     83.95     58.90     99.04     95.08     29.29     99.16     33.61     13.08     65.38     21.91     73.71     18.33     39.29     75.12     89.36     21.29     91.09     36.75     16.12     48.57     41.71     51.28     87.07     12.43     27.79     78.31     70.86     60.21     50.35 
   242    52836.54   2015.96     92.01     54.75           88.26     75.05     72.21     29.56     13.45     49.38     48.45     62.06     83.96     58.97     99.02     95.15     28.02     99.16     33.31     13.39     65.50     21.40     73.77     18.15     39.60     75.12     89.32     21.18     91.09     36.74     16.14     48.12     41.81     51.19     87.07     12.66     27.78     78.36     70.87     60.17     50.37 
   243    52834.63   2017.87     92.01     54.69           88.03     74.97     71.86     29.39     13.35     49.53     48.40     62.08     84.00     58.80     99.02     95.12     28.64     99.16     33.09     13.91     65.65     21.32     73.33     17.67     39.65     75.12     89.31     20.80     91.09     36.68     16.39     47.53     41.80     51.20     87.09     12.60     27.20     78.29     70.84     60.18     50.41 
   244    52834.17   2018.33     92.00     54.67           88.05     75.05     71.73     29.30     13.18     49.62     48.48     62.20     84.00     58.86     99.00     95.12     28.44     99.16     32.79     13.83     65.77     21.48     72.80     18.11     39.64     75.10     89.25     21.03     91.10     36.59     16.72     47.36     41.81     51.03     87.09     12.45     27.04     78.28     70.78     60.18     50.45 
   245    52833.81   2018.69     92.00     54.63           88.05     75.03     71.76     29.44     13.15     49.63     48.50     62.20     83.93     58.84     99.00     95.17     28.33     99.16     32.24     13.25     65.84     21.31     72.01     17.70     40.41     75.10     89.27     21.05     91.10     36.69     16.61     47.65     41.66     51.15     87.11     12.27     27.04     78.29     70.73     60.19     50.54 
   246    52833.83   2018.67     92.00     54.60           88.07     74.96     71.85     29.44     12.99     49.72     48.77     62.27     83.89     58.82     99.00     95.18     28.62     99.16     32.20     13.88     65.85     21.46     70.98     17.05     39.74     75.13     89.24     21.17     91.09     36.77     16.64     47.25     41.64     51.12     87.12     12.41     26.96     78.29     70.69     60.21     50.55 
   247    52834.95   2017.55     92.01     54.68           88.11     75.02     71.80     29.79     13.20     49.71     48.75     62.27     83.99     58.86     98.99     95.23     31.09     99.16     32.31     13.63     65.97     21.30     71.17     17.38     39.53     75.13     89.25     21.01     91.09     36.78     16.12     47.29     41.77     51.19     87.13     12.36     27.09     78.29     70.75     60.18     50.50 
   248    52836.77   2015.73     92.02     54.72           88.16     75.22     71.85     29.83     13.33     49.73     48.91     62.17     84.08     58.91     99.01     95.25     30.48     99.16     32.26     13.71     66.02     21.29     70.82     17.28     40.52     75.12     89.28     21.38     91.09     36.69     16.28     47.49     41.58     51.11     87.16     12.52     27.14     78.35     70.78     60.26     50.42 
   249    52836.64   2015.86     92.01     54.69           87.84     75.25     71.89     29.90     13.05     49.78     49.09     62.25     84.02     59.08     98.97     95.25     30.60     99.16     31.89     13.57     66.22     21.53     70.77     18.04     39.53     75.11     89.26     21.24     91.09     36.77     15.79     47.52     41.85     51.07     86.93     12.37     26.75     78.39     70.78     60.33     50.48 
   250    52837.90   2014.60     92.02     54.74           87.80     75.25     72.02     29.71     13.09     49.85     49.00     62.32     84.02     59.13     98.96     95.25     31.84     99.16     32.24     13.81     66.43     21.12     71.18     17.95     39.97     75.11     89.28     21.33     91.09     36.75     15.56     46.98     41.94     51.11     86.94     12.30     26.93     78.39     70.81     60.38     50.54 
   251    52838.21   2014.29     92.02     54.78           87.77     75.24     71.98     29.41     12.99     49.84     48.93     62.30     84.07     59.11     98.96     95.25     31.00     99.16     32.51     14.26     66.40     21.51     71.46     18.42     40.81     75.15     89.34     21.57     91.08     36.84     15.23     46.95     42.00     51.36     86.94     12.38     26.62     78.38     70.80     60.31     50.55 
   252    52837.88   2014.62     92.02     54.79           88.00     75.24     72.03     29.65     13.12     49.90     49.09     62.29     84.10     59.08     98.97     95.24     31.27     99.16     32.06     14.23     66.56     21.19     71.57     18.44     41.17     75.16     89.30     21.30     91.08     36.82     14.88     46.72     41.93     51.27     86.93     12.64     26.67     78.33     70.77     60.37     50.51 
   253    52838.27   2014.23     92.02     54.82           87.91     75.25     72.13     29.53     13.37     49.84     49.06     62.31     84.13     59.00     98.97     95.20     32.89     99.16     32.33     14.04     66.51     20.71     71.73     17.90     41.34     75.16     89.32     21.57     91.08     36.82     14.95     46.71     41.99     51.22     86.94     12.57     26.67     78.30     70.80     60.49     50.52 
   254    52835.15   2017.35     92.02     54.81           87.83     75.26     72.18     29.32     13.34     49.97     49.07     62.31     84.17     58.98     98.96     95.20     31.97     99.16     32.44     14.07     66.46     20.71     71.37     18.09     41.45     75.15     89.30     21.41     91.07     36.74     15.09     47.12     42.02     51.28     86.52     12.76     27.15     78.26     70.76     60.52     50.55 
   255    52835.95   2016.55     92.02     54.87           87.80     75.14     72.29     29.21     13.53     49.92     49.15     62.26     84.15     59.00     98.95     95.22     33.88     99.16     32.86     14.09     66.44     20.86     71.32     17.68     41.49     75.13     89.28     21.45     91.08     36.71     14.82     46.89     42.26     51.48     86.55     12.91     26.95     78.29     70.77     60.61     50.49 
   256    52836.49   2016.01     92.03     54.80           87.75     75.19     72.23     29.01     13.13     49.79     49.04     62.33     84.14     59.04     98.93     95.21     32.42     99.16     32.81     14.32     66.35     21.33     71.10     17.34     41.62     75.13     89.29     21.26     91.08     36.84     14.42     46.68     42.31     51.55     86.56     13.07     26.87     78.30     70.81     60.64     50.49 
   257    52836.96   2015.54     92.03     54.86           87.84     74.97     72.16     29.18     13.01     49.56     49.10     62.28     84.15     59.10     98.92     95.22     33.00     99.16     33.00     14.24     66.43     21.32     71.40     17.32     42.60     75.14     89.24     21.44     91.08     36.82     14.74     46.65     42.20     51.58     86.53     12.97     27.12     78.37     70.85     60.65     50.44 
   258    52837.28   2015.22     92.03     54.86           87.68     74.88     71.95     29.03     13.52     49.24     49.06     62.34     84.20     58.97     98.91     95.20     32.79     99.16     33.10     14.21     66.59     21.71     71.42     17.49     42.08     75.13     89.28     21.56     91.08     36.94     14.27     46.75     42.23     51.63     86.55     13.17     27.26     78.35     70.87     60.66     50.45 
   259    52835.86   2016.64     92.03     54.79           87.55     74.95     72.03     29.20     13.43     49.25     49.03     62.42     84.11     59.06     98.90     95.23     31.81     99.16     33.36     14.34     66.70     22.32     70.97     17.34     41.41     75.12     89.27     21.41     91.07     36.98     13.71     46.62     42.19     51.55     86.55     12.98     27.21     78.34     70.88     60.62     50.28 
   260    52836.13   2016.37     92.03     54.79           87.68     74.83     72.10     29.19     13.40     49.10     49.05     62.48     84.24     59.21     98.89     95.27     32.00     99.16     33.69     14.00     66.42     22.15     70.62     17.71     40.92     75.13     89.31     21.17     91.07     37.02     13.72     46.81     42.36     51.60     86.54     12.98     27.26     78.30     70.88     60.61     50.27 
   261    52836.21   2016.29     92.03     54.83           87.69     74.88     71.72     29.21     13.35     49.25     48.89     62.53     84.23     59.25     98.83     95.26     33.26     99.16     33.72     14.18     66.60     22.99     70.53     17.76     40.78     75.11     89.31     21.19     91.08     37.07     13.57     46.65     42.40     51.66     86.52     12.82     27.28     78.36     70.90     60.55     50.22 
   262    52836.62   2015.88     92.04     54.87           87.76     75.07     71.85     29.10     13.74     49.17     48.89     62.56     84.15     59.14     98.84     95.23     32.82     99.16     33.74     14.35     66.69     23.05     70.76     18.18     41.10     75.10     89.33     21.09     91.07     36.97     13.49     47.13     42.29     51.57     86.53     12.96     27.18     78.32     70.93     60.60     50.23 
   263    52836.11   2016.39     92.03     54.83           87.65     74.92     71.92     29.19     14.09     49.06     48.74     62.64     84.19     59.03     98.81     95.24     30.72     99.16     34.07     14.52     66.82     22.97     70.46     18.51     40.99     75.13     89.38     21.20     91.07     36.98     13.36     47.30     42.19     51.64     86.52     12.86     27.25     78.29     70.91     60.52     50.31 
   264    52836.02   2016.48     92.03     54.81           87.61     74.88     71.87     28.92     14.25     49.07     48.55     62.71     84.14     58.99     98.83     95.26     30.08     99.16     33.56     14.75     66.86     22.73     70.27     18.71     41.70     75.12     89.34     21.21     91.07     36.99     13.35     47.54     42.25     51.79     86.53     12.71     27.25     78.32     70.94     60.46     50.27 
   265    52836.89   2015.61     92.04     54.85           87.68     74.93     72.03     28.68     14.13     49.24     48.57     62.68     84.13     59.13     98.82     95.25     30.64     99.16     33.66     14.82     67.06     22.72     70.14     18.73     41.40     75.12     89.29     21.33     91.07     37.01     13.49     47.77     42.15     51.83     86.55     12.84     27.37     78.33     70.95     60.48     50.23 
   266    52837.61   2014.89     92.04     54.80           87.77     74.95     71.96     28.78     14.20     49.21     48.50     62.67     84.10     59.09     98.83     95.24     29.02     99.16     33.98     14.94     66.85     22.86     69.84     18.90     40.93     75.11     89.30     21.36     91.07     37.05     13.36     48.00     41.96     51.85     86.57     12.72     27.39     78.40     71.01     60.48     50.21 
   267    52837.20   2015.30     92.03     54.73           87.56     75.02     71.98     28.90     14.04     48.96     48.41     62.72     84.08     59.05     98.82     95.28     27.34     99.16     34.23     15.21     66.94     22.47     69.64     18.70     40.49     75.12     89.30     21.31     91.07     37.06     13.60     47.89     41.87     51.82     86.58     12.92     27.48     78.43     70.99     60.51     50.14 
   268    52837.94   2014.56     92.04     54.83           87.55     75.14     72.20     28.86     13.97     49.00     48.39     62.64     84.05     59.06     98.82     95.29     29.03     99.16     34.18     15.07     67.15     23.21     69.64     18.88     40.21     75.12     89.29     21.27     91.07     37.12     14.31     48.18     41.72     51.95     86.57     13.11     27.48     78.39     71.02     60.53     50.13 
   269    52836.93   2015.57     92.04     54.84           87.55     75.20     72.16     29.25     14.00     48.95     48.49     62.63     84.08     59.05     98.81     95.31     28.92     99.16     34.05     14.99     67.06     22.97     69.64     18.83     40.64     75.11     89.30     21.33     91.06     37.15     14.54     48.28     41.55     51.91     86.57     13.04     27.50     78.36     70.98     60.55     50.10 
   270    52837.26   2015.24     92.05     54.90           87.61     75.14     72.44     29.28     14.26     48.91     48.54     62.59     84.08     59.11     98.82     95.32     29.56     99.16     34.07     15.21     66.96     23.19     69.16     19.22     41.04     75.11     89.28     21.45     91.06     37.17     14.37     48.39     41.58     52.07     86.57     13.15     27.52     78.33     70.96     60.58     50.10 
   271    52836.73   2015.77     92.05     54.94           87.60     75.01     72.61     29.47     14.41     49.01     48.55     62.53     84.06     58.98     98.85     95.35     30.77     99.16     34.69     15.47     66.93     22.88     69.71     19.05     40.55     75.10     89.31     21.44     91.06     37.07     14.54     48.13     41.45     52.01     86.57     13.24     27.47     78.33     70.92     60.54     50.14 
   272    52837.71   2014.79     92.06     55.03           87.63     74.92     72.60     29.44     14.50     49.17     48.50     62.55     84.01     59.01     98.83     95.37     32.65     99.16     34.56     15.78     66.85     23.09     69.80     18.48     41.32     75.09     89.32     21.75     91.07     37.12     14.25     48.25     41.58     52.02     86.58     13.15     27.53     78.35     70.94     60.59     50.15 
   273    52838.08   2014.42     92.06     55.09           87.63     74.88     72.45     29.22     14.61     49.15     48.33     62.58     83.99     58.90     98.84     95.38     33.41     99.16     34.80     16.00     66.91     23.44     70.13     18.78     41.71     75.08     89.32     21.80     91.07     37.11     14.60     48.11     41.70     52.04     86.60     12.98     27.48     78.36     70.99     60.59     50.12 
   274    52835.80   2016.70     92.06     55.12           87.76     74.93     72.53     28.76     14.70     48.98     48.38     62.65     83.99     58.83     98.83     95.41     33.80     99.16     35.18     16.16     66.67     23.07     70.04     19.36     42.10     75.09     89.29     21.74     91.06     37.26     14.90     48.22     41.60     52.07     86.21     12.87     27.60     78.39     71.03     60.59     50.09 
   275    52834.92   2017.58     92.06     55.12           87.85     75.01     72.65     28.69     15.09     48.90     48.41     62.65     84.01     58.83     98.79     95.38     34.04     99.16     35.13     15.83     66.71     22.91     70.09     18.89     42.23     75.09     89.30     21.88     91.06     37.31     15.26     48.01     41.58     52.07     86.22     13.00     27.43     78.35     71.02     60.54     50.01 
   276    52835.45   2017.05     92.06     55.13           87.99     75.02     72.75     28.77     15.24     48.91     48.39     62.76     84.01     58.81     98.79     95.34     34.28     99.16     35.14     15.60     66.69     22.46     70.04     18.78     42.78     75.09     89.30     21.87     91.07     37.35     14.65     48.18     41.62     52.02     86.22     13.21     27.57     78.35     71.00     60.52     50.02 
   277    52834.57   2017.93     92.05     55.11           87.92     75.06     72.84     28.53     15.04     48.74     48.38     62.74     83.95     58.76     98.81     95.36     34.95     99.16     34.95     15.96     66.57     22.31     69.87     19.15     42.47     75.10     89.26     21.76     91.07     37.33     14.35     48.17     41.42     52.06     86.23     13.30     27.72     78.30     71.04     60.55     49.95 
   278    52834.26   2018.24     92.05     55.11           87.87     75.07     72.52     28.44     15.13     48.72     48.41     62.76     83.94     58.75     98.80     95.39     35.11     99.16     34.96     15.88     66.59     22.09     69.83     19.22     42.56     75.10     89.28     21.62     91.07     37.31     14.78     48.37     41.48     52.03     86.25     13.41     27.47     78.27     70.99     60.59     49.94 
   279    52835.14   2017.36     92.05     55.09           87.92     75.09     72.69     28.50     15.31     48.74     48.40     62.80     83.90     58.78     98.79     95.42     33.84     99.16     35.20     15.51     66.74     21.72     69.74     19.00     42.80     75.09     89.31     21.84     91.07     37.40     14.58     48.44     41.58     52.08     86.25     13.49     27.37     78.22     71.04     60.66     49.92 
   280    52836.04   2016.46     92.05     55.08           87.82     75.07     72.69     28.28     15.24     48.69     48.60     62.88     83.97     58.79     98.79     95.42     33.07     99.16     35.21     15.19     66.89     21.79     69.61     19.03     42.80     75.08     89.31     22.20     91.07     37.49     14.48     48.50     41.50     52.15     86.25     13.31     27.60     78.18     71.09     60.70     49.97 
   281    52835.81   2016.69     92.05     55.12           87.17     74.96     72.47     28.22     14.93     48.79     48.51     62.92     84.08     58.75     98.78     95.43     33.95     99.16     35.09     15.54     66.58     21.99     69.91     19.06     42.83     75.07     89.31     22.23     91.06     37.55     15.17     48.76     41.75     52.15     86.27     13.21     27.89     78.16     71.06     60.76     49.95 
   282    52835.99   2016.51     92.05     55.15           87.23     74.89     72.50     28.33     14.78     48.90     48.49     62.91     84.17     58.73     98.78     95.39     34.47     99.16     34.82     15.46     66.56     21.77     69.83     19.32     42.92     75.07     89.32     22.21     91.06     37.68     15.57     48.86     41.58     52.16     86.27     13.33     28.11     78.16     71.02     60.80     49.90 
   283    52835.23   2017.27     92.06     55.18           87.22     74.78     72.39     28.37     14.53     49.04     48.49     62.87     84.16     58.68     98.77     95.42     34.35     99.16     34.77     15.90     66.64     22.12     70.32     19.85     42.84     75.10     89.30     21.95     91.06     37.68     15.54     48.65     41.61     52.10     86.30     13.39     28.42     78.11     71.03     60.77     49.82 
   284    52834.30   2018.20     92.05     55.11           86.58     74.91     72.57     28.21     14.57     48.87     48.57     62.90     84.19     58.64     98.77     95.42     34.08     99.16     34.23     15.92     66.57     21.97     70.34     19.19     42.76     75.12     89.30     21.97     91.06     37.76     15.32     48.23     41.51     52.19     86.30     13.52     28.57     78.07     71.02     60.73     49.85 
   285    52833.27   2019.23     92.05     55.04           86.53     75.01     72.34     28.12     14.46     48.76     48.49     63.01     84.15     58.59     98.79     95.39     33.26     99.16     33.82     16.07     66.57     22.39     70.00     19.08     42.34     75.12     89.32     21.90     91.06     37.50     15.13     48.23     41.60     52.14     86.32     13.42     28.70     78.02     71.03     60.74     49.80 
   286    52833.15   2019.35     92.05     55.00           86.45     74.97     72.32     27.92     14.45     48.92     48.60     63.05     84.21     58.55     98.76     95.38     32.31     99.16     34.06     15.85     66.72     22.59     70.17     18.90     42.10     75.11     89.33     21.70     91.06     37.61     15.13     48.10     41.60     52.10     86.33     13.34     28.56     78.01     71.02     60.78     49.77 
   287    52831.57   2020.93     92.05     55.01           86.36     74.96     72.31     28.08     14.61     49.00     48.57     63.02     84.15     58.59     98.75     95.42     32.47     99.16     34.08     16.00     66.57     23.28     69.81     18.62     42.44     75.11     89.32     21.77     91.06     37.37     15.01     48.05     41.63     52.10     86.18     13.49     28.49     78.06     70.99     60.72     49.72 
   288    52830.69   2021.81     92.05     55.04           86.33     74.94     71.95     28.04     14.35     49.12     48.49     63.02     84.13     58.54     98.76     95.42     33.47     99.16     33.89     16.99     66.68     22.78     69.83     18.70     42.75     75.11     89.32     21.41     91.06     37.37     15.65     47.92     41.58     52.23     86.20     13.36     28.44     78.03     70.98     60.76     49.65 
   289    52830.59   2021.91     92.05     55.02           86.20     74.96     72.10     27.99     14.34     48.92     48.43     63.01     84.10     58.51     98.76     95.43     32.80     99.16     33.63     17.00     66.69     22.84     69.98     18.92     43.09     75.11     89.31     21.73     91.06     37.42     15.36     47.58     41.56     52.24     86.20     13.53     28.43     78.02     70.99     60.72     49.66 
   290    52830.84   2021.66     92.05     55.05           86.08     74.90     72.19     27.88     14.06     48.70     48.40     62.99     84.17     58.57     98.77     95.43     34.83     99.16     33.86     17.10     66.76     22.83     69.92     18.58     43.09     75.10     89.35     21.69     91.06     37.42     15.37     47.34     41.62     52.30     86.21     13.41     28.22     78.01     71.06     60.74     49.61 
   291    52831.61   2020.89     92.05     55.08           86.12     74.92     72.30     27.79     14.30     48.73     48.39     63.02     84.18     58.59     98.76     95.40     35.40     99.16     34.02     16.61     66.78     22.61     69.94     18.58     43.18     75.13     89.36     21.62     91.06     37.40     15.87     47.27     41.58     52.45     86.22     13.59     28.37     78.04     71.03     60.71     49.62 
   292    52828.66   2023.84     92.05     55.08           85.96     74.98     72.39     28.22     14.19     48.88     48.26     63.04     84.20     58.63     98.77     95.41     36.51     99.16     33.97     16.35     66.88     22.74     69.82     17.57     43.18     75.11     89.39     21.63     91.06     37.46     15.89     47.57     41.42     52.45     85.86     13.46     28.08     78.01     71.04     60.74     49.59 
   293    52829.62   2022.88     92.05     55.13           86.11     74.87     72.45     28.21     14.14     48.84     48.41     63.02     84.24     58.61     98.77     95.38     37.41     99.16     34.13     16.50     67.04     23.00     69.84     17.76     42.66     75.10     89.43     21.77     91.06     37.46     15.70     47.59     41.36     52.43     85.88     13.60     28.38     78.03     71.04     60.73     49.59 
   294    52828.64   2023.86     92.05     55.13           86.09     74.99     72.44     28.35     14.47     49.00     48.25     63.05     84.28     58.55     98.77     95.39     36.87     99.16     34.15     16.24     67.22     23.06     69.43     17.59     43.27     75.10     89.38     21.78     91.06     37.47     15.77     47.68     41.43     52.33     85.89     13.55     28.38     77.99     71.00     60.69     49.56 
